ï»¿Figure 3.  water table data,,,,,,,,,,,,,,,,,,
original elevation data on: https://lbnlsfa.paf.subsurfaceinsights.com/login/?redir=%2Fdatadownload%2F&show_redir_msg=1,,,,,,,,,,,,,,,,,,
"soil surface elevations for PLM1 = 2786.74 m , PLM6 = 2759.58 m",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 3a.,,,,"Figure 3b,c",,,,,,,,,,,,,,
date,Average water table depth below the soil surface,gradient,,,depth below local soil surface,,,,,,,,,,,,,
,m,m/m,,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6
7/12/17,-1.673,0.203,,12/10/17,-3.19,-2.63,12/10/18,-3.48,-2.64,12/10/19,-3.37,-2.36,12/10/20,-3.43,-2.35,12/10/21,-3.82,-2.44
7/13/17,-1.686,0.203,,12/11/17,-3.19,-2.62,12/11/18,-3.48,-2.63,12/11/19,-3.31,-2.40,12/11/20,-3.49,-2.32,12/11/21,-3.84,-2.50
7/14/17,-1.720,0.203,,12/12/17,-3.19,-2.59,12/12/18,-3.47,-2.61,12/12/19,-3.31,-2.42,12/12/20,-3.46,-2.33,12/12/21,-3.92,-2.51
7/15/17,-1.717,0.203,,12/13/17,-3.15,-2.60,12/13/18,-3.44,-2.58,12/13/19,-3.35,-2.40,12/13/20,-3.44,-2.36,12/13/21,-3.93,-2.49
7/16/17,-1.731,0.203,,12/14/17,-3.15,-2.62,12/14/18,-3.49,-2.61,12/14/19,-3.41,-2.38,12/14/20,-3.44,-2.42,12/14/21,-3.96,-2.45
7/17/17,-1.728,0.203,,12/15/17,-3.19,-2.58,12/15/18,-3.52,-2.62,12/15/19,-3.43,-2.35,12/15/20,-3.49,-2.45,12/15/21,-3.94,-2.48
7/18/17,-1.760,0.203,,12/16/17,-3.14,-2.61,12/16/18,-3.51,-2.61,12/16/19,-3.45,-2.34,12/16/20,-3.46,-2.38,12/16/21,-3.90,-2.49
7/19/17,-1.769,0.203,,12/17/17,-3.17,-2.63,12/17/18,-3.54,-2.62,12/17/19,-3.42,-2.37,12/17/20,-3.46,-2.39,12/17/21,-3.93,-2.52
7/20/17,-1.790,0.203,,12/18/17,-3.21,-2.63,12/18/18,-3.52,-2.60,12/18/19,-3.32,-2.43,12/18/20,-3.53,-2.36,12/18/21,-3.88,-2.51
7/21/17,-1.783,0.203,,12/19/17,-3.22,-2.61,12/19/18,-3.50,-2.58,12/19/19,-3.32,-2.43,12/19/20,-3.47,-2.40,12/19/21,-3.95,-2.52
7/22/17,-1.801,0.203,,12/20/17,-3.20,-2.59,12/20/18,-3.52,-2.58,12/20/19,-3.39,-2.39,12/20/20,-3.49,-2.40,12/20/21,-3.98,-2.52
7/23/17,-1.815,0.203,,12/21/17,-3.16,-2.63,12/21/18,-3.56,-2.60,12/21/19,-3.37,-2.42,12/21/20,-3.50,-2.40,12/21/21,-4.00,-2.52
7/24/17,-1.821,0.203,,12/22/17,-3.23,-2.63,12/22/18,-3.53,-2.57,12/22/19,-3.36,-2.44,12/22/20,-3.53,-2.37,12/22/21,-3.99,-2.51
7/25/17,-1.833,0.203,,12/23/17,-3.24,-2.65,12/23/18,-3.54,-2.58,12/23/19,-3.39,-2.43,12/23/20,-3.56,-2.35,12/23/21,-4.04,-2.48
7/26/17,-1.848,0.203,,12/24/17,-3.27,-2.64,12/24/18,-3.58,-2.62,12/24/19,-3.44,-2.40,12/24/20,-3.47,-2.41,12/24/21,-4.04,-2.44
7/27/17,-1.867,0.202,,12/25/17,-3.25,-2.66,12/25/18,-3.55,-2.59,12/25/19,-3.51,-2.38,12/25/20,-3.48,-2.40,12/25/21,-3.97,-2.47
7/28/17,-1.881,0.203,,12/26/17,-3.28,-2.67,12/26/18,-3.54,-2.55,12/26/19,-3.55,-2.35,12/26/20,-3.51,-2.37,12/26/21,-3.99,-2.45
7/29/17,-1.879,0.202,,12/27/17,-3.31,-2.67,12/27/18,-3.53,-2.53,12/27/19,-3.51,-2.38,12/27/20,-3.59,-2.35,12/27/21,-3.99,-2.45
7/30/17,-1.896,0.202,,12/28/17,-3.32,-2.67,12/28/18,-3.53,-2.52,12/28/19,-3.50,-2.38,12/28/20,-3.59,-2.36,12/28/21,-3.99,-2.42
7/31/17,-1.909,0.202,,12/29/17,-3.32,-2.66,12/29/18,-3.57,-2.55,12/29/19,-3.58,-2.34,12/29/20,-3.64,-2.34,12/29/21,-3.99,
8/1/17,-1.924,0.202,,12/30/17,-3.30,-2.66,12/30/18,-3.61,-2.58,12/30/19,-3.53,-2.37,12/30/20,-3.55,-2.39,12/30/21,-3.99,
8/2/17,-1.933,0.202,,12/31/17,-3.31,-2.67,12/31/18,-3.58,-2.55,12/31/19,-3.47,-2.41,12/31/20,-3.56,-2.38,12/31/21,-4.00,
8/3/17,-1.938,0.202,,1/1/18,-3.35,-2.68,1/1/19,-3.56,-2.52,1/1/20,-3.45,-2.43,1/1/21,-3.61,-2.38,1/1/22,,
8/4/17,-1.940,0.202,,1/2/18,-3.35,-2.69,1/2/19,-3.62,-2.59,1/2/20,-3.51,-2.40,1/2/21,-3.58,-2.40,1/2/22,,
8/5/17,-1.937,0.202,,1/3/18,-3.36,-2.68,1/3/19,-3.64,-2.60,1/3/20,-3.60,-2.37,1/3/21,-3.61,-2.40,1/3/22,,
8/6/17,-1.949,0.202,,1/4/18,-3.35,-2.69,1/4/19,-3.66,-2.59,1/4/20,-3.55,-2.42,1/4/21,-3.61,-2.42,1/4/22,,
8/7/17,-1.969,0.202,,1/5/18,-3.37,-2.68,1/5/19,-3.66,-2.60,1/5/20,-3.52,-2.46,1/5/21,-3.63,-2.39,1/5/22,,
8/8/17,-1.983,0.202,,1/6/18,-3.36,-2.68,1/6/19,-3.66,-2.59,1/6/20,-3.53,-2.45,1/6/21,-3.60,-2.42,1/6/22,,
8/9/17,-1.995,0.202,,1/7/18,-3.36,-2.69,1/7/19,-3.62,-2.55,1/7/20,-3.55,-2.44,1/7/21,-3.59,-2.42,1/7/22,,
8/10/17,-2.013,0.202,,1/8/18,-3.39,-2.68,1/8/19,-3.66,-2.58,1/8/20,-3.50,-2.45,1/8/21,-3.59,-2.42,1/8/22,,
8/11/17,-2.025,0.202,,1/9/18,-3.36,-2.64,1/9/19,-3.71,-2.62,1/9/20,-3.55,-2.41,1/9/21,-3.61,-2.40,1/9/22,,
8/12/17,-2.039,0.202,,1/10/18,-3.32,-2.69,1/10/19,-3.70,-2.62,1/10/20,-3.65,-2.37,1/10/21,-3.61,-2.42,1/10/22,,
8/13/17,-2.029,0.202,,1/11/18,-3.39,-2.71,1/11/19,-3.68,-2.59,1/11/20,-3.63,-2.39,1/11/21,-3.57,-2.43,1/11/22,,
8/14/17,-2.040,0.202,,1/12/18,-3.42,-2.74,1/12/19,-3.66,-2.57,1/12/20,-3.58,-2.41,1/12/21,-3.55,-2.44,1/12/22,,
8/15/17,-2.051,0.202,,1/13/18,-3.45,-2.72,1/13/19,-3.70,-2.58,1/13/20,-3.63,-2.39,1/13/21,-3.60,-2.43,1/13/22,,
8/16/17,-2.062,0.202,,1/14/18,-3.45,-2.71,1/14/19,-3.71,-2.59,1/14/20,-3.66,-2.40,1/14/21,-3.66,-2.42,1/14/22,,
8/17/17,-2.089,0.201,,1/15/18,-3.43,-2.72,1/15/19,-3.72,-2.62,1/15/20,-3.63,-2.42,1/15/21,-3.66,-2.43,1/15/22,,
8/18/17,-2.094,0.202,,1/16/18,-3.45,-2.72,1/16/19,-3.72,-2.59,1/16/20,-3.67,-2.43,1/16/21,-3.68,-2.42,1/16/22,,
8/19/17,-2.105,0.201,,1/17/18,-3.46,-2.72,1/17/19,-3.71,-2.57,1/17/20,-3.62,-2.45,1/17/21,-3.70,-2.43,1/17/22,,
8/20/17,-2.101,0.202,,1/18/18,-3.46,-2.69,1/18/19,-3.72,-2.57,1/18/20,-3.68,-2.41,1/18/21,-3.74,-2.40,1/18/22,,
8/21/17,-2.120,0.202,,1/19/18,-3.43,-2.67,1/19/19,-3.70,-2.55,1/19/20,-3.62,-2.45,1/19/21,-3.71,-2.43,1/19/22,,
8/22/17,-2.143,0.201,,1/20/18,-3.41,-2.67,1/20/19,-3.76,-2.60,1/20/20,-3.58,-2.47,1/20/21,-3.65,-2.54,1/20/22,,
8/23/17,-2.140,0.201,,1/21/18,-3.41,-2.72,1/21/19,-3.74,-2.58,1/21/20,-3.64,-2.61,1/21/21,-3.71,-2.40,1/21/22,,
8/24/17,-2.136,0.202,,1/22/18,-3.48,-2.73,1/22/19,-3.68,-2.51,1/22/20,-3.66,-2.46,1/22/21,-3.74,-2.38,1/22/22,,
8/25/17,-2.159,0.201,,1/23/18,-3.51,-2.74,1/23/19,-3.74,-2.55,1/23/20,-3.71,-2.41,1/23/21,-3.79,-2.36,1/23/22,,
8/26/17,-2.182,0.201,,1/24/18,-3.52,-2.71,1/24/19,-3.76,-2.57,1/24/20,-3.70,-2.43,1/24/21,-3.76,-2.37,1/24/22,,
8/27/17,-2.200,0.201,,1/25/18,-3.48,-2.71,1/25/19,-3.76,-2.57,1/25/20,-3.67,-2.44,1/25/21,-3.81,-2.34,1/25/22,,
8/28/17,-2.204,0.201,,1/26/18,-3.48,-2.74,1/26/19,-3.77,-2.57,1/26/20,-3.70,-2.44,1/26/21,-3.80,-2.35,1/26/22,,
8/29/17,-2.209,0.201,,1/27/18,-3.54,-2.75,1/27/19,-3.84,-2.58,1/27/20,-3.68,-2.45,1/27/21,-3.74,-2.42,1/27/22,,
8/30/17,-2.216,0.201,,1/28/18,-3.56,-2.76,1/28/19,-3.79,-2.57,1/28/20,-3.72,-2.43,1/28/21,-3.72,-2.45,1/28/22,,
8/31/17,-2.223,0.201,,1/29/18,-3.56,-2.74,1/29/19,-3.77,-2.55,1/29/20,-3.71,-2.45,1/29/21,-3.75,-2.42,1/29/22,,
9/1/17,-2.236,0.201,,1/30/18,-3.53,-2.72,1/30/19,-3.78,-2.56,1/30/20,-3.71,-2.44,1/30/21,-3.81,-2.39,1/30/22,,
9/2/17,-2.261,0.201,,1/31/18,-3.50,-2.74,1/31/19,-3.78,-2.55,1/31/20,-3.70,-2.44,1/31/21,-3.71,-2.46,1/31/22,,
9/3/17,-2.272,0.201,,2/1/18,-3.54,-2.75,2/1/19,-3.80,-2.56,2/1/20,-3.69,-2.50,2/1/21,-3.68,-2.47,2/1/22,,
9/4/17,-2.264,0.201,,2/2/18,-3.56,-2.73,2/2/19,-3.80,-2.56,2/2/20,-3.66,-2.49,2/2/21,-3.74,-2.45,2/2/22,,
9/5/17,-2.262,0.201,,2/3/18,-3.54,-2.74,2/3/19,-3.80,-2.55,2/3/20,-3.68,-2.47,2/3/21,-3.79,-2.42,2/3/22,,
9/6/17,-2.256,0.201,,2/4/18,-3.56,-2.73,2/4/19,-3.77,-2.52,2/4/20,-3.81,-2.38,2/4/21,-3.81,-2.40,2/4/22,,
9/7/17,-2.267,0.201,,2/5/18,-3.55,-2.73,2/5/19,-3.79,-2.52,2/5/20,-3.82,-2.39,2/5/21,-3.78,-2.41,2/5/22,,
9/8/17,-2.293,0.201,,2/6/18,-3.55,-2.79,2/6/19,-3.78,-2.50,2/6/20,-3.73,-2.42,2/6/21,-3.83,-2.41,2/6/22,,
9/9/17,-2.319,0.201,,2/7/18,-3.61,-2.76,2/7/19,-3.78,-2.49,2/7/20,-3.78,-2.42,2/7/21,-3.84,-2.41,2/7/22,,
9/10/17,-2.326,0.201,,2/8/18,-3.60,-2.80,2/8/19,-3.84,-2.55,2/8/20,-3.85,-2.43,2/8/21,-3.86,-2.41,2/8/22,,
9/11/17,-2.339,0.201,,2/9/18,-3.56,-2.73,2/9/19,-3.84,-2.57,2/9/20,-3.84,-2.46,2/9/21,-3.86,-2.44,2/9/22,,
9/12/17,-2.331,0.201,,2/10/18,-3.53,-2.74,2/10/19,-3.81,-2.55,2/10/20,-3.85,-2.44,2/10/21,-3.84,-2.44,2/10/22,,
9/13/17,-2.322,0.201,,2/11/18,-3.58,-2.73,2/11/19,-3.81,-2.53,2/11/20,-3.83,-2.46,2/11/21,-3.84,-2.45,2/11/22,,
9/14/17,-2.322,0.201,,2/12/18,-3.58,-2.76,2/12/19,-3.82,-2.53,2/12/20,-3.79,-2.46,2/12/21,-3.85,-2.43,2/12/22,,
9/15/17,-2.319,0.201,,2/13/18,-3.63,-2.75,2/13/19,-3.87,-2.58,2/13/20,-3.78,-2.45,2/13/21,-3.89,-2.41,2/13/22,,
9/16/17,-2.351,0.201,,2/14/18,-3.61,-2.74,2/14/19,-3.83,-2.55,2/14/20,-3.79,-2.46,2/14/21,-3.94,-2.39,2/14/22,,
9/17/17,-2.369,0.201,,2/15/18,-3.60,-2.81,2/15/19,-3.82,-2.54,2/15/20,-3.78,-2.48,2/15/21,-3.88,-2.43,2/15/22,,
9/18/17,-2.375,0.201,,2/16/18,-3.63,-2.81,2/16/19,-3.82,-2.53,2/16/20,-3.79,-2.47,2/16/21,-3.90,-2.41,2/16/22,,
9/19/17,-2.367,0.201,,2/17/18,-3.63,-2.73,2/17/19,-3.81,-2.50,2/17/20,-3.82,-2.48,2/17/21,-3.89,-2.43,2/17/22,,
9/20/17,-2.434,0.201,,2/18/18,-3.59,-2.74,2/18/19,-3.85,-2.52,2/18/20,-3.85,-2.46,2/18/21,-3.83,-2.47,2/18/22,,
9/21/17,-2.373,0.201,,2/19/18,-3.56,-2.75,2/19/19,-3.84,-2.52,2/19/20,-3.83,-2.47,2/19/21,-3.77,-2.53,2/19/22,,
9/22/17,-2.376,0.201,,2/20/18,-3.62,-2.76,2/20/19,-3.83,-2.51,2/20/20,-3.80,-2.48,2/20/21,-3.84,-2.46,2/20/22,,
9/23/17,-2.382,0.201,,2/21/18,-3.66,-2.75,2/21/19,-3.84,-2.50,2/21/20,-3.76,-2.51,2/21/21,-3.84,-2.46,2/21/22,,
9/24/17,-2.392,0.201,,2/22/18,-3.64,-2.75,2/22/19,-3.85,-2.50,2/22/20,-3.71,-2.52,2/22/21,-3.78,-2.49,2/22/22,,
9/25/17,-2.416,0.201,,2/23/18,-3.66,-2.75,2/23/19,-3.86,-2.51,2/23/20,-3.77,-2.50,2/23/21,-3.78,-2.48,2/23/22,,
9/26/17,-2.436,0.201,,2/24/18,-3.64,-2.76,2/24/19,-3.89,-2.55,2/24/20,-3.85,-2.46,2/24/21,-3.83,-2.46,2/24/22,,
9/27/17,-2.457,0.201,,2/25/18,-3.67,-2.77,2/25/19,-3.89,-2.58,2/25/20,-3.84,-2.43,2/25/21,-3.83,-2.46,2/25/22,,
9/28/17,-2.463,0.201,,2/26/18,-3.67,-2.76,2/26/19,-3.88,-2.57,2/26/20,-3.81,-2.54,2/26/21,-3.85,-2.45,2/26/22,,
9/29/17,-2.466,0.200,,2/27/18,-3.66,-2.76,2/27/19,-3.89,-2.58,2/27/20,-3.73,-2.51,2/27/21,-3.91,-2.43,2/27/22,,
9/30/17,-2.469,0.201,,2/28/18,-3.67,-2.78,2/28/19,-3.89,-2.57,2/28/20,-3.79,-2.50,2/28/21,-3.85,-2.47,2/28/22,,
10/1/17,-2.430,0.201,,,,,,,,2/29/20,,,,,,,,
10/2/17,-2.430,0.201,,,,,,,,,,,,,,,,
10/3/17,-2.486,0.200,,,,,,,,,,,,,,,,
10/4/17,-2.513,0.200,,,,,,,,,,,,,,,,
10/5/17,-2.545,0.200,,,,,,,,,,,,,,,,
10/6/17,-2.489,0.200,,,,,,,,,,,,,,,,
10/7/17,-2.544,0.200,,,,,,,,,,,,,,,,
10/8/17,-2.487,0.200,,,,,,,,,,,,,,,,
10/9/17,-2.500,0.200,,,,,,,,,,,,,,,,
10/10/17,-2.548,0.200,,,,,,,,,,,,,,,,
10/11/17,-2.541,0.200,,,,,,,,,,,,,,,,
10/12/17,-2.604,0.200,,,,,,,,,,,,,,,,
10/13/17,-2.595,0.200,,,,,,,,,,,,,,,,
10/14/17,-2.558,0.200,,,,,,,,,,,,,,,,
10/15/17,-2.594,0.199,,,,,,,,,,,,,,,,
10/16/17,-2.589,0.199,,,,,,,,,,,,,,,,
10/17/17,-2.576,0.199,,,,,,,,,,,,,,,,
10/18/17,-2.569,0.199,,,,,,,,,,,,,,,,
10/19/17,-2.557,0.199,,,,,,,,,,,,,,,,
10/20/17,-2.521,0.199,,,,,,,,,,,,,,,,
10/21/17,-2.556,0.199,,,,,,,,,,,,,,,,
10/22/17,-2.617,0.199,,,,,,,,,,,,,,,,
10/23/17,-2.632,0.199,,,,,,,,,,,,,,,,
10/24/17,-2.798,0.199,,,,,,,,,,,,,,,,
10/25/17,-2.661,0.199,,,,,,,,,,,,,,,,
10/26/17,-2.618,0.199,,,,,,,,,,,,,,,,
10/27/17,-2.632,0.199,,,,,,,,,,,,,,,,
10/28/17,-2.647,0.199,,,,,,,,,,,,,,,,
10/29/17,-2.672,0.198,,,,,,,,,,,,,,,,
10/30/17,-2.631,0.199,,,,,,,,,,,,,,,,
10/31/17,-2.622,0.199,,,,,,,,,,,,,,,,
11/1/17,-2.643,0.198,,,,,,,,,,,,,,,,
11/2/17,-2.678,0.198,,,,,,,,,,,,,,,,
11/3/17,-2.691,0.198,,,,,,,,,,,,,,,,
11/4/17,-2.693,0.198,,,,,,,,,,,,,,,,
11/5/17,-2.684,0.198,,,,,,,,,,,,,,,,
11/6/17,-2.703,0.198,,,,,,,,,,,,,,,,
11/7/17,-2.719,0.198,,,,,,,,,,,,,,,,
11/8/17,-2.742,0.198,,,,,,,,,,,,,,,,
11/9/17,-2.744,0.198,,,,,,,,,,,,,,,,
11/10/17,-2.736,0.198,,,,,,,,,,,,,,,,
11/11/17,-2.745,0.198,,,,,,,,,,,,,,,,
11/12/17,-2.784,0.198,,,,,,,,,,,,,,,,
11/13/17,-2.783,0.197,,,,,,,,,,,,,,,,
11/14/17,-2.773,0.197,,,,,,,,,,,,,,,,
11/15/17,-2.781,0.197,,,,,,,,,,,,,,,,
11/16/17,-2.771,0.197,,,,,,,,,,,,,,,,
11/17/17,-2.740,0.197,,,,,,,,,,,,,,,,
11/18/17,-2.806,0.197,,,,,,,,,,,,,,,,
11/19/17,-2.816,0.197,,,,,,,,,,,,,,,,
11/20/17,-2.802,0.197,,,,,,,,,,,,,,,,
11/21/17,-2.831,0.197,,,,,,,,,,,,,,,,
11/22/17,-2.857,0.197,,,,,,,,,,,,,,,,
11/23/17,-2.846,0.197,,,,,,,,,,,,,,,,
11/24/17,-2.819,0.197,,,,,,,,,,,,,,,,
11/25/17,-2.853,0.197,,,,,,,,,,,,,,,,
11/26/17,-2.867,0.197,,,,,,,,,,,,,,,,
11/27/17,-2.827,0.197,,,,,,,,,,,,,,,,
11/28/17,-2.839,0.197,,,,,,,,,,,,,,,,
11/29/17,-2.873,0.197,,,,,,,,,,,,,,,,
11/30/17,-2.878,0.196,,,,,,,,,,,,,,,,
12/1/17,-2.867,0.196,,,,,,,,,,,,,,,,
12/2/17,-2.877,0.196,,,,,,,,,,,,,,,,
12/3/17,-2.820,0.197,,,,,,,,,,,,,,,,
12/4/17,-2.824,0.197,,,,,,,,,,,,,,,,
12/5/17,-2.887,0.197,,,,,,,,,,,,,,,,
12/6/17,-2.882,0.197,,,,,,,,,,,,,,,,
12/7/17,-2.888,0.196,,,,,,,,,,,,,,,,
12/8/17,-2.897,0.196,,,,,,,,,,,,,,,,
12/9/17,-2.924,0.196,,,,,,,,,,,,,,,,
12/10/17,-2.931,0.196,,,,,,,,,,,,,,,,
12/11/17,-2.930,0.196,,,,,,,,,,,,,,,,
12/12/17,-2.928,0.196,,,,,,,,,,,,,,,,
12/13/17,-2.891,0.196,,,,,,,,,,,,,,,,
12/14/17,-2.894,0.196,,,,,,,,,,,,,,,,
12/15/17,-2.924,0.196,,,,,,,,,,,,,,,,
12/16/17,-2.876,0.196,,,,,,,,,,,,,,,,
12/17/17,-2.905,0.196,,,,,,,,,,,,,,,,
12/18/17,-2.939,0.196,,,,,,,,,,,,,,,,
12/19/17,-2.942,0.196,,,,,,,,,,,,,,,,
12/20/17,-2.919,0.196,,,,,,,,,,,,,,,,
12/21/17,-2.893,0.196,,,,,,,,,,,,,,,,
12/22/17,-2.950,0.196,,,,,,,,,,,,,,,,
12/23/17,-2.955,0.196,,,,,,,,,,,,,,,,
12/24/17,-2.980,0.196,,,,,,,,,,,,,,,,
12/25/17,-2.964,0.196,,,,,,,,,,,,,,,,
12/26/17,-2.984,0.196,,,,,,,,,,,,,,,,
12/27/17,-3.008,0.196,,,,,,,,,,,,,,,,
12/28/17,-3.014,0.196,,,,,,,,,,,,,,,,
12/29/17,-3.013,0.196,,,,,,,,,,,,,,,,
12/30/17,-2.998,0.196,,,,,,,,,,,,,,,,
12/31/17,-3.003,0.196,,,,,,,,,,,,,,,,
1/1/18,-3.022,0.196,,,,,,,,,,,,,,,,
1/2/18,-3.036,0.195,,,,,,,,,,,,,,,,
1/3/18,-3.044,0.195,,,,,,,,,,,,,,,,
1/4/18,-3.038,0.195,,,,,,,,,,,,,,,,
1/5/18,-3.051,0.195,,,,,,,,,,,,,,,,
1/6/18,-3.038,0.195,,,,,,,,,,,,,,,,
1/7/18,-3.036,0.195,,,,,,,,,,,,,,,,
1/8/18,-3.059,0.195,,,,,,,,,,,,,,,,
1/9/18,-3.038,0.195,,,,,,,,,,,,,,,,
1/10/18,-2.998,0.195,,,,,,,,,,,,,,,,
1/11/18,-3.060,0.195,,,,,,,,,,,,,,,,
1/12/18,-3.083,0.195,,,,,,,,,,,,,,,,
1/13/18,-3.112,0.195,,,,,,,,,,,,,,,,
1/14/18,-3.104,0.195,,,,,,,,,,,,,,,,
1/15/18,-3.087,0.195,,,,,,,,,,,,,,,,
1/16/18,-3.104,0.195,,,,,,,,,,,,,,,,
1/17/18,-3.111,0.195,,,,,,,,,,,,,,,,
1/18/18,-3.107,0.195,,,,,,,,,,,,,,,,
1/19/18,-3.083,0.195,,,,,,,,,,,,,,,,
1/20/18,-3.059,0.195,,,,,,,,,,,,,,,,
1/21/18,-3.058,0.195,,,,,,,,,,,,,,,,
1/22/18,-3.120,0.195,,,,,,,,,,,,,,,,
1/23/18,-3.138,0.195,,,,,,,,,,,,,,,,
1/24/18,-3.150,0.195,,,,,,,,,,,,,,,,
1/25/18,-3.113,0.195,,,,,,,,,,,,,,,,
1/26/18,-3.114,0.195,,,,,,,,,,,,,,,,
1/27/18,-3.158,0.195,,,,,,,,,,,,,,,,
1/28/18,-3.174,0.194,,,,,,,,,,,,,,,,
1/29/18,-3.181,0.194,,,,,,,,,,,,,,,,
1/30/18,-3.151,0.195,,,,,,,,,,,,,,,,
1/31/18,-3.128,0.195,,,,,,,,,,,,,,,,
2/1/18,-3.156,0.194,,,,,,,,,,,,,,,,
2/2/18,-3.170,0.194,,,,,,,,,,,,,,,,
2/3/18,-3.154,0.194,,,,,,,,,,,,,,,,
2/4/18,-3.169,0.194,,,,,,,,,,,,,,,,
2/5/18,-3.155,0.194,,,,,,,,,,,,,,,,
2/6/18,-3.159,0.194,,,,,,,,,,,,,,,,
2/7/18,-3.216,0.194,,,,,,,,,,,,,,,,
2/8/18,-3.202,0.194,,,,,,,,,,,,,,,,
2/9/18,-3.203,0.195,,,,,,,,,,,,,,,,
2/10/18,-3.151,0.194,,,,,,,,,,,,,,,,
2/11/18,-3.178,0.194,,,,,,,,,,,,,,,,
2/12/18,-3.175,0.194,,,,,,,,,,,,,,,,
2/13/18,-3.213,0.194,,,,,,,,,,,,,,,,
2/14/18,-3.204,0.194,,,,,,,,,,,,,,,,
2/15/18,-3.189,0.194,,,,,,,,,,,,,,,,
2/16/18,-3.239,0.194,,,,,,,,,,,,,,,,
2/17/18,-3.240,0.194,,,,,,,,,,,,,,,,
2/18/18,-3.177,0.194,,,,,,,,,,,,,,,,
2/19/18,-3.170,0.194,,,,,,,,,,,,,,,,
2/20/18,-3.207,0.194,,,,,,,,,,,,,,,,
2/21/18,-3.227,0.194,,,,,,,,,,,,,,,,
2/22/18,-3.215,0.194,,,,,,,,,,,,,,,,
2/23/18,-3.224,0.194,,,,,,,,,,,,,,,,
2/24/18,-3.214,0.194,,,,,,,,,,,,,,,,
2/25/18,-3.235,0.194,,,,,,,,,,,,,,,,
2/26/18,-3.238,0.194,,,,,,,,,,,,,,,,
2/27/18,-3.231,0.194,,,,,,,,,,,,,,,,
2/28/18,-3.235,0.194,,,,,,,,,,,,,,,,
3/1/18,-3.261,0.194,,,,,,,,,,,,,,,,
3/2/18,-3.257,0.194,,,,,,,,,,,,,,,,
3/3/18,-3.255,0.194,,,,,,,,,,,,,,,,
3/4/18,-3.237,0.194,,,,,,,,,,,,,,,,
3/5/18,-3.267,0.194,,,,,,,,,,,,,,,,
3/6/18,-3.284,0.194,,,,,,,,,,,,,,,,
3/7/18,-3.281,0.194,,,,,,,,,,,,,,,,
3/8/18,-3.291,0.194,,,,,,,,,,,,,,,,
3/9/18,-3.260,0.194,,,,,,,,,,,,,,,,
3/10/18,-3.264,0.193,,,,,,,,,,,,,,,,
3/11/18,-3.285,0.193,,,,,,,,,,,,,,,,
3/12/18,-3.287,0.193,,,,,,,,,,,,,,,,
3/13/18,-3.283,0.193,,,,,,,,,,,,,,,,
3/14/18,-3.269,0.193,,,,,,,,,,,,,,,,
3/15/18,-3.240,0.193,,,,,,,,,,,,,,,,
3/16/18,-3.267,0.193,,,,,,,,,,,,,,,,
3/17/18,-3.271,0.193,,,,,,,,,,,,,,,,
3/18/18,-3.260,0.193,,,,,,,,,,,,,,,,
3/19/18,-3.277,0.193,,,,,,,,,,,,,,,,
3/20/18,-3.276,0.193,,,,,,,,,,,,,,,,
3/21/18,-3.279,0.193,,,,,,,,,,,,,,,,
3/22/18,-3.289,0.193,,,,,,,,,,,,,,,,
3/23/18,-3.262,0.193,,,,,,,,,,,,,,,,
3/24/18,-3.265,0.193,,,,,,,,,,,,,,,,
3/25/18,-3.249,0.193,,,,,,,,,,,,,,,,
3/26/18,-3.262,0.193,,,,,,,,,,,,,,,,
3/27/18,-3.275,0.193,,,,,,,,,,,,,,,,
3/28/18,-3.271,0.193,,,,,,,,,,,,,,,,
3/29/18,-3.285,0.193,,,,,,,,,,,,,,,,
3/30/18,-3.291,0.193,,,,,,,,,,,,,,,,
3/31/18,-3.283,0.193,,,,,,,,,,,,,,,,
4/1/18,-3.264,0.193,,,,,,,,,,,,,,,,
4/2/18,-3.258,0.193,,,,,,,,,,,,,,,,
4/3/18,-3.283,0.193,,,,,,,,,,,,,,,,
4/4/18,-3.259,0.192,,,,,,,,,,,,,,,,
4/5/18,-3.230,0.192,,,,,,,,,,,,,,,,
4/6/18,-3.186,0.192,,,,,,,,,,,,,,,,
4/7/18,-3.161,0.191,,,,,,,,,,,,,,,,
4/8/18,-3.108,0.191,,,,,,,,,,,,,,,,
4/9/18,-3.096,0.190,,,,,,,,,,,,,,,,
4/10/18,-3.063,0.190,,,,,,,,,,,,,,,,
4/11/18,-2.991,0.189,,,,,,,,,,,,,,,,
4/12/18,-2.900,0.189,,,,,,,,,,,,,,,,
4/13/18,-2.880,0.189,,,,,,,,,,,,,,,,
4/14/18,-2.885,0.189,,,,,,,,,,,,,,,,
4/15/18,-2.840,0.189,,,,,,,,,,,,,,,,
4/16/18,-2.762,0.189,,,,,,,,,,,,,,,,
4/17/18,-2.679,0.189,,,,,,,,,,,,,,,,
4/18/18,-2.667,0.189,,,,,,,,,,,,,,,,
4/19/18,-2.566,0.189,,,,,,,,,,,,,,,,
4/20/18,-2.448,0.189,,,,,,,,,,,,,,,,
4/21/18,-2.390,0.189,,,,,,,,,,,,,,,,
4/22/18,-2.298,0.190,,,,,,,,,,,,,,,,
4/23/18,-2.137,0.190,,,,,,,,,,,,,,,,
