ï»¿Fig. 6a. Annual variations in pore water total dissolved nitrogen (TDN),,,,,,,,,,,,,
Fig. 6b. Annual variations in calculated TDN export rates along different zones of the hillslope,,,,,,,,,,,,,
"Fig. 6c. Subsurface C-Q relation for TDN, showing that discharge-dependence of annual cycles of flow-weighted TDN concentrations ",,,,,,,,,,,,,
,,,,,,,,,,,,,
,6a,6a,6a,6a,,6b,6b,6b,6b,6b,,6c,6c
date,soil TDN,weathering zone TDN,fractured bedrock TDN,flow-weighted TDN,,soil TDN,weathering zone TDN,bedrock TDN,total TDN,total flow,,total flow,flow-weighted TDN
,ÂµM,ÂµM,ÂµM,ÂµM,,mmol/(m day),mmol/(m day),mmol/(m day),mmol/(m day),m3/(m day),,m3/(m day),ÂµM
1/19/21,,255.3,56.8,151.5,,,8.71,2.13,10.84,0.072,,0.072,151.5
1/20/21,,255.3,56.8,148.6,,,8.28,2.14,10.42,0.070,,0.070,148.6
1/21/21,,255.2,56.7,152.6,,,8.92,2.12,11.04,0.072,,0.072,152.6
1/22/21,,255.2,56.7,151.6,,,8.71,2.11,10.83,0.071,,0.071,151.6
1/23/21,,255.2,56.6,150.7,,,8.55,2.11,10.65,0.071,,0.071,150.7
1/24/21,,255.2,56.6,151.3,,,8.67,2.11,10.78,0.071,,0.071,151.3
1/25/21,,255.1,56.6,150.5,,,8.50,2.10,10.60,0.070,,0.070,150.5
1/26/21,,255.1,56.5,150.3,,,8.49,2.10,10.59,0.070,,0.070,150.3
1/27/21,,255.1,56.5,149.7,,,8.42,2.11,10.53,0.070,,0.070,149.7
1/28/21,,255.1,56.4,149.2,,,8.36,2.11,10.47,0.070,,0.070,149.2
1/29/21,,255.1,56.4,149.3,,,8.37,2.11,10.47,0.070,,0.070,149.3
1/30/21,,255.0,56.3,147.6,,,8.06,2.10,10.15,0.069,,0.069,147.6
1/31/21,,255.0,56.3,149.1,,,8.37,2.11,10.48,0.070,,0.070,149.1
2/1/21,,255.0,56.2,150.4,,,8.61,2.11,10.72,0.071,,0.071,150.4
2/2/21,,255.0,56.2,148.4,,,8.26,2.10,10.36,0.070,,0.070,148.4
2/3/21,,254.9,56.1,147.3,,,8.04,2.09,10.14,0.069,,0.069,147.3
2/4/21,,254.9,56.1,147.5,,,8.07,2.09,10.16,0.069,,0.069,147.5
2/5/21,,254.9,56.1,148.2,,,8.20,2.09,10.30,0.069,,0.069,148.2
2/6/21,,254.9,56.0,145.9,,,7.82,2.08,9.90,0.068,,0.068,145.9
2/7/21,,254.8,56.0,144.9,,,7.67,2.08,9.76,0.067,,0.067,144.9
2/8/21,,254.8,55.9,143.6,,,7.47,2.08,9.54,0.066,,0.066,143.6
2/9/21,,254.8,55.9,142.6,,,7.34,2.08,9.42,0.066,,0.066,142.6
2/10/21,,254.8,55.8,143.5,,,7.48,2.08,9.56,0.067,,0.067,143.5
2/11/21,,254.8,55.8,143.3,,,7.46,2.08,9.54,0.067,,0.067,143.3
2/12/21,,254.7,55.7,143.4,,,7.47,2.07,9.54,0.067,,0.067,143.4
2/13/21,,254.7,55.7,141.9,,,7.23,2.07,9.30,0.066,,0.066,141.9
2/14/21,,254.7,55.6,140.5,,,7.01,2.06,9.07,0.065,,0.065,140.5
2/15/21,,254.7,55.6,141.8,,,7.23,2.07,9.29,0.066,,0.066,141.8
2/16/21,,254.6,55.5,141.1,,,7.12,2.06,9.19,0.065,,0.065,141.1
2/17/21,,254.6,55.5,141.1,,,7.14,2.06,9.20,0.065,,0.065,141.1
2/18/21,,254.6,55.5,141.9,,,7.28,2.07,9.35,0.066,,0.066,141.9
2/19/21,,254.6,55.4,141.6,,,7.28,2.08,9.36,0.066,,0.066,141.6
2/20/21,,254.5,55.4,142.0,,,7.30,2.06,9.36,0.066,,0.066,142.0
2/21/21,,254.5,55.3,141.7,,,7.26,2.06,9.32,0.066,,0.066,141.7
2/22/21,,254.5,55.3,143.3,,,7.53,2.07,9.60,0.067,,0.067,143.3
2/23/21,,254.5,55.2,143.9,,,7.62,2.06,9.69,0.067,,0.067,143.9
2/24/21,,254.5,55.2,141.9,,,7.31,2.06,9.37,0.066,,0.066,141.9
2/25/21,,254.4,55.1,142.1,,,7.34,2.06,9.40,0.066,,0.066,142.1
2/26/21,,254.4,55.1,141.2,,,7.21,2.05,9.26,0.066,,0.066,141.2
2/27/21,,254.4,55.0,139.3,,,6.91,2.04,8.96,0.064,,0.064,139.3
2/28/21,,254.4,55.0,140.4,,,7.10,2.05,9.15,0.065,,0.065,140.4
3/1/21,,254.3,55.0,141.8,,,7.35,2.06,9.41,0.066,,0.066,141.8
3/2/21,,254.3,54.9,142.2,,,7.41,2.05,9.46,0.067,,0.067,142.2
3/3/21,,254.3,54.9,140.8,,,7.18,2.05,9.23,0.066,,0.066,140.8
3/4/21,,254.3,54.8,139.2,,,6.95,2.04,8.99,0.065,,0.065,139.2
3/5/21,,254.2,54.8,138.2,,,6.82,2.05,8.87,0.064,,0.064,138.2
3/6/21,,254.2,54.7,140.2,,,7.13,2.05,9.18,0.065,,0.065,140.2
3/7/21,,254.2,54.7,138.7,,,6.90,2.04,8.94,0.064,,0.064,138.7
3/8/21,,254.2,54.6,138.2,,,6.84,2.04,8.88,0.064,,0.064,138.2
3/9/21,,254.2,54.6,135.7,,,6.49,2.04,8.53,0.063,,0.063,135.7
3/10/21,,254.1,54.5,136.7,,,6.60,2.03,8.63,0.063,,0.063,136.7
3/11/21,,254.1,54.5,136.6,,,6.61,2.03,8.64,0.063,,0.063,136.6
3/12/21,,254.1,54.4,136.4,,,6.58,2.03,8.61,0.063,,0.063,136.4
3/13/21,,254.1,54.4,135.8,,,6.50,2.02,8.53,0.063,,0.063,135.8
3/14/21,,254.0,54.4,133.3,,,6.15,2.02,8.17,0.061,,0.061,133.3
3/15/21,,254.0,54.3,132.2,,,6.04,2.02,8.05,0.061,,0.061,132.2
3/16/21,,254.0,54.3,132.6,,,6.08,2.01,8.10,0.061,,0.061,132.6
3/17/21,,254.0,54.2,132.9,,,6.14,2.02,8.16,0.061,,0.061,132.9
3/18/21,,253.9,54.2,135.0,,,6.45,2.02,8.47,0.063,,0.063,135.0
3/19/21,,253.9,54.1,134.7,,,6.40,2.02,8.43,0.063,,0.063,134.7
3/20/21,,253.9,54.1,131.6,,,6.01,2.02,8.02,0.061,,0.061,131.6
3/21/21,,253.9,54.0,130.6,,,5.87,2.01,7.88,0.060,,0.060,130.6
3/22/21,,253.9,54.0,131.7,,,6.00,2.00,8.00,0.061,,0.061,131.7
3/23/21,,253.8,53.9,127.7,,,5.52,2.00,7.52,0.059,,0.059,127.7
3/24/21,,253.8,53.9,129.1,,,5.69,2.00,7.69,0.060,,0.060,129.1
3/25/21,,253.8,53.9,130.3,,,5.83,2.00,7.83,0.060,,0.060,130.3
3/26/21,,253.8,53.8,130.0,,,5.80,2.00,7.80,0.060,,0.060,130.0
3/27/21,,253.7,53.8,132.8,,,6.19,2.01,8.19,0.062,,0.062,132.8
3/28/21,,253.7,53.7,134.8,,,6.47,2.01,8.48,0.063,,0.063,134.8
3/29/21,,253.7,53.7,133.0,,,6.21,2.00,8.20,0.062,,0.062,133.0
3/30/21,,253.7,53.6,131.9,,,6.06,2.00,8.06,0.061,,0.061,131.9
3/31/21,,253.7,53.6,134.3,,,6.42,2.01,8.43,0.063,,0.063,134.3
4/1/21,,253.6,53.5,134.7,,,6.48,2.00,8.48,0.063,,0.063,134.7
4/2/21,,253.6,53.5,133.0,,,6.25,2.00,8.25,0.062,,0.062,133.0
4/3/21,,253.6,53.4,132.4,,,6.17,2.00,8.16,0.062,,0.062,132.4
4/4/21,,253.6,53.4,133.0,,,6.24,1.99,8.23,0.062,,0.062,133.0
4/5/21,,253.5,53.3,132.3,,,6.13,1.98,8.11,0.061,,0.061,132.3
4/6/21,,253.5,53.3,128.8,,,5.70,1.98,7.68,0.060,,0.060,128.8
4/7/21,,253.5,53.3,136.1,,,6.63,1.97,8.60,0.063,,0.063,136.1
4/8/21,,253.5,53.2,137.4,,,6.81,1.97,8.77,0.064,,0.064,137.4
4/9/21,,253.4,53.2,139.1,,,7.04,1.96,9.00,0.065,,0.065,139.1
4/10/21,,253.4,53.1,142.1,,,7.47,1.96,9.43,0.066,,0.066,142.1
4/11/21,,253.4,53.1,142.5,,,7.52,1.95,9.47,0.066,,0.066,142.5
4/12/21,,253.4,53.0,144.6,,,7.83,1.95,9.77,0.068,,0.068,144.6
4/13/21,,253.4,53.0,146.4,,,8.11,1.94,10.06,0.069,,0.069,146.4
4/14/21,,253.3,52.9,147.0,,,8.20,1.94,10.13,0.069,,0.069,147.0
4/15/21,,253.3,52.9,149.9,,,8.67,1.93,10.61,0.071,,0.071,149.9
4/16/21,,253.3,52.8,152.5,,,9.17,1.93,11.10,0.073,,0.073,152.5
4/17/21,,253.3,52.8,154.7,,,9.59,1.93,11.52,0.074,,0.074,154.7
4/18/21,,253.2,52.7,157.7,,,10.20,1.93,12.14,0.077,,0.077,157.7
4/19/21,,253.2,52.7,161.0,,,10.86,1.92,12.79,0.079,,0.079,161.0
4/20/21,,253.2,52.7,164.0,,,11.51,1.92,13.43,0.082,,0.082,164.0
4/21/21,,253.2,52.6,166.6,,,12.10,1.91,14.01,0.084,,0.084,166.6
4/22/21,,253.1,52.6,168.5,,,12.55,1.90,14.46,0.086,,0.086,168.5
4/23/21,,253.1,52.5,170.8,,,13.19,1.90,15.09,0.088,,0.088,170.8
4/24/21,,253.1,52.5,172.4,,,13.63,1.90,15.54,0.090,,0.090,172.4
4/25/21,,253.1,52.4,174.3,,,14.15,1.89,16.04,0.092,,0.092,174.3
4/26/21,,253.1,52.4,179.0,,,15.57,1.88,17.45,0.097,,0.097,179.0
4/27/21,,253.0,52.3,182.7,,,16.88,1.88,18.76,0.103,,0.103,182.7
4/28/21,,253.0,52.3,182.7,,,16.92,1.89,18.81,0.103,,0.103,182.7
4/29/21,,253.0,52.2,187.3,,,18.75,1.88,20.64,0.110,,0.110,187.3
4/30/21,,253.0,52.2,190.0,,,19.92,1.88,21.80,0.115,,0.115,190.0
5/1/21,,252.9,52.2,192.1,,,20.88,1.87,22.76,0.118,,0.118,192.1
5/2/21,,252.9,52.1,194.8,,,22.28,1.87,24.15,0.124,,0.124,194.8
5/3/21,,252.9,52.1,198.0,,,24.26,1.88,26.14,0.132,,0.132,198.0
5/4/21,,252.9,52.0,181.4,,,17.34,1.97,19.31,0.106,,0.106,181.4
5/5/21,,252.8,52.0,201.4,,,26.87,1.90,28.77,0.143,,0.143,201.4
5/6/21,210.4,252.8,51.9,188.5,,,18.91,1.83,20.74,0.110,,0.110,188.5
5/7/21,207.0,252.8,51.9,205.5,,,30.41,1.92,32.34,0.157,,0.157,205.5
5/8/21,203.7,252.8,51.8,199.1,,,25.08,1.88,26.95,0.135,,0.135,199.1
5/9/21,200.3,252.8,51.8,208.7,,,33.91,1.95,35.86,0.172,,0.172,208.7
5/10/21,196.9,252.7,51.7,210.0,,,35.40,1.96,37.36,0.178,,0.178,210.0
5/11/21,193.6,252.7,51.7,210.8,,,36.49,1.97,38.45,0.182,,0.182,210.8
5/12/21,190.2,252.7,51.6,211.3,,,37.23,1.98,39.21,0.186,,0.186,211.3
5/13/21,186.8,252.7,51.6,210.9,,,36.97,1.98,38.95,0.185,,0.185,210.9
5/14/21,183.5,252.6,51.6,212.6,,,38.97,1.98,40.94,0.193,,0.193,212.6
5/15/21,180.1,249.6,50.5,210.4,,,39.09,1.94,41.03,0.195,,0.195,210.4
5/16/21,176.7,246.5,49.5,208.0,,,39.01,1.90,40.91,0.197,,0.197,208.0
5/17/21,173.4,243.5,48.4,205.8,,,39.29,1.87,41.16,0.200,,0.200,205.8
5/18/21,170.0,240.4,47.4,202.9,,,38.58,1.84,40.42,0.199,,0.199,202.9
5/19/21,166.6,237.4,46.4,200.9,,,38.83,1.79,40.62,0.202,,0.202,200.9
5/20/21,163.3,234.3,45.3,198.2,,,38.35,1.75,40.10,0.202,,0.202,198.2
5/21/21,159.9,231.3,44.3,195.7,,,38.17,1.72,39.89,0.204,,0.204,195.7
5/22/21,156.5,228.2,43.2,193.1,,,37.77,1.68,39.45,0.204,,0.204,193.1
5/23/21,153.1,225.2,42.2,190.6,,,37.51,1.64,39.15,0.205,,0.205,190.6
5/24/21,149.8,222.1,41.2,187.9,,,37.01,1.60,38.61,0.206,,0.206,187.9
5/25/21,146.4,219.1,40.1,185.1,,,36.35,1.56,37.91,0.205,,0.205,185.1
5/26/21,143.0,216.0,39.1,182.4,,,35.87,1.52,37.39,0.205,,0.205,182.4
5/27/21,139.7,213.0,38.1,179.2,,,34.64,1.48,36.13,0.202,,0.202,179.2
5/28/21,136.3,209.9,37.0,176.8,,,34.59,1.44,36.03,0.204,,0.204,176.8
5/29/21,132.9,206.9,36.0,174.1,,,33.98,1.40,35.39,0.203,,0.203,174.1
5/30/21,129.6,203.8,34.9,171.5,,,33.54,1.36,34.90,0.204,,0.204,171.5
5/31/21,126.2,200.8,33.9,168.8,,,33.04,1.32,34.37,0.204,,0.204,168.8
6/1/21,122.8,197.7,32.9,166.0,,,32.38,1.28,33.67,0.203,,0.203,166.0
6/2/21,145.7,197.9,33.2,165.4,,,31.50,1.30,32.80,0.198,,0.198,165.4
6/3/21,168.5,198.0,33.5,165.9,,,31.85,1.31,33.16,0.200,,0.200,165.9
6/4/21,191.4,198.2,33.8,165.9,,,31.58,1.32,32.90,0.198,,0.198,165.9
6/5/21,214.2,198.3,34.1,166.0,,,31.54,1.33,32.87,0.198,,0.198,166.0
6/6/21,237.1,198.5,34.5,166.1,,,31.39,1.34,32.74,0.197,,0.197,166.1
6/7/21,259.9,198.6,34.8,166.0,,,31.09,1.36,32.45,0.195,,0.195,166.0
6/8/21,282.8,198.8,35.1,165.3,,,30.08,1.37,31.45,0.190,,0.190,165.3
6/9/21,305.6,198.9,35.4,165.6,,,30.33,1.38,31.71,0.191,,0.191,165.6
6/10/21,328.5,199.1,35.7,165.5,,,29.93,1.39,31.32,0.189,,0.189,165.5
6/11/21,351.3,199.3,36.0,165.4,,,29.67,1.40,31.07,0.188,,0.188,165.4
6/12/21,374.2,199.4,36.4,165.2,,,29.18,1.42,30.60,0.185,,0.185,165.2
6/13/21,397.0,199.6,36.7,164.9,,,28.74,1.43,30.17,0.183,,0.183,164.9
6/14/21,419.9,199.7,37.0,164.7,,,28.37,1.44,29.81,0.181,,0.181,164.7
6/15/21,442.7,199.9,37.3,163.5,,,27.00,1.45,28.46,0.174,,0.174,163.5
6/16/21,465.6,200.0,37.6,164.4,,,27.67,1.46,29.13,0.177,,0.177,164.4
6/17/21,488.5,200.2,38.0,164.3,,,27.31,1.47,28.79,0.175,,0.175,164.3
6/18/21,511.3,200.3,38.3,164.3,,,27.21,1.48,28.69,0.175,,0.175,164.3
6/19/21,534.2,200.5,38.6,164.4,,,27.12,1.50,28.62,0.174,,0.174,164.4
6/20/21,557.0,200.6,38.9,164.1,,,26.69,1.51,28.20,0.172,,0.172,164.1
6/21/21,579.9,200.8,39.2,163.9,,,26.34,1.52,27.86,0.170,,0.170,163.9
6/22/21,602.7,202.2,39.2,164.0,,,25.63,1.52,27.15,0.165,,0.165,164.0
6/23/21,625.6,203.6,39.1,165.7,,,26.30,1.51,27.82,0.168,,0.168,165.7
6/24/21,648.4,205.0,39.0,166.6,,,26.35,1.51,27.86,0.167,,0.167,166.6
6/25/21,671.3,206.5,38.9,167.5,,,26.32,1.51,27.83,0.166,,0.166,167.5
6/26/21,,207.9,38.8,168.2,,,26.15,1.50,27.65,0.164,,0.164,168.2
6/27/21,,209.3,38.8,168.8,,,25.96,1.50,27.46,0.163,,0.163,168.8
6/28/21,,210.8,38.7,169.7,,,25.96,1.50,27.45,0.162,,0.162,169.7
6/29/21,,212.2,38.6,170.1,,,25.61,1.49,27.10,0.159,,0.159,170.1
6/30/21,,213.6,38.5,170.7,,,25.40,1.49,26.88,0.157,,0.157,170.7
7/1/21,,215.0,38.4,170.1,,,24.30,1.48,25.79,0.152,,0.152,170.1
7/2/21,,216.5,38.4,172.0,,,25.03,1.48,26.50,0.154,,0.154,172.0
7/3/21,,217.9,38.3,172.7,,,24.94,1.47,26.41,0.153,,0.153,172.7
7/4/21,,219.3,38.2,173.3,,,24.72,1.47,26.19,0.151,,0.151,173.3
7/5/21,,220.7,38.1,174.2,,,24.82,1.47,26.28,0.151,,0.151,174.2
7/6/21,,222.2,38.1,174.7,,,24.58,1.46,26.04,0.149,,0.149,174.7
7/7/21,,223.6,38.0,173.9,,,23.54,1.46,25.00,0.144,,0.144,173.9
7/8/21,,216.6,37.9,169.7,,,23.36,1.45,24.82,0.146,,0.146,169.7
7/9/21,,209.6,37.8,164.0,,,22.23,1.45,23.69,0.144,,0.144,164.0
7/10/21,,202.6,37.8,158.5,,,21.28,1.45,22.73,0.143,,0.143,158.5
7/11/21,,195.6,37.7,153.2,,,20.44,1.44,21.88,0.143,,0.143,153.2
7/12/21,,188.6,37.6,147.7,,,19.41,1.44,20.85,0.141,,0.141,147.7
7/13/21,,181.6,37.6,142.4,,,18.60,1.44,20.04,0.141,,0.141,142.4
7/14/21,,174.6,37.5,137.5,,,18.03,1.44,19.47,0.142,,0.142,137.5
7/15/21,,167.6,37.4,131.7,,,16.80,1.43,18.23,0.138,,0.138,131.7
7/16/21,,160.7,37.3,125.7,,,15.57,1.43,17.00,0.135,,0.135,125.7
7/17/21,,153.7,37.3,120.9,,,15.03,1.43,16.45,0.136,,0.136,120.9
7/18/21,,146.7,37.2,115.3,,,13.95,1.42,15.37,0.133,,0.133,115.3
7/19/21,,139.7,37.1,110.2,,,13.26,1.42,14.68,0.133,,0.133,110.2
7/20/21,,132.7,37.1,104.6,,,12.17,1.42,13.59,0.130,,0.130,104.6
7/21/21,,125.7,37.0,100.2,,,11.90,1.41,13.31,0.133,,0.133,100.2
7/22/21,,118.7,36.9,95.1,,,11.17,1.41,12.58,0.132,,0.132,95.1
7/23/21,,111.7,36.9,89.9,,,10.38,1.41,11.78,0.131,,0.131,89.9
7/24/21,,104.7,36.8,84.9,,,9.68,1.40,11.09,0.131,,0.131,84.9
7/25/21,,97.7,36.7,79.8,,,8.97,1.40,10.37,0.130,,0.130,79.8
7/26/21,,90.7,36.6,74.8,,,8.26,1.40,9.66,0.129,,0.129,74.8
7/27/21,,83.7,36.6,69.5,,,7.36,1.40,8.76,0.126,,0.126,69.5
7/28/21,,76.7,36.5,64.8,,,6.90,1.39,8.30,0.128,,0.128,64.8
7/29/21,,69.7,36.4,59.8,,,6.22,1.39,7.61,0.127,,0.127,59.8
7/30/21,,62.7,36.4,54.8,,,5.58,1.39,6.97,0.127,,0.127,54.8
7/31/21,,55.7,36.3,49.9,,,4.91,1.38,6.30,0.126,,0.126,49.9
8/1/21,,55.7,36.3,67.5,,,4.85,1.38,6.24,0.125,,0.125,67.5
8/2/21,,55.7,36.4,67.5,,,4.80,1.39,6.18,0.124,,0.124,67.5
8/3/21,,55.7,36.4,67.5,,,4.84,1.39,6.23,0.125,,0.125,67.5
8/4/21,,55.7,36.5,67.5,,,4.58,1.39,5.97,0.120,,0.120,67.5
8/5/21,,55.7,36.5,67.5,,,4.73,1.39,6.12,0.123,,0.123,67.5
8/6/21,,55.7,36.6,67.5,,,4.72,1.39,6.11,0.123,,0.123,67.5
8/7/21,,55.7,36.7,67.5,,,4.76,1.39,6.16,0.124,,0.124,67.5
8/8/21,,55.7,36.7,67.5,,,4.69,1.40,6.09,0.122,,0.122,67.5
8/9/21,,55.7,36.8,67.5,,,4.64,1.40,6.04,0.121,,0.121,67.5
8/10/21,,55.7,36.8,67.5,,,4.49,1.40,5.90,0.119,,0.119,67.5
8/11/21,,55.7,36.9,67.5,,,4.54,1.40,5.94,0.119,,0.119,67.5
8/12/21,,55.7,36.9,67.5,,,4.52,1.40,5.92,0.119,,0.119,67.5
8/13/21,,55.7,37.0,67.5,,,4.46,1.40,5.86,0.118,,0.118,67.5
8/14/21,,55.7,37.0,67.5,,,4.38,1.41,5.79,0.117,,0.117,67.5
8/15/21,,55.7,37.1,67.5,,,4.43,1.41,5.84,0.117,,0.117,67.5
8/16/21,,55.7,37.1,67.5,,,4.43,1.41,5.84,0.118,,0.118,67.5
8/17/21,,55.7,37.2,67.5,,,4.23,1.41,5.64,0.114,,0.114,67.5
8/18/21,,55.7,37.2,67.5,,,4.41,1.41,5.82,0.117,,0.117,67.5
8/19/21,,55.7,37.3,67.5,,,4.37,1.42,5.79,0.116,,0.116,67.5
8/20/21,,55.7,37.3,67.5,,,4.31,1.42,5.73,0.115,,0.115,67.5
8/21/21,,55.7,37.4,67.5,,,4.27,1.42,5.69,0.115,,0.115,67.5
8/22/21,,55.7,37.4,67.5,,,4.25,1.42,5.67,0.114,,0.114,67.5
8/23/21,,55.7,37.5,67.5,,,4.17,1.42,5.60,0.113,,0.113,67.5
8/24/21,,55.7,37.5,67.5,,,4.00,1.43,5.42,0.110,,0.110,67.5
8/25/21,,55.7,37.6,67.5,,,4.04,1.43,5.47,0.110,,0.110,67.5
8/26/21,,55.7,37.6,67.5,,,4.06,1.43,5.49,0.111,,0.111,67.5
8/27/21,,55.7,37.7,67.5,,,4.04,1.43,5.47,0.110,,0.110,67.5
8/28/21,,55.7,37.7,67.5,,,4.04,1.43,5.47,0.110,,0.110,67.5
8/29/21,,55.7,37.8,67.5,,,3.98,1.43,5.42,0.109,,0.109,67.5
8/30/21,,55.7,37.8,67.5,,,3.96,1.44,5.40,0.109,,0.109,67.5
8/31/21,,55.7,37.9,67.5,,,3.81,1.44,5.25,0.106,,0.106,67.5
9/1/21,,55.7,37.9,67.5,,,4.01,1.44,5.45,0.110,,0.110,67.5
9/2/21,,55.7,38.0,67.5,,,3.91,1.44,5.35,0.108,,0.108,67.5
9/3/21,,55.7,38.0,67.5,,,3.83,1.44,5.27,0.107,,0.107,67.5
9/4/21,,55.7,38.0,67.5,,,3.77,1.44,5.21,0.106,,0.106,67.5
9/5/21,,55.7,38.0,67.5,,,3.70,1.44,5.13,0.104,,0.104,67.5
9/6/21,,55.7,38.0,67.5,,,3.66,1.44,5.10,0.104,,0.104,67.5
9/7/21,,55.7,38.0,67.5,,,3.61,1.44,5.05,0.103,,0.103,67.5
9/8/21,,55.7,38.0,67.5,,,3.40,1.44,4.83,0.099,,0.099,67.5
9/9/21,,55.7,38.0,67.5,,,3.56,1.44,5.00,0.102,,0.102,67.5
9/10/21,,55.7,38.0,67.5,,,3.52,1.44,4.96,0.101,,0.101,67.5
9/11/21,,55.7,38.0,67.5,,,3.49,1.44,4.93,0.101,,0.101,67.5
9/12/21,,55.7,38.0,67.5,,,3.46,1.44,4.90,0.100,,0.100,67.5
9/13/21,,55.7,38.0,67.5,,,3.47,1.44,4.91,0.100,,0.100,67.5
9/14/21,,55.7,38.0,67.5,,,3.46,1.44,4.90,0.100,,0.100,67.5
9/15/21,,55.7,38.0,67.5,,,3.42,1.44,4.86,0.099,,0.099,67.5
9/16/21,,55.7,38.0,67.5,,,3.42,1.44,4.86,0.099,,0.099,67.5
9/17/21,,55.7,38.0,67.5,,,3.32,1.44,4.76,0.098,,0.098,67.5
9/18/21,,55.7,38.0,67.5,,,3.25,1.44,4.69,0.096,,0.096,67.5
9/19/21,,55.7,38.0,67.5,,,3.33,1.44,4.77,0.098,,0.098,67.5
9/20/21,,55.7,38.0,67.5,,,3.34,1.44,4.78,0.098,,0.098,67.5
9/21/21,,55.7,38.0,67.5,,,3.14,1.44,4.57,0.094,,0.094,67.5
9/22/21,,55.7,38.0,67.5,,,3.09,1.44,4.52,0.093,,0.093,67.5
9/23/21,,55.7,38.0,67.5,,,3.16,1.44,4.60,0.095,,0.095,67.5
9/24/21,,55.7,38.0,67.5,,,3.13,1.44,4.57,0.094,,0.094,67.5
9/25/21,,55.7,38.0,67.5,,,3.09,1.44,4.53,0.093,,0.093,67.5
9/26/21,,55.7,38.0,67.5,,,3.09,1.43,4.52,0.093,,0.093,67.5
9/27/21,,55.7,38.0,67.5,,,3.00,1.44,4.44,0.092,,0.092,67.5
9/28/21,,55.7,38.0,67.5,,,3.19,1.44,4.62,0.095,,0.095,67.5
9/29/21,,55.7,38.0,67.5,,,3.14,1.44,4.57,0.094,,0.094,67.5
9/30/21,,55.7,38.0,67.5,,,2.55,1.45,4.00,0.084,,0.084,67.5
