enzyme,depth,temperature,n,Vmax_ds_mean,Vmax_ds_sd,Vmax_ds_se,Vmax_MBC_mean,Vmax_MBC_sd,Vmax_MBC_se,Km_mean,Km_sd,Km_se,CE_ds_mean,CE_ds_sd,CE_ds_se,CE_MBC_mean,CE_MBC_sd,CE_MBC_se
N/A,cm,degreeCelsius,N/A,nmol/g_dry_soil/h,nmol/g_dry_soil/h,nmol/g_dry_soil/h,nmol/microg_MBC/h,nmol/microg_MBC/h,nmol/microg_MBC/h,micromolar,micromolar,micromolar,N/A,N/A,N/A,N/A,N/A,N/A
LAP,00-10,50,3,350.014930221835,67.6835846980383,39.0771358451312,1.14707569904383,0.312234931396023,0.180268921691898,175.429998115911,5.30294607876687,3.06165734607412,2.00402238440807,0.451883723228303,0.260895189248271,0.00654393352614665,0.00176736563210098,0.00102038902344999
LAP,10-20,4,2,45.1831607287274,9.88796690737013,6.99184845234959,0.164817065386346,0.0232488198777097,0.0164393981901131,371.736981126674,162.937357297336,115.214110253562,0.128013516496045,0.0295106963412289,0.02086721350042,0.000475323054182595,0.000145799490459713,0.000103095808397606
LAP,10-20,10,3,157.896194677825,129.624361353525,74.8386599209907,1.03166108062801,1.25983768562443,0.727367626930501,884.672377942961,1062.7247754498,613.564435180429,0.260390965727271,0.109714095396241,0.0633434625109162,0.00117882601535872,0.000236282189572466,0.000136417585754377
LAP,10-20,16,2,132.544019810362,6.57522254391979,4.64938444861635,0.486748304827891,0.0143360976416854,0.0101371518581882,362.65915651105,39.0988695594389,27.6470758022076,0.366631610170161,0.0213965615349187,0.0151296537554162,0.00135215386223361,0.000185308391967765,0.000131032820571182
LAP,10-20,25,3,207.140041427615,127.099083462019,73.3806900505513,1.28282904828547,1.3589581093203,0.784594830233499,693.925019463713,762.816860027444,440.41251947923,0.427542580215704,0.176943004077712,0.102158091035488,0.00190331912544459,0.000163422771503697,9.43521811193741e-05
LAP,10-20,35,3,267.127248460163,89.6273018019827,51.7463468221146,1.52866500652321,1.27087222054637,0.733738418638062,467.237662415654,414.688777480246,239.420677308137,0.77123358063107,0.362205814042787,0.20911962423965,0.00343406327875307,0.000788196175404185,0.00045506527404384
LAP,10-20,50,3,278.794891776078,113.202575226056,65.3575372797224,1.62859710044286,1.45306619522317,0.838928158962441,276.289601018326,269.94275826331,155.851524149112,1.41572261253049,0.635821891155902,0.367091940015517,0.00624595345703677,0.000959317406323566,0.000553862162779205
LAP,30-40,4,3,6.98214871164341,2.06853416618766,1.19426875767638,0.0502995582190169,0.00554564603427729,0.00320178023072038,150.114316140449,55.5882302827645,32.093879717529,0.047699801361077,0.00506622153287555,0.00292498436577998,0.000369457196466126,0.000143377921082706,8.27792813329491e-05
LAP,30-40,10,3,14.8971392092371,3.81625373033444,2.2033151185045,0.108545380838657,0.00930317926458307,0.00537119305272638,124.956088413073,32.4774099347182,18.7508413683914,0.120194026597182,0.013682450811598,0.00789956665924993,0.000925145556246779,0.000336796050296651,0.000194449290300774
LAP,30-40,16,3,16.7289681864646,6.12658260369691,3.53718411545689,0.120436004613847,0.0207754206827962,0.0119946947237401,105.267175702347,31.4475671432913,18.1562613555381,0.159104179544036,0.0266342053380058,0.0153772656215494,0.00122111469821138,0.000454806747659483,0.000262582798190461
LAP,30-40,25,3,30.4286639358694,13.4860719643097,7.7861872789049,0.217415565434239,0.0739916395861417,0.0427190930328407,204.400269579617,199.405825875415,115.12700724715,0.219156411955273,0.11007923463891,0.0635542757509628,0.00177285193546514,0.00131060381688493,0.000756677466479463
LAP,30-40,35,3,35.3346044114195,14.9984212551287,8.65934254906799,0.25045118243043,0.0473481599738386,0.0273364729065292,84.0648957581463,21.0027822681548,12.1259619962502,0.410160638477916,0.078433890936324,0.0452838280456764,0.00305456955011649,0.000639751177542118,0.000369360514568322
LAP,30-40,50,3,62.032962424155,21.079455013657,12.1702290265055,0.443011193346703,0.0669927848729798,0.0386783023801776,137.710042096753,86.5389140969251,49.9632653492376,0.563110105117655,0.270262107537881,0.156035900538751,0.00465028501199486,0.00356820015415718,0.00206010131952511
LAP,50-60,4,3,2.39227865280957,1.20296917672846,0.694534578010998,0.0249688001342629,0.014105464834135,0.00814379391903264,108.747876335415,48.6187969068319,28.0700754818352,0.0231437936969511,0.013514865547121,0.0078028112616919,0.000227176925292985,9.03915325084603e-05,5.21875756262224e-05
LAP,50-60,10,3,5.39206095251784,1.65377226297661,0.954805861207883,0.054801098795661,0.0111201521877306,0.00642022285901586,94.0219612697661,28.3696923971289,16.3792495423092,0.0661405561032213,0.044462116933185,0.025670215180115,0.000636686067956647,0.000289950417333116,0.000167402951498919
LAP,50-60,16,3,8.65630156492937,4.76972385878887,2.75380135383193,0.0864253361079742,0.0370900310604921,0.0214139394170267,147.525460212664,44.2985207916206,25.5757629037444,0.0556017970803548,0.0157335557797825,0.00908377266476744,0.000568316460960168,0.000124148418199853,7.16771226671515e-05
LAP,50-60,25,3,10.7880551266484,5.94440030603061,3.43200111685767,0.105627300208725,0.036088210343945,0.0208355379566485,90.973311085212,9.09671858927445,5.25199292625988,0.115468881359123,0.0517264503567042,0.029864280037667,0.0011492738275854,0.000307262216794967,0.000177397923578375
LAP,50-60,35,3,25.6856012356004,11.4286354720709,6.59832576627023,0.256674288473054,0.0736135951055198,0.042500828950188,125.173998487037,38.5258554394681,22.2429130087375,0.202198047448462,0.046188675039778,0.026667043967728,0.0021199220261018,0.000708235578769498,0.00040890000205224
LAP,50-60,50,3,30.7140826733342,18.1805032305773,10.4965184341767,0.298561701919922,0.111812218600406,0.0645548145076336,82.6569071023303,34.7875715875868,20.0846138205466,0.360281177454168,0.0752623860659901,0.0434527588550529,0.00366770614511218,0.000238007544115279,0.000137413719664118
LAP,60-70,4,3,1.83102272666264,1.35366215401836,0.781537209014308,0.0154197401489647,0.0103383377164533,0.00596884206356756,90.1480625227761,31.4199795488495,18.1403336504608,0.0179728238628467,0.0114895738682266,0.00663350856569473,0.000154827976242153,7.12829756402256e-05,4.11552451745218e-05
LAP,60-70,10,3,4.57274984617457,3.38531702425494,1.95451369524581,0.0380751454935292,0.0236955327112801,0.0136806221894492,80.6870587752284,29.7274569873282,17.163155293957,0.0504286397199293,0.0331484979876836,0.0191382942364209,0.000432365018593956,0.000182096890639276,0.00010513368882918
LAP,60-70,16,3,6.41223405052876,5.09746632610827,2.94302355556366,0.0564910949611397,0.0430414435685601,0.0248499890306183,156.713124759616,23.2177675830213,13.4047843640395,0.0396948135857043,0.0279774098730791,0.0161527651214507,0.000345800638881169,0.000219672113145246,0.000126827753657861
LAP,60-70,25,3,11.5845670202743,8.61543894307469,4.97412599297096,0.0998054242187993,0.0432431062636091,0.0249664190418903,203.88149346835,80.1849162602375,46.2947829877957,0.0636964940080091,0.0425597619489361,0.0245718900178647,0.000543049400339347,0.000256922455666917,0.000148334248940154
LAP,60-70,35,3,17.0180123661926,13.6270286968204,7.86756868636401,0.142652035280266,0.0754588909497197,0.0435662110025713,140.935431117064,64.2356118813843,37.0864478112776,0.115188011502542,0.0632198448254869,0.0364999944281212,0.00102810749058225,0.00037712577281393,0.000217733666452468
LAP,60-70,50,3,21.8632602675792,17.2005798584524,9.93075941149515,0.181418533972718,0.101521875176054,0.0586136819615302,115.445490305502,49.565520846799,28.6166668034234,0.166427257206022,0.0872344485619028,0.0503648323598231,0.00150258522952382,0.00028037090820479,0.000161872219324976
LAP,80-90,4,3,1.25647771511391,1.02523103021403,0.59191741127563,0.017940378151911,0.0168799940954816,0.00974566913494557,100.880562283574,69.2663769990937,39.9909614062169,0.0131938857966926,0.00804021630182223,0.00464202104619988,0.000177153356303982,0.000142727829267641,8.24039506485233e-05
LAP,80-90,10,3,2.48715419387971,1.77293213583726,1.02360284588058,0.0347078230598742,0.0307587940615933,0.0177585980314091,73.8553123324929,32.5816885300531,18.8110466434787,0.0336510262361661,0.015379464931187,0.0088793382180132,0.000440360812093857,0.000281555271696733,0.000162556011905867
LAP,80-90,16,3,2.92479213076043,2.04080357693046,1.17825849450395,0.040017703726003,0.035660195714757,0.0205884235952697,77.476733242657,35.2561453784478,20.3551450248354,0.0400824735405582,0.023846240412701,0.0137676333214335,0.000555276610963045,0.000423485929486195,0.000244499715386873
LAP,80-90,25,3,5.85015159335244,3.61473195916991,2.08696646967509,0.0685796715297545,0.028473283410636,0.0164390578418432,148.272922647837,157.758715660956,91.0820369538624,0.0542091659940424,0.0250924723911216,0.0144871456896473,0.000737994772903153,0.000476854330896804,0.000275311976307509
LAP,80-90,35,3,7.09357294131653,1.99165575730684,1.14988298761417,0.0921108195682772,0.0436995327934074,0.0252299370217346,72.9473621186699,29.4660231909997,17.0122164212715,0.105881803126323,0.0435483425322146,0.0251426472837361,0.00143078312881046,0.000861868100284599,0.000497599779705265
LAP,80-90,50,3,8.93785743031019,4.08507647924606,2.35852000495292,0.111845175746496,0.0572947524876735,0.0330791407719113,76.5300840434502,47.1080831547198,27.1978644903848,0.129207488664761,0.0312152776388321,0.0180221489476086,0.0016867232025956,0.000675552099720604,0.000390030186625308
AP,00-10,4,3,1184.20746985558,382.827168033108,221.025368517017,3.67554933821768,0.146561384755088,0.0846172549411542,54.6941308619773,9.06041602350404,5.23103363014006,21.7417275435095,7.16488707925015,4.13664948391834,0.0685767583204873,0.0125625001650525,0.00725296285198776
AP,00-10,10,3,2249.81971478237,945.467655046737,545.866005151318,7.11013235469959,2.07077266067393,1.19556115307061,43.1211991147426,9.69193541907282,5.59564152317016,52.6115256086397,17.7305749722999,10.2367522331442,0.16312087808451,0.0136465334444105,0.00787882975763562
AP,00-10,16,3,2995.39280158114,777.782514805706,449.052944294058,9.57831877271942,1.7455480455641,1.00779263398986,57.8522172710655,5.6360638748112,3.25398299529217,52.9232656235675,18.9499701197974,10.9407703498004,0.167319682154397,0.0380681459126694,0.0219786542902296
AP,00-10,25,3,3009.30546842079,926.879922563715,535.13437279862,9.7756870093152,2.90006436635393,1.67435294258168,72.6910227730892,24.7748414840852,14.3037613999669,44.6168475183655,17.6410965516738,10.185091842909,0.135962414632585,0.0169968294888015,0.00981312408072974
AP,00-10,35,3,4817.19744503327,1126.1611365046,650.189435311825,15.7236087918274,4.28543333857191,2.47419609161869,77.9550740850914,10.4501602897241,6.03340285634696,62.2660108575196,14.0897821045848,8.1347394909052,0.199200663873061,0.0303698016624822,0.0175340131650696
AP,00-10,50,3,5614.40010542005,3222.62146412534,1860.58136980903,17.7567399250877,7.78654828017165,4.49556574561512,51.5226301385663,12.2836582119735,7.09197337531628,104.128484880646,34.951535476664,20.1792784160427,0.334027161254334,0.0887930270576161,0.0512646780738764
AP,10-20,4,3,904.50437988694,144.511682846073,83.4338589922258,4.59080863763482,2.06832302608368,1.19414685588051,187.760565926139,251.586963687222,145.253801209418,15.5774667072285,12.1844375501929,7.03468829952806,0.0596012595749613,0.0394189981572879,0.0227585691972956
AP,10-20,10,3,1426.77830526088,550.827327873506,318.020306024771,6.55733413798333,1.35225262325028,0.780723416045926,93.7598367015536,103.958443461557,60.0204353170643,35.1495875129593,28.137928419501,16.2454405474373,0.136398793859553,0.0984205410485946,0.0568231258681947
AP,10-20,16,3,1820.13164187378,755.120749130106,435.969167780939,8.10734767870883,0.793933691526918,0.458377830521779,92.9428381439989,96.1399815759542,55.5064442427628,42.0400579294181,33.0669424167622,19.0912081055955,0.162487265812512,0.114292033706857,0.0659865364268837
AP,10-20,25,3,1678.24402786018,765.10089069844,441.731205201967,7.37922584938579,1.15641356151686,0.66765568103629,82.1967264384396,74.8691241619938,43.2257089889186,38.045769833207,29.6167227751237,17.0992228667322,0.147975581833457,0.10143459631945,0.0585632914901752
AP,10-20,35,3,2443.5690948272,1294.00721430912,747.095413514688,10.630911552909,3.03475819360667,1.75211846000423,67.7954016236831,34.1697862241001,19.7279352746362,46.3138931098939,31.6705496070755,18.2850003410284,0.185622166043519,0.0945808042967872,0.0546062528209214
AP,10-20,50,3,2878.4985925494,1992.53718740555,1150.39188151894,11.9650943195288,6.13026989512898,3.53931297415778,33.9673939519663,3.47412398927631,2.00578642040681,85.2849627189325,56.080708054034,32.3782118913413,0.351035874221702,0.163373021369807,0.0943234578661807
AP,30-40,4,3,248.650847001792,176.996690808727,102.189087084092,1.65123111497017,0.860542967621137,0.496834714005303,28.5510567505059,9.21257556391901,5.31888298175841,9.49390771430624,6.24113188100155,3.6033191715442,0.063411524835289,0.0353744984640463,0.0204234762106651
AP,30-40,10,3,476.0300293357,312.114261552777,180.199252925417,3.17081416172422,1.59566047903332,0.921255007105135,24.2949778440391,0.919490463716553,0.530868066744046,19.4572930326686,12.4132449813634,7.1667903315069,0.130060829064905,0.0640661835949631,0.0369886283445039
AP,30-40,16,3,591.838962885172,428.191709543955,247.216598769969,3.91005513106197,2.13926256432312,1.23510381737924,24.0308330599757,3.69812024686977,2.13511072002587,24.5607937795604,15.9980796193354,9.23649557474035,0.163699559354845,0.0827928603246619,0.0478004801954226
AP,30-40,25,3,611.303039387778,421.681112305589,243.457703701813,4.07461395131115,2.02134422983506,1.16702363522017,25.1237956127427,4.83376598533308,2.79077609283171,22.9513085076316,13.6364468458721,7.87300625725427,0.156599477713182,0.0575124703811159,0.0332048402562976
AP,30-40,35,3,977.317237877986,608.82660475979,351.50620414787,6.58917304857276,2.77372335270211,1.60140992434012,22.0647741688879,4.3990100473297,2.53976963499367,42.6037635321807,21.1270707541587,12.1977199871018,0.293808599031656,0.0914121733947074,0.0527768429166431
AP,30-40,50,3,1183.99366523939,727.462858185905,420.000876999087,7.98604981692071,3.32798585155253,1.92141352725312,17.1623694226736,4.1393707382938,2.38986681002959,64.5462459300694,28.0786907095387,16.2112396396444,0.451015458949587,0.094768530567654,0.0547146366339403
AP,50-60,4,3,123.981460777143,106.599965532626,61.5455187958663,1.15895894238989,0.748122689137262,0.431928835960265,21.2317095682973,24.216052947909,13.9811446881855,13.0835876548052,12.7408948155209,7.35595905145773,0.118066673377976,0.10026927288458,0.0578904916913601
