sampleID,IGSN,core,depth,enzyme,temperature,substrate_conc,activity
N/A,N/A,N/A,cm,N/A,degreeCelsius,micromolar,nmol/g_dry_soil/h
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,35,10,194.5754879
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,35,10,215.9560634
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,35,10,230.8006521
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,800,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,800,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,800,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,800,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,450,519.3808618
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,450,526.2696751
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,450,553.9018843
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,450,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,250,563.3366394
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,250,532.786304
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,250,602.2739497
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,250,589.7636165
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,150,587.1658966
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,150,584.949064
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,150,600.7722337
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,150,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,100,463.4158629
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,100,464.9760861
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,100,448.4156272
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,100,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,60,620.391117
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,60,431.5010984
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,60,432.1663964
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,60,470.2199527
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,30,336.3271535
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,30,364.7587132
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,30,370.319413
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,30,329.5674279
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,10,215.6565599
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,10,212.7632583
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,10,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,BG,50,10,211.4388684
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,600,5.942333144
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,600,5.494982489
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,600,6.475048592
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,600,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,350,6.77287443
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,350,5.26442716
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,350,5.210889492
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,350,6.433626424
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,190,4.401508078
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,190,3.868704575
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,190,4.261852254
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,190,3.325158316
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,110,2.543202951
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,110,3.00044516
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,110,3.153407129
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,110,2.27622884
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,70,2.14506152
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,70,2.137361567
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,70,1.913426965
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,70,1.916391496
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,40,1.372966028
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,40,1.565425725
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,40,1.400674119
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,40,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,20,0.793139793
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,20,1.172237749
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,20,0.644179451
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,20,0.667269527
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,10,0.514095629
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,10,0.380143837
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,10,0.476182898
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,4,10,0.547165314
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,600,14.78040289
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,600,13.42123165
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,600,13.43246004
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,600,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,350,10.36834083
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,350,10.48991231
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,350,9.510530663
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,350,9.3425728
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,190,7.469031746
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,190,8.247896696
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,190,9.123207893
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,190,7.720838582
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,110,6.010337795
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,110,5.989388547
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,110,5.284166526
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,110,5.662916445
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,70,4.284899175
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,70,4.618822209
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,70,4.590196769
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,70,3.984713266
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,40,3.638569619
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,40,2.679409449
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,40,3.098359744
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,40,3.005292408
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,20,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,20,1.944000316
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,20,1.747122441
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,20,1.982866455
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,10,1.146644413
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,10,1.158843147
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,10,1.08048707
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,10,10,1.076813588
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,600,13.76397489
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,600,16.12925724
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,600,14.26396073
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,600,15.51324631
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,350,11.50309378
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,350,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,350,11.64556615
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,350,12.45702887
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,190,8.314555853
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,190,8.312230259
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,190,9.503189252
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,190,9.152075413
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,110,6.316173975
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,110,5.533619925
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,110,5.810603318
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,110,6.066367784
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,70,5.396169565
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,70,4.662724601
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,70,5.656364543
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,70,4.327126042
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,40,4.189101018
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,40,3.600182413
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,40,4.105311717
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,40,3.578963486
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,20,2.008308883
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,20,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,20,2.087667672
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,20,2.101078035
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,10,1.254667018
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,10,1.27520694
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,10,1.168586072
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,16,10,1.214792409
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,600,30.72814369
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,600,24.17597621
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,600,27.30741949
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,600,22.95789001
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,350,17.88421432
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,350,18.67213111
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,350,19.01801175
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,350,20.48950719
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,190,13.57915899
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,190,11.29095246
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,190,10.87619818
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,190,13.50072602
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,110,10.05420561
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,110,8.904081714
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,110,6.687347099
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,110,9.361726898
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,70,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,70,5.865139944
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,70,6.382021889
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,70,6.090491707
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,40,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,40,4.171619979
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,40,4.200918422
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,40,4.243886888
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,20,2.981237717
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,20,3.114796738
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,20,2.808336179
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,20,3.114661008
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,10,1.848696747
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,10,1.648532726
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,10,2.800537458
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,25,10,2.113681879
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,600,49.42757734
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,600,32.16241638
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,600,37.98357931
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,600,35.19884843
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,350,20.80776102
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,350,28.73914932
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,350,35.26758481
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,350,29.35494217
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,190,21.79019313
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,190,21.70255045
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,190,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,190,22.15020416
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,110,14.97326911
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,110,17.17568475
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,110,16.29404042
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,110,16.83366108
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,70,11.99893259
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,70,12.33360702
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,70,12.47076568
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,70,11.81814545
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,40,8.246842636
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,40,8.547775557
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,40,8.236021801
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,40,9.37448334
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,20,6.618465191
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,20,5.371693787
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,20,5.502883731
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,20,5.995972766
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,10,3.397809907
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,10,3.364169898
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,10,3.287327754
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,35,10,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,600,55.74635159
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,600,59.54217986
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,600,48.98478341
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,600,61.30628951
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,350,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,350,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,350,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,350,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,190,32.216132
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,190,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,190,30.64547333
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,190,32.80065256
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,110,23.09750187
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,110,-9999
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,110,23.20921148
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,110,23.80105762
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,70,20.30875424
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,70,17.53822689
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,70,15.80105644
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,70,15.79138927
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,40,10.81402798
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,40,12.41022949
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,40,13.55626272
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,40,14.41548152
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,20,10.05234721
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,20,8.23674373
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,20,7.176877274
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,20,8.818987134
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,10,5.79746636
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,10,5.652222377
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,10,6.422417208
BE201907091COP3040,IEBWE00A0,Core1,30-40,LAP,50,10,5.57002988
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,700,43.33689018
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,700,57.77490107
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,700,53.28370899
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,700,55.25777531
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,350,54.97168387
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,350,59.38569337
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,350,59.24593031
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,350,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,200,54.46127042
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,200,70.10638914
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,200,52.14509751
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,200,70.06397349
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,130,76.56622972
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,130,72.92752277
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,130,78.07024713
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,130,62.23182427
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,80,55.43894227
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,80,68.54607507
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,80,51.49845836
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,80,69.00082652
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,40,57.57448774
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,40,47.30364113
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,40,43.23591026
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,40,48.779845
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,10,40.18094931
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,10,38.81252293
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,10,39.3792239
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,4,10,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,700,195.134246
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,700,146.0640804
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,700,194.0032963
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,700,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,350,241.6688231
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,350,190.139689
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,350,217.6552826
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,350,313.2337177
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,200,164.8727622
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,200,191.0666132
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,200,171.9484157
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,200,192.2540477
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,130,181.0133236
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,130,150.3785178
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,130,173.402948
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,130,224.3295783
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,80,208.0771427
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,80,183.3606812
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,80,215.3184848
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,80,162.73999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,40,113.2541947
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,40,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,40,117.2533134
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,40,117.9348958
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,10,88.44670028
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,10,81.69614773
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,10,90.89437181
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,10,10,86.85508618
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,700,190.2527845
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,700,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,700,212.167423
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,700,208.0385781
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,350,200.2449803
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,350,201.4962181
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,350,187.9627153
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,350,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,200,183.140636
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,200,189.8678368
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,200,163.5079484
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,200,210.6510879
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,130,171.2871319
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,130,188.8404157
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,130,190.40686
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,130,174.7184477
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,80,196.9618386
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,80,188.6957592
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,80,158.2130184
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,80,151.593683
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,40,142.5116624
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,40,155.4363254
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,40,132.8876784
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,40,127.7413039
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,10,84.51100717
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,10,87.1129585
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,10,78.52687864
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,16,10,82.55025526
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,1200,-9999
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,700,211.1650777
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,700,218.7859898
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,700,320.7230471
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,700,252.7518017
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,350,243.859243
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,350,220.7417971
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,350,236.8088805
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,350,212.2922297
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,200,213.8599684
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,200,299.1910901
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,200,276.041947
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,200,211.6943706
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,130,311.9039219
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,130,127.070767
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,130,306.5765285
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,130,217.6296622
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,80,216.1331027
BE201907091COP5060,IEBWE00A2,Core1,50-60,AP,25,80,183.2008459
