date,,PH_discharge_ISPOC,,
6/24/16 12:00,6/24,6.015505964,,
6/25/16 12:00,6/25,5.514171472,,
6/26/16 12:00,6/26,5.100165811,,
6/27/16 12:00,6/27,4.53038557,,
6/28/16 12:00,6/28,4.149494753,,
6/29/16 12:00,6/29,3.778357396,,
6/30/16 12:00,6/30,3.503061867,,
7/1/16 12:00,7/1,3.617666757,,
7/2/16 12:00,7/2,3.362956037,,
7/3/16 12:00,7/3,3.251581693,,
7/4/16 12:00,7/4,2.938014377,,
7/5/16 12:00,7/5,2.848949729,,
7/6/16 12:00,7/6,2.772181075,,
7/7/16 12:00,7/7,2.695163856,,
7/8/16 12:00,7/8,2.579225987,,
7/9/16 12:00,7/9,2.501813046,,
7/10/16 12:00,7/10,2.40265677,,
7/11/16 12:00,7/11,2.257261508,,
7/12/16 12:00,7/12,2.075639973,,
7/13/16 12:00,7/13,1.992789388,,
7/14/16 12:00,7/14,1.910208231,,
7/15/16 12:00,7/15,1.828987749,,
7/16/16 12:00,7/16,1.738806928,,
7/17/16 12:00,7/17,1.635707754,,
7/18/16 12:00,7/18,1.655042752,,
7/19/16 12:00,7/19,1.846294483,,
7/20/16 12:00,7/20,1.665776567,,
7/21/16 12:00,7/21,1.602447371,,
7/22/16 12:00,7/22,1.550536123,,
7/23/16 12:00,7/23,1.467346682,,
7/24/16 12:00,7/24,1.381799324,,
7/25/16 12:00,7/25,1.351025862,,
7/26/16 12:00,7/26,1.285667082,,
7/27/16 12:00,7/27,1.196745623,,
7/28/16 12:00,7/28,1.161103186,,
7/29/16 12:00,7/29,1.116239816,,
7/30/16 12:00,7/30,1.086061313,,
7/31/16 12:00,7/31,1.065375996,,
8/1/16 12:00,8/1,1.094258027,,
8/2/16 12:00,8/2,1.030424476,,
8/3/16 12:00,8/3,1.00320012,,
8/4/16 12:00,8/4,1.213632301,,
8/5/16 12:00,8/5,1.86905718,,
8/6/16 12:00,8/6,1.62311428,,
8/7/16 12:00,8/7,1.34161229,,
8/8/16 12:00,8/8,1.274242604,,
8/9/16 12:00,8/9,1.20080164,,
8/10/16 12:00,8/10,1.172644284,,
8/11/16 12:00,8/11,1.135642829,,
8/12/16 12:00,8/12,1.019473243,,
8/13/16 12:00,8/13,0.966018561,,
8/14/16 12:00,8/14,0.914198257,,
8/15/16 12:00,8/15,0.885535242,,
8/16/16 12:00,8/16,0.85454958,,
8/17/16 12:00,8/17,0.776322159,,
8/18/16 12:00,8/18,0.61572587,,
8/19/16 12:00,8/19,0.614683739,,
8/20/16 12:00,8/20,0.577566737,,
8/21/16 12:00,8/21,0.553589157,,
8/22/16 12:00,8/22,0.551753818,,
8/23/16 12:00,8/23,0.59583315,,
8/24/16 12:00,8/24,0.827372652,,
8/25/16 12:00,8/25,0.655904958,,
8/26/16 12:00,8/26,0.712195594,,
8/27/16 12:00,8/27,0.645016224,,
8/28/16 12:00,8/28,0.746511519,,
8/29/16 12:00,8/29,0.939682104,,
8/30/16 12:00,8/30,1.059154427,,
8/31/16 12:00,8/31,0.880356505,,
9/1/16 12:00,9/1,0.761066843,,
9/2/16 12:00,9/2,0.974165543,,
9/3/16 12:00,9/3,0.965727566,,
9/4/16 12:00,9/4,0.977730787,,
9/5/16 12:00,9/5,0.81188384,,
9/6/16 12:00,9/6,0.721321351,,
9/7/16 12:00,9/7,0.654937087,,
9/8/16 12:00,9/8,0.627409416,,
9/9/16 12:00,9/9,0.588931458,,
9/10/16 12:00,9/10,0.581899027,,
9/11/16 12:00,9/11,0.575408282,,
9/12/16 12:00,9/12,0.56603288,,
9/13/16 12:00,9/13,0.542445106,,
9/14/16 12:00,9/14,0.553944084,,
9/15/16 12:00,9/15,0.555864622,,
9/16/16 12:00,9/16,0.524389824,,
9/17/16 12:00,9/17,0.4970988,,
9/18/16 12:00,9/18,0.481245552,,
9/19/16 12:00,9/19,0.473350217,,
9/20/16 12:00,9/20,0.466825612,,
9/21/16 12:00,9/21,0.484689649,,
9/22/16 12:00,9/22,0.512276295,,
9/23/16 12:00,9/23,0.544512112,,
9/24/16 12:00,9/24,0.512184333,,
9/25/16 12:00,9/25,0.519211984,,
9/26/16 12:00,9/26,0.548555446,,
9/27/16 12:00,9/27,0.548108357,,
9/28/16 12:00,9/28,0.512760005,,
9/29/16 12:00,9/29,0.512448342,,
9/30/16 12:00,9/30,0.551699079,**,
10/1/16 12:00,10/1,0.548028737,,
10/2/16 12:00,10/2,0.546801975,,
10/3/16 12:00,10/3,0.561912497,,
10/4/16 12:00,10/4,0.482061334,,
10/5/16 12:00,10/5,0.47299813,,
10/6/16 12:00,10/6,0.456165766,,
10/7/16 12:00,10/7,0.461744643,,
10/8/16 12:00,10/8,0.46437065,,
10/9/16 12:00,10/9,0.470739625,,
10/10/16 12:00,10/10,0.475500993,,
10/11/16 12:00,10/11,0.553248756,,
10/12/16 12:00,10/12,0.538011316,,
10/13/16 12:00,10/13,0.499756958,,
10/14/16 12:00,10/14,0.538563035,,
10/15/16 12:00,10/15,0.647802657,,
10/16/16 12:00,10/16,0.615482014,,
10/17/16 12:00,10/17,0.605044921,,
10/18/16 12:00,10/18,0.593252676,,
10/19/16 12:00,10/19,0.60365917,,
10/20/16 12:00,10/20,0.556701564,,
10/21/16 12:00,10/21,0.555516785,,
10/22/16 12:00,10/22,0.554170497,,
10/23/16 12:00,10/23,0.551252807,,
10/24/16 12:00,10/24,0.537559341,,
10/25/16 12:00,10/25,0.594515178,,
10/26/16 12:00,10/26,0.574168172,,
10/27/16 12:00,10/27,0.535494957,,
10/28/16 12:00,10/28,0.53809217,,
10/29/16 12:00,10/29,0.601924943,,
10/30/16 12:00,10/30,0.558567401,,
10/31/16 12:00,10/31,0.544212937,,
11/1/16 12:00,11/1,0.525069597,,
11/2/16 12:00,11/2,0.555854292,,
11/3/16 12:00,11/3,0.518506943,,
11/4/16 12:00,11/4,0.532356107,,
11/5/16 12:00,11/5,0.561080268,,
11/6/16 12:00,11/6,0.589271321,,
11/7/16 12:00,11/7,0.500573757,,
11/8/16 12:00,11/8,0.480036928,,
11/9/16 12:00,11/9,0.466873561,,
11/10/16 12:00,11/10,0.472797772,,
11/11/16 12:00,11/11,0.450001588,,
11/12/16 12:00,11/12,0.438881838,,
11/13/16 12:00,11/13,0.428991275,,
11/14/16 12:00,11/14,0.521207247,,
11/15/16 12:00,11/15,0.461829609,,
11/16/16 12:00,11/16,0.482268322,,
11/17/16 12:00,11/17,0.507293011,,
11/18/16 12:00,11/18,0.379602932,,
11/19/16 12:00,11/19,0.414252501,,
11/20/16 12:00,11/20,0.514992915,,
11/21/16 12:00,11/21,0.580442101,,
11/22/16 12:00,11/22,0.574667173,,
11/23/16 12:00,11/23,0.467510172,,
11/24/16 12:00,11/24,0.459168609,,
11/25/16 12:00,11/25,0.377036297,,
11/26/16 12:00,11/26,0.406552597,,
11/27/16 12:00,11/27,0.4732851,,
11/28/16 12:00,11/28,0.418744112,,
11/29/16 12:00,11/29,0.382811225,,
11/30/16 12:00,11/30,0.37575298,,
12/1/16 12:00,12/1,0.396927716,,
12/2/16 12:00,12/2,0.416177477,,
12/3/16 12:00,12/3,0.406552597,,
12/4/16 12:00,12/4,0.361636489,,
12/5/16 12:00,12/5,0.404627621,,
12/6/16 12:00,12/6,0.365486441,,
12/7/16 12:00,12/7,0.353936584,,
12/8/16 12:00,12/8,0.303245548,,
12/9/16 12:00,12/9,0.421310746,,
12/10/16 12:00,12/10,0.414252501,,
12/11/16 12:00,12/11,0.418744112,,
12/12/16 12:00,12/12,0.425802357,,
12/13/16 12:00,12/13,0.391152788,,
12/14/16 12:00,12/14,0.410402549,,
12/15/16 12:00,12/15,0.414252501,,
12/16/16 12:00,12/16,0.457243633,,
12/17/16 12:00,12/17,0.369336393,,
12/18/16 12:00,12/18,0.310303793,,
12/19/16 12:00,12/19,0.273729248,,
12/20/16 12:00,12/20,0.378319614,,
12/21/16 12:00,12/21,0.406552597,,
12/22/16 12:00,12/22,0.421310746,,
12/23/16 12:00,12/23,0.455318657,,
12/24/16 12:00,12/24,0.437993872,,
12/25/16 12:00,12/25,0.420027429,,
12/26/16 12:00,12/26,0.394361082,,
12/27/16 12:00,12/27,0.312870428,,
12/28/16 12:00,12/28,0.434785579,,
12/29/16 12:00,12/29,0.38537786,,
12/30/16 12:00,12/30,0.369978051,,
12/31/16 12:00,12/31,0.406552597,,
1/1/17 12:00,1/1,0.395644399,,
1/2/17 12:00,1/2,0.398211034,,
1/3/17 12:00,1/3,0.396927716,,
1/4/17 12:00,1/4,0.394361082,,
1/5/17 12:00,1/5,0.364844782,,
1/6/17 12:00,1/6,0.332120189,,
1/7/17 12:00,1/7,0.256404464,,
1/8/17 12:00,1/8,0.368053075,,
1/9/17 12:00,1/9,0.379602932,,
1/10/17 12:00,1/10,0.330195213,,
1/11/17 12:00,1/11,0.35136995,,
1/12/17 12:00,1/12,0.364203123,,
1/13/17 12:00,1/13,0.366769758,,
1/14/17 12:00,1/14,0.382811225,,
1/15/17 12:00,1/15,0.390511129,,
1/16/17 12:00,1/16,0.378319614,,
1/17/17 12:00,1/17,0.39500274,,
1/18/17 12:00,1/18,0.368694734,,
1/19/17 12:00,1/19,0.35586156,,
1/20/17 12:00,1/20,0.374469662,,
1/21/17 12:00,1/21,0.369336393,,
1/22/17 12:00,1/22,0.378319614,,
1/23/17 12:00,1/23,0.364844782,,
1/24/17 12:00,1/24,0.337253458,,
1/25/17 12:00,1/25,0.33147853,,
1/26/17 12:00,1/26,0.320570332,,
1/27/17 12:00,1/27,0.231379775,,
1/28/17 12:00,1/28,0.307737159,,
1/29/17 12:00,1/29,0.33147853,,
1/30/17 12:00,1/30,0.345595021,,
1/31/17 12:00,1/31,0.346878339,,
2/1/17 12:00,2/1,0.350728291,,
2/2/17 12:00,2/2,0.348803315,,
2/3/17 12:00,2/3,0.343670045,,
2/4/17 12:00,2/4,0.343670045,,
2/5/17 12:00,2/5,0.343670045,,
2/6/17 12:00,2/6,0.344953363,,
2/7/17 12:00,2/7,0.339820093,,
2/8/17 12:00,2/8,0.326345261,,
2/9/17 12:00,2/9,0.315437063,,
2/10/17 12:00,2/10,0.31672038,,
2/11/17 12:00,2/11,0.350086632,,
2/12/17 12:00,2/12,0.361636489,,
2/13/17 12:00,2/13,0.362919806,,
2/14/17 12:00,2/14,0.335328482,,
2/15/17 12:00,2/15,0.314795404,,
2/16/17 12:00,2/16,0.318003698,,
2/17/17 12:00,2/17,0.347519997,,
2/18/17 12:00,2/18,0.343670045,,
2/19/17 12:00,2/19,0.344311704,,
2/20/17 12:00,2/20,0.339178434,,
2/21/17 12:00,2/21,0.339820093,,
2/22/17 12:00,2/22,0.347519997,,
2/23/17 12:00,2/23,0.343670045,,
2/24/17 12:00,2/24,0.313512087,,
2/25/17 12:00,2/25,0.32185365,,
2/26/17 12:00,2/26,0.333403506,,
2/27/17 12:00,2/27,0.34110341,,
2/28/17 12:00,2/28,0.327628578,,
3/1/17 12:00,3/1,0.274370907,,
3/2/17 12:00,3/2,0.291054033,,
3/3/17 12:00,3/3,0.314795404,,
3/4/17 12:00,3/4,0.330836871,,
3/5/17 12:00,3/5,0.326986919,,
3/6/17 12:00,3/6,0.291054033,,
3/7/17 12:00,3/7,0.270520955,,
3/8/17 12:00,3/8,0.29747062,,
3/9/17 12:00,3/9,0.300678913,,
3/10/17 12:00,3/10,0.309662135,,
3/11/17 12:00,3/11,0.323778626,,
3/12/17 12:00,3/12,0.343028387,,
3/13/17 12:00,3/13,0.364844782,,
3/14/17 12:00,3/14,0.386019519,,
3/15/17 12:00,3/15,0.427085675,,
3/16/17 12:00,3/16,0.490609885,,
3/17/17 12:00,3/17,0.571458879,,
3/18/17 12:00,3/18,0.683107491,,
3/19/17 12:00,3/19,0.817855816,,
3/20/17 12:00,3/20,0.978270488,,
3/21/17 12:00,3/21,1.080935878,,
3/22/17 12:00,3/22,1.202851028,,
3/23/17 12:00,3/23,1.299099832,,
3/24/17 12:00,3/24,1.337599353,,
3/25/17 12:00,3/25,1.350432527,,
3/26/17 12:00,3/26,1.356849114,,
3/27/17 12:00,3/27,1.395348635,,
3/28/17 12:00,3/28,1.459514504,,
3/29/17 12:00,3/29,1.453097917,,
3/30/17 12:00,3/30,1.517263786,,
3/31/17 12:00,3/31,1.594262828,,
4/1/17 12:00,4/1,1.453097917,,
4/2/17 12:00,4/2,1.485180851,,
4/3/17 12:00,4/3,1.671261871,,
4/4/17 12:00,4/4,1.536513546,,
4/5/17 12:00,4/5,1.34401594,,
4/6/17 12:00,4/6,1.382515461,,
4/7/17 12:00,4/7,1.65201211,,
4/8/17 12:00,4/8,1.985674628,,
4/9/17 12:00,4/9,1.323238,,
4/10/17 12:00,4/10,1.373432322,,
4/11/17 12:00,4/11,1.418625773,,
4/12/17 12:00,4/12,1.391598958,,
4/13/17 12:00,4/13,1.758227436,,
4/14/17 12:00,4/14,2.159197985,,
4/15/17 12:00,4/15,2.449564486,,
4/16/17 12:00,4/16,2.567614669,,
4/17/17 12:00,4/17,2.762876772,,
4/18/17 12:00,4/18,3.113137816,,
4/19/17 12:00,4/19,3.51965942,,
4/20/17 12:00,4/20,2.999294556,,
4/21/17 12:00,4/21,2.6690153,,
4/22/17 12:00,4/22,2.494340741,,
4/23/17 12:00,4/23,2.582146307,,
4/24/17 12:00,4/24,2.853460899,,
4/25/17 12:00,4/25,2.66511365,,
4/26/17 12:00,4/26,2.360461789,,
4/27/17 12:00,4/27,2.217074401,,
4/28/17 12:00,4/28,2.119082593,,
4/29/17 12:00,4/29,1.894087212,,
4/30/17 12:00,4/30,1.777090574,,
5/1/17 12:00,5/1,1.718129163,,
5/2/17 12:00,5/2,1.69843143,,
5/3/17 12:00,5/3,1.767754582,,
5/4/17 12:00,5/4,2.065300904,,
5/5/17 12:00,5/5,2.896661342,,
5/6/17 12:00,5/6,3.734092366,,
5/7/17 12:00,5/7,4.506075834,,
5/8/17 12:00,5/8,5.075182246,,
5/9/17 12:00,5/9,5.040520189,,
5/10/17 12:00,5/10,5.088947409,,
5/11/17 12:00,5/11,5.620651206,,
5/12/17 12:00,5/12,6.945906258,,
5/13/17 12:00,5/13,8.749950726,,
5/14/17 12:00,5/14,9.349984584,,
5/15/17 12:00,5/15,8.653036522,,
5/16/17 12:00,5/16,8.061235887,,
5/17/17 12:00,5/17,6.923813012,,
5/18/17 12:00,5/18,5.570148832,,
5/19/17 12:00,5/19,4.484912786,,
5/20/17 12:00,5/20,3.901841135,,
5/21/17 12:00,5/21,3.658586875,,
5/22/17 12:00,5/22,3.795482279,,
5/23/17 12:00,5/23,3.754990318,,
5/24/17 12:00,5/24,4.212599732,,
5/25/17 12:00,5/25,5.503817519,,
5/26/17 12:00,5/26,6.560354093,,
5/27/17 12:00,5/27,6.527768387,,
5/28/17 12:00,5/28,5.554363013,,
5/29/17 12:00,5/29,6.176652399,,
5/30/17 12:00,5/30,7.569737855,,
5/31/17 12:00,5/31,8.489763758,,
6/1/17 12:00,6/1,9.406718636,,
6/2/17 12:00,6/2,10.46198846,,
6/3/17 12:00,6/3,11.35574076,,
6/4/17 12:00,6/4,12.60607691,,
6/5/17 12:00,6/5,14.25470363,,
6/6/17 12:00,6/6,15.57307899,,
6/7/17 12:00,6/7,15.27323428,,
6/8/17 12:00,6/8,14.41908716,,
6/9/17 12:00,6/9,14.82653981,,
6/10/17 12:00,6/10,14.7900083,,
6/11/17 12:00,6/11,14.80971994,,
6/12/17 12:00,6/12,13.87000032,,
6/13/17 12:00,6/13,12.22862191,,
6/14/17 12:00,6/14,10.07137493,,
6/15/17 12:00,6/15,10.30854688,,
6/16/17 12:00,6/16,11.11574787,,
6/17/17 12:00,6/17,12.55229988,,
6/18/17 12:00,6/18,14.09544302,,
6/19/17 12:00,6/19,14.14218436,,
6/20/17 12:00,6/20,13.39531246,,
6/21/17 12:00,6/21,13.55612902,,
6/22/17 12:00,6/22,12.7272537,,
6/23/17 12:00,6/23,11.14127885,,
6/24/17 12:00,6/24,9.903818304,,
6/25/17 12:00,6/25,8.813387754,,
6/26/17 12:00,6/26,8.138205549,,
6/27/17 12:00,6/27,7.676036896,,
6/28/17 12:00,6/28,7.439849535,,
6/29/17 12:00,6/29,6.765857734,,
6/30/17 12:00,6/30,6.130303554,,
7/1/17 12:00,7/1,5.636855909,,
7/2/17 12:00,7/2,5.234201703,,
7/3/17 12:00,7/3,4.715514296,,
7/4/17 12:00,7/4,4.698042732,,
7/5/17 12:00,7/5,4.75804504,,
7/6/17 12:00,7/6,4.626432802,,
7/7/17 12:00,7/7,4.43567049,,
7/8/17 12:00,7/8,4.391571497,,
7/9/17 12:00,7/9,4.258761519,,
7/10/17 12:00,7/10,4.159400371,,
7/11/17 12:00,7/11,4.209419881,,
7/12/17 12:00,7/12,4.154435751,,
7/13/17 12:00,7/13,4.008180855,,
7/14/17 12:00,7/14,3.630284695,,
7/15/17 12:00,7/15,3.289127543,,
7/16/17 12:00,7/16,3.153191494,,
7/17/17 12:00,7/17,3.084325407,,
7/18/17 12:00,7/18,3.190870277,,
7/19/17 12:00,7/19,3.514900867,,
7/20/17 12:00,7/20,3.66604739,,
7/21/17 12:00,7/21,3.059866897,,
7/22/17 12:00,7/22,2.82868164,,
7/23/17 12:00,7/23,2.64394976,,
7/24/17 12:00,7/24,2.665093227,,
7/25/17 12:00,7/25,3.079902585,,
7/26/17 12:00,7/26,2.803446678,,
7/27/17 12:00,7/27,2.502924496,,
7/28/17 12:00,7/28,2.512696781,,
7/29/17 12:00,7/29,2.979824787,,
7/30/17 12:00,7/30,2.75622438,,
7/31/17 12:00,7/31,2.377313414,,
8/1/17 12:00,8/1,2.166594644,,
8/2/17 12:00,8/2,2.051355589,,
8/3/17 12:00,8/3,2.007548496,,
8/4/17 12:00,8/4,1.872326944,,
8/5/17 12:00,8/5,1.792116728,,
8/6/17 12:00,8/6,1.696587076,,
8/7/17 12:00,8/7,1.638496124,,
8/8/17 12:00,8/8,1.840423718,,
8/9/17 12:00,8/9,1.78111964,,
8/10/17 12:00,8/10,1.811616612,,
8/11/17 12:00,8/11,1.616418626,,
8/12/17 12:00,8/12,1.480830343,,
8/13/17 12:00,8/13,1.402924664,,
8/14/17 12:00,8/14,1.42899249,,
8/15/17 12:00,8/15,1.405370125,,
8/16/17 12:00,8/16,1.347813345,,
8/17/17 12:00,8/17,1.263241639,,
8/18/17 12:00,8/18,1.174027209,,
8/19/17 12:00,8/19,1.124628168,,
8/20/17 12:00,8/20,1.122815689,,
8/21/17 12:00,8/21,1.166170789,,
8/22/17 12:00,8/22,1.118212976,,
8/23/17 12:00,8/23,1.017069292,,
8/24/17 12:00,8/24,1.050449689,,
8/25/17 12:00,8/25,1.041041847,,
8/26/17 12:00,8/26,1.005683617,,
8/27/17 12:00,8/27,0.94972926,,
8/28/17 12:00,8/28,0.896303351,,
8/29/17 12:00,8/29,0.893892993,,
8/30/17 12:00,8/30,0.88544171,,
8/31/17 12:00,8/31,0.859348526,,
9/1/17 12:00,9/1,0.924907737,,
9/2/17 12:00,9/2,0.866409553,,
9/3/17 12:00,9/3,0.809051698,,
9/4/17 12:00,9/4,0.789628496,,
9/5/17 12:00,9/5,0.772210706,,
9/6/17 12:00,9/6,0.745166906,,
9/7/17 12:00,9/7,0.737817495,,
9/8/17 12:00,9/8,0.746709557,,
9/9/17 12:00,9/9,0.739755809,,
9/10/17 12:00,9/10,0.756887302,,
9/11/17 12:00,9/11,0.795824058,,
9/12/17 12:00,9/12,0.86319505,,
9/13/17 12:00,9/13,0.742626075,,
9/14/17 12:00,9/14,0.808525656,,
9/15/17 12:00,9/15,1.071698442,,
9/16/17 12:00,9/16,0.976841138,,
9/17/17 12:00,9/17,0.852285687,,
9/18/17 12:00,9/18,0.821507011,,
9/19/17 12:00,9/19,0.736207237,,
9/20/17 12:00,9/20,0.772121901,,
9/21/17 12:00,9/21,0.699555431,,
9/22/17 12:00,9/22,0.733189111,,
9/23/17 12:00,9/23,0.721336286,,
9/24/17 12:00,9/24,0.794293292,,
9/25/17 12:00,9/25,0.721092825,,
9/26/17 12:00,9/26,0.717100325,,
9/27/17 12:00,9/27,0.724254899,,
9/28/17 12:00,9/28,0.814821264,,
9/29/17 12:00,9/29,0.756395595,,
9/30/17 12:00,9/30,0.822006871,,
10/1/2017,10/1,0.888720221,,
10/2/2017,10/2,0.977431151,,
10/3/2017,10/3,0.953335844,,
10/4/2017,10/4,0.824503022,,
10/5/2017,10/5,0.75451398,,
10/6/2017,10/6,0.807639219,,
10/7/2017,10/7,0.721516492,,
10/8/2017,10/8,0.636554996,,
10/9/2017,10/9,0.880504821,**,
10/10/2017,10/10,0.707568107,,
10/11/2017,10/11,0.702036795,,
10/12/2017,10/12,0.720330573,,
10/13/2017,10/13,0.666400273,,
10/14/2017,10/14,0.755323333,,
10/15/2017,10/15,0.635934563,,
10/16/2017,10/16,0.589195106,,
10/17/2017,10/17,0.557035289,,
10/18/2017,10/18,0.579663817,,
10/19/2017,10/19,0.524395134,,
10/20/2017,10/20,0.49106747,,
10/21/2017,10/21,0.786542465,,
10/22/2017,10/22,0.634370793,,
10/23/2017,10/23,0.630465576,,
10/24/2017,10/24,0.573556791,,
10/25/2017,10/25,0.451924176,,
10/26/2017,10/26,0.537112907,,
10/27/2017,10/27,0.523441453,,
10/28/2017,10/28,0.548112854,,
10/29/2017,10/29,0.467835115,,
10/30/2017,10/30,0.481475141,,
10/31/2017,10/31,0.567498318,,
11/1/2017,11/1,0.670727979,,
11/2/2017,11/2,0.602656781,,
11/3/2017,11/3,0.494009619,,
11/4/2017,11/4,0.490076391,,
11/5/2017,11/5,0.558345846,,
11/6/2017,11/6,0.564376785,,
11/7/2017,11/7,0.519280838,,
11/8/2017,11/8,0.452461755,,
11/9/2017,11/9,0.450727607,,
11/10/2017,11/10,0.604595101,,
11/11/2017,11/11,0.694241346,,
11/12/2017,11/12,0.512504905,,
11/13/2017,11/13,0.610895804,,
11/14/2017,11/14,0.490558916,,
11/15/2017,11/15,0.468637592,,
11/16/2017,11/16,0.592313582,,
11/17/2017,11/17,0.445796799,,
11/18/2017,11/18,0.455701946,,
11/19/2017,11/19,0.344976018,,
11/20/2017,11/20,0.552392488,,
11/21/2017,11/21,0.772610177,,
11/22/2017,11/22,0.689304951,,
11/23/2017,11/23,0.53701011,,
11/24/2017,11/24,0.556288733,,
11/25/2017,11/25,0.566739497,,
11/26/2017,11/26,0.492376135,,
11/27/2017,11/27,0.485325647,,
11/28/2017,11/28,0.598804076,,
11/29/2017,11/29,0.566363101,,
11/30/2017,11/30,0.402239515,,
12/1/2017,12/1,0.567090863,,
12/2/2017,12/2,0.464902096,,
12/3/2017,12/3,0.396830371,,
12/4/2017,12/4,0.611827688,,
12/5/2017,12/5,0.425160699,,
12/6/2017,12/6,0.415535818,,
12/7/2017,12/7,0.379602932,,
12/8/2017,12/8,0.408477573,,
12/9/2017,12/9,0.394361082,,
12/10/2017,12/10,0.382811225,,
12/11/2017,12/11,0.377677956,,
12/12/2017,12/12,0.389869471,,
12/13/2017,12/13,0.384094543,,
12/14/2017,12/14,0.418102453,,
12/15/2017,12/15,0.378961273,,
12/16/2017,12/16,0.338536776,,
12/17/2017,12/17,0.360353171,,
12/18/2017,12/18,0.330836871,,
12/19/2017,12/19,0.339178434,,
12/20/2017,12/20,0.341745069,,
12/21/2017,12/21,0.386019519,,
12/22/2017,12/22,0.335970141,,
12/23/2017,12/23,0.375111321,,
12/24/2017,12/24,0.345595021,,
12/25/2017,12/25,0.371903028,,
12/26/2017,12/26,0.377677956,,
12/27/2017,12/27,0.357786536,,
12/28/2017,12/28,0.373186345,,
12/29/2017,12/29,0.353294926,,
12/30/2017,12/30,0.367411417,,
12/31/2017,12/31,0.373186345,,
1/1/2018,1/1,0.327628578,,
1/2/2018,1/2,0.366769758,,
1/3/2018,1/3,0.309662135,,
1/4/2018,1/4,0.332761848,,
1/5/2018,1/5,0.301962231,,
1/6/2018,1/6,0.332120189,,
1/7/2018,1/7,0.31222877,,
1/8/2018,1/8,0.309662135,,
1/9/2018,1/9,0.35136995,,
1/10/2018,1/10,0.366128099,,
1/11/2018,1/11,0.3366118,,
1/12/2018,1/12,0.358428195,,
1/13/2018,1/13,0.367411417,,
1/14/2018,1/14,0.338536776,,
1/15/2018,1/15,0.325703602,,
1/16/2018,1/16,0.31222877,,
1/17/2018,1/17,0.285279105,,
1/18/2018,1/18,0.326345261,,
1/19/2018,1/19,0.34110341,,
1/20/2018,1/20,0.332761848,,
1/21/2018,1/21,0.326986919,,
1/22/2018,1/22,0.328911895,,
1/23/2018,1/23,0.341745069,,
1/24/2018,1/24,0.32185365,,
1/25/2018,1/25,0.335328482,,
1/26/2018,1/26,0.34623668,,
1/27/2018,1/27,0.304528865,,
1/28/2018,1/28,0.32185365,,
1/29/2018,1/29,0.335328482,,
1/30/2018,1/30,0.348161656,,
1/31/2018,1/31,0.34110341,,
2/1/2018,2/1,0.335328482,,
2/2/2018,2/2,0.337895117,,
2/3/2018,2/3,0.338536776,,
2/4/2018,2/4,0.34110341,,
2/5/2018,2/5,0.347519997,,
2/6/2018,2/6,0.344311704,,
2/7/2018,2/7,0.309662135,,
2/8/2018,2/8,0.328911895,,
2/9/2018,2/9,0.343670045,,
2/10/2018,2/10,0.353294926,,
2/11/2018,2/11,0.289770715,,
2/12/2018,2/12,0.352011608,,
2/13/2018,2/13,0.357144878,,
2/14/2018,2/14,0.34623668,,
2/15/2018,2/15,0.34110341,,
2/16/2018,2/16,0.323136967,,
2/17/2018,2/17,0.326345261,,
2/18/2018,2/18,0.310945452,,
2/19/2018,2/19,0.35586156,,
2/20/2018,2/20,0.294262326,,
2/21/2018,2/21,0.291695692,,
2/22/2018,2/22,0.35586156,,
2/23/2018,2/23,0.307737159,,
2/24/2018,2/24,0.314795404,,
2/25/2018,2/25,0.304528865,,
2/26/2018,2/26,0.294903985,,
2/27/2018,2/27,0.307737159,,
2/28/2018,2/28,0.310303793,,
3/1/2018,3/1,0.301320572,,
3/1/2018,3/1,0.29233735,,
3/2/2018,3/2,0.309662135,,
3/3/2018,3/3,0.301962231,,
3/4/2018,3/4,0.315437063,,
3/5/2018,3/5,0.296187302,,
3/6/2018,3/6,0.29233735,,
3/7/2018,3/7,0.292979009,,
3/8/2018,3/8,0.302603889,,
3/9/2018,3/9,0.305170524,,
3/10/2018,3/10,0.319928674,,
3/11/2018,3/11,0.290412374,,
3/12/2018,3/12,0.309020476,,
3/13/2018,3/13,0.322495309,,
3/14/2018,3/14,0.347519997,,
3/15/2018,3/15,0.373186345,,
3/16/2018,3/16,0.353936584,,
3/17/2018,3/17,0.314795404,,
3/18/2018,3/18,0.335328482,,
3/19/2018,3/19,0.306453841,,
3/20/2018,3/20,0.313512087,,
3/21/2018,3/21,0.321211991,,
3/22/2018,3/22,0.332761848,,
3/23/2018,3/23,0.404627621,,
3/24/2018,3/24,0.389227812,,
3/25/2018,3/25,0.366128099,,
3/26/2018,3/26,0.360353171,,
3/27/2018,3/27,0.362919806,,
3/28/2018,3/28,0.374469662,,
3/29/2018,3/29,0.37575298,,
3/30/2018,3/30,0.369978051,,
3/31/2018,3/31,0.416177477,,
4/1/2018,4/1,0.52718443,,
4/2/2018,4/2,0.631774796,,
4/3/2018,4/3,0.670274317,,
4/4/2018,4/4,0.568892245,,
4/5/2018,4/5,0.599691862,,
4/6/2018,4/6,0.651024557,,
4/7/2018,4/7,0.734440186,,
4/8/2018,4/8,1.536513546,,
4/9/2018,4/9,1.183601268,,
4/10/2018,4/10,0.665009842,,
4/11/2018,4/11,0.783556198,,
4/12/2018,4/12,0.854487308,,
4/13/2018,4/13,1.15671523,,
4/14/2018,4/14,0.933277204,,
4/15/2018,4/15,0.941422589,,
