SampleSiteCode,FieldPointName,Northing,Easting,Elevation,Code,EPSG,,,
272-ER18,272-D,4316465.724,323448.523,3460.761,CP-PLOT,26913,,,
273-ER18,273-A,4316470.391,323490.896,3454.981,CP-PLOT,26913,,,
273-ER18,273-B,4316470.696,323489.851,3454.991,CP-PLOT,26913,,,
273-ER18,273-C,4316471.58,323490.158,3454.951,CP-PLOT,26913,,,
273-ER18,273-D,4316471.326,323491.12,3454.908,CP-PLOT,26913,,,
274-ER18,274-A,4316466.536,323489.528,3455.025,CP-PLOT,26913,,,
274-ER18,274-B,4316466.947,323488.62,3455.171,CP-PLOT,26913,,,
274-ER18,274-C,4316467.932,323489.021,3455.088,CP-PLOT,26913,,,
274-ER18,274-D,4316467.513,323489.955,3454.982,CP-PLOT,26913,,,
275-ER18,275-A,4316440.787,323493.434,3455.714,CP-PLOT,26913,,,
275-ER18,275-B,4316441.393,323492.638,3455.751,CP-PLOT,26913,,,
275-ER18,275-C,4316442.173,323493.084,3455.688,CP-PLOT,26913,,,
275-ER18,275-D,4316441.728,323493.953,3455.627,CP-PLOT,26913,,,
276-ER18,276-A,4316432.875,323509.221,3454.325,CP-PLOT,26913,,,
276-ER18,276-B,4316432.975,323508.171,3454.448,CP-PLOT,26913,,,
276-ER18,276-C,4316434.043,323508.285,3454.401,CP-PLOT,26913,,,
276-ER18,276-D,4316433.878,323509.348,3454.31,CP-PLOT,26913,,,
277-ER18,277-A,4316396.058,323513.622,3456.234,CP-PLOT,26913,,,
277-ER18,277-B,4316396.757,323512.725,3456.145,CP-PLOT,26913,,,
277-ER18,277-C,4316397.679,323513.364,3456.087,CP-PLOT,26913,,,
277-ER18,277-D,4316397.067,323514.295,3456.156,CP-PLOT,26913,,,
278-ER18,278-A,4316375.996,323494.521,3458.21,CP-PLOT,26913,,,
278-ER18,278-B,4316376.133,323493.59,3458.31,CP-PLOT,26913,,,
278-ER18,278-C,4316377.054,323493.749,3458.2,CP-PLOT,26913,,,
278-ER18,278-D,4316376.915,323494.754,3458.117,CP-PLOT,26913,,,
279-ER18,L-279,4316374.961,323519.645,3457.4,CP-PLOT,26913,,,
280-ER18,L-280,4316448.208,323509.507,3454.265,CP-PLOT,26913,,,
281-ER18,L-281,4316455.647,323485.168,3456.478,CP-PLOT,26913,,,
282-ER18,L-282,4316494.641,323480.969,3455.992,CP-PLOT,26913,,,
283-ER18,L-283,4316594.02,323305.329,3472.026,CP-PLOT,26913,,,
284-ER18,L-284,4316677.878,323308.981,3477.111,CP-PLOT,26913,,,
285-ER18,L-285,4316589.642,323429.73,3460.92,CP-PLOT,26913,,,
286-ER18,L-286,4316607.612,323390.457,3473.263,CP-PLOT,26913,,,
287-ER18,L-287,4316610.424,323390.001,3473.108,CP-PLOT,26913,,,
288-ER18,L-288,4316497.795,323418.543,3468.849,CP-PLOT,26913,,,
289-ER18,TR-289,4316513.766,323585.996,3449.314,CP-PLOT,26913,,,
290-ER18,TR-290,4316405.833,323654.22,3457.172,CP-PLOT,26913,,,
291-ER18,TR-291,4316531.53,323613.942,3442.514,CP-PLOT,26913,,,
292-ER18,TR-292,4316319.731,323356.577,3490.771,CP-PLOT,26913,,,
293-ER18,TR-293,4316356.667,323661.078,3456.27,CP-PLOT,26913,,,
294-ER18,TR-294,4316403.278,323661.241,3455.863,CP-PLOT,26913,,,
295-ER18,TR-295,4316516.608,323607.628,3446.211,CP-PLOT,26913,,,
296-ER18,TR-296,4316364.262,323327.996,3491.474,CP-PLOT,26913,,,
297-ER18,TR-297,4316217.468,323321.22,3489.731,CP-PLOT,26913,,,
298-ER18,TR-298,4316344.22,323266.896,3496.263,CP-PLOT,26913,,,
299-ER18,TR-299,4308409.659,324206.654,2734.543,CP-PLOT,26913,,,
300-ER18,TR-300,4308482.973,324149.002,2724.438,CP-PLOT,26913,,,
301-ER18,TR-301,4308559.014,324101.567,2730.049,CP-PLOT,26913,,,
302-ER18,TR-302,4308528.127,324094.51,2727.479,CP-PLOT,26913,,,
303-ER18,TR-303,4308531.641,324078.823,2735.099,CP-PLOT,26913,,,
304-ER18,TR-304-LODGEPOLE,4308606.088,323994.253,2741.481,CP-PLOT,26913,,,
305-ER18,TR-305-LODGEPOLE,4308598.502,324003.233,2745.752,CP-PLOT,26913,,,
306-ER18,TR-306-ASPEN,4308420.982,324044.401,2757.237,CP-PLOT,26913,,,
307-ER18,TR-307-ENGELMAN,4308332.362,324078.106,2772.288,CP-PLOT,26913,,,
308-ER18,TR-308-ASPEN,4308365.611,324070.926,2762.229,CP-PLOT,26913,,,
309-ER18,L-309-WILLOW,4308677.246,324144.317,2725.678,CP-PLOT,26913,,,
310-ER18,L-310-WILLOW,4308687.247,324134.029,2725.181,CP-PLOT,26913,,,
311-ER18,L-311-WILLOW,4308686.69,324130.759,2725.14,CP-PLOT,26913,,,
312-ER18,L-312-POTENTILLA,4308681.472,324103.089,2725.201,CP-PLOT,26913,,,
313-ER18,L-313-WILLOW,4308715.512,324107.508,2724.944,CP-PLOT,26913,,,
314-ER18,L-314-WILLOW,4308707.211,324109.501,2725.535,CP-PLOT,26913,,,
315-ER18,L-315-WILLOW,4308698.091,324123.727,2725.454,CP-PLOT,26913,,,
316-ER18,L-316-WILLOW,4308685.227,324118.474,2725.183,CP-PLOT,26913,,,
317-ER18,L-317-WILLOW,4308680.481,324110.031,2725.253,CP-PLOT,26913,,,
318-ER18,L-318-WILLOW,4308697.136,324134.09,2725.113,CP-PLOT,26913,,,
319-ER18,TR-319,4313586.058,320890.12,2882.23,CP-PLOT,26913,,,
320-ER18,TR-320,4313579.562,320888.85,2882.219,CP-PLOT,26913,,,
321-ER18,TR-321,4313630.814,320912.336,2888.151,CP-PLOT,26913,,,
322-ER18,TR-322,4313647.406,320896.704,2889.619,CP-PLOT,26913,,,
323-ER18,TR-323,4313653.684,320880.781,2893.604,CP-PLOT,26913,,,
324-ER18,TR-324,4313929.859,327964.144,2915.565,CP-PLOT,26913,,,
325-ER18,TR-325,4313990.312,327911,2907.659,CP-PLOT,26913,,,
326-ER18,TR-326,4313992.985,328037.518,2915.771,CP-PLOT,26913,,,
327-ER18,TR-327,4313999.569,328062.167,2916.943,CP-PLOT,26913,,,
328-ER18,TR-328,4313616.307,320856.244,2890.981,CP-PLOT,26913,,,
329-ER18,TR-329,4313622.403,320861.652,2887.311,CP-PLOT,26913,,,
330-ER18,TR-330,4313671.313,320814.675,2899.964,CP-PLOT,26913,,,
331-ER18,TR-331,4313689.437,320845.06,2899.471,CP-PLOT,26913,,,
332-ER18,TR-332,4313659.283,320797.976,2902.157,CP-PLOT,26913,,,
333-ER18,TR-333,4316105.904,321132.124,3001.217,CP-PLOT,26913,,,
334-ER18,334-A,4313570.45,320869.144,2884.64,CP-PLOT,26913,,,
334-ER18,334-B,4313570.764,320868.107,2884.777,CP-PLOT,26913,,,
334-ER18,334-C,4313571.751,320868.545,2884.842,CP-PLOT,26913,,,
334-ER18,334-D,4313571.384,320869.499,2884.728,CP-PLOT,26913,,,
335-ER18,335-A,4313565.891,320878.513,2883.312,CP-PLOT,26913,,,
335-ER18,335-B,4313565.898,320877.528,2883.394,CP-PLOT,26913,,,
335-ER18,335-C,4313566.858,320877.396,2883.46,CP-PLOT,26913,,,
335-ER18,335-D,4313566.996,320878.47,2883.36,CP-PLOT,26913,,,
336-ER18,336-A,4313569.748,320884.18,2882.571,CP-PLOT,26913,,,
336-ER18,336-B,4313569.857,320883.164,2882.843,CP-PLOT,26913,,,
336-ER18,336-C,4313571.015,320883.024,2882.924,CP-PLOT,26913,,,
336-ER18,336-D,4313571.035,320884.275,2882.779,CP-PLOT,26913,,,
337-ER18,337-A,4313554.013,320906.865,2878.134,CP-PLOT,26913,,,
337-ER18,337-B,4313554.029,320905.948,2878.244,CP-PLOT,26913,,,
337-ER18,337-C,4313555.157,320905.983,2878.293,CP-PLOT,26913,,,
337-ER18,337-D,4313555.046,320907.118,2878.155,CP-PLOT,26913,,,
338-ER18,338-A,4313563.556,320916.753,2876.775,CP-PLOT,26913,,,
338-ER18,338-B,4313563.708,320915.886,2876.924,CP-PLOT,26913,,,
338-ER18,338-C,4313564.584,320916.217,2876.867,CP-PLOT,26913,,,
338-ER18,338-D,4313564.369,320917.074,2876.779,CP-PLOT,26913,,,
340-ER18,340-A,4313566.806,320943.577,2875.98,CP-PLOT,26913,,,
340-ER18,340-B,4313566.718,320942.557,2875.963,CP-PLOT,26913,,,
340-ER18,340-C,4313567.687,320942.563,2876.044,CP-PLOT,26913,,,
340-ER18,340-D,4313567.702,320943.688,2876.14,CP-PLOT,26913,,,
341-ER18,341-A,4313579.862,320943.199,2877.696,CP-PLOT,26913,,,
341-ER18,341-B,4313580.339,320942.467,2877.757,CP-PLOT,26913,,,
341-ER18,341-C,4313581.198,320942.883,2877.811,CP-PLOT,26913,,,
341-ER18,341-D,4313580.66,320943.845,2877.659,CP-PLOT,26913,,,
342-ER18,342-A,4313601.191,320952.679,2878.65,CP-PLOT,26913,,,
342-ER18,342-B,4313600.834,320951.812,2878.853,CP-PLOT,26913,,,
342-ER18,342-C,4313601.7,320951.482,2878.909,CP-PLOT,26913,,,
342-ER18,342-D,4313602.004,320952.31,2878.783,CP-PLOT,26913,,,
343-ER18,343-A,4313598.484,320964.294,2877.547,CP-PLOT,26913,,,
343-ER18,343-B,4313598.593,320963.448,2877.535,CP-PLOT,26913,,,
343-ER18,343-C,4313599.763,320963.666,2877.694,CP-PLOT,26913,,,
343-ER18,343-D,4313599.408,320964.628,2877.668,CP-PLOT,26913,,,
344-ER18,344-A,4313560.908,320947.236,2875.422,CP-PLOT,26913,,,
344-ER18,344-B,4313560.987,320946.5,2875.443,CP-PLOT,26913,,,
344-ER18,344-C,4313561.907,320946.474,2875.524,CP-PLOT,26913,,,
344-ER18,344-D,4313561.889,320947.47,2875.554,CP-PLOT,26913,,,
345-ER18,345-A,4313528.654,320957.379,2872.073,CP-PLOT,26913,,,
345-ER18,345-B,4313528.84,320956.549,2872.139,CP-PLOT,26913,,,
345-ER18,345-C,4313529.817,320956.455,2872.155,CP-PLOT,26913,,,
345-ER18,345-D,4313530.031,320957.405,2872.167,CP-PLOT,26913,,,
346-ER18,346-A,4313527.979,320912.887,2874.753,CP-PLOT,26913,,,
346-ER18,346-B,4313527.956,320912.064,2874.796,CP-PLOT,26913,,,
346-ER18,346-C,4313528.974,320911.925,2874.725,CP-PLOT,26913,,,
346-ER18,346-D,4313529.076,320912.928,2874.677,CP-PLOT,26913,,,
347-ER18,347-A,4313559.331,320885.206,2881.651,CP-PLOT,26913,,,
347-ER18,347-B,4313559.242,320884.235,2881.75,CP-PLOT,26913,,,
347-ER18,347-C,4313560.254,320884.174,2881.908,CP-PLOT,26913,,,
347-ER18,347-D,4313560.305,320885.167,2881.794,CP-PLOT,26913,,,
348-ER18,348-A,4313680.713,320826.673,2901.254,CP-PLOT,26913,,,
348-ER18,348-B,4313680.585,320825.824,2901.351,CP-PLOT,26913,,,
348-ER18,348-C,4313681.35,320825.593,2901.546,CP-PLOT,26913,,,
348-ER18,348-D,4313681.738,320826.475,2901.459,CP-PLOT,26913,,,
349-ER18,349-A,4313679.946,320844.624,2898.439,CP-PLOT,26913,,,
349-ER18,349-B,4313680.18,320843.733,2898.635,CP-PLOT,26913,,,
349-ER18,349-C,4313681.169,320844.005,2898.765,CP-PLOT,26913,,,
349-ER18,349-D,4313680.719,320844.844,2898.555,CP-PLOT,26913,,,
351-ER18,TR-351,4317615.657,321237.257,3438.366,CP-PLOT,26913,,,
352-ER18,TR-352,4317606.696,321218.269,3441.446,CP-PLOT,26913,,,
353-ER18,TR-353,4317612.32,321212.456,3440.796,CP-PLOT,26913,,,
354-ER18,L-354,4313701.694,320707.696,2923.066,CP-PLOT,26913,,,
355-ER18,L-355,4313693.742,320695.45,2919.499,CP-PLOT,26913,,,
356-ER18,L-356,4313678.22,320650.536,2913.817,CP-PLOT,26913,,,
357-ER18,L-357-POTENTILLA,4313651.265,320652.251,2907.848,CP-PLOT,26913,,,
358-ER18,L-358,4313646.118,320692.79,2904.48,CP-PLOT,26913,,,
359-ER18,L-359,4313627.258,320643.666,2897.096,CP-PLOT,26913,,,
360-ER18,L-360,4313619.475,320740.435,2895.061,CP-PLOT,26913,,,
361-ER18,L-361,4313649.453,320839.272,2895.128,CP-PLOT,26913,,,
362-ER18,TR-362,4313662.501,320829.542,2899.523,CP-PLOT,26913,,,
363-ER18,L-363-WILLOW,4313609.874,320876.06,2886.937,CP-PLOT,26913,,,
364-ER18,364-A,4317854.278,321123.379,3449.898,CP-PLOT,26913,,,
364-ER18,364-B,4317854.359,321122.553,3450.129,CP-PLOT,26913,,,
364-ER18,364-C,4317855.453,321122.648,3450.188,CP-PLOT,26913,,,
364-ER18,364-D,4317855.21,321123.451,3450.008,CP-PLOT,26913,,,
365-ER18,365-A,4317863.621,321139.386,3445.147,CP-PLOT,26913,,,
365-ER18,365-B,4317863.717,321138.47,3445.565,CP-PLOT,26913,,,
365-ER18,365-C,4317864.769,321138.634,3445.628,CP-PLOT,26913,,,
365-ER18,365-D,4317864.597,321139.568,3445.258,CP-PLOT,26913,,,
366-ER18,366-A,4317876.105,321167.485,3440.455,CP-PLOT,26913,,,
366-ER18,366-B,4317876.411,321166.574,3440.642,CP-PLOT,26913,,,
366-ER18,366-C,4317877.346,321166.825,3440.814,CP-PLOT,26913,,,
366-ER18,366-D,4317877.107,321167.696,3440.509,CP-PLOT,26913,,,
367-ER18,367-A,4317879.263,321178.099,3437.86,CP-PLOT,26913,,,
367-ER18,367-B,4317879.432,321177.101,3437.994,CP-PLOT,26913,,,
367-ER18,367-C,4317880.37,321177.311,3438.136,CP-PLOT,26913,,,
367-ER18,367-D,4317880.285,321178.271,3437.978,CP-PLOT,26913,,,
368-ER18,368-A,4317867.019,321186.868,3431.868,CP-PLOT,26913,,,
368-ER18,368-B,4317867.197,321185.931,3432.136,CP-PLOT,26913,,,
368-ER18,368-C,4317868.152,321186.08,3432.162,CP-PLOT,26913,,,
368-ER18,368-D,4317867.028,321186.987,3431.929,CP-PLOT,26913,,,
369-ER18,369-A,4317845.32,321189.141,3425.438,CP-PLOT,26913,,,
369-ER18,369-B,4317845.446,321188.183,3425.821,CP-PLOT,26913,,,
369-ER18,369-C,4317846.358,321188.388,3425.995,CP-PLOT,26913,,,
369-ER18,369-D,4317846.215,321189.345,3425.768,CP-PLOT,26913,,,
370-ER18,370-A,4317829.777,321196.601,3419.669,CP-PLOT,26913,,,
370-ER18,370-B,4317829.883,321195.676,3419.969,CP-PLOT,26913,,,
370-ER18,370-C,4317830.884,321195.787,3420.016,CP-PLOT,26913,,,
370-ER18,370-D,4317830.779,321196.67,3419.707,CP-PLOT,26913,,,
371-ER18,371-A,4317817.956,321202.883,3416.664,CP-PLOT,26913,,,
371-ER18,371-B,4317817.955,321201.889,3416.921,CP-PLOT,26913,,,
371-ER18,371-C,4317818.93,321201.886,3416.918,CP-PLOT,26913,,,
371-ER18,371-D,4317818.964,321202.854,3416.719,CP-PLOT,26913,,,
372-ER18,372-A,4317807.689,321220.543,3412.884,CP-PLOT,26913,,,
372-ER18,372-B,4317807.895,321219.52,3412.952,CP-PLOT,26913,,,
372-ER18,372-C,4317808.846,321219.744,3412.999,CP-PLOT,26913,,,
372-ER18,372-D,4317808.741,321220.66,3412.944,CP-PLOT,26913,,,
373-ER18,373-A,4317788.012,321232.415,3411.478,CP-PLOT,26913,,,
373-ER18,373-B,4317788.174,321231.373,3411.593,CP-PLOT,26913,,,
373-ER18,373-C,4317789.143,321231.455,3411.567,CP-PLOT,26913,,,
373-ER18,373-D,4317788.996,321232.545,3411.473,CP-PLOT,26913,,,
374-ER18,374-A,4317773.828,321359.233,3389.214,CP-PLOT,26913,,,
374-ER18,374-B,4317774.04,321358.203,3389.394,CP-PLOT,26913,,,
374-ER18,374-C,4317774.843,321358.213,3389.255,CP-PLOT,26913,,,
374-ER18,374-D,4317774.863,321359.251,3389.12,CP-PLOT,26913,,,
375-ER18,375-A,4317768.018,321392.786,3385.534,CP-PLOT,26913,,,
375-ER18,375-B,4317768.101,321391.808,3385.63,CP-PLOT,26913,,,
375-ER18,375-C,4317769.093,321391.919,3385.626,CP-PLOT,26913,,,
375-ER18,375-D,4317768.995,321392.898,3385.555,CP-PLOT,26913,,,
376-ER18,376-A,4317750.036,321446.187,3383.414,CP-PLOT,26913,,,
376-ER18,376-B,4317750.295,321445.294,3383.357,CP-PLOT,26913,,,
376-ER18,376-C,4317751.255,321445.406,3383.34,CP-PLOT,26913,,,
376-ER18,376-D,4317751.073,321446.343,3383.328,CP-PLOT,26913,,,
377-ER18,377-A,4317799.789,321514.376,3376.815,CP-PLOT,26913,,,
377-ER18,377-B,4317800.087,321513.492,3376.775,CP-PLOT,26913,,,
377-ER18,377-C,4317800.99,321513.713,3376.847,CP-PLOT,26913,,,
377-ER18,377-D,4317800.73,321514.617,3376.808,CP-PLOT,26913,,,
378-ER18,378-A,4317777.649,321550.33,3379.729,CP-PLOT,26913,,,
378-ER18,378-B,4317777.884,321549.428,3379.712,CP-PLOT,26913,,,
378-ER18,378-C,4317778.76,321549.531,3379.56,CP-PLOT,26913,,,
378-ER18,378-D,4317778.628,321550.56,3379.574,CP-PLOT,26913,,,
379-ER18,379-A,4317780.995,321585.837,3381.577,CP-PLOT,26913,,,
379-ER18,379-B,4317781.211,321584.904,3381.479,CP-PLOT,26913,,,
379-ER18,379-C,4317782.142,321585.153,3381.561,CP-PLOT,26913,,,
379-ER18,379-D,4317781.931,321586.163,3381.599,CP-PLOT,26913,,,
381-ER18,381-A,4317734.141,321601.345,3387.193,CP-PLOT,26913,,,
381-ER18,381-B,4317734.274,321600.289,3387.04,CP-PLOT,26913,,,
381-ER18,381-C,4317735.208,321600.454,3386.976,CP-PLOT,26913,,,
381-ER18,381-D,4317735.161,321601.377,3387.097,CP-PLOT,26913,,,
382-ER18,382-A,4317733.548,321610.714,3387.92,CP-PLOT,26913,,,
382-ER18,382-B,4317734.002,321609.822,3387.763,CP-PLOT,26913,,,
382-ER18,382-C,4317734.856,321610.285,3387.415,CP-PLOT,26913,,,
382-ER18,382-D,4317734.432,321611.129,3387.766,CP-PLOT,26913,,,
383-ER18,383-A,4317723.371,321624.537,3393.324,CP-PLOT,26913,,,
383-ER18,383-B,4317723.602,321623.569,3393.331,CP-PLOT,26913,,,
383-ER18,383-C,4317724.561,321623.8,3393.138,CP-PLOT,26913,,,
383-ER18,383-D,4317724.247,321624.738,3393.314,CP-PLOT,26913,,,
384-ER18,L-384,4317921.725,321193.78,3441.513,CP-PLOT,26913,,,
385-ER18,L-385,4317922.241,321210.395,3439.515,CP-PLOT,26913,,,
386-ER18,L-386,4317960.693,321241.517,3435.548,CP-PLOT,26913,,,
387-ER18,L-387,4317946.992,321281.972,3414.944,CP-PLOT,26913,,,
388-ER18,L-388,4317862.525,321331.448,3388.319,CP-PLOT,26913,,,
389-ER18,L-389,4317857.934,321383.121,3379.939,CP-PLOT,26913,,,
390-ER18,L-390,4317760.009,321386.816,3387.709,CP-PLOT,26913,,,
391-ER18,L-391,4317758.901,321468.923,3382.261,CP-PLOT,26913,,,
392-ER18,L-392,4317763.818,321591.654,3383.723,CP-PLOT,26913,,,
393-ER18,L-393,4317762.815,321664.577,3394.631,CP-PLOT,26913,,,
394-ER18,TR-394,4317604.685,321206.446,3441.42,CP-PLOT,26913,,,
395-ER18,TR-395,4317561.11,321218.305,3443.586,CP-PLOT,26913,,,
396-ER18,TR-396,4317612.366,321251.666,3438.421,CP-PLOT,26913,,,
397-ER18,TR-397,4317650.106,321289.131,3425.091,CP-PLOT,26913,,,
398-ER18,TR-398,4317590.689,321315.857,3433.399,CP-PLOT,26913,,,
399-ER18,TR-399,4317601.399,321305.096,3430.729,CP-PLOT,26913,,,
400-ER18,TR-400,4316132.152,321224.646,3047.797,CP-PLOT,26913,,,
401-ER18,TR-401,4316118.091,321227.299,3053.294,CP-PLOT,26913,,,
402-ER18,TR-402,4316122.849,321247.678,3062.11,CP-PLOT,26913,,,
403-ER18,TR-403,4316136.236,321268.2,3066.651,CP-PLOT,26913,,,
404-ER18,404-A,4316107.764,321059.815,2976.057,CP-PLOT,26913,,,
404-ER18,404-B,4316108.264,321058.835,2975.784,CP-PLOT,26913,,,
404-ER18,404-C,4316109.214,321059.297,2975.694,CP-PLOT,26913,,,
404-ER18,404-D,4316108.795,321060.251,2976.043,CP-PLOT,26913,,,
405-ER18,405-A,4316093.006,321073.887,2979.267,CP-PLOT,26913,,,
405-ER18,405-B,4316093.471,321072.926,2979.013,CP-PLOT,26913,,,
405-ER18,405-C,4316094.385,321073.436,2979.056,CP-PLOT,26913,,,
405-ER18,405-D,4316093.904,321074.356,2979.315,CP-PLOT,26913,,,
406-ER18,406-A,4316090.058,321062.657,2977.558,CP-PLOT,26913,,,
406-ER18,406-B,4316090.222,321061.604,2977.383,CP-PLOT,26913,,,
406-ER18,406-C,4316091.351,321061.835,2977.329,CP-PLOT,26913,,,
406-ER18,406-D,4316091.09,321062.908,2977.483,CP-PLOT,26913,,,
407-ER18,407-A,4316055.315,321067.654,2978.054,CP-PLOT,26913,,,
407-ER18,407-B,4316055.646,321066.701,2977.894,CP-PLOT,26913,,,
407-ER18,407-C,4316056.632,321066.983,2977.901,CP-PLOT,26913,,,
407-ER18,407-D,4316056.277,321068.033,2978.11,CP-PLOT,26913,,,
408-ER18,408-A,4316038.849,321063.828,2976.703,CP-PLOT,26913,,,
408-ER18,408-B,4316038.951,321062.778,2976.595,CP-PLOT,26913,,,
408-ER18,408-C,4316040.06,321062.93,2976.64,CP-PLOT,26913,,,
408-ER18,408-D,4316039.883,321063.994,2976.76,CP-PLOT,26913,,,
409-ER18,409-A,4316028.16,321072.841,2979.124,CP-PLOT,26913,,,
409-ER18,409-B,4316028.234,321071.755,2978.909,CP-PLOT,26913,,,
409-ER18,409-C,4316029.304,321071.704,2978.899,CP-PLOT,26913,,,
409-ER18,409-D,4316029.131,321072.883,2979.186,CP-PLOT,26913,,,
410-ER18,410-A,4316017.451,321066.978,2977.444,CP-PLOT,26913,,,
410-ER18,410-B,4316017.488,321065.991,2977.221,CP-PLOT,26913,,,
410-ER18,410-C,4316018.522,321065.986,2977.229,CP-PLOT,26913,,,
410-ER18,410-D,4316018.504,321067.01,2977.508,CP-PLOT,26913,,,
411-ER18,411-A,4316000.713,321063.538,2977.184,CP-PLOT,26913,,,
411-ER18,411-B,4316000.662,321062.528,2976.803,CP-PLOT,26913,,,
411-ER18,411-C,4316001.695,321062.489,2976.639,CP-PLOT,26913,,,
411-ER18,411-D,4316001.791,321063.494,2977.039,CP-PLOT,26913,,,
412-ER18,412-A,4315977.024,321099.222,2988.106,CP-PLOT,26913,,,
412-ER18,412-B,4315977.154,321098.267,2987.765,CP-PLOT,26913,,,
412-ER18,412-C,4315978.21,321098.279,2987.88,CP-PLOT,26913,,,
412-ER18,412-D,4315978.115,321099.274,2988.343,CP-PLOT,26913,,,
413-ER18,413-A,4315963.442,321089.634,2981.897,CP-PLOT,26913,,,
413-ER18,413-B,4315963.535,321088.631,2981.495,CP-PLOT,26913,,,
413-ER18,413-C,4315964.54,321088.702,2981.769,CP-PLOT,26913,,,
413-ER18,413-D,4315964.452,321089.637,2982.063,CP-PLOT,26913,,,
414-ER18,414-A,4316118.456,321071.414,2977.818,CP-PLOT,26913,,,
414-ER18,414-B,4316118.585,321070.392,2977.632,CP-PLOT,26913,,,
414-ER18,414-C,4316119.727,321070.66,2977.405,CP-PLOT,26913,,,
414-ER18,414-D,4316119.514,321071.689,2977.655,CP-PLOT,26913,,,
415-ER18,415-A,4316107.609,321088.833,2982.503,CP-PLOT,26913,,,
415-ER18,415-B,4316107.693,321087.859,2982.222,CP-PLOT,26913,,,
415-ER18,415-C,4316108.889,321088.054,2982.187,CP-PLOT,26913,,,
415-ER18,415-D,4316108.685,321089.089,2982.601,CP-PLOT,26913,,,
416-ER18,416-A,4316113.3,321119.45,2993.803,CP-PLOT,26913,,,
416-ER18,416-B,4316113.822,321118.477,2993.346,CP-PLOT,26913,,,
416-ER18,416-C,4316114.732,321118.856,2993.488,CP-PLOT,26913,,,
416-ER18,416-D,4316114.283,321119.757,2993.823,CP-PLOT,26913,,,
417-ER18,417-A,4316132.152,321146.014,3004.516,CP-PLOT,26913,,,
417-ER18,417-B,4316132.396,321144.947,3004.183,CP-PLOT,26913,,,
417-ER18,417-C,4316133.494,321145.169,3004.176,CP-PLOT,26913,,,
417-ER18,417-D,4316133.304,321146.166,3004.573,CP-PLOT,26913,,,
418-ER18,418-A,4316248.016,320997.312,2976.278,CP-PLOT,26913,,,
418-ER18,418-D,4316249.356,320997.592,2976.357,CP-PLOT,26913,,,
418-ER18,418-C,4316249.582,320996.545,2976.42,CP-PLOT,26913,,,
418-ER18,418-B,4316248.61,320996.285,2976.342,CP-PLOT,26913,,,
419-ER18,419-A,4316255.84,321000.396,2977.013,CP-PLOT,26913,,,
419-ER18,419-B,4316256.005,320999.21,2977.009,CP-PLOT,26913,,,
419-ER18,419-C,4316257.07,320999.495,2977.178,CP-PLOT,26913,,,
419-ER18,419-D,4316256.894,321000.592,2977.154,CP-PLOT,26913,,,
420-ER18,420-A,4316236.476,320976.852,2975.973,CP-PLOT,26913,,,
420-ER18,420-B,4316236.899,320975.885,2976.091,CP-PLOT,26913,,,
420-ER18,420-C,4316237.802,320976.325,2976.133,CP-PLOT,26913,,,
420-ER18,420-D,4316237.378,320977.334,2976.062,CP-PLOT,26913,,,
421-ER18,421-A,4316252.233,320969.673,2978.157,CP-PLOT,26913,,,
421-ER18,421-B,4316252.41,320968.602,2978.235,CP-PLOT,26913,,,
421-ER18,421-C,4316253.445,320968.815,2978.324,CP-PLOT,26913,,,
421-ER18,421-D,4316253.225,320969.9,2978.194,CP-PLOT,26913,,,
422-ER18,422-A,4316131.861,321067.744,2975.535,CP-PLOT,26913,,,
422-ER18,422-B,4316132.717,321067.179,2975.401,CP-PLOT,26913,,,
422-ER18,422-C,4316133.366,321067.948,2975.477,CP-PLOT,26913,,,
422-ER18,422-D,4316132.573,321068.692,2975.605,CP-PLOT,26913,,,
423-ER18,423-A,4316122.298,321088.241,2980.657,CP-PLOT,26913,,,
423-ER18,423-B,4316122.939,321087.43,2980.426,CP-PLOT,26913,,,
423-ER18,423-C,4316123.784,321088.06,2980.483,CP-PLOT,26913,,,
423-ER18,423-D,4316123.126,321088.906,2980.728,CP-PLOT,26913,,,
424-ER18,L-424-POTENTILLA,4316012.283,320980.664,2967.531,CP-PLOT,26913,,,
425-ER18,L-425-WILLOW,4316007.127,320967.318,2963.945,CP-PLOT,26913,,,
426-ER18,L-426-WILLOW,4316038.786,320963.935,2963.64,CP-PLOT,26913,,,
427-ER18,L-427,4316104.467,321030.206,2972.867,CP-PLOT,26913,,,
428-ER18,L-428,4316114.543,321076.248,2978.809,CP-PLOT,26913,,,
429-ER18,L-429-JUNIPER,4316116.91,321109.482,2990.374,CP-PLOT,26913,,,
430-ER18,L-430,4316087.906,321104.473,2989.267,CP-PLOT,26913,,,
431-ER18,L-431-WILLOW,4316098.889,320900.992,2978.965,CP-PLOT,26913,,,
432-ER18,L-432,4316166.539,320919.499,2986.554,CP-PLOT,26913,,,
433-ER18,L-433-GOOSEBERRY,4316229.135,320960.477,2976.418,CP-PLOT,26913,,,
434-ER18,TR-434,4316230.319,321249.11,3054.656,CP-PLOT,26913,,,
435-ER18,TR-435,4316238.844,321265.816,3061.681,CP-PLOT,26913,,,
436-ER18,TR-436,4316201.889,321201.045,3027.257,CP-PLOT,26913,,,
437-ER18,TR-437,4316231.185,321135.395,2996.52,CP-PLOT,26913,,,
