SampleSiteCode,FieldPointName,Northing,Easting,Elevation,Code,EPSG,,,
154-ER18,154-C,4316793.668,325922.592,2981.93,CP-PLOT,26913,,,
154-ER18,154-D,4316793.719,325923.444,2981.66,CP-PLOT,26913,,,
155-ER18,155-A,4317271.023,326455.018,2971.351,CP-PLOT,26913,,,
155-ER18,155-B,4317270.987,326454.028,2971.153,CP-PLOT,26913,,,
155-ER18,155-C,4317272.006,326454.037,2971.203,CP-PLOT,26913,,,
155-ER18,155-D,4317272.095,326455.053,2971.361,CP-PLOT,26913,,,
156-ER18,156-A,4316796.259,325937.078,2977.466,CP-PLOT,26913,,,
156-ER18,156-B,4316796.794,325935.882,2977.752,CP-PLOT,26913,,,
156-ER18,156-C,4316797.575,325936.424,2977.485,CP-PLOT,26913,,,
156-ER18,156-D,4316797.02,325937.46,2977.222,CP-PLOT,26913,,,
157-ER18,157-A,4316794.351,325948.691,2973.001,CP-PLOT,26913,,,
157-ER18,157-B,4316794.85,325947.884,2973.262,CP-PLOT,26913,,,
157-ER18,157-D,4316795.227,325949.142,2972.814,CP-PLOT,26913,,,
157-ER18,157-C,4316795.761,325948.263,2973.066,CP-PLOT,26913,,,
158-ER18,158-A,4316798.48,325953.041,2971.456,CP-PLOT,26913,,,
158-ER18,158-B,4316798.078,325952.061,2971.847,CP-PLOT,26913,,,
158-ER18,158-C,4316799.106,325951.819,2971.877,CP-PLOT,26913,,,
158-ER18,158-D,4316799.282,325952.724,2971.52,CP-PLOT,26913,,,
160-ER18,160-A,4316806.152,325965.46,2966.801,CP-PLOT,26913,,,
160-ER18,160-B,4316806.359,325964.6,2967.09,CP-PLOT,26913,,,
160-ER18,160-C,4316807.462,325964.724,2966.768,CP-PLOT,26913,,,
160-ER18,160-D,4316807.172,325965.647,2966.453,CP-PLOT,26913,,,
161-ER18,161-A,4316807.933,325969.914,2965.473,CP-PLOT,26913,,,
161-ER18,161-B,4316808.306,325968.979,2965.562,CP-PLOT,26913,,,
161-ER18,161-C,4316809.236,325969.304,2965.341,CP-PLOT,26913,,,
161-ER18,161-D,4316808.958,325970.243,2965.175,CP-PLOT,26913,,,
162-ER18,162-A,4316808.72,325976.975,2963.566,CP-PLOT,26913,,,
162-ER18,162-B,4316809.069,325976.057,2963.744,CP-PLOT,26913,,,
162-ER18,162-C,4316810.129,325976.327,2963.554,CP-PLOT,26913,,,
162-ER18,162-D,4316809.753,325977.386,2963.331,CP-PLOT,26913,,,
163-ER18,163-A,4316816.08,325986.261,2960.376,CP-PLOT,26913,,,
163-ER18,163-B,4316816.441,325985.377,2960.459,CP-PLOT,26913,,,
163-ER18,163-C,4316817.392,325985.79,2960.296,CP-PLOT,26913,,,
163-ER18,163-D,4316817.071,325986.524,2960.19,CP-PLOT,26913,,,
164-ER18,164-A,4311757.052,325582.261,2975.86,CP-PLOT,26913,,,
164-ER18,164-B,4311757.234,325581.326,2975.78,CP-PLOT,26913,,,
164-ER18,164-C,4311758.176,325581.586,2975.94,CP-PLOT,26913,,,
164-ER18,164-D,4311757.917,325582.519,2975.947,CP-PLOT,26913,,,
165-ER18,165-A,4311750.011,325586.093,2974.579,CP-PLOT,26913,,,
165-ER18,165-B,4311750.121,325585.178,2974.495,CP-PLOT,26913,,,
165-ER18,165-C,4311751.094,325585.264,2974.716,CP-PLOT,26913,,,
165-ER18,165-D,4311750.75,325586.198,2974.663,CP-PLOT,26913,,,
166-ER18,166-A,4311745.555,325571.35,2972.884,CP-PLOT,26913,,,
166-ER18,166-B,4311745.753,325570.482,2972.949,CP-PLOT,26913,,,
166-ER18,166-C,4311746.696,325570.582,2973.133,CP-PLOT,26913,,,
166-ER18,166-D,4311746.373,325571.662,2973.12,CP-PLOT,26913,,,
167-ER18,167-A,4311737.573,325566.568,2971.197,CP-PLOT,26913,,,
167-ER18,167-B,4311737.81,325565.552,2971.086,CP-PLOT,26913,,,
167-ER18,167-C,4311738.803,325565.748,2971.244,CP-PLOT,26913,,,
167-ER18,167-D,4311738.526,325566.65,2971.314,CP-PLOT,26913,,,
168-ER18,168-A,4311723.295,325564.278,2968.938,CP-PLOT,26913,,,
168-ER18,168-B,4311723.498,325563.279,2968.939,CP-PLOT,26913,,,
168-ER18,168-C,4311724.4,325563.47,2969.112,CP-PLOT,26913,,,
168-ER18,168-D,4311724.177,325564.431,2969.12,CP-PLOT,26913,,,
169-ER18,169-A,4311762.092,325636.345,2982.221,CP-PLOT,26913,,,
169-ER18,169-B,4311762.5,325635.264,2982.254,CP-PLOT,26913,,,
169-ER18,169-C,4311763.381,325635.586,2982.335,CP-PLOT,26913,,,
169-ER18,169-D,4311763.048,325636.582,2982.321,CP-PLOT,26913,,,
170-ER18,170-A,4311755.878,325639.529,2982.106,CP-PLOT,26913,,,
170-ER18,170-B,4311756.197,325638.53,2981.936,CP-PLOT,26913,,,
170-ER18,170-C,4311757.125,325638.941,2982.131,CP-PLOT,26913,,,
170-ER18,170-D,4311756.842,325639.785,2982.245,CP-PLOT,26913,,,
171-ER18,171-A,4311741.52,325632.717,2979.117,CP-PLOT,26913,,,
171-ER18,171-B,4311741.658,325631.795,2978.74,CP-PLOT,26913,,,
171-ER18,171-C,4311742.693,325631.94,2978.857,CP-PLOT,26913,,,
171-ER18,171-D,4311742.446,325632.993,2979.207,CP-PLOT,26913,,,
172-ER18,172-A,4311750.673,325623.102,2978.392,CP-PLOT,26913,,,
172-ER18,172-B,4311750.729,325622.082,2978.171,CP-PLOT,26913,,,
172-ER18,172-C,4311751.784,325622.367,2978.381,CP-PLOT,26913,,,
172-ER18,172-D,4311751.585,325623.317,2978.631,CP-PLOT,26913,,,
173-ER18,173-A,4311732.693,325612.927,2973.33,CP-PLOT,26913,,,
173-ER18,173-B,4311733.049,325611.906,2973.268,CP-PLOT,26913,,,
173-ER18,173-C,4311734.022,325612.206,2973.47,CP-PLOT,26913,,,
173-ER18,173-D,4311733.709,325613.124,2973.543,CP-PLOT,26913,,,
174-ER18,174-A,4311639.841,325622.059,2970.896,CP-PLOT,26913,,,
174-ER18,174-B,4311639.958,325621.055,2970.951,CP-PLOT,26913,,,
174-ER18,174-C,4311640.83,325621.137,2971.35,CP-PLOT,26913,,,
174-ER18,174-D,4311640.737,325622.228,2971.304,CP-PLOT,26913,,,
176-ER18,176-A,4311617.04,325623.59,2963.789,CP-PLOT,26913,,,
176-ER18,176-B,4311617.074,325622.497,2963.827,CP-PLOT,26913,,,
176-ER18,176-C,4311618.092,325622.636,2964.048,CP-PLOT,26913,,,
176-ER18,176-D,4311617.993,325623.701,2964.057,CP-PLOT,26913,,,
177-ER18,TR-177-ENGLMAN,4302923.391,318021.79,3009.885,CP-PLOT,26913,,,
177-ER18,177-A,4311610.154,325623.384,2962.922,CP-PLOT,26913,,,
177-ER18,177-B,4311610.147,325622.355,2962.971,CP-PLOT,26913,,,
177-ER18,177-C,4311611.235,325622.523,2962.988,CP-PLOT,26913,,,
177-ER18,177-D,4311611.133,325623.571,2962.966,CP-PLOT,26913,,,
178-ER18,TR-178-ENGLMAN,4303059.96,317967.631,3013.723,CP-PLOT,26913,,,
178-ER18,178-A,4311601.079,325635.017,2961.737,CP-PLOT,26913,,,
178-ER18,178-B,4311601.385,325633.995,2961.788,CP-PLOT,26913,,,
178-ER18,178-C,4311602.34,325634.273,2961.836,CP-PLOT,26913,,,
178-ER18,178-D,4311602.143,325635.36,2961.809,CP-PLOT,26913,,,
179-ER18,TR-179-ENGLMAN,4303057.382,317945.816,3016.961,CP-PLOT,26913,,,
179-ER18,179-A,4311487.667,325632.226,2947.49,CP-PLOT,26913,,,
179-ER18,179-B,4311487.979,325631.161,2947.502,CP-PLOT,26913,,,
179-ER18,179-C,4311488.933,325631.515,2947.503,CP-PLOT,26913,,,
179-ER18,179-D,4311488.631,325632.57,2947.467,CP-PLOT,26913,,,
180-ER18,180-A,4311474.373,325636.805,2947.001,CP-PLOT,26913,,,
180-ER18,180-B,4311474.561,325635.822,2947.022,CP-PLOT,26913,,,
180-ER18,180-C,4311475.66,325636.022,2947.036,CP-PLOT,26913,,,
180-ER18,180-D,4311475.374,325637.044,2947.036,CP-PLOT,26913,,,
181-ER18,TR-181,4302963.92,317898.41,3037.182,CP-PLOT,26913,,,
181-ER18,181-A,4311452.879,325622.963,2947.042,CP-PLOT,26913,,,
181-ER18,181-B,4311453.041,325621.872,2946.977,CP-PLOT,26913,,,
181-ER18,181-C,4311454.031,325622.021,2947.111,CP-PLOT,26913,,,
181-ER18,181-D,4311453.888,325623.012,2947.128,CP-PLOT,26913,,,
182-ER18,182-A,4311448.278,325600.836,2944.762,CP-PLOT,26913,,,
182-ER18,182-B,4311448.477,325599.758,2944.782,CP-PLOT,26913,,,
182-ER18,182-C,4311449.477,325599.967,2944.795,CP-PLOT,26913,,,
182-ER18,182-D,4311449.339,325601.053,2944.77,CP-PLOT,26913,,,
183-ER18,TR-183,4302989.603,318506.278,3014.08,CP-PLOT,26913,,,
183-ER18,183-A,4311436.431,325595.99,2944.404,CP-PLOT,26913,,,
183-ER18,183-B,4311436.338,325594.987,2944.46,CP-PLOT,26913,,,
183-ER18,183-C,4311437.303,325594.935,2944.498,CP-PLOT,26913,,,
183-ER18,183-D,4311437.437,325595.931,2944.509,CP-PLOT,26913,,,
184-ER18,TR-184-ASPEN,4302999.684,318549.198,3031.47,CP-PLOT,26913,,,
185-ER18,TR-185-ASPEN,4303106.655,318557.795,3069.297,CP-PLOT,26913,,,
186-ER18,TR-186-ASPEN,4303140.246,318466.2,3045.799,CP-PLOT,26913,,,
187-ER18,TR-187-ENGLMAN,4303096.469,318428.445,3019.849,CP-PLOT,26913,,,
188-ER18,TR-188-SUBALPINE-FIR,4302967.819,318501.214,3005.639,CP-PLOT,26913,,,
189-ER18,L-189,4303137.38,318054.842,3004.488,CP-PLOT,26913,,,
190-ER18,L-190,4303105.933,318067.682,3003.113,CP-PLOT,26913,,,
191-ER18,L-191,4303010.737,318059.829,3005.276,CP-PLOT,26913,,,
192-ER18,L-192-WILLOW,4302969.135,318036.177,3006.958,CP-PLOT,26913,,,
193-ER18,L-193-WILLOW,4303029.357,318097.698,3000.12,CP-PLOT,26913,,,
194-ER18,L-194,4303087.208,318212.225,3000.006,CP-PLOT,26913,,,
195-ER18,L-195,4302965.175,318412.778,2994.298,CP-PLOT,26913,,,
196-ER18,L-196-POTENTILLA,4302990.527,318449.714,3002.642,CP-PLOT,26913,,,
197-ER18,L-197,4302953.211,318468.886,2999.138,CP-PLOT,26913,,,
198-ER18,L-198,4303017.363,318419.145,3005.695,CP-PLOT,26913,,,
199-ER18,199-A,4303048.243,318002.729,3010.616,CP-PLOT,26913,,,
199-ER18,199-B,4303048.491,318001.668,3010.72,CP-PLOT,26913,,,
199-ER18,199-C,4303049.508,318001.919,3010.59,CP-PLOT,26913,,,
199-ER18,199-D,4303049.18,318002.98,3010.509,CP-PLOT,26913,,,
200-ER18,200-A,4303054.052,318014.612,3008.88,CP-PLOT,26913,,,
200-ER18,200-B,4303053.997,318013.603,3008.914,CP-PLOT,26913,,,
200-ER18,200-C,4303054.964,318013.504,3008.875,CP-PLOT,26913,,,
200-ER18,200-D,4303055.136,318014.586,3008.75,CP-PLOT,26913,,,
201-ER18,201-A,4303060.112,318030.849,3006.231,CP-PLOT,26913,,,
201-ER18,201-B,4303059.894,318029.779,3006.38,CP-PLOT,26913,,,
201-ER18,201-C,4303060.939,318029.645,3006.266,CP-PLOT,26913,,,
201-ER18,201-D,4303061.122,318030.624,3006.148,CP-PLOT,26913,,,
202-ER18,202-A,4303069.58,318032.443,3004.969,CP-PLOT,26913,,,
202-ER18,202-B,4303069.331,318031.5,3005.136,CP-PLOT,26913,,,
202-ER18,202-C,4303070.416,318031.237,3005.067,CP-PLOT,26913,,,
202-ER18,202-D,4303070.634,318032.247,3004.928,CP-PLOT,26913,,,
204-ER18,204-A,4302940.438,318443.575,2996.03,CP-PLOT,26913,,,
204-ER18,204-B,4302940.76,318442.486,2995.912,CP-PLOT,26913,,,
204-ER18,204-C,4302941.837,318442.81,2996.013,CP-PLOT,26913,,,
204-ER18,204-D,4302941.456,318443.855,2996.119,CP-PLOT,26913,,,
205-ER18,205-A,4302960.908,318460.836,2999.361,CP-PLOT,26913,,,
205-ER18,205-B,4302961.119,318459.802,2999.267,CP-PLOT,26913,,,
205-ER18,205-C,4302962.191,318459.926,2999.416,CP-PLOT,26913,,,
205-ER18,205-D,4302961.987,318461.112,2999.48,CP-PLOT,26913,,,
206-ER18,206-A,4302967.743,318463.865,3000.453,CP-PLOT,26913,,,
206-ER18,206-B,4302967.786,318462.827,3000.442,CP-PLOT,26913,,,
206-ER18,206-C,4302968.87,318462.923,3000.599,CP-PLOT,26913,,,
206-ER18,206-D,4302968.729,318463.958,3000.718,CP-PLOT,26913,,,
207-ER18,207-A,4302976.116,318468.3,3002.403,CP-PLOT,26913,,,
207-ER18,207-B,4302976.474,318467.296,3002.282,CP-PLOT,26913,,,
207-ER18,207-C,4302977.451,318467.653,3002.556,CP-PLOT,26913,,,
207-ER18,207-D,4302976.962,318468.623,3002.568,CP-PLOT,26913,,,
208-ER18,208-A,4303030.588,317970.894,3014.724,CP-PLOT,26913,,,
208-ER18,208-B,4303030.862,317969.754,3014.852,CP-PLOT,26913,,,
208-ER18,208-C,4303031.8,317970.162,3014.835,CP-PLOT,26913,,,
208-ER18,208-D,4303031.5,317971.24,3014.694,CP-PLOT,26913,,,
211-ER18,211-A,4302992.473,318482.143,3009.082,CP-PLOT,26913,,,
211-ER18,211-B,4302992.648,318481.2,3008.905,CP-PLOT,26913,,,
211-ER18,211-C,4302993.634,318481.289,3009.234,CP-PLOT,26913,,,
211-ER18,211-D,4302993.423,318482.396,3009.407,CP-PLOT,26913,,,
212-ER18,212-A,4302999.692,318487.178,3012.39,CP-PLOT,26913,,,
212-ER18,212-B,4302999.906,318486.14,3012.217,CP-PLOT,26913,,,
212-ER18,212-C,4303000.88,318486.348,3012.652,CP-PLOT,26913,,,
212-ER18,212-D,4303000.544,318487.391,3012.815,CP-PLOT,26913,,,
213-ER18,213-A,4303004.292,318491.247,3015.113,CP-PLOT,26913,,,
213-ER18,213-B,4303004.54,318490.237,3015.044,CP-PLOT,26913,,,
213-ER18,213-C,4303005.612,318490.461,3015.441,CP-PLOT,26913,,,
213-ER18,213-D,4303005.171,318491.518,3015.639,CP-PLOT,26913,,,
214-ER18,214-A,4303015.674,318499.688,3021.459,CP-PLOT,26913,,,
214-ER18,214-B,4303016.015,318498.694,3021.334,CP-PLOT,26913,,,
214-ER18,214-C,4303016.998,318499.03,3021.735,CP-PLOT,26913,,,
214-ER18,214-D,4303016.636,318499.974,3021.869,CP-PLOT,26913,,,
215-ER18,215-A,4303022.856,318504.726,3025.494,CP-PLOT,26913,,,
215-ER18,215-B,4303023.3,318503.756,3025.338,CP-PLOT,26913,,,
215-ER18,215-C,4303024.157,318504.157,3025.732,CP-PLOT,26913,,,
215-ER18,215-D,4303023.715,318505.154,3025.964,CP-PLOT,26913,,,
216-ER18,216-A,4303029.053,318510.619,3029.507,CP-PLOT,26913,,,
216-ER18,216-B,4303029.356,318509.585,3029.291,CP-PLOT,26913,,,
216-ER18,216-C,4303030.272,318509.849,3029.761,CP-PLOT,26913,,,
216-ER18,216-D,4303029.959,318510.806,3030.031,CP-PLOT,26913,,,
217-ER18,217-A,4303059.186,318505.277,3039.632,CP-PLOT,26913,,,
217-ER18,217-B,4303059.493,318504.273,3039.565,CP-PLOT,26913,,,
217-ER18,217-C,4303060.431,318504.541,3039.909,CP-PLOT,26913,,,
217-ER18,217-D,4303060.13,318505.575,3040.008,CP-PLOT,26913,,,
218-ER18,218-A,4303071.413,318515.566,3046.957,CP-PLOT,26913,,,
218-ER18,218-B,4303071.852,318514.658,3046.766,CP-PLOT,26913,,,
218-ER18,218-C,4303072.762,318514.996,3047.121,CP-PLOT,26913,,,
218-ER18,218-D,4303072.301,318515.938,3047.367,CP-PLOT,26913,,,
219-ER18,219-A,4314546.206,324116.396,3226.917,CP-PLOT,26913,,,
219-ER18,219-B,4314546.488,324115.296,3226.941,CP-PLOT,26913,,,
219-ER18,219-C,4314547.564,324115.597,3227.23,CP-PLOT,26913,,,
219-ER18,219-D,4314547.217,324116.695,3227.299,CP-PLOT,26913,,,
220-ER18,220-A,4314539.627,324110.251,3224.277,CP-PLOT,26913,,,
220-ER18,220-B,4314540.03,324109.207,3224.234,CP-PLOT,26913,,,
220-ER18,220-C,4314540.985,324109.597,3224.509,CP-PLOT,26913,,,
220-ER18,220-D,4314540.57,324110.622,3224.56,CP-PLOT,26913,,,
221-ER18,221-A,4314532.768,324104.31,3221.006,CP-PLOT,26913,,,
221-ER18,221-B,4314532.91,324103.257,3220.929,CP-PLOT,26913,,,
221-ER18,221-C,4314533.851,324103.276,3221.299,CP-PLOT,26913,,,
221-ER18,221-D,4314533.748,324104.43,3221.419,CP-PLOT,26913,,,
222-ER18,222-A,4314527.873,324100.471,3218.813,CP-PLOT,26913,,,
222-ER18,222-B,4314528.209,324099.496,3218.742,CP-PLOT,26913,,,
222-ER18,222-C,4314529.168,324099.744,3219.09,CP-PLOT,26913,,,
222-ER18,222-D,4314528.799,324100.797,3219.057,CP-PLOT,26913,,,
223-ER18,223-A,4314515.071,324101.107,3213.97,CP-PLOT,26913,,,
223-ER18,223-B,4314515.334,324100.071,3213.953,CP-PLOT,26913,,,
223-ER18,223-C,4314516.311,324100.329,3214.348,CP-PLOT,26913,,,
223-ER18,223-D,4314516.034,324101.376,3214.442,CP-PLOT,26913,,,
224-ER18,224-A,4314498.802,324091.1,3205.842,CP-PLOT,26913,,,
224-ER18,224-B,4314499.001,324090.01,3205.655,CP-PLOT,26913,,,
224-ER18,224-C,4314499.987,324090.103,3206.007,CP-PLOT,26913,,,
224-ER18,224-D,4314499.807,324091.23,3206.184,CP-PLOT,26913,,,
225-ER18,225-A,4314494.922,324085.209,3203.85,CP-PLOT,26913,,,
225-ER18,225-B,4314495.186,324084.108,3203.806,CP-PLOT,26913,,,
225-ER18,225-C,4314496.199,324084.334,3204.134,CP-PLOT,26913,,,
225-ER18,225-D,4314495.976,324085.431,3204.212,CP-PLOT,26913,,,
226-ER18,226-A,4314496.804,324078.499,3203.631,CP-PLOT,26913,,,
226-ER18,226-B,4314497.083,324077.452,3203.647,CP-PLOT,26913,,,
226-ER18,226-C,4314498.087,324077.672,3203.906,CP-PLOT,26913,,,
226-ER18,226-D,4314497.784,324078.81,3203.954,CP-PLOT,26913,,,
227-ER18,227-A,4314487.565,324073.563,3201.238,CP-PLOT,26913,,,
227-ER18,227-B,4314487.681,324072.478,3201.216,CP-PLOT,26913,,,
227-ER18,227-C,4314488.749,324072.687,3201.424,CP-PLOT,26913,,,
227-ER18,227-D,4314488.533,324073.805,3201.439,CP-PLOT,26913,,,
228-ER18,228-A,4314472.84,324065.461,3198.581,CP-PLOT,26913,,,
228-ER18,228-B,4314472.908,324064.476,3198.627,CP-PLOT,26913,,,
228-ER18,228-C,4314473.983,324064.5,3198.8,CP-PLOT,26913,,,
228-ER18,228-D,4314473.819,324065.722,3198.723,CP-PLOT,26913,,,
229-ER18,229-A,4314498.432,324148.017,3215.022,CP-PLOT,26913,,,
229-ER18,229-B,4314498.48,324147.009,3215.159,CP-PLOT,26913,,,
229-ER18,229-C,4314499.39,324147.132,3215.535,CP-PLOT,26913,,,
229-ER18,229-D,4314499.353,324148.113,3215.378,CP-PLOT,26913,,,
232-ER18,232-A,4314468.701,324148.924,3201.111,CP-PLOT,26913,,,
232-ER18,232-B,4314468.8,324148.214,3201.506,CP-PLOT,26913,,,
232-ER18,232-C,4314469.735,324148.356,3201.774,CP-PLOT,26913,,,
232-ER18,232-D,4314469.628,324149.222,3201.475,CP-PLOT,26913,,,
233-ER18,233-A,4314464.39,324150.671,3198.632,CP-PLOT,26913,,,
233-ER18,233-B,4314464.78,324149.907,3199.042,CP-PLOT,26913,,,
233-ER18,233-C,4314465.504,324150.195,3199.26,CP-PLOT,26913,,,
233-ER18,233-D,4314465.22,324151.185,3198.933,CP-PLOT,26913,,,
234-ER18,234-A,4314461.779,324147.76,3198.057,CP-PLOT,26913,,,
234-ER18,234-B,4314462.012,324146.673,3198.361,CP-PLOT,26913,,,
234-ER18,234-C,4314462.823,324146.871,3198.705,CP-PLOT,26913,,,
234-ER18,234-D,4314462.668,324147.886,3198.412,CP-PLOT,26913,,,
235-ER18,235-A,4314456.63,324132.555,3198.765,CP-PLOT,26913,,,
235-ER18,235-B,4314456.578,324131.576,3198.929,CP-PLOT,26913,,,
235-ER18,235-C,4314457.39,324131.565,3199.314,CP-PLOT,26913,,,
235-ER18,235-D,4314457.484,324132.584,3199.294,CP-PLOT,26913,,,
236-ER18,236-A,4314383.84,324143.494,3162.424,CP-PLOT,26913,,,
236-ER18,236-B,4314384.213,324142.699,3162.844,CP-PLOT,26913,,,
236-ER18,236-C,4314385.07,324143.157,3162.948,CP-PLOT,26913,,,
236-ER18,236-D,4314384.486,324143.99,3162.464,CP-PLOT,26913,,,
237-ER18,237-A,4314371.985,324142.081,3159.544,CP-PLOT,26913,,,
237-ER18,237-D,4314372.756,324142.177,3159.67,CP-PLOT,26913,,,
237-ER18,237-B,4314371.87,324141.127,3159.909,CP-PLOT,26913,,,
237-ER18,237-C,4314372.667,324141.166,3160.072,CP-PLOT,26913,,,
238-ER18,238-A,4314361.359,324139.207,3157.801,CP-PLOT,26913,,,
238-ER18,238-D,4314362.287,324139.184,3158.061,CP-PLOT,26913,,,
238-ER18,238-C,4314362.371,324138.334,3158.469,CP-PLOT,26913,,,
238-ER18,238-B,4314361.486,324138.453,3158.112,CP-PLOT,26913,,,
239-ER18,L-239,4314564.416,324155.213,3232.098,CP-PLOT,26913,,,
240-ER18,L-240,4314578.219,324136.989,3235.858,CP-PLOT,26913,,,
241-ER18,L-241,4314475.329,324155.686,3202.728,CP-PLOT,26913,,,
242-ER18,L-242,4314461.549,324171.91,3194.183,CP-PLOT,26913,,,
243-ER18,L-243-WILLOW,4314425.346,324106.573,3192.169,CP-PLOT,26913,,,
244-ER18,L-244,4314386.697,324154.231,3160.074,CP-PLOT,26913,,,
245-ER18,L-245-WILLOW,4314372.253,324149.005,3158.223,CP-PLOT,26913,,,
246-ER18,L-246-WILLOW,4314329.676,324150.116,3146.789,CP-PLOT,26913,,,
247-ER18,L-247,4314306.547,324146.133,3142.823,CP-PLOT,26913,,,
248-ER18,L-248-WILLOW1,4314373.54,323943.045,3161.766,CP-PLOT,26913,,,
249-ER18,TR-249-ASPEN,4314463.284,324238.706,3186.595,CP-PLOT,26913,,,
250-ER18,TR-250-ASPEN,4314466.898,324201.212,3196.024,CP-PLOT,26913,,,
251-ER18,TR-251,4314500.085,324236.336,3202.779,CP-PLOT,26913,,,
252-ER18,TR-252,4314525.555,324217.962,3214.097,CP-PLOT,26913,,,
253-ER18,TR-253,4314535.298,324172.827,3228.848,CP-PLOT,26913,,,
254-ER18,TR-254,4314537.279,324173.579,3229.339,CP-PLOT,26913,,,
255-ER18,TR-255,4314669.095,324178.636,3246.032,CP-PLOT,26913,,,
256-ER18,TR-256,4314666.782,324262.571,3246.371,CP-PLOT,26913,,,
257-ER18,TR-257,4314673.722,324352.824,3246.25,CP-PLOT,26913,,,
258-ER18,TR-258,4314597.729,324128.711,3235.078,CP-PLOT,26913,,,
259-ER18,259-A,4316475.449,323276.971,3479.455,CP-PLOT,26913,,,
259-ER18,259-B,4316475.756,323276.038,3479.495,CP-PLOT,26913,,,
259-ER18,259-C,4316476.72,323276.338,3479.453,CP-PLOT,26913,,,
259-ER18,259-D,4316476.426,323277.29,3479.455,CP-PLOT,26913,,,
260-ER18,260-A,4316504.238,323255.378,3478.945,CP-PLOT,26913,,,
260-ER18,260-B,4316504.369,323254.375,3478.981,CP-PLOT,26913,,,
260-ER18,260-C,4316505.313,323254.459,3478.892,CP-PLOT,26913,,,
260-ER18,260-D,4316505.214,323255.492,3478.866,CP-PLOT,26913,,,
261-ER18,261-A,4316534.459,323258.18,3476.824,CP-PLOT,26913,,,
261-ER18,261-B,4316534.954,323257.301,3476.81,CP-PLOT,26913,,,
261-ER18,261-C,4316535.833,323257.799,3476.722,CP-PLOT,26913,,,
261-ER18,261-D,4316535.344,323258.683,3476.775,CP-PLOT,26913,,,
262-ER18,262-A,4316600.225,323294.259,3472.506,CP-PLOT,26913,,,
262-ER18,262-B,4316600.784,323293.503,3472.53,CP-PLOT,26913,,,
262-ER18,262-C,4316601.596,323294.078,3472.546,CP-PLOT,26913,,,
262-ER18,262-D,4316601.034,323294.858,3472.49,CP-PLOT,26913,,,
263-ER18,263-A,4316558.809,323271.722,3474.482,CP-PLOT,26913,,,
263-ER18,263-B,4316559.384,323270.9,3474.469,CP-PLOT,26913,,,
263-ER18,263-C,4316560.166,323271.457,3474.345,CP-PLOT,26913,,,
263-ER18,263-D,4316559.611,323272.293,3474.419,CP-PLOT,26913,,,
264-ER18,264-A,4316551.926,323285.012,3474.455,CP-PLOT,26913,,,
264-ER18,264-B,4316552.4,323284.142,3474.461,CP-PLOT,26913,,,
264-ER18,264-C,4316553.274,323284.603,3474.363,CP-PLOT,26913,,,
264-ER18,264-D,4316552.817,323285.481,3474.36,CP-PLOT,26913,,,
265-ER18,265-A,4316586.694,323298.204,3472.174,CP-PLOT,26913,,,
265-ER18,265-B,4316587.327,323297.475,3472.315,CP-PLOT,26913,,,
265-ER18,265-C,4316588.134,323298.048,3472.251,CP-PLOT,26913,,,
265-ER18,265-D,4316587.528,323298.856,3472.225,CP-PLOT,26913,,,
266-ER18,266-A,4316637.147,323286.236,3472.889,CP-PLOT,26913,,,
266-ER18,266-B,4316637.795,323285.571,3472.941,CP-PLOT,26913,,,
266-ER18,266-C,4316638.618,323286.19,3472.903,CP-PLOT,26913,,,
266-ER18,266-D,4316638.044,323286.858,3472.879,CP-PLOT,26913,,,
267-ER18,267-A,4316636.148,323278.317,3473.231,CP-PLOT,26913,,,
267-ER18,267-B,4316636.682,323277.52,3473.316,CP-PLOT,26913,,,
267-ER18,267-C,4316637.545,323278.213,3473.323,CP-PLOT,26913,,,
267-ER18,267-D,4316636.959,323278.927,3473.284,CP-PLOT,26913,,,
268-ER18,268-A,4316670.434,323271.397,3475.082,CP-PLOT,26913,,,
268-ER18,268-B,4316670.64,323270.451,3475.071,CP-PLOT,26913,,,
268-ER18,268-C,4316671.626,323270.687,3475.207,CP-PLOT,26913,,,
268-ER18,268-D,4316671.367,323271.713,3475.144,CP-PLOT,26913,,,
269-ER18,269-A,4316512.775,323487.708,3455.51,CP-PLOT,26913,,,
269-ER18,269-B,4316513.465,323487.032,3455.739,CP-PLOT,26913,,,
269-ER18,269-C,4316514.221,323487.723,3455.576,CP-PLOT,26913,,,
269-ER18,269-D,4316513.55,323488.477,3455.426,CP-PLOT,26913,,,
270-ER18,270-A,4316513.156,323459.651,3460.877,CP-PLOT,26913,,,
270-ER18,270-B,4316513.91,323459.019,3460.999,CP-PLOT,26913,,,
270-ER18,270-C,4316514.562,323459.633,3461.019,CP-PLOT,26913,,,
270-ER18,270-D,4316513.907,323460.38,3460.842,CP-PLOT,26913,,,
271-ER18,271-A,4316461.802,323436.308,3463.1,CP-PLOT,26913,,,
271-ER18,271-B,4316462.299,323435.416,3463.417,CP-PLOT,26913,,,
271-ER18,271-C,4316463.163,323435.82,3463.318,CP-PLOT,26913,,,
271-ER18,271-D,4316462.723,323436.714,3463.007,CP-PLOT,26913,,,
272-ER18,272-A,4316465.043,323447.811,3460.846,CP-PLOT,26913,,,
272-ER18,272-B,4316465.733,323447.147,3460.931,CP-PLOT,26913,,,
272-ER18,272-C,4316466.355,323447.857,3460.749,CP-PLOT,26913,,,
