ï»¿Time,CO2_conc_(ppm),CO2_flux_(umol/m2s),Soil_heat_flux_(W/m2),PAR_(umol/m2s),In_short_wave_(W/m2),Out_short_wave_(W/m2),In_long_wave_(W/m2),Out_long_wave_(W/m2),Net_short_wave_(W/m2),Net_long_wave_(W/m2),Net_rad_(W/m2),Cal_oxygen_(%),Infrared_temp_(C),S1_wc_(m3/m3),S1_temp_(C),S1_ec_(mS/cm),S2_wc_(m3/m3),S2_temp_(C),S2_ec_(mS/cm),S3_wc_(m3/m3),S3_temp_(C),S3_ec_(mS/cm),S4_wc_(m3/m3),S4_temp_(C),S4_ec_(mS/cm),S5_wp_(kPa),S5_temp_(C),Solar_radiation_(W/m2),Precipitation_(mm),Lightning_activity_(number),Lightning_distance_(km),Wind_direction_(degree),Wind_speed_(m/s),Gust_speed_(m/s),Air_temp_(C),Vapor_p_(kPa),Atm_p_(kPa),X_axis_level_(degree),Y_axis_level_(degree),Max_precipitation_rate_(mm/hr),RH_sensor_temp_(C),VPD_(kPa),VPD_Cal_(kPa)
10/14/2019 17:00,422.8,0.38,-0.258356209,22.87,6.62,1.26,292.4,339,5.36,-46.6,-41.24,16.18,3.346,0.141,7,0.179,0.098,6.1,0,0.101,5.2,0,0.087,5.2,0.305,,,0,0,0,0,202,0.9,3.62,-1.6,0.23,72.92,3.6,-0.4,0,-2.1,0,0.293518906
10/14/2019 18:00,422,0.38,-2.825771032,0,-1.3,-0.63,286.2,332.2,-0.67,-46,-46.67,16.17,1.977,0.141,6.9,0.178,0.098,6.1,0,0.101,5.2,0,0.087,5,0.306,,,0,0,0,0,211,0.93,2.84,-2.4,0.23,72.95,3.6,-0.4,0,-2.6,0,0.274442066
10/14/2019 19:00,415.4,0.52,-4.715000807,0,-0.96,-0.38,277,318.3,-0.58,-41.3,-41.88,16.17,-0.848,0.141,6.9,0.179,0.098,6.1,0,0.101,5.2,0,0.087,4.7,0.305,,,0,0,0,0,223,1.18,3.27,-3.2,0.23,72.99,3.6,-0.5,0,-3.5,0,0.241649743
10/14/2019 20:00,415.4,0.52,-6.717261424,0,-2.44,-0.45,269.8,307.7,-1.99,-37.9,-39.89,16.18,-3.092,0.141,6.9,0.178,0.098,6,0,0.101,5.3,0,0.087,4.5,0.301,,,0,0,0,0,214,1.04,3.02,-3.6,0.22,73.03,3.6,-0.5,0,-4,0,0.234260186
10/14/2019 21:00,414.6,0.5,-8.186662361,-0.104,-1.02,0.27,265.8,304.6,-1.29,-38.8,-40.09,16.2,-3.57,0.141,6.9,0.178,0.098,6,0,0.101,5.3,0,0.087,4.3,0.311,,,0,0,0,0,218,0.97,2.48,-4.3,0.21,73.05,3.7,-0.5,0,-4.6,0,0.224144411
10/14/2019 22:00,396.8,0.54,-9.026320039,0,-1.44,-0.17,259.1,297.2,-1.27,-38.1,-39.37,16.21,-4.95,0.141,6.9,0.178,0.098,6,0,0.101,5.3,0,0.087,4,0.312,,,0,0,0,0,202,0.97,2.39,-4.5,0.2,73.09,3.6,-0.4,0,-5.1,0,0.21798867
10/14/2019 23:00,396.8,0.54,-9.591474245,0,-0.66,0.39,261.3,298.2,-1.05,-36.9,-37.95,16.22,-4.741,0.141,6.9,0.178,0.098,6,0,0.101,5.3,0,0.087,3.8,0.314,,,0,0,0,0,219,1.19,2.91,-4.9,0.19,73.12,3.6,-0.5,0,-5.3,0,0.22167714
10/15/2019 0:00,396,0.54,-10.15662845,0,-1.18,0.5,257.6,294.9,-1.68,-37.3,-38.98,16.23,-5.535,0.141,6.9,0.178,0.098,6,0,0.101,5.2,0,0.087,3.6,0.314,,,0,0,0,0,221,1.02,3.22,-5.2,0.19,73.13,3.7,-0.4,0,-5.5,0,0.215450267
10/15/2019 1:00,394.6,0.34,-10.51186824,0,-1.1,0.01,253.3,292.7,-1.11,-39.4,-40.51,16.24,-5.924,0.141,6.9,0.178,0.098,6,0,0.101,5.2,0,0.087,3.4,0.316,,,16,0,0,0,218,0.95,2.87,-5.2,0.19,73.14,3.6,-0.5,0,-5.6,0,0.212368269
10/15/2019 2:00,394.6,0.34,-10.89940255,0,-2.6,-0.78,249.9,286.7,-1.82,-36.8,-38.62,16.26,-7.536,0.141,6.9,0.18,0.098,6,0,0.101,5.2,0,0.087,3.2,0.313,,,80,0,0,0,66,0.62,2.13,-2.9,0.23,73.14,3.6,-0.5,0,-2.8,0,0.266985384
10/15/2019 3:00,393.8,0.32,-11.41611497,0,0.18,-0.02,250.2,286.6,0.2,-36.4,-36.2,16.27,-7.526,0.141,6.9,0.18,0.098,6,0,0.101,5.2,0,0.087,3,0.315,,,232,0,0,0,73,1.3,3.55,1.5,0.25,73.14,3.5,-0.4,0,3,0,0.50776633
10/15/2019 4:00,393.4,0.3,-11.72291297,0,-1.72,-0.18,248.1,284.1,-1.54,-36,-37.54,16.29,-8.31,0.141,6.9,0.181,0.098,6,0,0.101,5.1,0,0.087,3,0.315,,,332,0,0,0,71,1.82,3.92,5.1,0.25,73.12,3.6,-0.4,0,8.1,1,0.830097127
10/15/2019 5:00,393.6,0.3,-11.80364928,0,0.05,0.58,248.9,287,-0.53,-38.1,-38.63,16.31,-7.549,0.141,6.9,0.18,0.098,6,0,0.101,5.1,0,0.087,3.2,0.322,,,341,0,0,0,79,1.67,4.31,8.7,0.24,73.09,3.5,-0.4,0,10.5,1,1.029716891
10/15/2019 6:00,392.6,0.28,-11.94897465,0.312,-0.95,-0.23,246.4,283.2,-0.72,-36.8,-37.52,16.32,-8.26,0.141,6.9,0.18,0.098,6,0,0.101,5,0,0.087,3.6,0.32,,,659,0,0,0,259,1.12,6.42,12.3,0.22,73.05,3.5,-0.3,0,17.5,1,1.779986975
10/15/2019 7:00,394.6,0.28,-11.38382044,88.7,68.03,34.11,251,303,33.92,-52,-18.08,16.34,-3.391,0.141,6.9,0.182,0.098,6,0,0.101,5,0,0.087,4.2,0.322,,,250,0,0,0,288,1.02,5.73,13.8,0.21,73.03,3.5,-0.4,0,17.8,1,1.828176335
10/15/2019 8:00,394.6,0.28,-6.975617633,158.4,94.5,46.61,266.5,333.9,47.89,-67.4,-19.51,16.36,3.128,0.141,6.9,0.182,0.098,6,0,0.101,5,0,0.087,4.9,0.319,,,482,0,0,0,299,1.01,3.45,13.4,0.23,73.01,3.5,-0.4,0,18.8,1,1.940124842
10/15/2019 9:00,394,0.28,-0.258356209,360,134.6,59.28,276.8,357,75.32,-80.2,-4.88,16.38,10.8,0.141,6.9,0.182,0.098,6,0,0.101,5,0,0.087,5.6,0.32,,,373,0,0,0,289,0.95,3.2,13.5,0.24,73.03,3.5,-0.4,0,18.5,1,1.889777303
10/15/2019 10:00,440.2,-0.02,2.373647667,312.8,557.7,76.33,288.3,381.3,481.37,-93,388.37,16.38,13.28,0.141,6.9,0.183,0.098,6,0,0.101,5,0,0.087,6.1,0.317,,,186,0,0,0,288,0.95,2.72,12.2,0.23,73.05,3.5,-0.4,0,16.3,1,1.623422649
10/15/2019 11:00,440.4,-0.02,8.364282254,1042,185.6,116,311.7,426.2,69.6,-114.5,-44.9,16.38,26.07,0.141,6.9,0.185,0.098,6,0,0.101,5,0,0.087,6.4,0.312,,,11,0,0,0,281,1.14,2.53,10.5,0.21,73.08,3.5,-0.4,0,10.8,1,1.085364086
10/15/2019 12:00,439.2,-0.04,9.494590667,1011,616.9,116.4,313.8,436.7,500.5,-122.9,377.6,16.36,28.85,0.141,6.9,0.185,0.098,6,0,0.101,5,0,0.087,6.4,0.309,,,2,0,0,0,263,1.18,4.43,9,0.21,73.13,3.5,-0.4,0,8.8,1,0.922640781
10/15/2019 13:00,407.4,-0.7,12.46568707,200.2,103,92.6,312.5,419.8,10.4,-107.3,-96.9,16.34,21.63,0.141,6.9,0.185,0.098,6,0,0.101,5.1,0,0.087,6.3,0.31,,,0,0,0,0,226,0.84,3.75,5.9,0.21,73.21,3.5,-0.4,0,6.2,1,0.738136544
10/15/2019 14:00,407.4,-0.7,12.22347812,608.8,428.3,65.64,316.9,404.2,362.66,-87.3,275.36,16.34,18.02,0.141,6.9,0.185,0.098,6,0,0.101,5.1,0,0.087,6.2,0.306,,,0,0,0,0,203,1.08,2.58,3.3,0.2,73.26,3.6,-0.4,0,3.4,1,0.579549661
10/15/2019 15:00,406.6,-0.72,8.864847408,681.8,423.3,17.62,315,377.2,405.68,-62.2,343.48,16.32,11.17,0.141,6.9,0.185,0.098,6,0,0.101,5.2,0,0.087,6,0.306,,,0,0,0,0,212,1.05,2.65,1.3,0.2,73.31,3.6,-0.4,0,1.3,0,0.471063852
10/15/2019 16:00,420.2,0.04,4.618117229,42.41,12.47,3.1,305.4,357.5,9.37,-52.1,-42.73,16.32,7.228,0.141,6.8,0.184,0.098,6,0,0.101,5.3,0,0.087,5.8,0.31,,,0,0,0,0,216,1.24,2.91,-0.1,0.2,73.34,3.6,-0.5,0,-0.2,0,0.401966551
10/15/2019 17:00,420.2,0.04,1.001130308,21.52,5.38,1.2,300.9,347.8,4.18,-46.9,-42.72,16.31,5.132,0.141,6.8,0.184,0.098,6,0,0.1,5.3,0,0.087,5.5,0.299,,,0,0,0,0,227,0.69,2.26,-1,0.2,73.38,3.6,-0.4,0,-1.3,0,0.355372032
10/15/2019 18:00,419.2,0.04,-1.598579041,0.104,-2.68,-0.83,293.6,336.3,-1.85,-42.7,-44.55,16.31,2.718,0.141,6.8,0.184,0.098,6,0,0.1,5.3,0,0.087,5.3,0.302,,,0,0,0,0,214,1.26,3.76,-1.4,0.21,73.4,3.6,-0.4,0,-1.9,0,0.321326681
10/15/2019 19:00,426,0.7,-4.085257549,0,-1.63,-0.37,282.2,323.3,-1.26,-41.1,-42.36,16.33,0.144,0.141,6.8,0.184,0.098,6,0,0.101,5.4,0,0.087,5,0.306,,,0,0,0,0,232,0.94,2.59,-2.5,0.2,73.41,3.6,-0.4,0,-2.7,0,0.300701434
10/15/2019 20:00,426,0.7,-5.796867431,0,-2.83,-1.03,272.9,311.9,-1.8,-39,-40.8,16.33,-2.147,0.141,6.8,0.184,0.098,6,0,0.101,5.4,0,0.087,4.8,0.302,,,0,0,0,0,192,0.66,2.41,-2.8,0.21,73.4,3.6,-0.5,0,-3.4,0,0.265197576
10/15/2019 21:00,425,0.68,-7.363151946,-0.104,-1.7,-0.65,268.9,310.1,-1.05,-41.2,-42.25,16.34,-2.334,0.141,6.8,0.184,0.098,6,0,0.1,5.4,0,0.087,4.6,0.305,,,0,0,0,0,195,1.03,2.78,-3,0.21,73.37,3.6,-0.4,0,-3.4,0,0.265197576
10/15/2019 22:00,400.8,0.4,-8.138220572,0,-0.42,0.83,263.9,300.3,-1.25,-36.4,-37.65,16.35,-4.29,0.141,6.8,0.182,0.098,6,0,0.101,5.4,0,0.087,4.3,0.312,,,0,0,0,0,228,0.96,2.45,-3.8,0.21,73.38,3.6,-0.4,0,-4.1,0,0.240851266
10/15/2019 23:00,400.6,0.4,-9.155498143,0.104,-0.16,0.85,260.1,298.2,-1.01,-38.1,-39.11,16.36,-4.891,0.141,6.8,0.181,0.098,6,0,0.1,5.4,0,0.087,4.1,0.315,,,0,0,0,0,237,0.61,2.03,-3.8,0.22,73.38,3.6,-0.5,0,-4.5,0,0.217441181
10/16/2019 0:00,400,0.4,-9.316970773,0.104,-1.99,-0.44,259.3,296.3,-1.55,-37,-38.55,16.36,-5.073,0.141,6.8,0.181,0.098,6,0,0.101,5.4,0,0.087,3.9,0.314,,,0,0,0,0,208,0.8,2.39,-4.4,0.22,73.38,3.6,-0.4,0,-4.7,0,0.210869684
10/16/2019 1:00,401,0.38,-9.914419506,0,-1.96,-0.35,258,292.4,-1.61,-34.4,-36.01,16.36,-6.178,0.141,6.8,0.18,0.098,6,0,0.101,5.4,0,0.087,3.7,0.314,,,14,0,0,0,220,0.92,2.49,-4.1,0.22,73.37,3.6,-0.4,0,-4.5,0,0.217441181
10/16/2019 2:00,401,0.38,-10.67334087,0.104,0,0.65,257.8,294.9,-0.65,-37.1,-37.75,16.36,-5.559,0.141,6.8,0.181,0.098,6,0,0.101,5.3,0,0.087,3.5,0.313,,,64,0,0,0,209,0.42,1.63,-2.8,0.25,73.39,3.6,-0.4,0,-2.9,0,0.243293779
10/16/2019 3:00,400.6,0.38,-10.81866624,0,-1.37,0.42,256.2,291.5,-1.79,-35.3,-37.09,16.37,-6.341,0.141,6.8,0.179,0.098,6,0,0.101,5.3,0,0.087,3.3,0.313,,,202,0,0,0,49,0.54,2.33,2.2,0.29,73.38,3.5,-0.4,0,2.9,0,0.462405183
10/16/2019 4:00,394.4,0.36,-10.77022445,0.104,-0.68,0.48,255.4,289.8,-1.16,-34.4,-35.56,16.37,-6.764,0.141,6.8,0.178,0.098,6,0,0.101,5.3,0,0.087,3.3,0.317,,,261,0,0,0,79,1.39,3.61,6.8,0.28,73.37,3.5,-0.4,0,8.9,1,0.860327698
10/16/2019 5:00,394.4,0.36,-10.80251897,0,-1.18,-0.14,259.6,290.1,-1.04,-30.5,-31.54,16.38,-6.736,0.141,6.8,0.178,0.098,6,0,0.101,5.2,0,0.087,3.4,0.32,,,299,0,0,0,80,2.23,4.41,10.3,0.28,73.3,3.6,-0.4,0,11.9,1,1.113342178
10/16/2019 6:00,394,0.36,-10.85096076,0.104,0.18,1.15,256.8,289.2,-0.97,-32.4,-33.37,16.39,-6.87,0.141,6.8,0.178,0.098,6,0,0.101,5.2,0,0.087,3.8,0.319,-99999,4.8,642,0,0,0,342,1.14,4.95,15.3,0.31,73.23,3.5,-0.3,0,19.8,1,1.999488249
10/16/2019 7:00,396.8,0.26,-10.02745035,64.03,30.41,11.01,259.7,300.2,19.4,-40.5,-21.1,16.4,-3.843,0.141,6.8,0.178,0.098,6,0,0.101,5.1,0,0.087,4.3,0.317,-99999,4.8,268,0,0,0,297,1.05,3.02,16.7,0.29,73.21,3.5,-0.4,0,20.7,2,2.151543871
10/16/2019 8:00,396.8,0.26,-6.475052479,211.2,101.6,37.7,273.1,328.2,63.9,-55.1,8.8,16.43,2.686,0.141,6.8,0.178,0.098,6,0,0.101,5.1,0,0.087,5,0.315,-99999,4.8,458,0,0,0,291,1,3,16.4,0.3,73.13,3.5,-0.4,0,21.4,2,2.248770598
10/16/2019 9:00,397,0.26,0.645890522,312,171.8,47.33,291,363.8,124.47,-72.8,51.67,16.44,10.9,0.141,6.8,0.178,0.098,6,0,0.101,5.1,0,0.087,5.7,0.315,-99999,4.8,369,0,0,0,286,0.95,5.76,16.1,0.28,73.1,3.5,-0.4,0,20.8,2,2.176616326
10/16/2019 10:00,458.6,0.16,3.843048603,358.9,318,65.64,302.2,384.3,252.36,-82.1,170.26,16.44,13.4,0.141,6.8,0.178,0.098,6,0,0.101,5.1,0,0.087,6.2,0.316,-99999,4.9,170,0,0,0,282,0.92,3.83,15.1,0.24,73.08,3.5,-0.4,0,18.6,1,1.903152914
10/16/2019 11:00,458.8,0.16,10.85096076,1132,421.3,113.7,313.5,423.3,307.6,-109.8,197.8,16.42,24.52,0.141,6.8,0.178,0.098,6,0,0.101,5.1,0,0.087,6.5,0.312,-99999,5,10,0,0,0,276,0.67,2.64,13,0.22,73.07,3.5,-0.4,0,13.2,1,1.297478723
10/16/2019 12:00,458.6,0.16,12.90166317,645.8,699.7,115.9,326.1,448.1,583.8,-122,461.8,16.4,29.68,0.141,6.8,0.178,0.098,6,0,0.101,5.2,0,0.087,6.6,0.31,-99999,5.1,2,0,0,0,231,1.33,3.26,10.6,0.22,73.06,3.5,-0.4,0,10.8,1,1.075364086
10/16/2019 13:00,397.8,-0.84,16.09882125,208,335.2,89,330.9,437.6,246.2,-106.7,139.5,16.38,24.5,0.141,6.8,0.178,0.098,6,0,0.1,5.2,0,0.087,6.6,0.309,-99999,5.2,0,0,0,0,226,0.96,3.03,5.9,0.21,73.07,3.6,-0.4,0,6.5,1,0.757977127
10/16/2019 14:00,398,-0.84,14.92007105,731,442,66.34,334.5,419.9,375.66,-85.4,290.26,16.36,21.18,0.141,6.8,0.178,0.098,6,0,0.1,5.3,0,0.087,6.4,0.307,-99999,5.3,0,0,0,0,205,0.96,2.63,3.7,0.21,73.08,3.6,-0.4,0,3.5,1,0.575081093
10/16/2019 15:00,397.4,-0.86,11.25464234,682.9,385.7,16.59,326.5,388.3,369.11,-61.8,307.31,16.33,13.23,0.141,6.7,0.178,0.098,6,0,0.1,5.3,0,0.087,6.2,0.306,-99999,5.4,0,0,0,0,205,0.94,2.81,1.6,0.2,73.08,3.6,-0.4,0,1.6,0,0.485695074
10/16/2019 16:00,423.8,0.16,6.313579848,42.52,12.85,3.31,314.7,366.8,9.54,-52.1,-42.56,16.31,8.74,0.141,6.7,0.178,0.098,6,0,0.1,5.4,0,0.087,6,0.305,-99999,5.4,0,0,0,0,217,0.94,2.76,0.5,0.2,73.06,3.6,-0.4,0,0.2,0,0.419747868
10/16/2019 17:00,423.8,0.16,2.147585984,20.06,4.53,1.37,308.8,357.8,3.16,-49,-45.84,16.28,7.178,0.141,6.7,0.178,0.098,6,0,0.1,5.4,0,0.087,5.8,0.288,-99999,5.5,0,0,0,0,218,1,2.68,0,0.19,73.03,3.6,-0.4,0,-0.5,0,0.398928157
10/16/2019 18:00,423.2,0.16,-0.516712417,0,-1.72,-0.89,292.5,337.7,-0.83,-45.2,-46.03,16.26,3.143,0.141,6.7,0.178,0.098,6,0,0.101,5.4,0,0.087,5.5,0.298,-99999,5.5,0,0,0,0,208,1.06,2.61,-0.5,0.19,73,3.6,-0.4,0,-0.8,0,0.386140162
10/16/2019 19:00,414.4,0.28,-4.03681576,0.104,-1.66,-0.02,280.5,323.5,-1.64,-43,-44.64,16.25,0.111,0.141,6.7,0.178,0.098,6,0,0.1,5.5,0,0.087,5.2,0.305,-99999,5.5,0,0,0,0,217,1.17,2.56,-1.2,0.19,72.98,3.6,-0.4,0,-1.6,0,0.353231629
10/16/2019 20:00,414.4,0.28,-6.297432585,0,-1.98,-0.64,273.4,313.4,-1.34,-40,-41.34,16.25,-1.863,0.141,6.7,0.178,0.098,6,0,0.1,5.5,0,0.087,5,0.3,-99999,5.5,0,0,0,0,208,0.91,3.44,-1.7,0.19,72.96,3.6,-0.4,0,-2.2,0,0.329653242
10/16/2019 21:00,414,0.28,-8.009042467,0,-2.17,-0.59,266.2,305.2,-1.58,-39,-40.58,16.23,-3.657,0.141,6.7,0.178,0.098,6,0,0.1,5.5,0,0.087,4.8,0.303,-99999,5.5,0,0,0,0,218,0.94,2.89,-2.4,0.18,72.91,3.6,-0.4,0,-2.9,0,0.313293779
10/16/2019 22:00,395.6,0.44,-8.832552882,0,-0.12,0.54,268.4,304.6,-0.66,-36.2,-36.86,16.22,-3.932,0.141,6.7,0.178,0.098,6,0,0.1,5.5,0,0.087,4.6,0.31,-99999,5.4,0,0,0,0,218,1.04,2.34,-3.1,0.18,72.88,3.6,-0.4,0,-3.5,0,0.291649743
10/16/2019 23:00,395.6,0.44,-9.381559826,0,-0.89,0.51,269.8,304.6,-1.4,-34.8,-36.2,16.21,-3.723,0.141,6.7,0.178,0.098,6,0,0.101,5.5,0,0.087,4.4,0.313,-99999,5.4,0,0,0,0,214,0.68,1.93,-3.1,0.19,72.85,3.6,-0.4,0,-3.8,0,0.27114662
10/17/2019 0:00,395.6,0.44,-9.220087195,0,-1.71,-0.34,265.4,299.4,-1.37,-34,-35.37,16.2,-4.353,0.141,6.7,0.178,0.098,6,0,0.1,5.5,0,0.087,4.2,0.314,-99999,5.4,0,0,0,0,210,0.71,2.36,-2.8,0.19,72.83,3.6,-0.4,0,-3.2,0,0.292364242
10/17/2019 1:00,397.4,0.32,-9.865977717,0.104,-0.29,1.09,260.3,298.3,-1.38,-38,-39.38,16.21,-4.767,0.141,6.7,0.178,0.098,6,0,0.101,5.5,0,0.087,4,0.313,-99999,5.3,9,0,0,0,213,0.63,2.11,-2.5,0.2,72.83,3.6,-0.4,0,-2.9,0,0.293293779
10/17/2019 2:00,397.4,0.32,-10.56031003,-0.104,-0.51,-0.03,258,294.9,-0.48,-36.9,-37.38,16.21,-5.51,0.141,6.7,0.178,0.098,6,0,0.1,5.4,0,0.087,3.8,0.312,-99999,5.2,56,0,0,0,220,0.35,1.47,-1.7,0.22,72.8,3.6,-0.4,0,-1.8,0,0.31526908
10/17/2019 3:00,397.6,0.32,-10.99628613,-0.104,-0.37,0.08,254.8,295.1,-0.45,-40.3,-40.75,16.19,-5.398,0.141,6.7,0.178,0.098,6,0,0.101,5.4,0,0.087,3.6,0.309,-99999,5.2,152,0,0,0,270,0.29,0.88,1.6,0.24,72.73,3.6,-0.3,0,2.1,0,0.470707392
10/17/2019 4:00,391.6,0.42,-11.17390602,0,-1.13,-0.11,262.6,292.5,-1.02,-29.9,-30.92,16.18,-5.983,0.141,6.7,0.178,0.098,6,0,0.101,5.4,0,0.087,3.6,0.307,-99999,5.1,281,0,0,0,65,0.84,2.81,7.3,0.25,72.64,3.6,-0.3,0,8.9,1,0.890327698
10/17/2019 5:00,391.6,0.42,-10.54416276,0.104,0.01,-0.05,276.7,298.1,0.06,-21.4,-21.34,16.19,-4.562,0.141,6.7,0.178,0.098,6,0,0.101,5.4,0,0.087,3.7,0.315,-99999,5,246,0,0,0,90,1.46,4.6,11.4,0.25,72.54,3.6,-0.2,0,13.4,1,1.287413793
10/17/2019 6:00,391.6,0.42,-9.639916034,0.208,-0.09,0.29,271.8,297.9,-0.38,-26.1,-26.48,16.2,-4.69,0.141,6.7,0.178,0.098,6,0,0.101,5.3,0,0.087,3.9,0.317,-99999,5,316,0,0,0,74,1.26,4.63,12.6,0.24,72.44,3.6,-0.2,0,15.3,1,1.498563895
10/17/2019 7:00,405.4,0.4,-9.010172776,44.59,23.55,6.63,274.3,303.9,16.92,-29.6,-12.68,16.2,-2.906,0.141,6.7,0.178,0.098,6,0,0.101,5.3,0,0.087,4.3,0.311,-99999,5,297,0,0,0,79,2.14,5.37,13.5,0.24,72.32,3.6,-0.2,0,15.7,1,1.543735831
10/17/2019 8:00,405.4,0.4,-5.31244954,131.3,63.33,16.91,273.3,319.5,46.42,-46.2,0.22,16.2,0.552,0.141,6.7,0.178,0.098,6,0,0.101,5.3,0,0.087,4.7,0.317,-99999,4.9,371,0,0,0,81,1.53,4.11,14.6,0.24,72.19,3.5,-0.3,0,17.7,1,1.78537622
10/17/2019 9:00,405.4,0.4,-0.90424673,241.6,131.3,32.17,296.9,356.4,99.13,-59.5,39.63,16.18,8.9,0.141,6.7,0.178,0.098,6,0,0.101,5.2,0,0.087,5.1,0.31,-99999,5,256,0,0,0,94,1.36,4.69,15.3,0.22,72.11,3.5,-0.3,0,17.5,2,1.779986975
10/17/2019 10:00,453.4,0.3,5.10253512,315.1,271.5,48.84,308.2,388.8,222.66,-80.6,142.06,16.16,14.68,0.141,6.7,0.178,0.098,6,0,0.101,5.2,0,0.087,5.4,0.306,-99999,5,157,0,0,0,107,1.68,4.66,14.9,0.21,72.04,3.5,-0.3,0,17,1,1.727729352
10/17/2019 11:00,453.4,0.3,9.720652349,296.4,148.6,36.43,325.4,392.5,112.17,-67.1,45.07,16.14,16.11,0.141,6.7,0.178,0.098,6,0,0.101,5.2,0,0.087,5.7,0.31,-99999,5,18,0,0,0,274,1,3.25,12.8,0.22,72.04,3.5,-0.3,0,13.1,1,1.287596545
