ï»¿Time,CO2_conc_(ppm),CO2_flux_(umol/m2s),Soil_heat_flux_(W/m2),PAR_(umol/m2s),In_short_wave_(W/m2),Out_short_wave_(W/m2),In_long_wave_(W/m2),Out_long_wave_(W/m2),Net_short_wave_(W/m2),Net_long_wave_(W/m2),Net_rad_(W/m2),Cal_oxygen_(%),Infrared_temp_(C),S1_wc_(m3/m3),S1_temp_(C),S1_ec_(mS/cm),S2_wc_(m3/m3),S2_temp_(C),S2_ec_(mS/cm),S3_wc_(m3/m3),S3_temp_(C),S3_ec_(mS/cm),S4_wc_(m3/m3),S4_temp_(C),S4_ec_(mS/cm),S5_wp_(kPa),S5_temp_(C),Solar_radiation_(W/m2),Precipitation_(mm),Lightning_activity_(number),Lightning_distance_(km),Wind_direction_(degree),Wind_speed_(m/s),Gust_speed_(m/s),Air_temp_(C),Vapor_p_(kPa),Atm_p_(kPa),X_axis_level_(degree),Y_axis_level_(degree),Max_precipitation_rate_(mm/hr),RH_sensor_temp_(C),VPD_(kPa),VPD_Cal_(kPa)
10/11/2019 14:00,480.6,0.66,36.28516624,1235,648.7,92.5,210,397.8,556.2,-187.8,368.4,16.61,17.92,0.212,9.5,0.787,0.113,9,0.31,0.113,7.2,0.116,0.112,7.2,0,-13854.6,7.1,0,0,0,0,278,1.44,3.1,-4.2,0.17,73.05,-0.7,2.1,0,-4.7,0,0.260869684
10/11/2019 15:00,477.6,0.48,27.7173913,805,482.6,66.42,214.6,381.7,416.18,-167.1,249.08,16.57,14.9,0.212,9.5,0.787,0.113,9,0.31,0.113,7.3,0.122,0.112,6.4,0,-14298.7,7.2,0,0,0,0,293,1.86,3.79,-5.7,0.17,73.07,-0.7,2.1,0,-6.5,0,0.205551679
10/11/2019 16:00,469.8,0.08,17.77493606,91.7,28.02,4.43,211.6,328.6,23.59,-117,-93.41,16.53,2.184,0.212,9.4,0.789,0.113,9,0.311,0.113,7.3,0.123,0.112,5.7,0,-14900.3,7.2,0,0,0,0,297,2.62,4.07,-6.1,0.16,73.06,-0.7,2.2,0,-7.1,0,0.198566938
10/11/2019 17:00,475,0.9,-7.113171355,53.44,16.34,2.9,209.6,314.8,13.44,-105.2,-91.76,16.48,-1.531,0.212,9.4,0.789,0.113,9,0.313,0.113,7.4,0.122,0.112,5,0,-15907.3,7.3,0,0,0,0,293,2.21,3.92,-6.7,0.15,73.04,-0.7,2.2,0,-7.5,0,0.19762603
10/11/2019 18:00,483,0.7,-18.78196931,0,-3.82,-0.12,205.6,298,-3.7,-92.4,-96.1,16.43,-5.133,0.212,9.4,0.791,0.113,8.9,0.313,0.113,7.4,0.122,0.112,4.3,0,-16622.5,7.3,0,0,0,0,292,1.84,3.64,-7.9,0.14,73.01,-0.6,2.2,0,-8.7,0,0.17655986
10/11/2019 19:00,495.6,0.68,-25.95907928,-0.097,-4.8,-0.75,197.6,280.4,-4.05,-82.8,-86.85,16.42,-8.74,0.212,9.4,0.791,0.113,8.9,0.311,0.113,7.4,0.122,0.112,3.7,0,-17218.5,7.3,0,0,0,0,296,2.45,4.7,-8.8,0.13,73,-0.7,2.2,0,-9.7,0,0.162582257
10/11/2019 20:00,497.6,0.4,-26.342711,0,-2.94,0.07,193.3,275.6,-3.01,-82.3,-85.31,16.41,-10.21,0.212,9.4,0.791,0.113,8.9,0.312,0.113,7.4,0.123,0.111,3.1,0,-18030,7.3,0,0,0,0,292,2.37,4.22,-9,0.13,72.99,-0.7,2.2,0,-10,0,0.155710982
10/11/2019 21:00,504.6,0.48,-25.09590793,0,-2.96,-0.04,190.9,274.7,-2.92,-83.8,-86.72,16.39,-10.14,0.212,9.4,0.791,0.113,8.8,0.314,0.113,7.4,0.124,0.111,2.6,0,-18849.3,7.3,0,0,0,0,293,2.1,4.5,-9,0.12,72.96,-0.7,2.2,0,-9.8,0,0.170275686
10/11/2019 22:00,509.6,0.68,-23.92902813,-0.097,-2.75,0.31,190.9,273.2,-3.06,-82.3,-85.36,16.39,-11,0.212,9.4,0.791,0.113,8.8,0.314,0.113,7.3,0.12,0.111,2,0,-19534.2,7.2,0,0,0,0,291,2.12,4.59,-10.4,0.12,72.98,-0.7,2.2,0,-11.4,0,0.135505095
10/11/2019 23:00,512.8,0.72,-23.1297954,0,-3.35,-0.04,186.5,269.4,-3.31,-82.9,-86.21,16.39,-11.63,0.212,9.4,0.791,0.113,8.8,0.312,0.113,7.2,0.117,0.111,1.6,0,-20634.6,7.2,0,0,0,0,287,1.87,3.75,-10.7,0.12,72.99,-0.6,2.2,0,-11.5,0,0.133460506
10/12/2019 0:00,509,0.16,-22.74616368,-0.097,-2.65,0.92,186.2,267,-3.57,-80.8,-84.37,16.39,-12.17,0.212,9.4,0.791,0.113,8.8,0.313,0.113,7.2,0.117,0.111,1.1,0,-22309.8,7.1,0,0,0,0,295,2.46,4.45,-10.8,0.12,72.98,-0.7,2.2,0,-11.7,0,0.129414951
10/12/2019 1:00,513.4,0.48,-22.85805627,0,-1.32,0.64,185.3,266.9,-1.96,-81.6,-83.56,16.41,-12.29,0.212,9.4,0.789,0.113,8.8,0.312,0.113,7,0.114,0.111,0.6,0,-25060.8,7,32,0,0,0,262,1.07,2.35,-11.4,0.12,72.98,-0.7,2.2,0,-11.9,0,0.12542696
10/12/2019 2:00,518.2,0.5,-23.60933504,0.097,-2.09,0.66,183.8,264.7,-2.75,-80.9,-83.65,16.42,-12.72,0.212,9.4,0.787,0.113,8.7,0.313,0.113,6.9,0.114,0.111,0.2,0,-30060.5,6.9,200,0,0,0,317,1.79,3.83,-8.1,0.16,72.93,-0.7,2.2,0,-5.5,0,0.245450267
10/12/2019 3:00,518,0.6,-25.15984655,-0.097,-3.01,-0.17,180.2,257.9,-2.84,-77.7,-80.54,16.44,-14.22,0.212,9.4,0.787,0.113,8.7,0.31,0.114,6.8,0.111,0.111,0,0,-36651.8,6.8,406,0,0,0,41,1.04,3.3,-1.9,0.15,72.86,-0.7,2.1,0,3.2,0,0.618589883
10/12/2019 4:00,512,0.38,-27.63746803,0.194,-3.25,-0.16,180.1,259.7,-3.09,-79.6,-82.69,16.47,-13.96,0.212,9.4,0.787,0.113,8.7,0.311,0.114,6.7,0.111,0.111,0.5,0,-44534.4,6.6,582,0,0,0,139,2.2,6.41,2.4,0.15,72.82,-0.7,2.1,0,7.8,1,0.908243415
10/12/2019 5:00,521.2,0.54,-32.7685422,-0.097,-1.87,0.18,179.4,256.7,-2.05,-77.3,-79.35,16.49,-14.87,0.212,9.4,0.789,0.113,8.7,0.313,0.114,6.5,0.111,0.111,1.4,0,-52082.9,6.5,710,0,0,0,139,2.21,6.24,5.6,0.15,72.75,-0.7,2,0,10.6,1,1.128215907
10/12/2019 6:00,520,0.7,-36.84462916,1.259,-2.72,0.43,178.7,257.3,-3.15,-78.6,-81.75,16.5,-14.66,0.212,9.4,0.789,0.113,8.7,0.313,0.114,6.4,0.113,0.111,2.8,0,-59565.6,6.4,776,0,0,0,332,2.76,9,8.9,0.13,72.67,-0.7,2,0,13.6,1,1.427578341
10/12/2019 7:00,519.8,0.38,-39.1943734,232.6,115.1,36.86,180,280.5,78.24,-100.5,-22.26,16.52,-9.08,0.212,9.4,0.789,0.113,8.6,0.314,0.114,6.3,0.114,0.111,4.5,0,-68170.3,6.3,772,0,0,0,317,4.32,13.76,9.9,0.09,72.6,-0.9,1.8,0,13.8,1,1.487974609
10/12/2019 8:00,504.2,0.36,-28.16496164,652.1,302.4,55,187.6,316.7,247.4,-129.1,118.3,16.53,0.925,0.212,9.4,0.791,0.113,8.6,0.312,0.114,6.2,0.111,0.111,6,0,-74575.4,6.2,699,0,0,0,314,4.81,11.76,9.8,0.09,72.57,-0.8,1.7,0,13.4,1,1.447413793
10/12/2019 9:00,494,0.78,-17.08759591,1055,496.1,88.4,197,363.3,407.7,-166.3,241.4,16.53,7.175,0.212,9.4,0.792,0.113,8.6,0.315,0.114,6.2,0.111,0.111,7.4,0,-80666.9,6.1,563,0,0,0,322,6.24,11.82,9.3,0.09,72.57,-0.7,1.7,0,12.2,1,1.331168221
10/12/2019 10:00,494,0.78,-10.35805627,1363,657.2,111,202.2,399.9,546.2,-197.7,348.5,16.53,13.38,0.212,9.4,0.793,0.113,8.6,0.315,0.114,6.1,0.111,0.112,8.3,0,-86855.1,6.1,323,0,0,0,299,5.76,13.21,8.5,0.12,72.6,-0.8,1.8,0,10.8,1,1.175364086
10/12/2019 11:00,494,0.8,-6.234015345,1540,760.7,127.4,210.7,426,633.3,-215.3,418,16.52,18.91,0.212,9.3,0.792,0.113,8.5,0.31,0.114,6.2,0.114,0.112,8.7,0,-93131.3,6.1,25,0,0,0,290,4.41,8,7.4,0.13,72.62,-0.6,1.7,0,7.4,1,0.899711114
10/12/2019 12:00,486.8,0.38,16.3842711,1577,799.1,129.7,210.1,432.1,669.4,-222,447.4,16.49,20.95,0.212,9.3,0.791,0.113,8.5,0.311,0.114,6.2,0.113,0.112,8.6,0,-91980.4,6.2,7,0,0,0,280,3.12,5.99,4.7,0.13,72.64,-0.6,1.8,0,4.9,1,0.736240546
10/12/2019 13:00,486.8,0.38,37.16432225,1464,758.4,125.1,212.5,434.9,633.3,-222.4,410.9,16.45,22.63,0.212,9.3,0.79,0.113,8.5,0.312,0.113,6.4,0.111,0.112,8.1,0,-94405.1,6.3,0,0,0,0,288,2.35,4.73,1.2,0.13,72.68,-0.6,1.9,0,0.6,1,0.507991965
10/12/2019 14:00,486.8,0.38,42.407289,1223,648.8,105.5,212.3,420.4,543.3,-208.1,335.2,16.4,21.21,0.212,9.3,0.79,0.113,8.4,0.311,0.113,6.5,0.112,0.112,7.5,0,-95696.4,6.4,0,0,0,0,291,1.7,5.47,-2,0.13,72.72,-0.6,2,0,-2.4,0,0.381997642
10/12/2019 15:00,496.4,0.92,35.43797954,793.7,485.7,75.97,213.4,385.1,409.73,-171.7,238.03,16.35,14.32,0.212,9.3,0.79,0.113,8.4,0.314,0.113,6.6,0.114,0.112,6.7,0,-95498.3,6.5,0,0,0,0,292,1.68,4.97,-4.2,0.13,72.76,-0.6,2,0,-5.2,0,0.284822261
10/12/2019 16:00,496.4,0.92,21.32352941,88.9,27.67,4.67,216.1,343.1,23,-127,-104,16.3,4.195,0.212,9.3,0.79,0.113,8.4,0.312,0.113,6.7,0.117,0.112,6,0,-95894.9,6.6,0,0,0,0,297,2.49,4.35,-4.4,0.13,72.79,-0.6,2,0,-5.6,0,0.272368269
10/12/2019 17:00,496.4,0.92,-1.21483376,50.63,13.92,2.63,213.5,328.1,11.29,-114.6,-103.31,16.24,0.785,0.212,9.3,0.79,0.113,8.4,0.313,0.113,6.8,0.114,0.112,5.2,0,-96492.9,6.7,0,0,0,0,299,2.4,4.64,-4.6,0.14,72.79,-0.6,2,0,-5.6,0,0.262368269
10/12/2019 18:00,500.4,0.64,-12.78772379,0.097,-3.96,0.49,206.3,302.5,-4.45,-96.2,-100.65,16.2,-4.725,0.212,9.3,0.789,0.113,8.4,0.311,0.113,6.8,0.113,0.112,4.6,0,-98309.5,6.8,0,0,0,0,298,1.45,3.41,-5.6,0.13,72.79,-0.6,2,0,-6.5,0,0.245551679
10/12/2019 19:00,500.4,0.64,-22.9859335,0.097,-3.67,0.17,203,294.7,-3.84,-91.7,-95.54,16.18,-6.204,0.212,9.3,0.79,0.113,8.3,0.313,0.113,6.8,0.116,0.112,3.9,0,-99631.2,6.8,0,0,0,0,303,1.95,3.46,-6.6,0.13,72.79,-0.6,2,0,-7.7,0,0.212267551
10/12/2019 20:00,500.6,0.64,-25.54347826,0,-3.52,-0.1,196.9,280.3,-3.42,-83.4,-86.82,16.17,-9.34,0.212,9.3,0.79,0.113,8.3,0.318,0.113,6.8,0.118,0.112,3.3,0,-99906.9,6.8,0,0,0,0,296,1.67,3.44,-6.7,0.13,72.78,-0.6,2,0,-8,0,0.204367316
10/12/2019 21:00,517.4,0.24,-23.59335038,0,-3.55,0.09,193.5,279.5,-3.64,-86,-89.64,16.17,-9.45,0.212,9.3,0.79,0.113,8.3,0.321,0.113,6.8,0.116,0.112,2.8,0,-99999,6.8,0,0,0,0,296,1.74,3.8,-7.6,0.12,72.81,-0.6,2,0,-8.6,0,0.19905105
10/12/2019 22:00,517.4,0.24,-22.05882353,0,-2.87,0.08,194.7,279.6,-2.95,-84.9,-87.85,16.18,-9.55,0.212,9.3,0.79,0.113,8.3,0.318,0.113,6.8,0.116,0.112,2.2,0,-99999,6.8,0,0,0,0,297,2.37,3.94,-7.8,0.13,72.82,-0.6,2,0,-8.7,0,0.18655986
10/12/2019 23:00,517.4,0.24,-21.03580563,-0.097,-2.4,0.35,193.9,278.6,-2.75,-84.7,-87.45,16.18,-9.82,0.212,9.3,0.792,0.113,8.3,0.322,0.113,6.7,0.115,0.111,1.7,0,-99999,6.7,0,0,0,0,294,1.75,3.92,-8.1,0.12,72.85,-0.6,2,0,-9.2,0,0.184361284
10/13/2019 0:00,534.6,0.5,-20.41240409,0,-3.23,-0.12,192.5,269.2,-3.11,-76.7,-79.81,16.21,-11.93,0.212,9.3,0.79,0.113,8.2,0.315,0.113,6.7,0.116,0.111,1.3,0,-99999,6.6,0,0,0,0,297,1.93,3.44,-8.8,0.12,72.88,-0.6,2,0,-9.8,0,0.170275686
10/13/2019 1:00,534.6,0.5,-20.2685422,0.097,-2.84,-0.13,191.3,268.8,-2.71,-77.5,-80.21,16.23,-11.9,0.212,9.3,0.788,0.113,8.2,0.311,0.114,6.6,0.112,0.111,0.9,0,-99999,6.6,34,0,0,0,298,2.07,3.82,-8.5,0.12,72.9,-0.6,2,0,-9.2,0,0.184361284
10/13/2019 2:00,534.6,0.5,-20.63618926,0,-3.37,-0.28,190.3,266.1,-3.09,-75.8,-78.89,16.25,-12.86,0.212,9.3,0.789,0.113,8.2,0.312,0.114,6.5,0.11,0.111,0.5,0,-99999,6.5,206,0,0,0,320,1.71,3.74,-4.9,0.15,72.87,-0.6,2,0,-2.7,0,0.350701434
10/13/2019 3:00,532.6,0.28,-22.07480818,0,-1.92,0.72,189.2,268.5,-2.64,-79.3,-81.94,16.28,-12.1,0.212,9.2,0.789,0.113,8.2,0.308,0.114,6.4,0.111,0.111,0.3,0,-99999,6.4,402,0,0,0,87,0.97,2.83,1.1,0.16,72.84,-0.6,1.9,0,6.1,1,0.781603121
10/13/2019 4:00,532.8,0.28,-23.89705882,0.097,-2.55,0.28,188.2,266.7,-2.83,-78.5,-81.33,16.31,-12.49,0.212,9.2,0.789,0.113,8.2,0.309,0.114,6.3,0.115,0.111,0.8,0,-99999,6.3,578,0,0,0,130,2.26,4.8,5.1,0.15,72.82,-0.6,1.9,0,10.6,1,1.128215907
10/13/2019 5:00,532.6,0.28,-26.56649616,-0.097,-2.53,-0.11,188,263.3,-2.42,-75.3,-77.72,16.35,-13.17,0.212,9.2,0.789,0.113,8.2,0.31,0.114,6.1,0.114,0.111,1.8,0,-99999,6.2,697,0,0,0,145,2.77,8.52,8.2,0.15,72.8,-0.6,1.8,0,12.8,1,1.328288125
10/13/2019 6:00,534,0.24,-32.11317136,1.065,-1.71,0.68,187.7,263.7,-2.39,-76,-78.39,16.38,-13.32,0.212,9.2,0.791,0.113,8.2,0.312,0.114,6,0.111,0.111,3.2,0,-99999,6,758,0,0,0,330,5.05,12.35,10.2,0.12,72.77,-0.7,1.8,0,14.7,1,1.552686407
10/13/2019 7:00,534.2,0.24,-34.14322251,231.2,116.4,12.58,186.6,277.7,103.82,-91.1,12.72,16.41,-10.22,0.212,9.2,0.793,0.113,8.1,0.31,0.114,5.9,0.11,0.111,4.8,0,-99999,5.9,759,0,0,0,345,6.22,10.89,10.7,0.11,72.7,-0.8,2,0,14,1,1.488604859
10/13/2019 8:00,534.2,0.24,-24.68030691,647,298.2,55.34,197.5,327,242.86,-129.5,113.36,16.43,3.273,0.212,9.2,0.793,0.113,8.1,0.307,0.114,5.9,0.11,0.111,6.2,0,-99999,5.8,690,0,0,0,339,5.01,10.5,11.6,0.12,72.64,-1,1.9,0,14.7,1,1.552686407
10/13/2019 9:00,504,0.12,-14.49808184,1047,493.6,96.7,205,380.5,396.9,-175.5,221.4,16.44,13.29,0.212,9.2,0.789,0.113,8.1,0.307,0.114,5.8,0.11,0.112,7.4,0,-99999,5.7,556,0,0,0,318,3.37,8.53,12.2,0.12,72.63,-0.8,1.8,0,15.4,1,1.629761807
10/13/2019 10:00,504.2,0.12,-8.887468031,1351,653.7,123.1,212,417.3,530.6,-205.3,325.3,16.46,20.14,0.212,9.2,0.789,0.113,8.1,0.309,0.114,5.8,0.11,0.112,8.4,0,-99999,5.7,313,0,0,0,313,3.17,7.51,11.4,0.12,72.63,-0.7,1.7,0,14.2,1,1.49947137
10/13/2019 11:00,504,0.12,-5.099104859,1481,741.1,130.8,219.2,422.5,610.3,-203.3,407,16.47,21.17,0.212,9.2,0.789,0.113,8.1,0.311,0.114,5.9,0.11,0.112,9,0,-99999,5.8,41,0,0,0,310,2.99,6.5,8.1,0.11,72.65,-0.7,1.9,0,8.8,1,1.022640781
10/13/2019 12:00,497.4,0.5,16.40025575,1539,783,135.9,219.6,425.8,647.1,-206.2,440.9,16.44,21.74,0.212,9.2,0.789,0.113,8.1,0.31,0.114,6,0.115,0.112,8.9,0,-99999,5.8,6,0,0,0,297,3.62,6.15,5,0.12,72.69,-0.7,1.8,0,4.8,1,0.740207413
10/13/2019 13:00,497.4,0.5,39.21035806,1432,746.7,126.6,222,440.6,620.1,-218.6,401.5,16.4,24.8,0.212,9.2,0.789,0.113,8,0.31,0.114,6,0.114,0.113,8.5,0,-99999,6,0,0,0,0,299,3.68,5.79,2.9,0.14,72.74,-0.7,1.9,0,2.7,1,0.601783242
10/13/2019 14:00,497.4,0.5,47.12276215,1204,641.2,105.6,223.2,430.1,535.6,-206.9,328.7,16.35,22.93,0.212,9.2,0.789,0.113,8,0.307,0.114,6.2,0.112,0.113,7.9,0,-99999,6.2,0,0,0,0,232,1.98,5.18,1.3,0.14,72.76,-0.7,1.9,0,0.7,1,0.502626504
10/13/2019 15:00,527.2,0.92,43.01470588,784.3,477.4,75.03,222.1,405.3,402.37,-183.2,219.17,16.3,18.1,0.212,9.1,0.789,0.113,8,0.31,0.114,6.3,0.112,0.112,7.2,0,-99999,6.3,0,0,0,0,288,1.76,3.4,-0.9,0.14,72.79,-0.7,2,0,-1.6,0,0.403231629
10/13/2019 16:00,527.2,0.92,27.04603581,98.6,33.88,5.3,220.3,345.2,28.58,-124.9,-96.32,16.25,5.033,0.212,9.1,0.789,0.113,8,0.308,0.114,6.4,0.115,0.112,6.5,0,-99999,6.4,0,0,0,0,300,2.1,5.79,-1.7,0.16,72.8,-0.7,2,0,-2.8,0,0.336985384
10/13/2019 17:00,527.2,0.92,1.070971867,48.11,12.72,1.58,216.1,324.1,11.14,-108,-96.86,16.2,0.464,0.212,9.1,0.789,0.113,8,0.309,0.114,6.5,0.115,0.112,5.8,0,-99999,6.5,0,0,0,0,302,2.22,4.7,-2.2,0.17,72.81,-0.7,2,0,-3.2,0,0.312364242
10/13/2019 18:00,506.8,0.32,-11.62084399,0,-3.86,0.25,220.4,317.4,-4.11,-97,-101.11,16.17,-1.102,0.212,9.1,0.789,0.113,8,0.307,0.114,6.6,0.117,0.112,5.2,0,-99999,6.6,0,0,0,0,297,2.11,4.55,-2,0.18,72.8,-0.6,2,0,-2.9,0,0.313293779
10/13/2019 19:00,506.8,0.32,-17.45524297,0.097,-3.15,0.02,219.2,309.5,-3.17,-90.3,-93.47,16.14,-2.925,0.212,9.1,0.789,0.113,8,0.305,0.114,6.6,0.116,0.112,4.7,0,-99999,6.6,0,0,0,0,298,1.94,3.86,-2.8,0.19,72.8,-0.6,2,0,-3.7,0,0.274624398
10/13/2019 20:00,506.8,0.32,-22.53836317,0,-2.31,-0.18,215.7,297,-2.13,-81.3,-83.43,16.13,-5.786,0.212,9.1,0.789,0.113,7.9,0.304,0.114,6.7,0.117,0.112,4.2,0,-99999,6.7,0,0,0,0,302,2.31,4.57,-2.6,0.2,72.8,-0.6,2,0,-3.6,0,0.268125395
10/13/2019 21:00,529.2,0.34,-26.03900256,0.097,-2.98,0.04,208.2,287.6,-3.02,-79.4,-82.42,16.14,-7.579,0.212,9.1,0.789,0.113,7.9,0.306,0.114,6.7,0.118,0.112,3.7,0,-99999,6.7,0,0,0,0,301,1.48,3.36,-3,0.21,72.8,-0.7,2,0,-4,0,0.244260186
10/13/2019 22:00,529,0.32,-23.38554987,0,-3.38,0.11,209.8,287.6,-3.49,-77.8,-81.29,16.14,-7.783,0.212,9.1,0.791,0.113,7.9,0.303,0.114,6.6,0.115,0.112,3.3,0,-99999,6.6,0,0,0,0,296,1.37,3.25,-3.9,0.2,72.81,-0.7,2,0,-5,0,0.221176492
10/13/2019 23:00,529.2,0.34,-21.49936061,-0.097,-2.85,-0.96,213.5,284.8,-1.89,-71.3,-73.19,16.15,-8.19,0.212,9.1,0.789,0.113,7.9,0.3,0.114,6.6,0.116,0.112,2.9,0,-99999,6.6,0,0,0,0,296,1.97,3.61,-4.1,0.21,72.82,-0.7,2.1,0,-5.1,0,0.20798867
10/14/2019 0:00,546,0.44,-20.12468031,0,-3.48,-0.37,213.3,282.6,-3.11,-69.3,-72.41,16.17,-9,0.212,9.1,0.789,0.113,7.9,0.296,0.114,6.6,0.117,0.112,2.5,0,-99999,6.6,0,0,0,0,302,2.08,4.41,-4.5,0.22,72.84,-0.7,2.1,0,-5.4,0,0.188553183
10/14/2019 1:00,546,0.44,-19.19757033,0,-2.47,0,223,285.5,-2.47,-62.5,-64.97,16.19,-8.16,0.212,9.1,0.787,0.113,7.9,0.295,0.114,6.5,0.117,0.111,2.1,0,-99999,6.5,32,0,0,0,299,1.61,3.26,-4.4,0.22,72.83,-0.7,2.1,0,-5,0,0.201176492
10/14/2019 2:00,546.2,0.44,-18.41432225,0,-3.69,-0.3,215,282.7,-3.39,-67.7,-71.09,16.2,-8.8,0.212,9.1,0.787,0.113,7.9,0.293,0.114,6.4,0.112,0.112,1.8,0,-99999,6.4,204,0,0,0,341,0.74,1.83,-1.2,0.27,72.78,-0.6,1.9,0,1.6,0,0.415695074
10/14/2019 3:00,539.6,0.5,-17.98273657,-0.097,-2.52,-0.13,213.3,281.7,-2.39,-68.4,-70.79,16.23,-9.21,0.212,9,0.787,0.113,7.9,0.295,0.114,6.4,0.11,0.112,1.8,0,-99999,6.4,385,0,0,0,136,1.83,4.51,4,0.28,72.76,-0.7,1.9,0,8.5,1,0.829852891
10/14/2019 4:00,539.8,0.5,-17.80690537,0.097,-2.75,-0.07,211.9,280.4,-2.68,-68.5,-71.18,16.25,-9.28,0.212,9,0.787,0.113,7.9,0.295,0.114,6.3,0.11,0.111,2.3,0,-99999,6.3,558,0,0,0,127,1.94,6.23,8,0.29,72.74,-0.6,1.8,0,12.9,1,1.198001521
10/14/2019 5:00,539.6,0.5,-17.95076726,0,-2.19,0.79,213.1,281.6,-2.98,-68.5,-71.48,16.28,-9.13,0.212,9,0.787,0.113,7.9,0.293,0.114,6.2,0.112,0.111,3.4,0,-99999,6.2,683,0,0,0,305,3.1,8.45,10.7,0.32,72.69,-0.6,1.7,0,15.8,1,1.475188282
10/14/2019 6:00,539.8,0.34,-18.46227621,0.968,-2.17,-0.06,212.9,279.6,-2.11,-66.7,-68.81,16.3,-9.5,0.212,9,0.787,0.113,7.9,0.298,0.114,6.1,0.114,0.111,4.7,0,-99999,6.1,748,0,0,0,337,7.36,13.76,11,0.31,72.65,-1,2,0,15.1,1,1.406356408
10/14/2019 7:00,539.8,0.34,-18.87787724,213.9,105,7.91,214.6,294.5,97.09,-79.9,17.19,16.31,-6.375,0.212,9,0.789,0.113,7.8,0.297,0.114,6,0.117,0.111,6.1,0,-99999,6,682,0,0,0,339,8.32,13.76,10.8,0.3,72.63,-0.9,2,0,13.8,1,1.277974609
10/14/2019 8:00,539.8,0.34,-16.00063939,644.5,298.1,53.42,233.9,347.2,244.68,-113.3,131.38,16.33,7.139,0.212,9,0.789,0.113,7.8,0.295,0.114,6,0.115,0.112,7.3,0,-99999,5.9,660,0,0,0,341,7.03,13.51,11.1,0.29,72.61,-0.9,2,0,13.9,1,1.298260345
10/14/2019 9:00,515.8,0.42,-13.12340153,1027,472.9,93.4,231.5,390.6,379.5,-159.1,220.4,16.34,14.84,0.212,9,0.789,0.113,7.8,0.294,0.114,6,0.117,0.112,8.2,0,-99999,5.9,508,0,0,0,339,7.62,13.97,10.9,0.25,72.62,-1,2,0,13.2,1,1.267478723
10/14/2019 10:00,515.8,0.42,-11.66879795,1333,632.9,118.3,239.8,432.3,514.6,-192.5,322.1,16.35,22.17,0.212,9,0.787,0.113,7.8,0.292,0.114,6,0.115,0.112,8.9,0,-99999,5.9,293,0,0,0,313,5.91,12.34,10.2,0.22,72.65,-1,1.7,0,12.4,1,1.21998895
10/14/2019 11:00,515.8,0.42,30.00319693,1512,735.7,133,244.5,440.8,602.7,-196.3,406.4,16.34,24.68,0.212,9,0.787,0.113,7.8,0.301,0.114,6,0.111,0.112,9.3,0,-99999,6.1,28,0,0,0,308,5.02,10.89,9,0.2,72.68,-0.8,1.9,0,9.1,1,0.955839355
10/14/2019 12:00,512.2,0.58,40.5370844,1540,760.5,129.7,244.1,431.7,630.8,-187.6,443.2,16.31,23.36,0.212,9,0.787,0.113,7.8,0.3,0.114,6.1,0.111,0.113,9.1,0,-99999,6.1,6,0,0,0,292,3,6.8,7.8,0.22,72.73,-0.6,1.8,0,7.4,1,0.809711114
10/14/2019 13:00,512.2,0.58,44.9488491,940,519.4,85.6,240.9,419.2,433.8,-178.3,255.5,16.28,21.2,0.212,9,0.787,0.113,7.8,0.303,0.114,6.3,0.113,0.113,8.7,0,-99999,6.2,0,0,0,0,288,2.31,4.77,4.8,0.22,72.78,-0.6,1.8,0,4.5,1,0.622329745
10/14/2019 14:00,512.2,0.58,45.95588235,1191,621,105.3,242.2,429.8,515.7,-187.6,328.1,16.25,22.85,0.212,9,0.787,0.113,7.8,0.303,0.114,6.4,0.116,0.113,8.2,0,-99999,6.4,0,0,0,0,292,1.73,3.86,1.9,0.23,72.81,-0.7,1.9,0,1.5,0,0.450786994
10/14/2019 15:00,518.6,0.72,35.70971867,761.4,455.2,69.7,237.2,397.5,385.5,-160.3,225.2,16.22,16.5,0.212,9,0.787,0.113,7.7,0.302,0.114,6.5,0.117,0.113,7.6,0,-99999,6.5,0,0,0,0,256,1.07,2.85,-0.3,0.22,72.88,-0.6,1.9,0,-1.2,0,0.339471846
10/14/2019 16:00,518.6,0.72,22.37851662,96.5,31.86,4.91,230.2,349.5,26.95,-119.3,-92.35,16.19,5.95,0.212,9,0.787,0.113,7.7,0.301,0.114,6.6,0.118,0.112,7,0,-99999,6.6,0,0,0,0,288,2.15,6.06,-1.6,0.23,72.93,-0.7,1.9,0,-2.5,0,0.278207422
10/14/2019 17:00,518.6,0.72,1.646419437,50.24,14.71,2.27,231.3,334.6,12.44,-103.3,-90.86,16.16,2.551,0.212,8.9,0.787,0.113,7.7,0.302,0.114,6.7,0.118,0.112,6.3,0,-99999,6.7,0,0,0,0,292,2.26,6.16,-1.5,0.23,72.95,-0.7,1.9,0,-2.4,0,0.281997642
10/14/2019 18:00,525.2,0.74,-8.887468031,0.097,-3.65,-0.17,231.2,319.8,-3.48,-88.6,-92.08,16.14,-0.849,0.212,8.9,0.787,0.113,7.7,0.3,0.114,6.8,0.12,0.112,5.7,0,-99999,6.7,0,0,0,0,264,1.5,3.27,-3,0.23,72.99,-0.6,1.9,0,-3.8,0,0.23114662
