Lab_ID_LBNL,IGSN,Latitude,Longitude,Location,Field_Site,Elevation,Block,Plot,Replicate,Topographic_Position,Depth_Increment,Date_Collected
415,,38.920348989,-106.948501952,East_River,Pumphouse_Hillslope,2765,B,B2,1,Upslope,0-5 cm,10/27/2017
416,,38.920348989,-106.948501952,East_River,Pumphouse_Hillslope,2765,B,B2,1,Upslope,5-15,10/27/2017
417,,38.920348989,-106.948501952,East_River,Pumphouse_Hillslope,2765,B,B2,1,Upslope,15 cm +,10/27/2017
418,,38.920406451,-106.948476151,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,0-5 cm,10/27/2017
419,,38.920406451,-106.948476151,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,5-15,10/27/2017
420,,38.920406451,-106.948476151,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,15 cm +,10/27/2017
421,,38.920399924,-106.948679128,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,0-5 cm,10/27/2017
422,,38.920399924,-106.948679128,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,5-15,10/27/2017
423,,38.920399924,-106.948679128,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,15 cm +,10/27/2017
424,,38.920452832,-106.948680435,East_River,Pumphouse_Hillslope,2765,C,C1,2,Downslope,0-5 cm,10/27/2017
425,,38.920452832,-106.948680435,East_River,Pumphouse_Hillslope,2765,C,C1,2,Downslope,5-15,10/27/2017
426,,38.920452832,-106.948680435,East_River,Pumphouse_Hillslope,2765,C,C1,2,Downslope,15 cm +,10/27/2017
427,,38.920439573,-106.948803246,East_River,Pumphouse_Hillslope,2765,C,C2,1,Upslope,0-5 cm,10/27/2017
428,,38.920439573,-106.948803246,East_River,Pumphouse_Hillslope,2765,C,C2,1,Upslope,5-15,10/27/2017
429,,38.920439573,-106.948803246,East_River,Pumphouse_Hillslope,2765,C,C2,1,Upslope,15 cm +,10/27/2017
430,,38.920487572,-106.948785516,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,0-5 cm,10/27/2017
431,,38.920487572,-106.948785516,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,5-15,10/27/2017
432,,38.920487572,-106.948785516,East_River,Pumphouse_Floodplain,2765,C,C2,2,Downslope,15 cm +,10/27/2017
433,,38.921024140,-106.948093340,East_River,Pumphouse_Floodplain,2750,F,F1,1,,0-5 cm,10/27/2017
434,,38.921024140,-106.948093340,East_River,Pumphouse_Floodplain,2750,F,F1,1,,5-15,10/27/2017
435,,38.921024140,-106.948093340,East_River,Pumphouse_Floodplain,2750,F,F1,1,,15 cm +,10/27/2017
436,,38.921201066,-106.947952178,East_River,Pumphouse_Floodplain,2750,F,F2,2,,0-5 cm,10/27/2017
437,,38.921201066,-106.947952178,East_River,Pumphouse_Floodplain,2750,F,F2,2,,5-15,10/27/2017
438,,38.921201066,-106.947952178,East_River,Pumphouse_Floodplain,2750,F,F2,2,,15 cm +,10/27/2017
439,,38.921359991,-106.947827676,East_River,Pumphouse_Floodplain,2750,F,F3,3,,0-5 cm,10/27/2017
440,,38.921359991,-106.947827676,East_River,Pumphouse_Floodplain,2750,F,F3,3,,5-15,10/27/2017
441,,38.921359991,-106.947827676,East_River,Pumphouse_Floodplain,2750,F,F3,3,,15 cm +,10/27/2017
442,,38.920689158,-106.948457127,East_River,Pumphouse_Toeslope,2750,TS,TS,1,,0-5 cm,10/27/2017
443,,38.920689158,-106.948457127,East_River,Pumphouse_Toeslope,2750,TS,TS,1,,5-15,10/27/2017
444,,38.920689158,-106.948457127,East_River,Pumphouse_Toeslope,2750,TS,TS,1,,15 cm +,10/27/2017
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
