Lab_ID_LBNL,IGSN,Latitude,Longitude,Location,Field_Site,Elevation,Block,Plot,Replicate,Topographic_Position,Depth_Increment,Date_Collected,Soil Water Content (g H2O per gram  soil),Soil pH 
1,,38.92022817,-106.9486757,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,0-5 cm,9/12/2016,0.080,6
2,,38.92022817,-106.9486757,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,5-15 cm,9/12/2016,0.090,5.96
3,,38.92022817,-106.9486757,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,15 cm +,9/12/2016,0.080,6.07
4,,38.92027083,-106.9486578,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,0-5 cm,9/12/2016,0.070,6.16
5,,38.92027083,-106.9486578,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,5-15 cm,9/12/2016,0.130,6.29
6,,38.92027083,-106.9486578,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,15 cm +,9/12/2016,0.120,6.34
7,,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,0-5 cm,9/12/2016,0.130,6.57
8,,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,5-15 cm,9/12/2016,0.100,6.5
9,,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,15 cm +,9/12/2016,0.070,6.46
10,,38.92025952,-106.9488273,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,0-5 cm,9/12/2016,0.150,6.43
11,,38.92025952,-106.9488273,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,5-15 cm,9/12/2016,0.170,6.39
12,,38.92025952,-106.9488273,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,15 cm +,9/12/2016,0.260,6.49
13,,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,0-5 cm,9/12/2016,0.090,6.67
14,,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,5-15 cm,9/12/2016,0.210,6.49
15,,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,15 cm +,9/12/2016,0.110,6.6
16,,38.92034772,-106.9483399,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,0-5 cm,9/12/2016,0.160,6.55
17,,38.92034772,-106.9483399,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,5-15 cm,9/12/2016,0.120,6.49
18,,38.92034772,-106.9483399,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,15 cm +,9/12/2016,0.110,6.43
19,,38.92034595,-106.9485022,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,0-5 cm,9/12/2016,0.130,6.43
20,,38.92034595,-106.9485022,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,5-15 cm,9/12/2016,0.130,6.5
21,,38.92034595,-106.9485022,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,15 cm +,9/12/2016,0.110,6.52
22,,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,0-5 cm,9/12/2016,0.140,6.51
23,,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,5-15 cm,9/12/2016,0.150,6.64
24,,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,15 cm +,9/12/2016,0.170,6.68
25,,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,0-5 cm,9/12/2016,0.110,6.57
26,,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,5-15 cm,9/12/2016,0.100,6.62
27,,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,15 cm +,9/12/2016,0.090,6.56
28,,38.92045047,-106.9486656,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,0-5 cm,9/12/2016,0.110,6.6
29,,38.92045047,-106.9486656,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,5-15 cm,9/12/2016,0.130,6.62
30,,38.92045047,-106.9486656,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,15 cm +,9/12/2016,0.100,6.51
31,,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,0-5 cm,9/12/2016,0.170,6.71
32,,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,5-15 cm,9/12/2016,0.200,6.68
33,,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,15 cm +,9/12/2016,0.160,6.7
34,,38.920496,-106.9487843,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,0-5 cm,9/12/2016,0.190,6.75
35,,38.920496,-106.9487843,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,5-15 cm,9/12/2016,0.190,6.7
36,,38.920496,-106.9487843,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,15 cm +,9/12/2016,0.150,6.71
37,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Upslope,0-5 cm,9/12/2016,0.600,6.29
38,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Upslope,5-15 cm,9/12/2016,0.540,6.47
39,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Upslope,15 cm +,9/12/2016,0.400,6.58
40,,38.92118901,-106.9479755,East_River,Pumphouse_Floodplain,2750,F,F2,2,Upslope,0-5 cm,9/12/2016,0.540,6.49
41,,38.92118901,-106.9479755,East_River,Pumphouse_Floodplain,2750,F,F2,2,Upslope,5-15 cm,9/12/2016,0.560,6.74
42,,38.92118901,-106.9479755,East_River,Pumphouse_Floodplain,2750,F,F2,2,Upslope,15 cm +,9/12/2016,0.420,6.65
43,,38.92134244,-106.9477999,East_River,Pumphouse_Floodplain,2750,F,F3,3,Upslope,0-5 cm,9/12/2016,1.090,6.99
44,,38.92134244,-106.9477999,East_River,Pumphouse_Floodplain,2750,F,F3,3,Upslope,5-15 cm,9/12/2016,1.100,6.63
45,,38.92134244,-106.9477999,East_River,Pumphouse_Floodplain,2750,F,F3,3,Upslope,15 cm +,9/12/2016,0.310,6.87
49,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,0-5 cm,10/20/2016,0.200,6.02
50,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,5-15 cm,10/20/2016,0.140,5.98
51,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,15 cm +,10/20/2016,0.170,5.95
52,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Downslope,0-5 cm,10/20/2016,0.150,6.2
53,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Downslope,5-15 cm,10/20/2016,0.150,6.29
54,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Downslope,15 cm +,10/20/2016,0.120,6.07
55,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Upslope,0-5 cm,10/20/2016,0.220,6.21
56,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Upslope,5-15 cm,10/20/2016,0.610,6.17
57,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Upslope,15 cm +,10/20/2016,0.130,6.2
58,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Downslope,0-5 cm,10/20/2016,0.220,6.23
59,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Downslope,5-15 cm,10/20/2016,0.190,5.97
60,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Downslope,15 cm +,10/20/2016,0.210,5.8
61,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Upslope,0-5 cm,10/20/2016,0.150,6.13
62,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Upslope,5-15 cm,10/20/2016,0.140,6.12
63,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Upslope,15 cm +,10/20/2016,0.090,6.07
64,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Downslope,0-5 cm,10/20/2016,0.090,6.04
65,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Downslope,5-15 cm,10/20/2016,0.140,5.86
66,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Downslope,15 cm +,10/20/2016,0.090,5.77
67,,38.95600613,-107.0289451,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Upslope,0-5 cm,10/20/2016,0.150,6.17
68,,38.95600613,-107.0289451,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Upslope,5-15 cm,10/20/2016,0.160,5.77
69,,38.95600613,-107.0289451,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Upslope,15 cm +,10/20/2016,0.130,5.41
70,,38.95601972,-107.028897,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Downslope,0-5 cm,10/20/2016,0.120,5.89
71,,38.95601972,-107.028897,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Downslope,5-15 cm,10/20/2016,0.150,6.07
72,,38.95601972,-107.028897,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Downslope,15 cm +,10/20/2016,0.160,5.74
73,,38.95572723,-107.0288493,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Upslope,0-5 cm,10/20/2016,0.160,5.87
74,,38.95572723,-107.0288493,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Upslope,5-15 cm,10/20/2016,0.160,5.94
75,,38.95572723,-107.0288493,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Upslope,15 cm +,10/20/2016,0.180,6.03
76,,38.95573168,-107.0287902,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Downslope,0-5 cm,10/20/2016,0.140,6.07
77,,38.95573168,-107.0287902,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Downslope,5-15 cm,10/20/2016,0.160,6.02
78,,38.95573168,-107.0287902,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Downslope,15 cm +,10/20/2016,0.160,5.96
79,,38.95514771,-107.0276516,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Upslope,0-5 cm,10/20/2016,0.140,6.13
80,,38.95514771,-107.0276516,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Upslope,5-15 cm,10/20/2016,0.150,6.09
81,,38.95514771,-107.0276516,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Upslope,15 cm +,10/20/2016,0.090,5.99
82,,38.95514736,-107.0284548,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Downslope,0-5 cm,10/20/2016,0.110,6.22
83,,38.95514736,-107.0284548,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Downslope,5-15 cm,10/20/2016,0.130,6.1
84,,38.95514736,-107.0284548,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Downslope,15 cm +,10/20/2016,0.150,5.71
85,,38.9740448,-107.0367259,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Upslope,0-5 cm,10/20/2016,0.410,5.59
86,,38.9740448,-107.0367259,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Upslope,5-15 cm,10/20/2016,0.340,5.49
87,,38.9740448,-107.0367259,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Upslope,15 cm +,10/20/2016,0.270,5.54
88,,38.97409283,-107.0367513,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Downslope,0-5 cm,10/20/2016,,5.69
89,,38.97409283,-107.0367513,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Downslope,5-15 cm,10/20/2016,0.280,5.64
90,,38.97409283,-107.0367513,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Downslope,15 cm +,10/20/2016,0.240,5.67
91,,38.97438861,-107.0365253,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Upslope,0-5 cm,10/20/2016,0.360,5.59
92,,38.97438861,-107.0365253,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Upslope,5-15 cm,10/20/2016,0.300,5.5
93,,38.97438861,-107.0365253,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Upslope,15 cm +,10/20/2016,0.290,5.57
94,,38.97443553,-107.0365009,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Downslope,0-5 cm,10/20/2016,0.290,5.58
95,,38.97443553,-107.0365009,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Downslope,5-15 cm,10/20/2016,0.310,5.76
96,,38.97443553,-107.0365009,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Downslope,15 cm +,10/20/2016,0.260,5.71
97,,38.97434007,-107.0370836,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Upslope,0-5 cm,10/20/2016,0.290,5.67
98,,38.97434007,-107.0370836,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Upslope,5-15 cm,10/20/2016,0.270,5.67
99,,38.97434007,-107.0370836,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Upslope,15 cm +,10/20/2016,0.190,5.5
100,,38.97438018,-107.0370661,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Downslope,0-5 cm,10/20/2016,0.190,5.09
101,,38.97438018,-107.0370661,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Downslope,5-15 cm,10/20/2016,0.210,5.23
102,,38.97438018,-107.0370661,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Downslope,15 cm +,10/20/2016,0.160,5.17
103,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Upslope,0-5 cm,10/20/2016,0.610,5.48
104,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Upslope,5-15 cm,10/20/2016,0.380,5.56
105,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Upslope,15 cm +,10/20/2016,0.540,5.26
106,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Downslope,0-5 cm,10/20/2016,0.340,5.32
107,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Downslope,5-15 cm,10/20/2016,0.360,5.05
108,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Downslope,15 cm +,10/20/2016,0.430,5.13
112,,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow_Pit_A1,0-5 cm,3/7/2017,0.330,7.78
113,,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow_Pit_A1,5-15 cm,3/7/2017,0.220,7.43
114,,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow_Pit_A1,15 cm +,3/7/2017,0.150,7.86
115,IEWFS0001,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow_Pit_A1,0-5 cm,3/7/2017,0.600,7.1
116,IEWFS0002,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow_Pit_A1,5-15 cm,3/7/2017,0.230,7.59
117,IEWFS0003,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow_Pit_A1,15 cm +,3/7/2017,0.190,7.5
118,IEWFS0004,38.92039953,-106.948287,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow_Pit_B1,0-5 cm,3/7/2017,1.620,7.14
119,IEWFS0005,38.92039953,-106.948287,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow_Pit_B1,5-15 cm,3/7/2017,0.230,7.4
120,IEWFS0006,38.92039953,-106.948287,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow_Pit_B1,15 cm +,3/7/2017,0.210,6.99
121,IEWFS0007,38.920406,-106.9482866,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow_Pit_B1,0-5 cm,3/7/2017,0.570,7.03
122,IEWFS0008,38.920406,-106.9482866,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow_Pit_B1,5-15 cm,3/7/2017,0.230,7.03
123,IEWFS0009,38.920406,-106.9482866,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow_Pit_B1,15 cm +,3/7/2017,0.210,6.95
124,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Snow_Pit_F1,0-5 cm,3/7/2017,,7.47
125,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Snow_Pit_F1,5-15 cm,3/7/2017,0.710,6.51
126,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Snow_Pit_F1,15 cm +,3/7/2017,0.560,6.65
127,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,2,Snow_Pit_F1,0-5 cm,3/7/2017,1.300,6.49
128,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,2,Snow_Pit_F1,5-15 cm,3/7/2017,0.490,7.07
129,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,2,Snow_Pit_F1,15 cm +,3/7/2017,0.590,6.8
133,,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow PitA1,0-5 cm,5/9/2017,0.580,6.66
134,IEWFS000A,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow PitA1,5-15 cm,5/9/2017,0.910,7.36
135,IEWFS000B,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,3,Snow PitA1,15 cm +,5/9/2017,0.380,6.65
136,,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow PitA1,0-5 cm,5/9/2017,0.850,6.73
137,,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow PitA1,5-15 cm,5/9/2017,0.570,7.27
138,,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,3,Snow PitA1,15 cm +,5/9/2017,0.540,6.84
139,IEWFS000C,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow PitA1,0-5 cm,5/9/2017,0.830,7.23
140,IEWFS000D,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow PitA1,5-15 cm,5/9/2017,0.500,6.85
141,IEWFS000E,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,3,Snow PitA1,15 cm +,5/9/2017,0.790,6.92
142,IEWFS000F,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow PitB1,0-5 cm,5/9/2017,4.000,7.04
143,IEWFS000G,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow PitB1,5-15 cm,5/9/2017,0.600,7
144,IEWFS000H,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,3,Snow PitB1,15 cm +,5/9/2017,0.670,6.85
145,IEWFS000I,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow PitB1,0-5 cm,5/9/2017,2.250,6.8
146,IEWFS000J,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow PitB1,5-15 cm,5/9/2017,0.590,6.93
147,IEWFS000K,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,3,Snow PitB1,15 cm +,5/9/2017,1.830,6.82
148,IEWFS000L,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow PitB1,0-5 cm,5/9/2017,1.000,6.61
149,IEWFS000M,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow PitB1,5-15 cm,5/9/2017,1.580,6.79
150,IEWFS000N,38.92045766,-106.9484528,East_River,Pumphouse_Hillslope,2765,B,B1,3,Snow PitB1,15 cm +,5/9/2017,0.730,6.7
151,IEWFS000O,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,1,Snow PitC1,0-5 cm,5/9/2017,1.090,7.09
152,IEWFS000P,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,2,Snow PitC1,5-15 cm,5/9/2017,3.130,6.78
153,IEWFS000Q,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,3,Snow PitC1,15 cm +,5/9/2017,0.470,6.23
154,,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,1,Snow PitC1,0-5 cm,5/9/2017,0.880,6.97
155,,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,2,Snow PitC1,5-15 cm,5/9/2017,1.380,6.68
156,,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,3,Snow PitC1,15 cm +,5/9/2017,2.250,6.68
157,IEWFS000R,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,1,Snow PitC1,0-5 cm,5/9/2017,0.910,7.05
158,IEWFS000S,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,2,Snow PitC1,5-15 cm,5/9/2017,0.750,6.33
159,IEWFS000T,38.92057636,-106.948748,East_River,Pumphouse_Hillslope,2765,C,C1,3,Snow PitC1,15 cm +,5/9/2017,1.600,6.75
160,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F1,1,,0-5 cm,5/9/2017,1.890,6.45
161,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F1,2,,5-15 cm,5/9/2017,0.580,6.41
162,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F1,3,,15 cm +,5/9/2017,1.820,6.37
163,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F2,1,,0-5 cm,5/9/2017,2.000,6.48
164,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F2,2,,5-15 cm,5/9/2017,1.710,6.66
165,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F2,3,,15 cm +,5/9/2017,2.500,6.95
166,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F3,1,,0-5 cm,5/9/2017,3.000,6.74
167,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F3,2,,5-15 cm,5/9/2017,1.170,7.13
168,,38.92120173,-106.9479383,East_River,Pumphouse_Floodplain,2750,F,F3,3,,15 cm +,5/9/2017,2.670,7.07
172,,38.92022545,-106.9487354,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,0-5 cm,6/9/2017,0.222,7.44
173,,38.92022545,-106.9487354,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,5-15 cm,6/9/2017,0.222,6.96
174,,38.92022545,-106.9487354,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,15 cm +,6/9/2017,0.202,7.15
175,,38.92029543,-106.9487578,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,0-5 cm,6/9/2017,0.271,6.88
176,,38.92025652,-106.9488295,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,5-15 cm,6/9/2017,0.322,6.85
177,,38.92025652,-106.9488295,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,15 cm +,6/9/2017,0.128,6.99
178,,38.92025652,-106.9488295,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,0-5 cm,6/9/2017,0.143,7.07
179,,38.92025652,-106.9488295,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,5-15 cm,6/9/2017,0.178,7.12
180,,38.92025652,-106.9488295,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,15 cm +,6/9/2017,0.245,7.02
181,IEWFS000U,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,0-5 cm,6/9/2017,0.147,6.92
182,IEWFS000V,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,5-15 cm,6/9/2017,0.211,6.12
183,IEWFS000W,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,15 cm +,6/9/2017,0.221,6.34
184,IEWFS000X,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,0-5 cm,6/9/2017,0.122,6.44
185,IEWFS000Y,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,5-15 cm,6/9/2017,0.185,6.56
186,IEWFS000Z,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,15 cm +,6/9/2017,0.177,6.27
187,,38.92040645,-106.9484762,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,0-5 cm,6/9/2017,0.214,6.12
188,,38.92040645,-106.9484762,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,5-15 cm,6/9/2017,0.186,6.18
189,,38.92040645,-106.9484762,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,15 cm +,6/9/2017,0.221,6.27
190,,38.92032545,-106.9485316,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,0-5 cm,6/9/2017,0.154,6.31
191,,38.92032545,-106.9485316,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,5-15 cm,6/9/2017,0.192,6.22
192,,38.92032545,-106.9485316,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,15 cm +,6/9/2017,0.238,6.21
193,IEWFS0010,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,0-5 cm,6/9/2017,0.201,6.33
194,IEWFS0011,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,5-15 cm,6/9/2017,0.200,6.49
195,IEWFS0012,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,15 cm +,6/9/2017,0.241,6.07
196,IEWFS0013,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,0-5 cm,6/9/2017,0.184,6.36
197,IEWFS0014,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,5-15 cm,6/9/2017,0.180,6.45
198,IEWFS0015,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,15 cm +,6/9/2017,0.220,6.36
199,,38.92043273,-106.9488035,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,0-5 cm,6/9/2017,0.140,6.48
200,,38.92043273,-106.9488035,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,5-15 cm,6/9/2017,0.193,6.53
201,,38.92043273,-106.9488035,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,15 cm +,6/9/2017,0.242,6.04
202,IEWFS0016,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,0-5 cm,6/9/2017,0.137,6.27
203,IEWFS0017,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,5-15 cm,6/9/2017,0.211,6.31
204,IEWFS0018,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,15 cm +,6/9/2017,0.238,6.23
205,,38.92043812,-106.9488231,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,0-5 cm,6/9/2017,0.123,6.28
206,,38.92043812,-106.9488231,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,5-15 cm,6/9/2017,0.168,6.43
207,,38.92043812,-106.9488231,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,15 cm +,6/9/2017,0.228,6.28
