date.m,Almont,Billy_Barr,Castnet,Judd_Falls,KCOCREST10,KCOCREST4,KCOCREST6,KCOMTCRE2,Kettle_Ponds,Mexican_Cut,MRMEX,MTAPC2,NRCS_1141,NRCS_380,NRCS_680,NRCS_737,Snodgrass
mm-YY,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month
5/1/70,6.797339444,19.51369545,19.51367471,19.51448889,7.626087824,7.626235709,9.591935131,8.394753348,23.61195361,24.442245,21.74856944,8.434195198,26.78884727,8.394605903,5.128762106,20.55814561,10.23043145
6/1/70,41.33866489,62.00530798,62.00405428,62.04812876,42.70645216,42.77036466,46.30291646,42.58976101,62.47997468,51.15210807,50.37216906,39.74364484,50.09688076,42.54204502,37.40120841,54.72461886,48.23760428
7/1/70,45.12201238,51.22721199,51.22654334,51.25114165,55.88017172,56.04662652,62.35463989,51.21071697,51.27023018,51.49806363,50.93885652,41.98389746,51.66154577,51.11778738,36.2361418,52.89951735,52.0842558
8/1/70,55.92720928,77.18771216,77.18569347,77.28068857,54.52831458,54.70026469,62.69622709,54.38211717,77.55389579,69.43659145,68.91400644,53.0253691,65.81476611,54.25455336,46.17823536,71.49675748,61.08591492
9/1/70,66.90214427,85.1726761,85.17104534,85.32891589,74.18612359,74.6825196,75.61514057,73.02995056,87.2867747,82.70661721,81.75691979,67.75989855,81.27539968,72.67912557,68.30650495,83.85930698,77.07751469
10/1/70,38.05034947,53.9339463,53.93351473,54.09504242,47.66665505,48.19419152,49.2116693,47.24680465,54.75164981,54.60727576,56.02887758,40.46227365,51.46798407,46.87726095,36.38524703,55.06600988,50.30095766
11/1/70,28.14224716,36.24065418,36.24240933,36.33584284,35.60137036,35.98941766,35.75631805,36.3165952,35.30636986,34.04883134,35.74002652,30.64522093,31.94299153,36.05824269,25.64865787,34.77253194,37.1993448
12/1/70,21.47396615,26.25111449,26.25346571,26.30388989,24.39199351,24.59995803,24.82688566,25.84227047,25.44883774,24.46944065,26.04591264,22.09135797,22.59608747,25.70873934,19.4293519,25.07647033,26.81162103
1/1/71,16.13034783,24.58163692,24.58351076,24.66404307,23.48498266,23.82878927,23.6033259,25.16235533,23.59581971,22.62455637,24.36263479,21.73367239,21.22920379,24.93326569,17.6618139,23.02083727,25.57472881
2/1/71,26.44911709,31.09162499,31.09133751,31.22543788,30.88873976,31.49510959,30.92312648,32.09387309,30.17026612,29.21458323,31.30744093,30.84176251,26.72139997,31.65867161,27.41128393,30.09470791,32.55690304
3/1/71,24.42873644,52.86453938,52.86291586,53.00555857,44.25624634,44.6571561,48.2556582,44.6531738,52.81490688,52.6407777,54.30833724,33.91231872,48.0227048,44.37690926,29.65522823,53.45841723,47.86688966
4/1/71,32.88698476,64.23300238,64.22976973,64.38881273,41.72988276,41.97095962,48.66696947,43.45074398,68.01320403,73.25295667,72.11376463,38.72385875,64.97441301,43.25563328,30.79675381,72.43085598,48.17063342
