,Site,Lon,Lat,Elev_m,Date_mo,Precip_mm_mo,Tmin_oC,Ta_oC,Tmax_oC,Td_oC,VPDmin_hPa,VPDmax_hPa
-9999,N/A,decimal_degrees,decimal_degrees,Meters,YYYY-MM,mm,degrees_Celcium,degrees_Celcium,degrees_Celcium,degrees_Celcium,hPa,hPa
1,Almont,-106.8591,38.6537,2739,1966-01,13.22,-16.9,-10,-3.1,-16.9,0.36,3.14
2,Almont,-106.8591,38.6537,2739,1966-02,21.05,-16.5,-9.2,-2,-16,0.27,3.46
3,Almont,-106.8591,38.6537,2739,1966-03,9.69,-11.3,-2.6,6,-12.8,0.47,7.27
4,Almont,-106.8591,38.6537,2739,1966-04,33.72,-5.5,2.5,10.4,-9.7,1.14,10.17
5,Almont,-106.8591,38.6537,2739,1966-05,36.2,-0.4,8.5,17.4,-5.5,1.55,16.26
6,Almont,-106.8591,38.6537,2739,1966-06,30.15,3.6,12.1,20.7,-2.1,2.29,19.76
7,Almont,-106.8591,38.6537,2739,1966-07,40.1,8,16.8,25.7,4,1.98,25.49
8,Almont,-106.8591,38.6537,2739,1966-08,35.62,5.5,14.7,23.9,2.7,1.45,23.15
9,Almont,-106.8591,38.6537,2739,1966-09,21.74,2,11.2,20.4,0.8,0.7,18.35
10,Almont,-106.8591,38.6537,2739,1966-10,23.98,-3.3,5.1,13.6,-7.3,1.27,12.49
11,Almont,-106.8591,38.6537,2739,1966-11,24.9,-6.9,0.3,7.5,-9,0.71,7.47
12,Almont,-106.8591,38.6537,2739,1966-12,88.77,-13.4,-7.1,-0.9,-13.9,0.41,3.62
13,Almont,-106.8591,38.6537,2739,1967-01,30.83,-13.1,-6.7,-0.2,-13.7,0.39,3.8
14,Almont,-106.8591,38.6537,2739,1967-02,27.05,-12.9,-5.6,1.7,-14.7,0.53,4.98
15,Almont,-106.8591,38.6537,2739,1967-03,20.37,-7.1,0.3,7.7,-11.1,1.03,8.24
16,Almont,-106.8591,38.6537,2739,1967-04,20.16,-5.2,2.6,10.4,-10.4,1.31,10.28
17,Almont,-106.8591,38.6537,2739,1967-05,40.97,-1.4,6.2,13.8,-5.2,1.3,12.19
18,Almont,-106.8591,38.6537,2739,1967-06,43.89,3.1,11,18.8,0.5,1.26,15.83
19,Almont,-106.8591,38.6537,2739,1967-07,50.24,7.5,15.7,24,4.6,1.64,22
20,Almont,-106.8591,38.6537,2739,1967-08,60.55,5.5,13.7,21.9,3.7,1.24,19.44
21,Almont,-106.8591,38.6537,2739,1967-09,45.56,2.6,10.7,18.7,0.8,0.97,15.55
22,Almont,-106.8591,38.6537,2739,1967-10,13.83,-2.8,5.9,14.5,-7.6,1.51,13.67
23,Almont,-106.8591,38.6537,2739,1967-11,19.71,-8.1,-0.5,7.2,-10.2,0.7,7.53
24,Almont,-106.8591,38.6537,2739,1967-12,63.78,-14.9,-8.3,-1.7,-15,0.33,3.41
25,Almont,-106.8591,38.6537,2739,1968-01,17.47,-14.6,-8,-1.5,-15.5,0.49,3.64
26,Almont,-106.8591,38.6537,2739,1968-02,43.98,-11.2,-4.7,1.9,-11,0.28,4.31
27,Almont,-106.8591,38.6537,2739,1968-03,15.26,-10.8,-2.8,5.1,-10.4,0.16,6.16
28,Almont,-106.8591,38.6537,2739,1968-04,41.01,-7.2,-0.2,6.8,-8.9,0.55,6.93
29,Almont,-106.8591,38.6537,2739,1968-05,28.06,-1.6,6.1,13.8,-5.4,1.26,12.22
30,Almont,-106.8591,38.6537,2739,1968-06,3.39,2.9,12.6,22.2,-2.6,2.18,22.4
31,Almont,-106.8591,38.6537,2739,1968-07,69.02,6.7,15.1,23.5,2.9,1.9,22.3
32,Almont,-106.8591,38.6537,2739,1968-08,68.66,5.5,13,20.5,4.3,0.69,16.17
33,Almont,-106.8591,38.6537,2739,1968-09,18.4,0.4,9.3,18.1,-3.6,1.54,16.7
34,Almont,-106.8591,38.6537,2739,1968-10,18.48,-2.7,5.7,14,-7.5,1.55,13.02
35,Almont,-106.8591,38.6537,2739,1968-11,29.58,-9.9,-3.4,3.1,-10.8,0.47,5.07
36,Almont,-106.8591,38.6537,2739,1968-12,33.71,-14.1,-7.1,-0.2,-15.8,0.52,4.2
37,Almont,-106.8591,38.6537,2739,1969-01,78.46,-11.2,-4.7,1.8,-11.6,0.36,4.46
38,Almont,-106.8591,38.6537,2739,1969-02,31.06,-13.8,-7.3,-0.8,-14.1,0.35,3.64
39,Almont,-106.8591,38.6537,2739,1969-03,17.76,-13.8,-6,1.9,-13.5,0.2,4.92
40,Almont,-106.8591,38.6537,2739,1969-04,20.07,-4.2,3.5,11.3,-7.3,0.93,10.28
41,Almont,-106.8591,38.6537,2739,1969-05,30.72,0.9,9.4,17.9,-4.5,1.9,16.81
42,Almont,-106.8591,38.6537,2739,1969-06,85.25,2.9,10.5,18.2,-0.8,1.54,15.65
43,Almont,-106.8591,38.6537,2739,1969-07,54.25,7.7,15.9,24.2,3.6,2.18,22.66
44,Almont,-106.8591,38.6537,2739,1969-08,44.02,7.7,16.1,24.4,4.9,1.7,22.55
45,Almont,-106.8591,38.6537,2739,1969-09,42.64,3.3,11.3,19.3,0.2,1.47,16.82
46,Almont,-106.8591,38.6537,2739,1969-10,99.42,-4.6,1.1,6.8,-6.5,0.79,6.55
47,Almont,-106.8591,38.6537,2739,1969-11,18.72,-10.2,-3,4.2,-11.4,0.51,5.73
48,Almont,-106.8591,38.6537,2739,1969-12,42.15,-11.8,-5.3,1.3,-12.9,0.5,4.47
49,Almont,-106.8591,38.6537,2739,1970-01,24.1,-14.2,-7.7,-1.1,-14.6,0.35,3.58
50,Almont,-106.8591,38.6537,2739,1970-02,12.75,-10.8,-3.5,3.8,-12.5,0.52,5.75
51,Almont,-106.8591,38.6537,2739,1970-03,47.06,-10.3,-3.8,2.7,-11.5,0.44,5.11
52,Almont,-106.8591,38.6537,2739,1970-04,41.89,-8.4,-1,6.3,-12.1,0.86,7.36
53,Almont,-106.8591,38.6537,2739,1970-05,6.8,-1.5,7.4,16.4,-7.1,1.74,15.59
54,Almont,-106.8591,38.6537,2739,1970-06,42.4,3.2,11.7,20.1,-1.6,1.94,18.63
55,Almont,-106.8591,38.6537,2739,1970-07,46.55,6.9,15.4,24,3.8,1.62,22.22
56,Almont,-106.8591,38.6537,2739,1970-08,60.17,7.3,15.5,23.6,4.6,1.61,21.06
57,Almont,-106.8591,38.6537,2739,1970-09,83.32,1.3,9.3,17.4,-3.7,1.9,15.66
58,Almont,-106.8591,38.6537,2739,1970-10,46.19,-4.7,2.1,8.8,-8.6,1.19,8.59
59,Almont,-106.8591,38.6537,2739,1970-11,36.4,-7.5,-1.3,4.9,-10.2,0.81,5.92
60,Almont,-106.8591,38.6537,2739,1970-12,29.77,-12.9,-6.4,0.1,-14.6,0.54,4.15
61,Almont,-106.8591,38.6537,2739,1971-01,19.2,-13.2,-6.3,0.5,-13.8,0.32,4.24
62,Almont,-106.8591,38.6537,2739,1971-02,37.96,-12.9,-6.1,0.6,-14,0.44,4.42
63,Almont,-106.8591,38.6537,2739,1971-03,25.68,-10.8,-2.8,5.1,-13.3,0.59,6.68
64,Almont,-106.8591,38.6537,2739,1971-04,34.62,-5.8,2.1,10,-9.6,1.02,9.61
65,Almont,-106.8591,38.6537,2739,1971-05,35.81,-1.7,6.1,13.9,-6,1.38,12.49
66,Almont,-106.8591,38.6537,2739,1971-06,5.59,3.7,12.6,21.6,-3.7,2.89,21.65
67,Almont,-106.8591,38.6537,2739,1971-07,42.29,6.2,14.9,23.6,1.8,2.1,22.93
68,Almont,-106.8591,38.6537,2739,1971-08,59.07,6.7,14.8,22.9,4.6,1.21,20.11
69,Almont,-106.8591,38.6537,2739,1971-09,38.79,0.3,9,17.7,-4,1.6,16.42
70,Almont,-106.8591,38.6537,2739,1971-10,50.74,-2.6,4.9,12.5,-6.6,1.34,11.26
71,Almont,-106.8591,38.6537,2739,1971-11,30.42,-9,-1.9,5.1,-12.1,0.82,6.42
72,Almont,-106.8591,38.6537,2739,1971-12,58.03,-14.5,-8.1,-1.7,-14.7,0.31,3.31
73,Almont,-106.8591,38.6537,2739,1972-01,26.5,-15.1,-7.9,-0.7,-15.2,0.34,3.87
74,Almont,-106.8591,38.6537,2739,1972-02,11.11,-12.1,-4.7,2.7,-14.5,0.61,5.44
75,Almont,-106.8591,38.6537,2739,1972-03,30.54,-6.8,0.7,8.3,-10.8,1.03,8.6
76,Almont,-106.8591,38.6537,2739,1972-04,26.64,-4.5,3,10.4,-9.5,1.33,10.02
77,Almont,-106.8591,38.6537,2739,1972-05,19.58,-1.1,7.3,15.7,-7.6,1.92,14.85
78,Almont,-106.8591,38.6537,2739,1972-06,34.74,4.7,12.9,21.2,1.2,1.57,19.07
79,Almont,-106.8591,38.6537,2739,1972-07,18.27,5.9,15.2,24.5,1.1,2.14,24.96
80,Almont,-106.8591,38.6537,2739,1972-08,29,5.9,14.3,22.7,3.4,1.31,20.68
81,Almont,-106.8591,38.6537,2739,1972-09,52.47,2.7,10.5,18.2,-0.5,1.52,15.49
82,Almont,-106.8591,38.6537,2739,1972-10,69.27,0.4,6.1,11.8,-2.1,1.16,9.1
83,Almont,-106.8591,38.6537,2739,1972-11,39.4,-10.9,-4.7,1.4,-10.8,0.28,4.02
84,Almont,-106.8591,38.6537,2739,1972-12,55.05,-16.1,-9.1,-2.1,-16.9,0.44,3.63
85,Almont,-106.8591,38.6537,2739,1973-01,17.99,-17,-9.5,-2,-16.1,0.43,3.65
86,Almont,-106.8591,38.6537,2739,1973-02,16.21,-14.5,-6.6,1.3,-14.7,0.5,4.59
87,Almont,-106.8591,38.6537,2739,1973-03,34.28,-9.6,-2.7,4.1,-9.8,0.47,5.66
88,Almont,-106.8591,38.6537,2739,1973-04,40.4,-7.8,-0.8,6.3,-9.8,0.78,7.58
89,Almont,-106.8591,38.6537,2739,1973-05,49.33,-0.6,6.8,14.2,-4.1,1.3,11.98
90,Almont,-106.8591,38.6537,2739,1973-06,34.94,3,11.5,20.1,-2.6,2.35,19.82
91,Almont,-106.8591,38.6537,2739,1973-07,52.11,6.2,14.4,22.5,2.9,1.8,21.23
92,Almont,-106.8591,38.6537,2739,1973-08,34.22,6.1,14.4,22.7,3.1,2.03,20.61
93,Almont,-106.8591,38.6537,2739,1973-09,24.22,1.7,9.8,17.8,-2,1.67,16.13
94,Almont,-106.8591,38.6537,2739,1973-10,9.48,-3.3,5.5,14.3,-7.6,1.49,14.13
95,Almont,-106.8591,38.6537,2739,1973-11,19.12,-6.6,0,6.6,-10.7,1.3,7.77
96,Almont,-106.8591,38.6537,2739,1973-12,58.83,-13.8,-7,-0.1,-14.8,0.64,4.5
97,Almont,-106.8591,38.6537,2739,1974-01,60.35,-16.8,-9.9,-3,-15.9,0.49,3.38
98,Almont,-106.8591,38.6537,2739,1974-02,17.38,-17,-9,-1.1,-17.5,0.68,4.37
99,Almont,-106.8591,38.6537,2739,1974-03,29.1,-7.5,-0.4,6.7,-10.4,0.98,8.07
100,Almont,-106.8591,38.6537,2739,1974-04,38.89,-6.5,1,8.4,-10.4,1.19,9.92
101,Almont,-106.8591,38.6537,2739,1974-05,3.01,-0.4,8.6,17.7,-6.3,1.94,17.27
102,Almont,-106.8591,38.6537,2739,1974-06,18.44,3.6,12.7,21.8,-2.4,2.47,22.29
103,Almont,-106.8591,38.6537,2739,1974-07,48.22,6.6,15.1,23.6,3,2.28,22.04
104,Almont,-106.8591,38.6537,2739,1974-08,30.25,4,12.9,21.8,0.3,2.18,20.38
105,Almont,-106.8591,38.6537,2739,1974-09,23.33,1.2,10.4,19.7,-3.5,2.06,19.36
106,Almont,-106.8591,38.6537,2739,1974-10,34.36,-0.9,6.3,13.5,-4.5,1.63,12.44
107,Almont,-106.8591,38.6537,2739,1974-11,26.39,-9.8,-2.6,4.7,-11,0.72,6.48
108,Almont,-106.8591,38.6537,2739,1974-12,33.37,-16,-9,-2,-15.7,0.48,3.94
109,Almont,-106.8591,38.6537,2739,1975-01,46.41,-15.7,-8.5,-1.4,-14.5,0.46,3.93
110,Almont,-106.8591,38.6537,2739,1975-02,36.28,-15.4,-7.9,-0.4,-14,0.41,4.23
111,Almont,-106.8591,38.6537,2739,1975-03,54.87,-10.2,-3.3,3.7,-11.1,0.59,6.22
112,Almont,-106.8591,38.6537,2739,1975-04,31.69,-7.6,-0.4,6.8,-11.5,1.04,8.84
113,Almont,-106.8591,38.6537,2739,1975-05,26.2,-1.7,5.6,12.8,-6.5,1.52,12.49
114,Almont,-106.8591,38.6537,2739,1975-06,22.78,1.7,10.4,19.1,-3.3,2.04,18.48
115,Almont,-106.8591,38.6537,2739,1975-07,48.88,6.5,15,23.5,4.4,1.48,21.04
116,Almont,-106.8591,38.6537,2739,1975-08,23.42,4.8,13.7,22.7,0,2.43,21.91
117,Almont,-106.8591,38.6537,2739,1975-09,21.19,1,10.1,19.2,-3.5,1.99,18.31
118,Almont,-106.8591,38.6537,2739,1975-10,17.65,-5,4.8,14.6,-9.7,1.47,15.3
119,Almont,-106.8591,38.6537,2739,1975-11,42.03,-10.6,-2.5,5.5,-13.2,0.89,8.07
120,Almont,-106.8591,38.6537,2739,1975-12,16.36,-12.6,-6.3,0,-12.4,0.47,4.12
121,Almont,-106.8591,38.6537,2739,1976-01,24.36,-16.5,-9.1,-1.7,-14.7,0.42,3.57
122,Almont,-106.8591,38.6537,2739,1976-02,49.81,-10.7,-3.9,2.9,-13.7,0.86,5.7
123,Almont,-106.8591,38.6537,2739,1976-03,27.95,-12.5,-4.4,3.7,-14,0.51,7.15
124,Almont,-106.8591,38.6537,2739,1976-04,32.19,-5.2,2.4,9.9,-8.4,0.83,10.3
125,Almont,-106.8591,38.6537,2739,1976-05,35.97,-0.1,7.6,15.3,-4.2,1.39,14.07
126,Almont,-106.8591,38.6537,2739,1976-06,16.77,2.5,11.6,20.8,-4,2.55,21.08
127,Almont,-106.8591,38.6537,2739,1976-07,39.6,6.6,15.4,24.2,3.1,1.8,22.98
128,Almont,-106.8591,38.6537,2739,1976-08,53.24,5,13.2,21.4,2.3,1.54,19.09
129,Almont,-106.8591,38.6537,2739,1976-09,50.16,2.7,10.4,18.2,-0.1,1.32,16.06
130,Almont,-106.8591,38.6537,2739,1976-10,9.01,-5.2,3.5,12.2,-9.6,1.29,12.5
131,Almont,-106.8591,38.6537,2739,1976-11,7.39,-9.6,-1.4,6.8,-12.6,0.92,8.07
132,Almont,-106.8591,38.6537,2739,1976-12,2.29,-14.4,-5.7,2.9,-16.7,0.68,5.56
133,Almont,-106.8591,38.6537,2739,1977-01,16.63,-16.1,-8.3,-0.5,-16,0.43,3.61
134,Almont,-106.8591,38.6537,2739,1977-02,20.88,-12.5,-4.2,4.2,-15.4,0.83,6.29
135,Almont,-106.8591,38.6537,2739,1977-03,20.67,-11.8,-3.9,4.1,-14.5,0.74,6.35
136,Almont,-106.8591,38.6537,2739,1977-04,34.99,-4,3.8,11.6,-7.5,1.13,10.59
137,Almont,-106.8591,38.6537,2739,1977-05,17.72,-0.3,7.8,15.9,-7.2,2,14.77
138,Almont,-106.8591,38.6537,2739,1977-06,13.7,4.8,14.2,23.7,-2.3,3.21,23.93
139,Almont,-106.8591,38.6537,2739,1977-07,64.13,7.4,15.7,24,2.9,2.56,22.07
140,Almont,-106.8591,38.6537,2739,1977-08,43.51,6.6,14.9,23.1,4,1.68,20.32
141,Almont,-106.8591,38.6537,2739,1977-09,31.65,3.6,11.7,19.7,-1.8,2.31,17.73
142,Almont,-106.8591,38.6537,2739,1977-10,29.1,-2.4,6.1,14.6,-7.3,1.58,12.96
143,Almont,-106.8591,38.6537,2739,1977-11,33.4,-7.2,-0.6,6,-10,0.98,6.68
144,Almont,-106.8591,38.6537,2739,1977-12,49.53,-11.2,-5.2,0.8,-13.1,0.74,4.09
145,Almont,-106.8591,38.6537,2739,1978-01,52.24,-12.7,-6.8,-0.8,-12.7,0.39,3.16
146,Almont,-106.8591,38.6537,2739,1978-02,34.48,-13,-6.2,0.7,-14.2,0.51,4.11
147,Almont,-106.8591,38.6537,2739,1978-03,54.44,-7.3,-0.5,6.2,-9.4,0.8,6.89
148,Almont,-106.8591,38.6537,2739,1978-04,34.23,-3.8,3.5,10.7,-8,1.18,9.84
149,Almont,-106.8591,38.6537,2739,1978-05,44.81,-0.9,6.4,13.7,-5.5,1.63,12.55
150,Almont,-106.8591,38.6537,2739,1978-06,13.64,3.6,12.7,21.8,-1.4,2.3,21.56
151,Almont,-106.8591,38.6537,2739,1978-07,25.76,6.2,15.3,24.4,3.1,1.57,23.74
152,Almont,-106.8591,38.6537,2739,1978-08,23.05,4.7,13.6,22.4,1.6,1.7,20.67
153,Almont,-106.8591,38.6537,2739,1978-09,12.21,1.8,10.7,19.6,-1.7,1.65,17.97
154,Almont,-106.8591,38.6537,2739,1978-10,28.43,-2.8,5.8,14.5,-8.4,1.83,13.49
155,Almont,-106.8591,38.6537,2739,1978-11,38.17,-7.5,-0.7,6.2,-9.8,0.81,7.04
156,Almont,-106.8591,38.6537,2739,1978-12,84.46,-16.8,-10.4,-4.1,-16.7,0.43,2.52
157,Almont,-106.8591,38.6537,2739,1979-01,77.19,-18.1,-11.7,-5.3,-18.7,0.34,2.37
158,Almont,-106.8591,38.6537,2739,1979-02,31.61,-14.8,-7.9,-1,-14.5,0.42,3.2
159,Almont,-106.8591,38.6537,2739,1979-03,46.89,-10.2,-3.6,3,-9.8,0.24,4.55
160,Almont,-106.8591,38.6537,2739,1979-04,23.64,-5.9,1.3,8.5,-8.7,0.78,8.48
161,Almont,-106.8591,38.6537,2739,1979-05,57.21,-0.3,6.7,13.7,-2.2,0.94,10.92
162,Almont,-106.8591,38.6537,2739,1979-06,36.28,2.9,11.6,20.4,-2,2.45,18.72
163,Almont,-106.8591,38.6537,2739,1979-07,19.43,5.9,15,24.1,1.5,2.58,23.23
164,Almont,-106.8591,38.6537,2739,1979-08,36.95,5.5,13.7,21.9,3.2,1.68,18.83
165,Almont,-106.8591,38.6537,2739,1979-09,6.27,2.2,12,21.8,-3.3,2.39,21.9
166,Almont,-106.8591,38.6537,2739,1979-10,23.42,-2.1,6.3,14.6,-6.9,1.84,13.79
167,Almont,-106.8591,38.6537,2739,1979-11,42.16,-12.8,-6.1,0.5,-14.1,0.54,4.33
168,Almont,-106.8591,38.6537,2739,1979-12,14.15,-13.1,-6.6,-0.1,-13.8,0.51,3.53
169,Almont,-106.8591,38.6537,2739,1980-01,78.37,-12.5,-6.3,0,-12.5,0.37,3.56
170,Almont,-106.8591,38.6537,2739,1980-02,67.15,-11.7,-4.8,2.2,-12.4,0.54,4.63
171,Almont,-106.8591,38.6537,2739,1980-03,45.09,-11.8,-4.6,2.6,-11.8,0.3,4.98
172,Almont,-106.8591,38.6537,2739,1980-04,37.9,-6.8,0.1,7,-9.4,0.87,7.59
173,Almont,-106.8591,38.6537,2739,1980-05,59.45,-0.5,6.2,12.9,-3.6,1.23,10.51
174,Almont,-106.8591,38.6537,2739,1980-06,0,4,13.3,22.7,-5.7,3.91,24.04
175,Almont,-106.8591,38.6537,2739,1980-07,23.14,7.1,16,24.9,2.5,2.54,24.64
176,Almont,-106.8591,38.6537,2739,1980-08,29.41,6.1,14.5,23,2.1,2.15,21.33
177,Almont,-106.8591,38.6537,2739,1980-09,25.9,3.4,11.7,20,-1.7,2.42,17.95
178,Almont,-106.8591,38.6537,2739,1980-10,32.37,-4.1,4,12.1,-8.7,1.64,11.58
179,Almont,-106.8591,38.6537,2739,1980-11,17.96,-8.7,-0.7,7.3,-11.7,1.07,8.33
180,Almont,-106.8591,38.6537,2739,1980-12,16.76,-8,-0.8,6.4,-10.8,0.95,6.79
182,Billy_Barr,-106.9912,38.9602,3181,1966-01,46.54,-19,-11.9,-4.7,-18.7,0.23,2.86
183,Billy_Barr,-106.9912,38.9602,3181,1966-02,70.29,-18.5,-11.3,-4.1,-18.1,0.21,3.02
184,Billy_Barr,-106.9912,38.9602,3181,1966-03,40.04,-13,-4.5,4,-14.8,0.44,6.27
185,Billy_Barr,-106.9912,38.9602,3181,1966-04,62.53,-8,-0.1,7.8,-11.6,0.86,8.31
186,Billy_Barr,-106.9912,38.9602,3181,1966-05,88.47,-2.2,6.2,14.7,-7.2,1.54,13.4
187,Billy_Barr,-106.9912,38.9602,3181,1966-06,66.09,1.1,9.3,17.5,-4.1,1.97,15.9
188,Billy_Barr,-106.9912,38.9602,3181,1966-07,49.42,5.7,14.1,22.6,1.8,2.07,20.78
189,Billy_Barr,-106.9912,38.9602,3181,1966-08,63.38,3.4,12,20.6,0.1,1.52,18.6
190,Billy_Barr,-106.9912,38.9602,3181,1966-09,28.66,0.4,8.8,17.2,-1.1,0.76,14.33
191,Billy_Barr,-106.9912,38.9602,3181,1966-10,67.75,-5.1,2.8,10.6,-9.2,1.17,9.97
192,Billy_Barr,-106.9912,38.9602,3181,1966-11,81.29,-9.3,-2.5,4.4,-11,0.52,5.82
193,Billy_Barr,-106.9912,38.9602,3181,1966-12,291.76,-15.8,-9.3,-2.7,-15.7,0.28,3.13
194,Billy_Barr,-106.9912,38.9602,3181,1967-01,158.16,-15.3,-8.9,-2.5,-15.4,0.24,3.14
195,Billy_Barr,-106.9912,38.9602,3181,1967-02,129.77,-15.6,-8.5,-1.5,-16.5,0.33,3.8
196,Billy_Barr,-106.9912,38.9602,3181,1967-03,67.4,-9.8,-2.5,4.8,-13,0.72,6.49
197,Billy_Barr,-106.9912,38.9602,3181,1967-04,65.4,-7.6,0,7.7,-12.2,1.05,8.32
198,Billy_Barr,-106.9912,38.9602,3181,1967-05,102.89,-4.2,3.1,10.4,-7,0.85,9.32
199,Billy_Barr,-106.9912,38.9602,3181,1967-06,90.58,0.1,7.8,15.4,-2.2,0.94,12.6
200,Billy_Barr,-106.9912,38.9602,3181,1967-07,52.89,4.6,12.7,20.8,2.4,1.12,17.61
201,Billy_Barr,-106.9912,38.9602,3181,1967-08,103.24,3.1,10.9,18.8,1.5,0.97,15.28
202,Billy_Barr,-106.9912,38.9602,3181,1967-09,77.96,0.4,8,15.6,-1.3,0.82,12.28
203,Billy_Barr,-106.9912,38.9602,3181,1967-10,20.37,-4.3,3.5,11.2,-9.4,1.45,10.64
204,Billy_Barr,-106.9912,38.9602,3181,1967-11,74.57,-10.2,-3.1,4,-12.3,0.58,5.89
205,Billy_Barr,-106.9912,38.9602,3181,1967-12,190.22,-17.4,-10.7,-4,-16.7,0.2,2.81
206,Billy_Barr,-106.9912,38.9602,3181,1968-01,66.91,-16.1,-9.2,-2.2,-16.5,0.37,3.47
207,Billy_Barr,-106.9912,38.9602,3181,1968-02,160.89,-13.5,-6.8,-0.1,-12.5,0.12,3.65
208,Billy_Barr,-106.9912,38.9602,3181,1968-03,35.69,-13,-5,3,-12.6,0.06,5.31
209,Billy_Barr,-106.9912,38.9602,3181,1968-04,101.25,-10.3,-3,4.3,-10.8,0.16,5.66
210,Billy_Barr,-106.9912,38.9602,3181,1968-05,65.96,-4.2,3.1,10.4,-7.3,0.89,9.32
211,Billy_Barr,-106.9912,38.9602,3181,1968-06,14.44,0.9,9.9,18.8,-4.3,1.93,17.73
212,Billy_Barr,-106.9912,38.9602,3181,1968-07,74.65,3.9,12.2,20.5,1.4,1.26,17.65
213,Billy_Barr,-106.9912,38.9602,3181,1968-08,84.56,2.8,10.1,17.4,1.9,0.51,12.96
214,Billy_Barr,-106.9912,38.9602,3181,1968-09,31.35,-1.3,6.7,14.7,-5.3,1.44,12.8
215,Billy_Barr,-106.9912,38.9602,3181,1968-10,51.39,-4.4,3.2,10.9,-9,1.33,10.19
216,Billy_Barr,-106.9912,38.9602,3181,1968-11,102.29,-12.9,-6.2,0.5,-12.9,0.24,4.06
217,Billy_Barr,-106.9912,38.9602,3181,1968-12,90.9,-17.2,-10.1,-3,-17.6,0.26,3.33
218,Billy_Barr,-106.9912,38.9602,3181,1969-01,286.65,-13.4,-7.1,-0.7,-12.8,0.12,3.53
219,Billy_Barr,-106.9912,38.9602,3181,1969-02,69.06,-15.9,-9.1,-2.3,-15.6,0.17,3.3
220,Billy_Barr,-106.9912,38.9602,3181,1969-03,41.54,-16.3,-8.2,-0.1,-15.7,0.08,4.32
221,Billy_Barr,-106.9912,38.9602,3181,1969-04,53.84,-6.9,0.8,8.6,-9.1,0.59,8.29
222,Billy_Barr,-106.9912,38.9602,3181,1969-05,83.96,-1.5,6.6,14.8,-5.9,1.44,13.17
223,Billy_Barr,-106.9912,38.9602,3181,1969-06,150.79,-0.2,7.5,15.1,-3,1.06,12.59
224,Billy_Barr,-106.9912,38.9602,3181,1969-07,53.43,5.2,13.2,21.2,1.5,1.92,18.54
225,Billy_Barr,-106.9912,38.9602,3181,1969-08,85.72,5.2,13.3,21.4,2.9,1.34,18.08
226,Billy_Barr,-106.9912,38.9602,3181,1969-09,88.24,1,8.5,16.1,-1.4,1.06,12.9
227,Billy_Barr,-106.9912,38.9602,3181,1969-10,166.03,-7.6,-1.6,4.4,-8.9,0.47,5.53
228,Billy_Barr,-106.9912,38.9602,3181,1969-11,63.66,-12.8,-5.6,1.6,-13.8,0.36,4.7
229,Billy_Barr,-106.9912,38.9602,3181,1969-12,150.2,-14.6,-7.9,-1.2,-14.7,0.25,3.65
230,Billy_Barr,-106.9912,38.9602,3181,1970-01,105.58,-16.6,-10.2,-3.7,-16.2,0.15,2.85
231,Billy_Barr,-106.9912,38.9602,3181,1970-02,83.76,-13.5,-6.3,0.8,-14.5,0.27,4.48
232,Billy_Barr,-106.9912,38.9602,3181,1970-03,131.08,-14.4,-7.3,-0.2,-13.9,0.07,4.07
233,Billy_Barr,-106.9912,38.9602,3181,1970-04,163.07,-11.6,-4.1,3.5,-14.3,0.53,5.92
234,Billy_Barr,-106.9912,38.9602,3181,1970-05,19.6,-3.7,4.7,13.1,-8.8,1.46,12.26
235,Billy_Barr,-106.9912,38.9602,3181,1970-06,68.32,0.4,8.7,17,-3.8,1.58,15.01
236,Billy_Barr,-106.9912,38.9602,3181,1970-07,53.87,4.3,12.7,21.1,1.9,1.2,18.22
237,Billy_Barr,-106.9912,38.9602,3181,1970-08,93.54,4.7,12.8,20.8,2.8,1.17,17.23
238,Billy_Barr,-106.9912,38.9602,3181,1970-09,145.31,-0.7,6.8,14.4,-6.2,1.86,12.75
239,Billy_Barr,-106.9912,38.9602,3181,1970-10,119.06,-7.8,-1.1,5.7,-11,0.8,6.66
240,Billy_Barr,-106.9912,38.9602,3181,1970-11,133.36,-10.9,-4.6,1.7,-12.2,0.37,4.56
241,Billy_Barr,-106.9912,38.9602,3181,1970-12,96.66,-15.7,-9,-2.3,-16.6,0.34,3.46
242,Billy_Barr,-106.9912,38.9602,3181,1971-01,101.36,-15.6,-8.9,-2.3,-15.2,0.13,3.25
243,Billy_Barr,-106.9912,38.9602,3181,1971-02,171.63,-16.2,-9.4,-2.6,-15.9,0.14,3.31
244,Billy_Barr,-106.9912,38.9602,3181,1971-03,105.71,-13.9,-6,1.8,-15.4,0.32,5.16
245,Billy_Barr,-106.9912,38.9602,3181,1971-04,95.34,-8.7,-0.7,7.3,-11.3,0.61,7.83
246,Billy_Barr,-106.9912,38.9602,3181,1971-05,65.82,-4.7,3,10.7,-8,0.96,9.84
247,Billy_Barr,-106.9912,38.9602,3181,1971-06,23,1,9.7,18.4,-5.7,2.38,17.49
248,Billy_Barr,-106.9912,38.9602,3181,1971-07,42.54,3.4,12,20.6,-0.2,1.62,18.63
249,Billy_Barr,-106.9912,38.9602,3181,1971-08,64.24,3.6,11.7,19.8,2.9,0.51,15.84
250,Billy_Barr,-106.9912,38.9602,3181,1971-09,76.72,-2,6.3,14.6,-6.5,1.46,13.16
