,Site,Lon,Lat,Elev_m,Date_mo,Precip_mm_mo,Tmin_oC,Ta_oC,Tmax_oC,Td_oC,VPDmin_hPa,VPDmax_hPa
-9999,N/A,decimal_degrees,decimal_degrees,Meters,YYYY-MM,mm,degrees_Celcium,degrees_Celcium,degrees_Celcium,degrees_Celcium,hPa,hPa
5932,NRCS_737,-107.05,39.0167,3423,1992-09,58.59,-1,6.1,13.1,-5.4,2.49,10.81
5933,NRCS_737,-107.05,39.0167,3423,1992-10,75.27,-4,2.8,9.5,-11.2,1.79,10.07
5934,NRCS_737,-107.05,39.0167,3423,1992-11,164.96,-15.1,-8.6,-2,-15.6,0.29,3.07
5935,NRCS_737,-107.05,39.0167,3423,1992-12,152.92,-17,-10.3,-3.7,-18.8,0.4,2.95
5936,NRCS_737,-107.05,39.0167,3423,1993-01,199.9,-14.8,-8.6,-2.4,-14.7,0.25,2.48
5937,NRCS_737,-107.05,39.0167,3423,1993-02,368.14,-14.7,-9.1,-3.4,-15.1,0.23,2.5
5938,NRCS_737,-107.05,39.0167,3423,1993-03,97.03,-12.8,-4.3,4.2,-13.6,0.35,5.83
5939,NRCS_737,-107.05,39.0167,3423,1993-04,178.13,-11.1,-2.8,5.6,-11.8,0.19,6.85
5940,NRCS_737,-107.05,39.0167,3423,1993-05,102.99,-4.8,2.5,9.8,-6.3,0.28,8.45
5941,NRCS_737,-107.05,39.0167,3423,1993-06,47.99,-1.7,6.5,14.7,-6.7,1.42,13.95
5942,NRCS_737,-107.05,39.0167,3423,1993-07,40.2,1.9,9.4,16.9,-4.8,2.23,17.34
5943,NRCS_737,-107.05,39.0167,3423,1993-08,95.73,2.8,9.3,15.8,-0.7,1.35,11.9
5944,NRCS_737,-107.05,39.0167,3423,1993-09,63.53,-1,5.8,12.6,-6.6,1.66,10.25
5945,NRCS_737,-107.05,39.0167,3423,1993-10,135.28,-5,0.9,6.8,-9.8,1.19,7.24
5946,NRCS_737,-107.05,39.0167,3423,1993-11,160.2,-15.5,-8.2,-0.9,-18,0.56,4.13
5947,NRCS_737,-107.05,39.0167,3423,1993-12,73.2,-17.6,-10.1,-2.6,-18.1,0.27,3.19
5948,NRCS_737,-107.05,39.0167,3423,1994-01,41.32,-16.9,-9.7,-2.6,-16.9,0.19,3.13
5949,NRCS_737,-107.05,39.0167,3423,1994-02,235.7,-15.8,-9.9,-3.9,-17.9,0.44,2.88
5950,NRCS_737,-107.05,39.0167,3423,1994-03,76.53,-13.1,-4.4,4.2,-14.6,0.48,6.27
5951,NRCS_737,-107.05,39.0167,3423,1994-04,165.85,-7.9,-0.5,7,-10.7,0.7,7.48
5952,NRCS_737,-107.05,39.0167,3423,1994-05,54.11,-3.5,4.5,12.6,-7.2,1.01,10.77
5953,NRCS_737,-107.05,39.0167,3423,1994-06,32.35,2,9.9,17.9,-6.2,3.02,15.84
5954,NRCS_737,-107.05,39.0167,3423,1994-07,0.41,2.9,11.3,19.6,-3.4,2.69,17.94
5955,NRCS_737,-107.05,39.0167,3423,1994-08,36.55,3.9,11.1,18.2,0.4,1.44,14.94
5956,NRCS_737,-107.05,39.0167,3423,1994-09,57.25,-0.5,6.4,13.3,-5.2,1.37,10.78
5957,NRCS_737,-107.05,39.0167,3423,1994-10,154.24,-6.8,-0.1,6.6,-9.9,0.73,6.83
5958,NRCS_737,-107.05,39.0167,3423,1994-11,214.43,-13.8,-7.2,-0.5,-16.4,0.6,4.33
5959,NRCS_737,-107.05,39.0167,3423,1994-12,115.58,-14.8,-7.8,-0.8,-16.6,0.53,3.58
5960,NRCS_737,-107.05,39.0167,3423,1995-01,105.09,-16.2,-9.8,-3.5,-16,0.27,2.42
5961,NRCS_737,-107.05,39.0167,3423,1995-02,257.31,-12,-4.8,2.3,-14.6,0.61,5.35
5962,NRCS_737,-107.05,39.0167,3423,1995-03,245.5,-12.8,-4.9,2.9,-14.1,0.47,5.46
5963,NRCS_737,-107.05,39.0167,3423,1995-04,194.26,-11.2,-3.2,4.8,-13.5,0.62,6.5
5964,NRCS_737,-107.05,39.0167,3423,1995-05,269.23,-6.8,0.6,8,-7.2,0.17,7.1
5965,NRCS_737,-107.05,39.0167,3423,1995-06,59.65,-2.1,6.2,14.5,-6.5,1.39,12.77
5966,NRCS_737,-107.05,39.0167,3423,1995-07,81.17,1.1,8.9,16.7,-2.9,1.94,13.89
5967,NRCS_737,-107.05,39.0167,3423,1995-08,39.44,4,11.2,18.5,1.1,1.22,13.52
5968,NRCS_737,-107.05,39.0167,3423,1995-09,84.28,-0.6,6.3,13.2,-3.8,0.96,10.43
5969,NRCS_737,-107.05,39.0167,3423,1995-10,54.27,-7.2,0.4,8,-13.1,1.02,7.98
5970,NRCS_737,-107.05,39.0167,3423,1995-11,104.68,-10.7,-3.9,2.9,-13.2,0.65,5.09
5971,NRCS_737,-107.05,39.0167,3423,1995-12,80.67,-14.8,-8,-1.1,-17.1,0.46,3.73
5973,Snodgrass,-106.9855,38.9295,2975,1981-01,14.87,-13.6,-5.2,3.2,-15.5,0.41,5.48
5974,Snodgrass,-106.9855,38.9295,2975,1981-02,33.14,-14.4,-6.4,1.6,-17,0.58,5.25
5975,Snodgrass,-106.9855,38.9295,2975,1981-03,80.01,-10.9,-3.8,3.4,-12.6,0.29,5.35
5976,Snodgrass,-106.9855,38.9295,2975,1981-04,41.13,-5.3,2.6,10.5,-9.5,0.97,9.83
5977,Snodgrass,-106.9855,38.9295,2975,1981-05,108.74,-2,4.6,11.3,-4.3,0.62,8.94
5978,Snodgrass,-106.9855,38.9295,2975,1981-06,15.93,2.3,11.3,20.2,-3,1.99,18.67
5979,Snodgrass,-106.9855,38.9295,2975,1981-07,80.11,5.6,13.8,22,2.5,1.28,19.12
5980,Snodgrass,-106.9855,38.9295,2975,1981-08,37.12,3.7,12.1,20.6,1.8,0.82,17.14
5981,Snodgrass,-106.9855,38.9295,2975,1981-09,41.46,1.5,9.6,17.7,-1,0.95,14.56
5982,Snodgrass,-106.9855,38.9295,2975,1981-10,74.64,-4.3,2.7,9.8,-6.8,0.75,8.32
5983,Snodgrass,-106.9855,38.9295,2975,1981-11,32.76,-8.8,-1.4,6,-11.3,0.67,6.68
5984,Snodgrass,-106.9855,38.9295,2975,1981-12,93.06,-13.2,-6.7,-0.3,-15.2,0.59,3.87
5985,Snodgrass,-106.9855,38.9295,2975,1982-01,124.65,-16.9,-10,-3.1,-16.2,0.26,2.91
5986,Snodgrass,-106.9855,38.9295,2975,1982-02,51.5,-17.1,-8.9,-0.7,-19,0.54,4.29
5987,Snodgrass,-106.9855,38.9295,2975,1982-03,124.51,-11.9,-4.7,2.5,-12.9,0.29,4.82
5988,Snodgrass,-106.9855,38.9295,2975,1982-04,46.05,-9.4,-1.9,5.6,-12.6,0.65,7.04
5989,Snodgrass,-106.9855,38.9295,2975,1982-05,42.65,-2.8,4.2,11.2,-6.5,0.72,9.67
5990,Snodgrass,-106.9855,38.9295,2975,1982-06,24.71,0.3,9,17.7,-6.2,1.65,16.09
5991,Snodgrass,-106.9855,38.9295,2975,1982-07,41.54,3.6,12.6,21.7,0.4,1.09,19.56
5992,Snodgrass,-106.9855,38.9295,2975,1982-08,80.41,5.6,13.1,20.5,4.2,0.58,15.04
5993,Snodgrass,-106.9855,38.9295,2975,1982-09,83.05,1.7,8.5,15.3,0,0.61,11.41
5994,Snodgrass,-106.9855,38.9295,2975,1982-10,36.36,-5.6,1.6,8.7,-9.9,0.96,8.23
5995,Snodgrass,-106.9855,38.9295,2975,1982-11,92.95,-14.1,-6.1,2,-13.9,0.11,4.54
5996,Snodgrass,-106.9855,38.9295,2975,1982-12,48.1,-15.7,-8,-0.3,-16.9,0.34,3.87
5997,Snodgrass,-106.9855,38.9295,2975,1983-01,15.04,-15.4,-7.3,0.8,-15.2,0.23,3.9
5998,Snodgrass,-106.9855,38.9295,2975,1983-02,73.41,-14.1,-6.3,1.6,-13.9,0.1,4.38
5999,Snodgrass,-106.9855,38.9295,2975,1983-03,106.16,-10,-3.6,2.9,-11.6,0.26,4.75
6000,Snodgrass,-106.9855,38.9295,2975,1983-04,83.8,-10,-2.9,4.1,-11.4,0.34,5.51
6001,Snodgrass,-106.9855,38.9295,2975,1983-05,115.04,-3.1,3.3,9.8,-6.7,0.79,8.74
6002,Snodgrass,-106.9855,38.9295,2975,1983-06,51.89,0.9,9.1,17.2,-3.2,1.45,14.3
6003,Snodgrass,-106.9855,38.9295,2975,1983-07,32.17,5,13.4,21.7,2.4,0.68,17.81
6004,Snodgrass,-106.9855,38.9295,2975,1983-08,99.54,5.5,13.7,22,5.9,0.07,16.04
6005,Snodgrass,-106.9855,38.9295,2975,1983-09,21.04,1.2,10,18.8,-1.3,0.93,15.52
6006,Snodgrass,-106.9855,38.9295,2975,1983-10,37.38,-3.4,4.3,12,-7,1.02,9.96
6007,Snodgrass,-106.9855,38.9295,2975,1983-11,141.23,-10.2,-3.5,3.1,-11.9,0.42,4.63
6008,Snodgrass,-106.9855,38.9295,2975,1983-12,207.52,-14.5,-8.3,-2.2,-19.1,0.54,3.43
6009,Snodgrass,-106.9855,38.9295,2975,1984-01,29.19,-22.4,-12.3,-2.2,-19,0.01,3.24
6010,Snodgrass,-106.9855,38.9295,2975,1984-02,35.1,-18.6,-9.7,-0.9,-17.9,0.14,3.35
6011,Snodgrass,-106.9855,38.9295,2975,1984-03,89.6,-14.9,-6.9,1.1,-12.9,0,3.85
6012,Snodgrass,-106.9855,38.9295,2975,1984-04,88.1,-10.6,-3,4.6,-10.7,0.04,5.72
6013,Snodgrass,-106.9855,38.9295,2975,1984-05,66.74,-2.3,5.9,14,-6.4,1.07,12.52
6014,Snodgrass,-106.9855,38.9295,2975,1984-06,100.64,1.4,9.1,16.7,-2.2,1.23,13.82
6015,Snodgrass,-106.9855,38.9295,2975,1984-07,93.17,4.8,13.2,21.6,4.2,0.41,16.2
6016,Snodgrass,-106.9855,38.9295,2975,1984-08,85.39,4.8,12.7,20.5,5.7,0.14,13.63
6017,Snodgrass,-106.9855,38.9295,2975,1984-09,44.31,0.7,8.5,16.3,-0.7,1.07,11.97
6018,Snodgrass,-106.9855,38.9295,2975,1984-10,116.04,-6.1,-0.1,6,-7.7,0.33,5.88
6019,Snodgrass,-106.9855,38.9295,2975,1984-11,53.82,-12.6,-5.2,2.1,-14,0.42,4.66
6020,Snodgrass,-106.9855,38.9295,2975,1984-12,101.59,-14.8,-7.9,-1,-16.8,0.38,3.51
6021,Snodgrass,-106.9855,38.9295,2975,1985-01,34.5,-18.1,-10.4,-2.8,-18.5,0.2,2.97
6022,Snodgrass,-106.9855,38.9295,2975,1985-02,59.77,-18.8,-10.8,-2.7,-18.9,0.2,3.43
6023,Snodgrass,-106.9855,38.9295,2975,1985-03,122.46,-11.8,-4.4,2.9,-13.8,0.43,5.1
6024,Snodgrass,-106.9855,38.9295,2975,1985-04,84.53,-6.4,0.8,8,-8.5,0.41,7.46
6025,Snodgrass,-106.9855,38.9295,2975,1985-05,59.23,-1.7,5.7,13.1,-5.2,0.86,10.66
6026,Snodgrass,-106.9855,38.9295,2975,1985-06,27.67,1.6,10.7,19.8,-3.2,2,18.39
6027,Snodgrass,-106.9855,38.9295,2975,1985-07,56.08,5.7,13.2,20.8,3.2,1.49,16.08
6028,Snodgrass,-106.9855,38.9295,2975,1985-08,20.65,2.3,12.1,22,-2.4,1.43,21.18
6029,Snodgrass,-106.9855,38.9295,2975,1985-09,128.38,-0.5,6.5,13.4,-4,1.17,11.43
6030,Snodgrass,-106.9855,38.9295,2975,1985-10,80.81,-3.7,3.2,10.2,-8.9,1.35,9.05
6031,Snodgrass,-106.9855,38.9295,2975,1985-11,141.35,-10.4,-4.8,0.8,-13,0.55,4.23
6032,Snodgrass,-106.9855,38.9295,2975,1985-12,64.32,-15,-7.9,-0.8,-16.1,0.39,3.6
6033,Snodgrass,-106.9855,38.9295,2975,1986-01,25.55,-14.4,-5.9,2.7,-17.2,0.58,5.43
6034,Snodgrass,-106.9855,38.9295,2975,1986-02,166.31,-12.1,-5.9,0.3,-13.3,0.39,3.82
6035,Snodgrass,-106.9855,38.9295,2975,1986-03,50.08,-9.2,-1.3,6.7,-11.9,0.7,7.4
6036,Snodgrass,-106.9855,38.9295,2975,1986-04,85.13,-6.2,0.8,7.7,-8,0.5,6.89
6037,Snodgrass,-106.9855,38.9295,2975,1986-05,54.68,-2.9,4.7,12.3,-6.9,1,10.67
6038,Snodgrass,-106.9855,38.9295,2975,1986-06,36.66,2.4,11,19.5,-0.8,1.34,16.9
6039,Snodgrass,-106.9855,38.9295,2975,1986-07,66.06,4.4,11.8,19.3,2.9,0.56,14.91
6040,Snodgrass,-106.9855,38.9295,2975,1986-08,60.38,4.2,12.6,21.1,2.8,0.83,17.15
6041,Snodgrass,-106.9855,38.9295,2975,1986-09,137.16,0,6.5,13.1,-1.4,0.59,9.45
6042,Snodgrass,-106.9855,38.9295,2975,1986-10,58.9,-5.3,1.9,9,-5.5,0.32,7.25
6043,Snodgrass,-106.9855,38.9295,2975,1986-11,102.24,-10.2,-3.9,2.3,-12,0.46,4.49
6044,Snodgrass,-106.9855,38.9295,2975,1986-12,22.67,-15.7,-7.9,-0.1,-17.3,0.55,4.06
6045,Snodgrass,-106.9855,38.9295,2975,1987-01,70.55,-16.9,-9.9,-2.9,-18.7,0.54,3.54
6046,Snodgrass,-106.9855,38.9295,2975,1987-02,61.64,-13.8,-6.9,0.1,-15,0.44,4.04
6047,Snodgrass,-106.9855,38.9295,2975,1987-03,62.7,-14.1,-5.7,2.7,-13.5,0.08,5.19
6048,Snodgrass,-106.9855,38.9295,2975,1987-04,31.25,-6.8,1.3,9.5,-10.9,0.85,9.61
6049,Snodgrass,-106.9855,38.9295,2975,1987-05,39.6,-1.6,5.3,12.1,-2.8,0.53,8.82
6050,Snodgrass,-106.9855,38.9295,2975,1987-06,39.08,2.2,11.2,20.1,-3,1.72,18.61
6051,Snodgrass,-106.9855,38.9295,2975,1987-07,26.7,4.1,13.2,22.3,0.8,1.74,19.75
6052,Snodgrass,-106.9855,38.9295,2975,1987-08,96.35,3.9,11.6,19.3,1.7,1.39,15
6053,Snodgrass,-106.9855,38.9295,2975,1987-09,15.46,0,8.6,17.3,-5.4,2.04,15.47
6054,Snodgrass,-106.9855,38.9295,2975,1987-10,42.42,-3.4,4.6,12.7,-10.1,2,11.99
6055,Snodgrass,-106.9855,38.9295,2975,1987-11,44.52,-10.7,-3.3,4.1,-12.1,0.42,5.81
6056,Snodgrass,-106.9855,38.9295,2975,1987-12,64.3,-15.9,-9.6,-3.4,-16.4,0.39,3.03
6057,Snodgrass,-106.9855,38.9295,2975,1988-01,111.55,-18.2,-10.9,-3.7,-18.2,0.36,3.04
6058,Snodgrass,-106.9855,38.9295,2975,1988-02,47.05,-15.4,-7.1,1.3,-16.8,0.53,4.96
6059,Snodgrass,-106.9855,38.9295,2975,1988-03,51.79,-14.2,-5.9,2.5,-16.2,0.54,5.7
6060,Snodgrass,-106.9855,38.9295,2975,1988-04,49.75,-7.1,0.2,7.6,-10.6,0.87,7.81
6061,Snodgrass,-106.9855,38.9295,2975,1988-05,30.92,-2.6,4.6,11.7,-7.2,1.49,11.01
6062,Snodgrass,-106.9855,38.9295,2975,1988-06,50.43,2.9,11.5,20.2,1.1,0.85,17.22
6063,Snodgrass,-106.9855,38.9295,2975,1988-07,41.21,4.8,13.6,22.5,2.3,1.73,19.8
6064,Snodgrass,-106.9855,38.9295,2975,1988-08,30.64,5.2,13.2,21.3,3.7,0.89,17.32
6065,Snodgrass,-106.9855,38.9295,2975,1988-09,60.01,-0.3,7.9,16.1,-4.1,1.7,13.74
6066,Snodgrass,-106.9855,38.9295,2975,1988-10,14.73,-2.1,5.4,12.8,-6.5,1.62,11.18
6067,Snodgrass,-106.9855,38.9295,2975,1988-11,89.47,-11.2,-5.1,1.1,-12,0.33,4.17
6068,Snodgrass,-106.9855,38.9295,2975,1988-12,75.84,-16.6,-9.6,-2.5,-16.4,0.41,3.37
6069,Snodgrass,-106.9855,38.9295,2975,1989-01,43.52,-18.1,-9.6,-1.2,-17.2,0.34,3.62
6070,Snodgrass,-106.9855,38.9295,2975,1989-02,110.2,-14.5,-7.4,-0.3,-14.4,0.39,3.58
6071,Snodgrass,-106.9855,38.9295,2975,1989-03,65.2,-8.8,-1.6,5.7,-11.5,0.9,6.53
6072,Snodgrass,-106.9855,38.9295,2975,1989-04,43.51,-4.7,2.3,9.4,-9.9,1.59,9.05
6073,Snodgrass,-106.9855,38.9295,2975,1989-05,33.87,-1.5,6,13.5,-7.6,1.86,12.22
6074,Snodgrass,-106.9855,38.9295,2975,1989-06,18.86,1.5,9.7,18,-3.9,2.12,16.27
6075,Snodgrass,-106.9855,38.9295,2975,1989-07,62.17,5.9,14.8,23.8,0.2,2.92,22.95
6076,Snodgrass,-106.9855,38.9295,2975,1989-08,62.37,3.7,11.8,19.9,1.9,1.13,15.19
6077,Snodgrass,-106.9855,38.9295,2975,1989-09,37.78,0.9,9.5,18.2,-3.2,2.03,16.39
6078,Snodgrass,-106.9855,38.9295,2975,1989-10,34.4,-4.9,3,11,-9.3,1.48,9.92
6079,Snodgrass,-106.9855,38.9295,2975,1989-11,43.85,-10.1,-3,4,-13.7,0.81,6.16
6080,Snodgrass,-106.9855,38.9295,2975,1989-12,38.92,-15.8,-8.8,-1.9,-16,0.44,3.54
6081,Snodgrass,-106.9855,38.9295,2975,1990-01,34.98,-16.5,-9.3,-2,-16.4,0.41,3.5
6082,Snodgrass,-106.9855,38.9295,2975,1990-02,64.67,-14.6,-7.4,-0.1,-15.7,0.46,4.23
6083,Snodgrass,-106.9855,38.9295,2975,1990-03,49.81,-9,-2.2,4.6,-10,0.38,5.82
6084,Snodgrass,-106.9855,38.9295,2975,1990-04,89.53,-4.8,1.7,8.2,-5.6,0.38,6.68
6085,Snodgrass,-106.9855,38.9295,2975,1990-05,37.57,-3.4,4.2,11.8,-7.7,1.34,10.76
6086,Snodgrass,-106.9855,38.9295,2975,1990-06,20,2.9,11.9,21,-5.6,3.77,21.09
6087,Snodgrass,-106.9855,38.9295,2975,1990-07,75.96,4.9,13,21.1,3.7,1.1,16.86
6088,Snodgrass,-106.9855,38.9295,2975,1990-08,42.24,3.8,12.2,20.6,1.6,1.83,17.78
6089,Snodgrass,-106.9855,38.9295,2975,1990-09,75.19,2.7,10.9,19.1,1.3,1.09,15.66
6090,Snodgrass,-106.9855,38.9295,2975,1990-10,68.86,-4.7,2.6,9.9,-6.8,0.91,8.42
6091,Snodgrass,-106.9855,38.9295,2975,1990-11,67.39,-9.8,-2.4,5,-11.6,0.76,5.74
6092,Snodgrass,-106.9855,38.9295,2975,1990-12,52.41,-18.5,-10.7,-2.9,-18.3,0.35,3.67
6093,Snodgrass,-106.9855,38.9295,2975,1991-01,44.05,-18.1,-10.4,-2.6,-16.6,0.18,2.95
6094,Snodgrass,-106.9855,38.9295,2975,1991-02,31.52,-14,-5.9,2.3,-16.1,0.69,5.26
6095,Snodgrass,-106.9855,38.9295,2975,1991-03,131.04,-13,-5.6,1.8,-12.7,0.14,4.49
6096,Snodgrass,-106.9855,38.9295,2975,1991-04,62.56,-9.2,-1.5,6.1,-11.5,0.61,7.17
6097,Snodgrass,-106.9855,38.9295,2975,1991-05,24.08,-2.9,4.9,12.7,-7.6,1.14,11.3
6098,Snodgrass,-106.9855,38.9295,2975,1991-06,61.49,2.1,9.8,17.5,-4.3,2.19,15.52
6099,Snodgrass,-106.9855,38.9295,2975,1991-07,57.63,4.4,12.9,21.5,1.8,1.39,18.25
6100,Snodgrass,-106.9855,38.9295,2975,1991-08,37.68,4.5,12.6,20.7,3.5,0.8,15.98
6101,Snodgrass,-106.9855,38.9295,2975,1991-09,50.76,0.9,8.8,16.7,-2.1,1.03,13.71
6102,Snodgrass,-106.9855,38.9295,2975,1991-10,55.97,-3.4,4.3,12,-10.9,2.28,12.46
6103,Snodgrass,-106.9855,38.9295,2975,1991-11,101.97,-11.8,-5.7,0.3,-11.2,0.19,3.46
6104,Snodgrass,-106.9855,38.9295,2975,1991-12,23.61,-15.9,-7.7,0.5,-17.7,0.51,4.47
6105,Snodgrass,-106.9855,38.9295,2975,1992-01,22.11,-16.7,-8.3,0.1,-17.6,0.45,3.99
6106,Snodgrass,-106.9855,38.9295,2975,1992-02,48.24,-13.7,-6.4,0.9,-15.4,0.49,4.51
6107,Snodgrass,-106.9855,38.9295,2975,1992-03,77.29,-10.1,-2.2,5.6,-10.1,0.21,5.84
6108,Snodgrass,-106.9855,38.9295,2975,1992-04,45.15,-3.9,3.4,10.8,-9.2,1.44,9.95
6109,Snodgrass,-106.9855,38.9295,2975,1992-05,69.3,-0.3,7.1,14.6,-3,0.99,11.21
6110,Snodgrass,-106.9855,38.9295,2975,1992-06,34.9,1.2,9.3,17.4,-3.2,1.58,15.13
6111,Snodgrass,-106.9855,38.9295,2975,1992-07,70.23,3.7,11.4,19.1,-0.3,1.75,15.81
6112,Snodgrass,-106.9855,38.9295,2975,1992-08,89.64,3.6,11.6,19.5,0.2,1.67,16.61
6113,Snodgrass,-106.9855,38.9295,2975,1992-09,34.02,0.7,8.8,16.8,-3.3,2.8,14.56
6114,Snodgrass,-106.9855,38.9295,2975,1992-10,37.86,-2.3,5.1,12.5,-9.3,2.04,11.84
6115,Snodgrass,-106.9855,38.9295,2975,1992-11,80.47,-14,-7.1,-0.2,-14.9,0.39,3.77
6116,Snodgrass,-106.9855,38.9295,2975,1992-12,60.42,-16.8,-9.5,-2.2,-19.2,0.49,3.52
6117,Snodgrass,-106.9855,38.9295,2975,1993-01,111.61,-15.1,-7.7,-0.3,-15.4,0.35,3.56
6118,Snodgrass,-106.9855,38.9295,2975,1993-02,188.37,-13.7,-7.5,-1.2,-15.1,0.31,3.31
6119,Snodgrass,-106.9855,38.9295,2975,1993-03,82.9,-11.5,-2.8,5.9,-11.8,0.44,6.39
6120,Snodgrass,-106.9855,38.9295,2975,1993-04,80.27,-8.9,-1,7,-10.5,0.67,7.71
6121,Snodgrass,-106.9855,38.9295,2975,1993-05,64.45,-2.7,4.5,11.7,-5.2,0.73,9.75
6122,Snodgrass,-106.9855,38.9295,2975,1993-06,31.39,0.6,8.9,17.1,-4.8,1.51,16.97
6123,Snodgrass,-106.9855,38.9295,2975,1993-07,23.3,2.8,11.8,20.7,-4.5,2.27,22.75
6124,Snodgrass,-106.9855,38.9295,2975,1993-08,70.31,3.9,11.5,19.2,1,1.29,15.57
6125,Snodgrass,-106.9855,38.9295,2975,1993-09,57.56,-0.7,7.6,16,-5.4,1.59,13.94
6126,Snodgrass,-106.9855,38.9295,2975,1993-10,74.79,-4.5,2.5,9.4,-8.9,1.18,9.02
6127,Snodgrass,-106.9855,38.9295,2975,1993-11,86.46,-14.3,-6.7,0.9,-16.8,0.61,4.76
6128,Snodgrass,-106.9855,38.9295,2975,1993-12,38.33,-19.8,-10.9,-2.1,-17.9,0.08,3.29
6129,Snodgrass,-106.9855,38.9295,2975,1994-01,21.67,-18.1,-9.8,-1.6,-15.9,0.02,3.2
6130,Snodgrass,-106.9855,38.9295,2975,1994-02,115.69,-16,-8.8,-1.6,-17.6,0.46,3.73
6131,Snodgrass,-106.9855,38.9295,2975,1994-03,41.58,-10.5,-2.4,5.6,-13.1,0.69,6.89
6132,Snodgrass,-106.9855,38.9295,2975,1994-04,76.65,-6.5,0.8,8.1,-9.2,0.76,8.05
6133,Snodgrass,-106.9855,38.9295,2975,1994-05,31.08,-1.2,6.7,14.5,-5.3,1.24,12.4
6134,Snodgrass,-106.9855,38.9295,2975,1994-06,23.57,4.6,13.3,22.1,-5.2,4.09,21.88
6135,Snodgrass,-106.9855,38.9295,2975,1994-07,5.6,5.5,14.7,23.9,-2.1,3.8,24.17
6136,Snodgrass,-106.9855,38.9295,2975,1994-08,41.54,6,14.3,22.6,2.6,1.68,19.97
6137,Snodgrass,-106.9855,38.9295,2975,1994-09,54.55,1.9,9.8,17.7,-3.5,1.72,15.02
6138,Snodgrass,-106.9855,38.9295,2975,1994-10,71.2,-3.8,2.6,9.1,-8.1,1.03,8.22
6139,Snodgrass,-106.9855,38.9295,2975,1994-11,98.35,-11.7,-5.4,0.8,-14.7,0.71,4.71
6140,Snodgrass,-106.9855,38.9295,2975,1994-12,46.35,-14.3,-6.5,1.3,-16.4,0.62,4.52
6141,Snodgrass,-106.9855,38.9295,2975,1995-01,76.7,-15.2,-8.4,-1.6,-16.2,0.46,3.05
6142,Snodgrass,-106.9855,38.9295,2975,1995-02,138.6,-10.3,-3.3,3.6,-13,0.72,5.58
6143,Snodgrass,-106.9855,38.9295,2975,1995-03,132.96,-10.4,-2.9,4.6,-12.5,0.55,6.15
6144,Snodgrass,-106.9855,38.9295,2975,1995-04,90.38,-8.3,-1,6.3,-12,0.76,7.24
6145,Snodgrass,-106.9855,38.9295,2975,1995-05,185.87,-3.6,2.9,9.4,-4.4,0.38,7.29
6146,Snodgrass,-106.9855,38.9295,2975,1995-06,54.42,0.6,8.8,17,-4,1.63,14.9
6147,Snodgrass,-106.9855,38.9295,2975,1995-07,59.36,4.1,12.2,20.3,-0.6,2.4,18.12
6148,Snodgrass,-106.9855,38.9295,2975,1995-08,35.47,6.3,14.4,22.6,3.3,1.76,18.64
6149,Snodgrass,-106.9855,38.9295,2975,1995-09,70.78,1.7,9.5,17.3,-1.5,1.22,14.44
6150,Snodgrass,-106.9855,38.9295,2975,1995-10,29.32,-4.8,3,10.8,-11.2,1.54,10.14
6151,Snodgrass,-106.9855,38.9295,2975,1995-11,60.31,-8.4,-1.8,4.9,-11.8,0.88,5.98
6152,Snodgrass,-106.9855,38.9295,2975,1995-12,53.14,-13.6,-6.7,0.3,-15.9,0.54,4.19
6153,Almont,-106.8591,38.6537,2739,1996-01,86.82,-13,-7,-1.1,-14.5,0.58,3.51
6154,Almont,-106.8591,38.6537,2739,1996-02,75.77,-9.9,-3.2,3.5,-13.8,1.01,5.46
6155,Almont,-106.8591,38.6537,2739,1996-03,41.66,-8.8,-1.8,5.2,-12.1,0.85,6.38
6156,Almont,-106.8591,38.6537,2739,1996-04,40.61,-4.4,2.4,9.3,-9.2,1.25,8.87
6157,Almont,-106.8591,38.6537,2739,1996-05,11.67,2.5,9.9,17.2,-6.5,3.15,16.11
6158,Almont,-106.8591,38.6537,2739,1996-06,41.12,5.7,13.4,21.2,-1.2,2.97,19.22
6159,Almont,-106.8591,38.6537,2739,1996-07,24.75,8.9,16.9,24.8,2.5,3.42,23.81
6160,Almont,-106.8591,38.6537,2739,1996-08,17.6,8,16,24,1.6,3.49,22.77
6161,Almont,-106.8591,38.6537,2739,1996-09,38.2,2.6,9.8,16.9,-1.2,1.74,14.21
6162,Almont,-106.8591,38.6537,2739,1996-10,51.08,-2.5,4.8,12,-6.6,1.55,11.05
6163,Almont,-106.8591,38.6537,2739,1996-11,42.72,-6.5,-0.6,5.3,-9.3,0.87,5.71
6164,Almont,-106.8591,38.6537,2739,1996-12,85.65,-12.7,-7.4,-2,-14.1,0.4,2.92
6165,Almont,-106.8591,38.6537,2739,1997-01,69.15,-12.2,-6.3,-0.4,-12.8,0.35,3.08
6166,Almont,-106.8591,38.6537,2739,1997-02,24.35,-12.7,-5.7,1.4,-14,0.5,4.41
6167,Almont,-106.8591,38.6537,2739,1997-03,15.48,-8.2,-0.3,7.6,-13.2,1.37,8.24
6168,Almont,-106.8591,38.6537,2739,1997-04,61.88,-5.5,0.9,7.2,-8.5,0.83,7.17
6169,Almont,-106.8591,38.6537,2739,1997-05,61.93,0.9,7.7,14.6,-2.9,1.42,11.84
6170,Almont,-106.8591,38.6537,2739,1997-06,33.86,5.4,13.1,20.8,0.1,2.52,18.42
