date.m,Almont,Billy_Barr,Castnet,Judd_Falls,KCOCREST10,KCOCREST4,KCOCREST6,KCOMTCRE2,Kettle_Ponds,Mexican_Cut,MRMEX,MTAPC2,NRCS_1141,NRCS_380,NRCS_680,NRCS_737,Snodgrass
mm-YY,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month
Sep-88,109.9906392,101.2481785,101.2443213,101.5857908,107.7658455,109.6181255,106.5988988,107.5241419,100.6928834,95.47519184,99.44796034,104.0060946,94.29567267,106.1965282,109.5676461,97.23050401,106.6025117
Oct-88,77.58613205,69.42771267,69.42814571,69.68279901,74.91937709,76.26485091,73.75833823,74.64543215,68.81936457,63.78700621,67.72322687,73.73639361,64.53242864,73.67441895,76.75951967,65.15205887,74.05911236
Nov-88,47.54457311,38.52539275,38.52669044,38.64234711,41.5123095,42.19024553,40.0735279,41.34356601,36.06750072,35.17182059,38.25648794,44.5188788,32.45744332,40.87640256,46.94021229,35.92236081,41.08170799
Dec-88,22.27496665,20.44854685,20.45104659,20.54509836,20.06812668,20.62146001,20.29204841,20.84681652,19.82076166,20.16612213,21.2644374,21.52040001,18.50107774,20.46759884,20.0902107,20.53403462,21.20978411
Jan-89,27.76698658,26.44569904,26.44817725,26.53524123,26.22679661,26.69303482,25.96801153,27.39654696,25.57110398,25.57257962,27.0071442,27.44463453,23.03248133,27.0729099,27.54233373,26.25139019,27.37309633
Feb-89,35.39105498,33.52130438,33.52141436,33.6689927,31.67533464,32.51811745,32.73331375,34.40531501,32.53614156,31.83003296,33.82688128,33.45818623,30.58818918,33.8186953,33.13513275,32.83016479,35.03360193
Mar-89,75.47800365,68.92982768,68.92739422,69.18602851,68.03088363,69.54742891,69.59385422,70.69662166,67.49559761,68.11365136,71.62482955,67.05068266,62.84858547,69.63364669,67.30947267,69.85996509,71.17557217
Apr-89,105.3852949,97.18208932,97.17422955,97.57245744,100.5240941,102.8934796,99.56335697,100.8532045,95.59663959,93.82809044,98.31933979,96.28982487,87.65549496,99.190008,98.59383205,95.5322857,101.3783818
May-89,141.5036883,129.9803323,129.967841,130.4593493,136.9021995,139.8139466,134.7201418,136.6267892,128.3619825,125.2001745,130.3079482,130.4260949,117.6934908,134.5832915,136.0438304,127.1994877,136.1824219
Jun-89,146.859369,138.4157401,138.3996507,138.9688429,144.8887931,148.2881154,144.4756258,145.0159732,137.3446934,132.4744869,137.5111831,139.5928819,129.4280549,142.6263887,143.4367471,135.171651,144.6622341
