Depth,GR_RAW,TH232_RAW,K40_RAW,U238_RAW,MAGNETIC_SUSCEPTIBILITY,EM_IND_RESISTIVITY,FLUID_CONDUCTIVITY,TEMP,AMBIENT_HEAT_PULSE_GW_FLOW#1,AMBIENT_SFM_GW_FLOW_(TOTAL)
M,APR,PPM,%,PPM,‘10e-3,OHM-M,US/CM,C,GPM (NEG=DOWN),GPM (NEG=DOWN)
2.20960000000006,135.67,8.32265,2.71777,21.63,312.771,2.50772,133.693,7.43319,,0.860074
2.22460000000006,130.897,8.41469,3.51184,30.0642,312.769,2.40838,133.768,7.45666,,0.855738
2.23960000000006,113.241,17.3636,3.7098,44.4331,312.765,2.99253,133.756,7.47377,,0.851401
2.25460000000006,116.285,15.2601,2.80784,87.121,312.761,3.57613,133.69,7.48969,,0.848452
2.26960000000006,134.052,5.29593,1.12362,149.949,312.74,3.60309,133.647,7.50282,,0.845541
2.28460000000006,135.65,3.38295,1.12648,126.353,312.716,3.62979,133.591,7.51477,,0.84263
2.29960000000006,125.753,7.19433,2.32884,41.3101,312.689,3.33313,133.658,7.52671,,0.839943
2.31460000000006,121.153,9.41295,2.20355,19.3933,312.663,3.03695,133.689,7.53586,,0.837382
2.32960000000006,120.318,10.4994,1.13462,42.3447,312.641,3.28283,133.514,7.54103,,0.83482
2.34460000000006,114.564,14.6455,0.674181,43.6065,312.619,3.52913,133.462,7.5478,,0.832389
2.35960000000006,105.313,20.9679,0.646556,29.4408,312.638,4.20101,133.618,7.55297,,0.830253
2.37460000000006,104.794,23.6181,1.23854,40.4241,312.664,4.87257,134.226,7.55695,,0.828116
2.38960000000006,110.483,23.6575,2.27108,69.289,312.815,5.15411,134.119,7.55814,,0.825979
2.40460000000006,114.81,20.2052,2.51411,68.3568,312.992,5.43542,134.098,7.55814,,0.798614
2.41960000000007,118.168,14.2709,2.19599,46.2453,313.067,5.45682,134.194,7.55814,,0.770559
2.43460000000007,114.995,9.53755,2.29325,35.7687,313.122,5.47818,134.148,7.55814,,0.742504
2.44960000000007,107.175,5.65836,2.68598,33.5677,313.136,5.4677,134.443,7.56093,,0.713538
2.46460000000007,100.973,3.18961,2.13404,31.5657,313.142,5.45726,134.393,7.56212,,0.68406
