UTM Zone 13N,,Geoid: 2012AB1,
Name,Easting,Northing,Elevation
PLM7,331040.5,4309694.79,2782.33
PLM8,331206.63,4309986.99,2760.77
GLS1,326571.44,4316195.01,2922.73
GUM1,327359.26,4313675.92,2891.74
