Data for Figure 1a.,,,,,,,,,,Data for Figure 1b.,,,,,,,,
Date (MT),0.20 m,0.40 m,0.75 m,1.00 m,1.50 m,2.50 m,4.63 m,6.00 m,,,,,,,,,,
6/11/15 0:00,16.49,15.66,15.59,14.54,12.89,11.81,10.92,11.08,,,,,,,,,,
6/12/15 0:00,16.42,15.55,15.59,14.65,13.00,11.86,10.94,11.09,,,,,,,,,,
6/13/15 0:00,16.57,15.75,15.66,14.72,13.09,11.92,10.96,11.10,,,,,,,,,,
6/14/15 0:00,16.85,15.82,15.79,14.82,13.18,11.99,10.98,11.11,,,,,,,,,,
6/15/15 0:00,17.84,16.29,15.98,14.94,13.27,12.06,11.00,11.12,,,,,,,,,,
6/16/15 0:00,18.53,16.86,16.31,15.14,13.37,12.13,11.02,11.13,,,,,,,,,,
6/17/15 0:00,19.03,17.21,16.60,15.39,13.49,12.20,11.05,11.14,,,,,,,,,,
6/18/15 0:00,19.51,17.62,16.88,15.62,13.64,12.29,11.07,11.15,,,,,,,,,,
6/19/15 0:00,20.12,18.06,17.19,15.87,13.80,12.39,11.09,11.16,,,,,,,,,,
6/20/15 0:00,20.68,18.50,17.52,16.14,13.98,12.50,11.12,11.17,,,,,,,,,,
6/21/15 0:00,21.02,18.88,17.85,16.41,14.16,12.60,11.14,11.18,,,,,,,,,,
6/22/15 0:00,21.41,19.22,18.15,16.69,14.35,12.71,11.17,11.20,,,,,,,,,,
6/23/15 0:00,21.75,19.58,18.45,16.95,14.54,12.81,11.20,11.21,,,,,,,,,,
6/24/15 0:00,22.25,19.95,18.74,17.21,14.73,12.92,11.23,11.22,,,,,,,,,,
6/25/15 0:00,22.82,20.38,19.05,17.47,14.92,13.03,11.26,11.24,,,,,,,,,,
6/26/15 0:00,23.02,20.70,19.36,17.74,15.11,13.15,11.29,11.25,,,,,,,,,,
6/27/15 0:00,23.54,21.08,19.66,18.00,15.31,13.27,11.33,11.27,,,,,,,,,,
6/28/15 0:00,23.96,21.51,19.99,18.28,15.51,13.38,11.36,11.29,,,,,,,,,,
6/29/15 0:00,24.80,21.96,20.31,18.56,15.71,13.51,11.40,11.30,,,,,,,,,,
6/30/15 0:00,25.08,22.42,20.69,18.86,15.92,13.62,11.44,11.32,,,,,,,,,,
7/1/15 0:00,25.22,22.74,21.03,19.16,16.14,13.74,11.48,11.34,,,,,,,,,,
7/2/15 0:00,25.25,22.84,21.25,19.44,16.36,13.86,11.52,11.36,,,,,,,,,,
7/3/15 0:00,25.23,23.06,21.46,19.66,16.57,13.97,11.56,11.38,,,,,,,,,,
7/4/15 0:00,25.40,23.17,21.54,19.78,16.68,14.02,11.59,11.39,,,,,,,,,,
7/6/15 6:05,21.74,21.31,21.22,19.94,17.12,14.30,11.70,11.44,,,,,,,,,,
7/7/15 0:00,21.66,21.13,20.90,19.79,17.20,14.40,11.73,11.46,,,,,,,,,,
7/8/15 0:00,20.88,20.67,20.62,19.62,17.25,14.50,11.78,11.49,,,,,,,,,,
7/9/15 0:00,20.42,20.20,20.27,19.42,17.25,14.60,11.82,11.51,,,,,,,,,,
7/10/15 0:00,20.45,19.98,20.00,19.21,17.23,14.69,11.86,11.53,,,,,,,,,,
7/11/15 0:00,20.67,20.10,19.92,19.06,17.18,14.76,11.91,11.56,,,,,,,,,,
7/12/15 0:00,20.97,20.01,19.87,18.99,17.14,14.83,11.95,11.58,,,,,,,,,,
7/13/15 0:00,22.44,20.70,19.98,18.96,17.11,14.88,12.00,11.60,,,,,,,,,,
7/14/15 0:00,22.37,21.31,20.20,19.03,17.10,14.92,12.04,11.62,,,,,,,,,,
7/15/15 1:00,21.94,21.08,20.47,19.25,17.14,14.97,12.10,11.66,,,,,,,,,,
7/16/15 1:00,21.84,20.83,20.43,19.32,17.20,15.02,12.15,11.68,,,,,,,,,,
7/17/15 1:00,22.88,21.25,20.49,19.34,17.26,15.06,12.20,11.71,,,,,,,,,,
7/18/15 1:00,23.31,21.86,20.71,19.44,17.30,15.11,12.24,11.74,,,,,,,,,,
7/19/15 1:00,22.07,21.41,20.82,19.59,17.37,15.16,12.29,11.77,,,,,,,,,,
7/20/15 1:00,22.31,21.20,20.68,19.60,17.44,15.21,12.33,11.80,,,,,,,,,,
7/21/15 1:00,22.69,21.58,20.74,19.60,17.50,15.26,12.38,11.83,,,,,,,,,,
7/22/15 1:00,22.53,21.36,20.78,19.66,17.54,15.31,12.42,11.86,,,,,,,,,,
7/23/15 1:00,23.95,21.97,20.89,19.70,17.59,15.36,12.46,11.88,,,,,,,,,,
7/24/15 1:00,23.80,22.46,21.21,19.85,17.64,15.42,12.51,11.91,,,,,,,,,,
7/25/15 1:00,23.53,22.15,21.30,20.01,17.72,15.47,12.55,11.94,,,,,,,,,,
7/26/15 1:00,23.91,22.51,21.40,20.09,17.81,15.52,12.59,11.97,,,,,,,,,,
7/27/15 1:00,24.24,22.60,21.53,20.20,17.89,15.58,12.63,12.00,,,,,,,,,,
7/28/15 1:00,24.75,22.97,21.71,20.32,17.97,15.64,12.68,12.03,,,,,,,,,,
7/29/15 1:00,24.56,23.14,21.92,20.48,18.06,15.70,12.72,12.06,,,,,,,,,,
7/30/15 0:00,24.65,23.16,22.03,20.62,18.16,15.76,12.76,12.09,,,,,,,,,,
7/31/15 0:00,25.14,23.42,22.12,20.73,18.27,15.83,12.80,12.12,,,,,,,,,,
8/1/15 0:00,25.59,23.79,22.31,20.85,18.37,15.90,12.84,12.15,,,,,,,,,,
8/2/15 0:00,25.14,23.91,22.55,21.02,18.47,15.97,12.89,12.19,,,,,,,,,,
8/3/15 0:00,23.25,23.19,22.53,21.16,18.59,16.04,12.93,12.22,,,,,,,,,,
8/4/15 0:00,22.18,22.31,22.19,21.11,18.69,16.12,12.97,12.25,,,,,,,,,,
8/5/15 0:00,22.37,22.08,21.94,20.95,18.75,16.20,13.01,12.28,,,,,,,,,,
8/6/15 0:00,23.07,22.27,21.90,20.85,18.76,16.27,13.06,12.31,,,,,,,,,,
8/7/15 0:00,22.50,22.40,21.98,20.85,18.77,16.34,13.10,12.34,,,,,,,,,,
8/8/15 0:00,22.36,21.83,21.80,20.84,18.78,16.39,13.15,12.38,,,,,,,,,,
8/9/15 0:00,23.57,22.35,21.76,20.75,18.79,16.45,13.19,12.41,,,,,,,,,,
8/10/15 0:00,23.95,22.76,21.97,20.80,18.80,16.50,13.24,12.44,,,,,,,,,,
8/11/15 0:00,24.70,23.29,22.20,20.92,18.82,16.55,13.29,12.48,,,,,,,,,,
8/12/15 0:00,24.24,23.30,22.39,21.08,18.88,16.59,13.34,12.51,,,,,,,,,,
8/13/15 0:00,24.14,23.20,22.46,21.18,18.95,16.64,13.39,12.55,,,,,,,,,,
8/14/15 0:00,24.81,23.49,22.56,21.27,19.03,16.69,13.44,12.58,,,,,,,,,,
8/15/15 0:00,25.14,23.80,22.75,21.38,19.10,16.74,13.48,12.62,,,,,,,,,,
8/16/15 0:00,25.13,24.11,22.96,21.53,19.18,16.79,13.53,12.65,,,,,,,,,,
8/17/15 0:00,23.61,23.48,23.01,21.67,19.28,16.85,13.58,12.69,,,,,,,,,,
8/18/15 0:00,23.28,23.11,22.83,21.67,19.37,16.91,13.63,12.73,,,,,,,,,,
8/19/15 0:00,23.21,22.97,22.68,21.61,19.42,16.97,13.68,12.76,,,,,,,,,,
8/20/15 0:00,22.89,22.78,22.57,21.54,19.46,17.03,13.73,12.80,,,,,,,,,,
8/21/15 0:00,22.94,22.67,22.45,21.47,19.47,17.09,13.78,12.84,,,,,,,,,,
8/22/15 0:00,23.72,22.84,22.41,21.42,19.48,17.14,13.83,12.88,,,,,,,,,,
8/23/15 0:00,23.67,23.08,22.53,21.44,19.49,17.19,13.88,12.92,,,,,,,,,,
8/24/15 0:00,23.53,23.01,22.57,21.49,19.50,17.24,13.93,12.96,,,,,,,,,,
8/25/15 0:00,23.60,23.00,22.54,21.51,19.54,17.28,13.98,13.00,,,,,,,,,,
8/26/15 0:00,24.01,23.31,22.57,21.52,19.57,17.33,14.03,13.03,,,,,,,,,,
8/27/15 0:00,22.83,23.17,22.64,21.56,19.59,17.36,14.07,13.06,,,,,,,,,,
8/28/15 0:00,20.92,21.89,22.29,21.51,19.64,17.41,14.13,13.11,,,,,,,,,,
8/29/15 0:00,20.75,21.45,21.90,21.30,19.64,17.46,14.17,13.15,,,,,,,,,,
8/30/15 0:00,20.78,21.28,21.72,21.11,19.60,17.50,14.21,13.18,,,,,,,,,,
8/31/15 0:00,20.70,21.23,21.65,20.99,19.54,17.53,14.26,13.22,,,,,,,,,,
9/1/15 0:00,20.20,20.93,21.49,20.89,19.49,17.56,14.30,13.26,,,,,,,,,,
9/2/15 0:00,19.98,20.66,21.29,20.75,19.44,17.58,14.35,13.29,,,,,,,,,,
9/3/15 0:00,19.70,20.59,21.17,20.62,19.38,17.60,14.39,13.33,,,,,,,,,,
9/4/15 0:00,18.70,19.99,20.90,20.48,19.31,17.61,14.43,13.37,,,,,,,,,,
9/5/15 0:00,18.57,19.50,20.48,20.23,19.24,17.61,14.47,13.40,,,,,,,,,,
9/6/15 0:00,18.84,19.50,20.23,19.98,19.14,17.61,14.51,13.44,,,,,,,,,,
9/7/15 0:00,18.67,19.51,20.19,19.83,19.02,17.60,14.55,13.47,,,,,,,,,,
9/8/15 0:00,18.27,19.20,20.04,19.73,18.92,17.59,14.59,13.50,,,,,,,,,,
9/9/15 0:00,18.78,19.28,19.89,19.65,18.88,17.58,14.61,13.52,,,,,,,,,,
9/9/15 0:00,17.60,18.88,19.84,19.57,18.83,17.57,14.62,13.54,,,,,,,,,,
9/10/15 0:00,17.25,18.53,19.63,19.40,18.73,17.55,14.66,13.57,,,,,,,,,,
9/11/15 0:00,17.14,18.34,19.46,19.24,18.63,17.52,14.70,13.61,,,,,,,,,,
9/12/15 0:00,17.36,18.33,19.36,19.11,18.53,17.50,14.73,13.64,,,,,,,,,,
9/13/15 0:00,17.49,18.41,19.33,19.02,18.44,17.46,14.77,13.68,,,,,,,,,,
9/14/15 0:00,17.40,18.40,19.29,18.96,18.37,17.43,14.80,13.71,,,,,,,,,,
9/15/15 0:00,17.81,18.42,19.22,18.90,18.30,17.40,14.83,13.74,,,,,,,,,,
9/16/15 0:00,17.76,18.51,19.20,18.85,18.24,17.37,14.86,13.78,,,,,,,,,,
9/17/15 0:00,17.48,18.38,19.11,18.80,18.19,17.34,14.89,13.81,,,,,,,,,,
9/18/15 0:00,16.74,18.08,18.98,18.71,18.13,17.31,14.91,13.84,,,,,,,,,,
9/19/15 0:00,15.54,17.44,18.75,18.58,18.07,17.28,14.94,13.87,,,,,,,,,,
9/20/15 0:00,14.94,16.86,18.41,18.38,18.00,17.25,14.96,13.90,,,,,,,,,,
9/21/15 0:00,14.70,16.51,18.11,18.14,17.90,17.22,14.98,13.93,,,,,,,,,,
9/22/15 0:00,14.99,16.45,17.90,17.93,17.78,17.19,15.00,13.96,,,,,,,,,,
9/23/15 0:00,15.68,16.59,17.77,17.77,17.66,17.15,15.02,13.99,,,,,,,,,,
9/24/15 0:00,15.34,16.65,17.77,17.68,17.55,17.11,15.04,14.01,,,,,,,,,,
9/25/15 0:00,15.38,16.58,17.71,17.61,17.46,17.07,15.06,14.04,,,,,,,,,,
9/26/15 0:00,15.40,16.59,17.67,17.55,17.39,17.02,15.08,14.07,,,,,,,,,,
9/27/15 0:00,15.41,16.57,17.62,17.50,17.32,16.98,15.09,14.09,,,,,,,,,,
9/28/15 0:00,15.61,16.61,17.59,17.45,17.26,16.93,15.11,14.12,,,,,,,,,,
9/29/15 0:00,16.92,17.12,17.66,17.43,17.21,16.89,15.12,14.14,,,,,,,,,,
9/30/15 0:00,17.52,17.63,17.89,17.51,17.17,16.85,15.13,14.16,,,,,,,,,,
10/1/15 0:00,17.61,17.91,18.12,17.65,17.16,16.82,15.14,14.18,,,,,,,,,,
10/2/15 0:00,17.06,17.86,18.26,17.77,17.18,16.79,15.15,14.20,,,,,,,,,,
10/3/15 0:00,15.93,17.40,18.21,17.83,17.21,16.77,15.16,14.23,,,,,,,,,,
10/4/15 0:00,15.42,16.89,17.96,17.76,17.23,16.75,15.17,14.25,,,,,,,,,,
10/5/15 0:00,14.81,16.52,17.71,17.61,17.22,16.73,15.18,14.26,,,,,,,,,,
10/6/15 0:00,14.80,16.18,17.42,17.43,17.17,16.72,15.18,14.28,,,,,,,,,,
10/7/15 0:00,14.38,16.02,17.22,17.25,17.10,16.71,15.19,14.30,,,,,,,,,,
10/8/15 0:00,13.94,15.68,17.01,17.08,17.01,16.69,15.19,14.31,,,,,,,,,,
10/9/15 0:00,13.98,15.53,16.79,16.91,16.92,16.66,15.19,14.33,,,,,,,,,,
10/10/15 0:00,14.04,15.51,16.66,16.75,16.82,16.63,15.20,14.35,,,,,,,,,,
10/11/15 0:00,14.03,15.44,16.58,16.65,16.73,16.60,15.20,14.36,,,,,,,,,,
10/12/15 0:00,13.88,15.45,16.51,16.56,16.65,16.57,15.21,14.37,,,,,,,,,,
10/13/15 0:00,13.03,15.06,16.38,16.48,16.57,16.53,15.21,14.39,,,,,,,,,,
10/14/15 0:00,12.68,14.71,16.15,16.34,16.50,16.49,15.22,14.40,,,,,,,,,,
10/15/15 0:00,12.54,14.48,15.93,16.17,16.41,16.45,15.22,14.41,,,,,,,,,,
10/16/15 0:00,12.56,14.36,15.75,16.01,16.32,16.41,15.22,14.43,,,,,,,,,,
10/17/15 0:00,12.94,14.39,15.64,15.87,16.22,16.37,15.22,14.44,,,,,,,,,,
10/18/15 0:00,14.06,14.77,15.62,15.78,16.13,16.32,15.22,14.45,,,,,,,,,,
10/19/15 0:00,14.24,15.14,15.78,15.78,16.05,16.28,15.23,14.46,,,,,,,,,,
10/20/15 0:00,13.27,14.89,15.82,15.82,15.99,16.23,15.23,14.47,,,,,,,,,,
10/21/15 0:00,13.15,14.60,15.66,15.76,15.95,16.18,15.22,14.48,,,,,,,,,,
10/22/15 0:00,12.05,14.26,15.51,15.65,15.90,16.14,15.22,14.49,,,,,,,,,,
10/23/15 0:00,11.66,13.63,15.17,15.48,15.83,16.10,15.22,14.50,,,,,,,,,,
10/24/15 0:00,10.22,13.06,14.84,15.23,15.73,16.06,15.22,14.51,,,,,,,,,,
10/25/15 0:00,9.45,12.23,14.34,14.93,15.61,16.01,15.21,14.52,,,,,,,,,,
10/26/15 0:00,10.71,12.30,13.95,14.58,15.45,15.96,15.20,14.52,,,,,,,,,,
10/27/15 0:00,9.74,12.24,13.85,14.36,15.27,15.90,15.20,14.53,,,,,,,,,,
10/28/15 0:00,7.85,11.23,13.48,14.14,15.11,15.84,15.19,14.54,,,,,,,,,,
10/29/15 0:00,7.97,10.62,12.92,13.78,14.94,15.76,15.19,14.54,,,,,,,,,,
10/30/15 0:00,8.70,10.75,12.62,13.43,14.74,15.68,15.18,14.55,,,,,,,,,,
10/31/15 0:00,8.10,10.56,12.48,13.20,14.54,15.60,15.17,14.55,,,,,,,,,,
11/1/15 0:00,7.58,10.20,12.23,12.99,14.34,15.51,15.17,14.56,,,,,,,,,,
11/2/15 0:00,7.45,9.93,11.96,12.75,14.17,15.41,15.16,14.57,,,,,,,,,,
11/3/15 0:00,7.60,9.78,11.73,12.53,13.99,15.31,15.15,14.57,,,,,,,,,,
11/4/15 0:00,8.30,10.07,11.64,12.34,13.82,15.22,15.14,14.57,,,,,,,,,,
11/5/15 0:00,7.62,9.92,11.61,12.25,13.66,15.12,15.13,14.58,,,,,,,,,,
11/6/15 0:00,6.73,9.42,11.40,12.11,13.53,15.02,15.11,14.58,,,,,,,,,,
11/7/15 0:00,5.01,8.57,11.01,11.89,13.39,14.92,15.10,14.58,,,,,,,,,,
11/8/15 0:00,3.83,7.56,10.42,11.53,13.23,14.82,15.08,14.59,,,,,,,,,,
11/9/15 0:00,3.58,6.95,9.84,11.09,13.03,14.72,15.06,14.59,,,,,,,,,,
11/10/15 0:00,4.12,6.82,9.43,10.68,12.79,14.62,15.04,14.59,,,,,,,,,,
11/11/15 0:00,4.66,7.05,9.24,10.38,12.55,14.51,15.02,14.58,,,,,,,,,,
11/12/15 0:00,3.35,6.65,9.10,10.18,12.32,14.39,15.00,14.58,,,,,,,,,,
11/13/15 0:00,2.50,5.95,8.70,9.92,12.12,14.27,14.97,14.58,,,,,,,,,,
11/14/15 0:00,2.05,5.43,8.24,9.58,11.91,14.14,14.95,14.58,,,,,,,,,,
11/15/15 0:00,1.78,5.05,7.84,9.22,11.68,14.01,14.92,14.57,,,,,,,,,,
11/16/15 0:00,2.02,4.86,7.50,8.89,11.44,13.88,14.89,14.56,,,,,,,,,,
11/17/15 0:00,2.67,4.97,7.28,8.61,11.20,13.75,14.86,14.56,,,,,,,,,,
11/18/15 0:00,3.21,5.21,7.24,8.42,10.98,13.61,14.82,14.55,,,,,,,,,,
11/19/15 0:00,3.43,5.41,7.29,8.32,10.78,13.48,14.79,14.54,,,,,,,,,,
11/20/15 0:00,3.77,5.58,7.33,8.27,10.62,13.34,14.75,14.53,,,,,,,,,,
11/21/15 0:00,2.59,5.35,7.35,8.24,10.49,13.20,14.71,14.52,,,,,,,,,,
11/22/15 0:00,1.51,4.58,7.07,8.13,10.37,13.08,14.67,14.51,,,,,,,,,,
11/23/15 0:00,1.02,4.04,6.68,7.88,10.24,12.95,14.63,14.50,,,,,,,,,,
11/24/15 0:00,0.80,3.68,6.33,7.60,10.08,12.83,14.58,14.48,,,,,,,,,,
11/25/15 0:00,0.93,3.51,6.05,7.32,9.90,12.71,14.54,14.47,,,,,,,,,,
11/26/15 0:00,1.66,3.69,5.88,7.08,9.71,12.59,14.49,14.45,,,,,,,,,,
11/27/15 0:00,1.53,3.79,5.86,6.95,9.53,12.47,14.44,14.43,,,,,,,,,,
11/28/15 0:00,1.71,3.76,5.81,6.85,9.37,12.34,14.39,14.42,,,,,,,,,,
11/29/15 0:00,1.79,3.81,5.79,6.77,9.23,12.22,14.35,14.40,,,,,,,,,,
11/30/15 0:00,1.71,3.81,5.79,6.70,9.10,12.10,14.30,14.38,,,,,,,,,,
12/1/15 0:00,1.32,3.63,5.74,6.63,8.99,11.98,14.25,14.35,,,,,,,,,,
12/2/15 0:00,0.93,3.36,5.61,6.53,8.88,11.86,14.20,14.33,,,,,,,,,,
12/3/15 0:00,0.77,3.13,5.42,6.38,8.77,11.75,14.15,14.31,,,,,,,,,,
12/4/15 0:00,0.69,2.97,5.25,6.22,8.64,11.64,14.10,14.28,,,,,,,,,,
12/5/15 0:00,0.72,2.87,5.09,6.06,8.50,11.53,14.05,14.25,,,,,,,,,,
12/6/15 0:00,0.71,2.82,4.98,5.92,8.37,11.42,14.00,14.22,,,,,,,,,,
12/7/15 0:00,0.54,2.69,4.86,5.79,8.24,11.31,13.95,14.19,,,,,,,,,,
12/8/15 0:00,0.49,2.57,4.72,5.65,8.10,11.20,13.89,14.15,,,,,,,,,,
12/9/15 0:00,0.48,2.50,4.61,5.52,7.98,11.09,13.84,14.12,,,,,,,,,,
12/10/15 0:00,0.49,2.44,4.52,5.40,7.85,10.98,13.79,14.09,,,,,,,,,,
12/11/15 0:00,0.51,2.41,4.44,5.29,7.72,10.88,13.73,14.05,,,,,,,,,,
12/12/15 0:00,0.60,2.41,4.39,5.20,7.61,10.77,13.68,14.02,,,,,,,,,,
12/13/15 0:00,0.62,2.43,4.35,5.13,7.50,10.66,13.63,13.98,,,,,,,,,,
12/14/15 0:00,0.50,2.37,4.33,5.07,7.40,10.56,13.58,13.95,,,,,,,,,,
12/15/15 0:00,0.49,2.34,4.30,5.01,7.31,10.46,13.53,13.91,,,,,,,,,,
12/16/15 0:00,0.44,2.31,4.28,4.96,7.22,10.36,13.47,13.87,,,,,,,,,,
12/17/15 0:00,0.38,2.27,4.26,4.91,7.14,10.27,13.42,13.83,,,,,,,,,,
12/18/15 0:00,0.30,2.21,4.23,4.86,7.07,10.18,13.36,13.80,,,,,,,,,,
12/19/15 0:00,0.21,2.15,4.19,4.81,6.99,10.09,13.31,13.76,,,,,,,,,,
12/20/15 0:00,0.17,2.08,4.15,4.76,6.92,10.00,13.26,13.72,,,,,,,,,,
12/21/15 0:00,0.23,2.06,4.11,4.70,6.85,9.92,13.20,13.68,,,,,,,,,,
12/22/15 0:00,0.31,2.08,4.08,4.65,6.78,9.83,13.14,13.64,,,,,,,,,,
12/23/15 0:00,0.39,2.11,4.07,4.61,6.71,9.75,13.09,13.60,,,,,,,,,,
12/24/15 0:00,0.37,2.12,4.06,4.57,6.64,9.68,13.04,13.56,,,,,,,,,,
12/25/15 0:00,0.25,2.04,4.01,4.53,6.58,9.60,12.98,13.52,,,,,,,,,,
12/26/15 0:00,0.23,1.99,3.96,4.48,6.53,9.53,12.93,13.48,,,,,,,,,,
12/27/15 0:00,0.09,1.92,3.92,4.43,6.47,9.46,12.88,13.44,,,,,,,,,,
12/28/15 0:00,-0.12,1.79,3.86,4.37,6.41,9.39,12.82,13.39,,,,,,,,,,
12/29/15 0:00,-0.25,1.65,3.79,4.30,6.34,9.32,12.77,13.35,,,,,,,,,,
12/30/15 0:00,-0.25,1.59,3.72,4.23,6.28,9.25,12.71,13.31,,,,,,,,,,
12/31/15 0:00,-0.27,1.55,3.67,4.16,6.21,9.18,12.66,13.27,,,,,,,,,,
1/1/16 0:00,-0.41,1.49,3.62,4.11,6.15,9.11,12.61,13.23,,,,,,,,,,
1/2/16 0:00,-0.60,1.36,3.57,4.05,6.08,9.05,12.56,13.19,,,,,,,,,,
1/3/16 0:00,-0.73,1.24,3.51,3.98,6.01,8.98,12.50,13.15,,,,,,,,,,
1/4/16 0:00,-0.74,1.16,3.44,3.91,5.95,8.91,12.45,13.11,,,,,,,,,,
1/5/16 0:00,-0.66,1.14,3.38,3.83,5.88,8.85,12.40,13.06,,,,,,,,,,
1/6/16 0:00,-0.56,1.16,3.33,3.77,5.81,8.78,12.35,13.02,,,,,,,,,,
1/7/16 0:00,-0.50,1.20,3.30,3.72,5.74,8.71,12.30,12.98,,,,,,,,,,
1/8/16 0:00,-0.42,1.26,3.28,3.67,5.68,8.64,12.25,12.94,,,,,,,,,,
1/9/16 0:00,-0.31,1.32,3.28,3.64,5.62,8.58,12.20,12.90,,,,,,,,,,
1/10/16 0:00,-0.23,1.37,3.27,3.62,5.57,8.52,12.15,12.86,,,,,,,,,,
1/11/16 0:00,-0.21,1.39,3.26,3.61,5.53,8.46,12.11,12.82,,,,,,,,,,
1/12/16 0:00,-0.32,1.34,3.22,3.58,5.48,8.40,12.05,12.78,,,,,,,,,,
1/13/16 0:00,-0.47,1.21,3.14,3.54,5.44,8.34,12.01,12.74,,,,,,,,,,
1/14/16 0:00,-0.59,1.10,3.06,3.48,5.41,8.29,11.97,12.70,,,,,,,,,,
1/15/16 5:05,-0.69,0.95,2.91,3.37,5.33,8.22,11.90,12.65,,,,,,,,,,
1/16/16 0:00,-0.62,0.92,2.83,3.29,5.28,8.17,11.86,12.61,,,,,,,,,,
1/17/16 0:00,-0.57,0.92,2.78,3.22,5.21,8.12,11.81,12.57,,,,,,,,,,
1/18/16 0:00,-0.54,0.94,2.76,3.17,5.15,8.06,11.76,12.54,,,,,,,,,,
1/19/16 0:00,-0.51,0.95,2.75,3.13,5.09,8.01,11.72,12.49,,,,,,,,,,
1/20/16 0:00,-0.47,0.98,2.75,3.11,5.04,7.95,11.67,12.45,,,,,,,,,,
1/21/16 0:00,-0.43,1.01,2.76,3.09,5.00,7.90,11.63,12.41,,,,,,,,,,
1/22/16 0:00,-0.43,1.03,2.76,3.08,4.96,7.85,11.58,12.37,,,,,,,,,,
1/23/16 0:00,-0.49,0.99,2.75,3.06,4.92,7.79,11.53,12.33,,,,,,,,,,
1/24/16 0:00,-0.52,0.94,2.71,3.03,4.89,7.74,11.49,12.30,,,,,,,,,,
1/25/16 0:00,-0.48,0.93,2.68,3.00,4.85,7.69,11.44,12.25,,,,,,,,,,
1/26/16 0:00,-0.47,0.95,2.67,2.97,4.81,7.65,11.40,12.22,,,,,,,,,,
1/27/16 0:00,-0.59,0.88,2.64,2.95,4.77,7.60,11.36,12.18,,,,,,,,,,
1/28/16 0:00,-0.69,0.80,2.59,2.91,4.74,7.56,11.31,12.14,,,,,,,,,,
1/29/16 0:00,-0.70,0.73,2.53,2.85,4.70,7.51,11.26,12.10,,,,,,,,,,
1/30/16 0:00,-0.62,0.73,2.50,2.82,4.67,7.48,11.23,12.07,,,,,,,,,,
2/2/16 6:05,-0.40,0.90,2.55,2.76,4.53,7.32,11.09,11.94,,,,,,,,,,
2/3/16 0:00,-0.36,0.94,2.58,2.76,4.51,7.29,11.05,11.91,,,,,,,,,,
2/4/16 0:00,-0.37,0.95,2.60,2.77,4.49,7.24,11.01,11.87,,,,,,,,,,
2/5/16 0:00,-0.44,0.89,2.56,2.76,4.47,7.20,10.97,11.83,,,,,,,,,,
2/6/16 0:00,-0.52,0.82,2.51,2.73,4.44,7.16,10.92,11.80,,,,,,,,,,
2/7/16 0:00,-0.62,0.74,2.47,2.69,4.42,7.13,10.88,11.76,,,,,,,,,,
2/8/16 0:00,-0.68,0.68,2.42,2.65,4.38,7.09,10.84,11.72,,,,,,,,,,
2/9/16 0:00,-0.71,0.64,2.38,2.61,4.35,7.05,10.80,11.68,,,,,,,,,,
2/10/16 0:00,-0.70,0.62,2.36,2.57,4.31,7.02,10.76,11.65,,,,,,,,,,
2/11/16 0:00,-0.67,0.62,2.34,2.54,4.27,6.98,10.72,11.61,,,,,,,,,,
2/12/16 0:00,-0.62,0.64,2.34,2.51,4.24,6.94,10.68,11.58,,,,,,,,,,
2/13/16 0:00,-0.55,0.67,2.35,2.50,4.21,6.90,10.64,11.54,,,,,,,,,,
2/14/16 0:00,-0.50,0.71,2.37,2.49,4.18,6.87,10.61,11.50,,,,,,,,,,
2/15/16 0:00,-0.46,0.76,2.39,2.49,4.15,6.83,10.56,11.47,,,,,,,,,,
2/16/16 0:00,-0.42,0.80,2.42,2.49,4.13,6.79,10.53,11.43,,,,,,,,,,
2/17/16 0:00,-0.38,0.83,2.45,2.50,4.12,6.76,10.49,11.40,,,,,,,,,,
2/18/16 0:00,-0.35,0.86,2.44,2.45,4.10,6.72,10.45,11.36,,,,,,,,,,
2/19/16 0:00,-0.32,0.89,2.47,2.46,4.08,6.69,10.41,11.32,,,,,,,,,,
2/20/16 0:00,-0.28,0.92,2.51,2.51,4.07,6.66,10.38,11.29,,,,,,,,,,
2/21/16 0:00,-0.24,0.92,2.52,2.52,4.05,6.63,10.34,11.26,,,,,,,,,,
2/22/16 0:00,-0.19,0.94,2.50,2.50,4.04,6.60,10.30,11.22,,,,,,,,,,
2/23/16 0:00,-0.02,1.06,2.53,2.49,4.01,6.57,10.26,11.19,,,,,,,,,,
2/24/16 0:00,0.15,1.25,2.61,2.52,4.00,6.54,10.23,11.15,,,,,,,,,,
2/25/16 0:00,0.18,1.31,2.70,2.57,4.00,6.52,10.19,11.11,,,,,,,,,,
2/26/16 0:00,0.37,1.42,2.78,2.63,4.01,6.49,10.15,11.08,,,,,,,,,,
2/27/16 0:00,0.73,1.62,2.89,2.70,4.03,6.47,10.11,11.04,,,,,,,,,,
2/28/16 0:00,1.20,1.89,3.03,2.79,4.06,6.45,10.07,11.01,,,,,,,,,,
2/29/16 0:00,1.52,2.18,3.26,2.92,4.10,6.44,10.04,10.98,,,,,,,,,,
3/1/16 0:00,2.17,2.54,3.51,3.09,4.16,6.43,10.00,10.94,,,,,,,,,,
3/2/16 0:00,2.79,3.00,3.81,3.30,4.23,6.43,9.97,10.91,,,,,,,,,,
3/3/16 0:00,2.97,3.34,4.17,3.55,4.33,6.43,9.94,10.88,,,,,,,,,,
3/4/16 0:00,3.43,3.67,4.49,3.81,4.44,6.44,9.91,10.84,,,,,,,,,,
