energy,Hillslope1_20-30cm_2017,Hillslope3_20-30cm_2017,Hillslope3_50-60cm_2017,MCB3_15-30cm_2017,MCB3_50-90cm_2017,MCB3_105-140cm_2017,MCB3_0-12cm_2018,MCB3_40-55cm_2018,MCB3_70-85cm_2018,MZA2_0-15cm_2018,MZA2_30-45cm_2018,MZA2_60-75cm_2018,MYC3_2-15cm_2018
2479.5,1.3149762,1.4293458,1.3468221,1.4699686,1.3436648,1.0896177,1.408176,1.3654333,1.3904729,1.3963536,1.3593412,1.2613072,1.2851601
2479.65,1.4797889,1.6396553,1.5339931,1.6836863,1.4693754,1.123806,1.538881,1.500325,1.5169572,1.5509265,1.4931716,1.4683095,1.3498221
2479.8,1.6742059,1.8906848,1.6959757,1.8767309,1.6025106,1.1661748,1.7213065,1.6647088,1.7178072,1.7558607,1.6910507,1.5975197,1.4435845
2479.95,1.8116007,2.1089593,1.9245533,2.0787933,1.7804645,1.2138823,1.8571755,1.8212243,1.8331557,1.9325227,1.8622817,1.7777932,1.5068784
2480.1,1.9601411,2.2975106,2.0460478,2.2152719,1.8777752,1.252695,2.0312035,1.9998235,2.0254041,2.0768794,2.0436608,1.9464045,1.5768666
2480.25,2.1490302,2.4463677,2.1629672,2.3377357,1.9715577,1.3029942,2.145623,2.1780335,2.1419829,2.2450845,2.1647835,2.0841101,1.6348891
2480.4,2.216686,2.5544259,2.2224914,2.4408895,2.0534969,1.3547514,2.2539879,2.293832,2.2920029,2.3650296,2.3338883,2.2441115,1.6993908
2480.55,2.2516603,2.6506818,2.3162345,2.471312,2.1242889,1.4079565,2.3421008,2.4490289,2.4399987,2.500461,2.5117919,2.4008354,1.7159292
2480.7,2.2861313,2.6406897,2.3760976,2.4522272,2.1708111,1.482048,2.4604705,2.6167718,2.5031083,2.6204903,2.6100731,2.5757848,1.7718919
2480.85,2.3462561,2.7079019,2.3701152,2.4482725,2.1885251,1.5677367,2.5584108,2.7768937,2.685784,2.5760662,2.8376972,2.7242615,1.8448999
2481,2.4125304,2.7360966,2.4541626,2.4569897,2.1991402,1.6702739,2.6784649,2.969772,2.7946591,2.8916097,2.9862725,2.9667364,1.9110024
2481.15,2.505879,2.7760433,2.4745517,2.4708069,2.2949473,1.7743289,2.8026421,3.2346994,2.9461062,3.0646389,3.188697,3.1916167,1.9869711
2481.3,2.6160538,2.9130301,2.5776453,2.4934197,2.383797,1.8812792,2.9500166,3.4556358,3.0936285,3.2456165,3.3807914,3.4479325,2.0517321
2481.45,2.7232905,3.0177166,2.7091499,2.5499184,2.4728756,1.9727386,3.0864978,3.6575198,3.2439299,3.4209684,3.1440449,3.6308487,2.1021999
2481.6,2.867229,3.1154984,2.792182,2.5889772,2.5031134,2.0283652,3.1751594,3.8034331,3.3746517,3.5504516,3.7272858,3.7718195,2.1458804
2481.75,2.9495425,3.2144499,2.8853676,2.627006,2.5148546,2.0546443,3.2131733,3.8739587,3.4650203,3.6204495,3.8410219,3.7627915,2.1786472
2481.9,2.9853274,3.2957305,2.9033107,2.6482674,2.5625486,2.0597511,3.1752449,3.831598,3.3737275,3.5680639,3.7522323,3.814747,2.1506027
2482.05,2.9719187,3.2708924,2.8639917,2.6111282,2.5003662,2.0153582,3.1136852,3.6594865,3.2897848,3.4668668,3.6051675,3.6834052,2.0862491
2482.2,2.9551113,3.1762561,2.7735503,2.5299559,2.3935954,1.9481678,2.920956,3.4936595,3.0755808,3.2614803,3.446489,3.4770975,1.9943438
2482.35,2.7996578,3.0278584,2.6943979,2.3837737,2.3052778,1.8527368,2.6985115,3.1804271,2.8510504,3.0047965,3.1582578,3.1767363,1.8782162
2482.5,2.6127463,2.832072,2.5224066,2.2466756,2.1223761,1.7387691,2.4822391,2.8812638,2.6136173,2.7207337,2.8679372,2.8574459,1.7474893
2482.65,2.4086047,2.5987574,2.3117893,2.0983231,1.9835816,1.5999101,2.2249818,2.532281,2.3112827,2.4392271,2.5182349,2.5030252,1.6158738
2482.8,2.2055113,2.3768083,2.0962426,1.929803,1.8239116,1.4761814,1.9942717,2.2549772,2.0991177,2.1503661,2.2795136,2.2332109,1.5166946
2482.95,1.9847046,2.1019612,1.9328569,1.7573516,1.6742638,1.3849982,1.7970188,1.9624848,1.8570078,1.922577,2.0063945,2.0020836,1.4205996
2483.1,1.7912151,1.8946336,1.76016,1.6043198,1.5459443,1.3074114,1.6409259,1.79552,1.6953591,1.6804038,1.8201789,1.7551734,1.3315998
2483.25,1.6203271,1.672601,1.6213642,1.4922706,1.4384063,1.2182236,1.4774667,1.611706,1.5738051,1.5502572,1.6292276,1.5644118,1.2750512
2483.4,1.4563402,1.5365944,1.4579859,1.3936197,1.3374109,1.1781847,1.398423,1.4747114,1.404627,1.4372619,1.4837438,1.4813292,1.2086515
2483.55,1.3469776,1.4072154,1.3470015,1.3038008,1.2598507,1.1422319,1.2935749,1.3789687,1.3154691,1.3357608,1.4255191,1.3406722,1.1666749
2483.7,1.2368757,1.3072452,1.2356603,1.2226752,1.2091218,1.1182895,1.245859,1.307501,1.2611985,1.2804958,1.3060937,1.2574208,1.1221565
2483.85,1.179127,1.2448771,1.1978499,1.1747054,1.161713,1.1007173,1.1892629,1.2624267,1.209422,1.2250873,1.2444291,1.2458164,1.1017182
2484,1.1575519,1.1526898,1.1403804,1.1079433,1.1344485,1.078395,1.1514907,1.1747579,1.1613414,1.1779992,1.2103332,1.2042094,1.0895783
2484.15,1.0851701,1.1184223,1.1296303,1.094747,1.1173014,1.0798613,1.1262863,1.1722791,1.1346999,1.1409415,1.0962221,1.139147,1.0674502
2484.3,1.0399038,1.070795,1.0810796,1.0678299,1.0564395,1.0680546,1.0969387,1.1261238,1.0898451,1.1218396,1.1391258,1.1088906,1.0686563
2484.45,1.0239486,1.0646823,1.0801582,1.034511,1.0422407,1.0630166,1.0765216,1.1002078,1.1049206,1.1031898,1.1131123,1.0877536,1.0582811
2484.6,0.99935658,1.0364793,1.0214243,1.0179962,1.0412647,1.0587304,1.0624704,1.0822095,1.081395,1.0736082,1.0825148,1.0880806,1.0598188
2484.75,0.99721076,1.0194926,1.0212724,1.0060565,1.0267407,1.0648121,1.0527213,1.0711757,1.0141322,1.0559278,1.0223577,1.0577029,1.0351646
2484.9,0.97498385,0.98829783,0.9812004,0.97654405,1.0134042,1.0476401,1.0272138,1.033557,0.9912484,1.0412438,1.0361856,1.0484972,1.0353758
2485.05,0.96374639,0.98253565,0.98076777,0.95690505,1.0228302,1.0520896,1.0279087,1.0208431,0.99141785,1.0248238,1.0365501,1.0201212,1.0282087
2485.2,0.92239558,0.97180869,0.96801782,0.96866375,1.0170532,1.0429122,1.0086398,1.0184021,0.97843354,1.0160962,1.0307831,1.0239449,1.01471
2485.35,0.9316166,0.95371496,0.95225759,0.94271078,1.001775,1.0436933,1.0021935,1.0003227,1.0335012,0.99387669,0.95205363,1.0022639,1.0020404
2485.5,0.92689826,0.93956527,0.93442985,0.9355113,1.0100155,1.0326529,0.98910843,0.985802,0.98950959,0.98999332,0.99106837,0.99088845,1.015465
2485.65,0.90086105,0.92370745,0.93275259,0.93427943,0.97642223,1.0354768,0.96949415,0.98769452,0.97279039,0.96875265,0.97873651,0.96177772,1.0114782
2485.8,0.89283647,0.93118489,0.93012385,0.92283077,0.96463558,1.0189287,0.97109117,0.96166538,0.97638148,0.94945833,0.94198862,0.96806849,1.0034566
2485.95,0.90456594,0.91505319,0.92592859,0.91467629,0.94578603,1.0096344,0.97815555,0.94997696,0.94621294,0.95081496,0.96320983,0.93784583,0.99606566
2486.1,0.89540374,0.90709636,0.91776692,0.90908884,0.95222795,1.0012459,0.9538115,0.95669952,0.95990211,0.93773074,0.93890742,0.96362567,0.99375502
2486.25,0.92199511,0.89115755,0.91357015,0.91031327,0.95849328,0.99252421,0.96454932,0.91478815,0.95435616,0.91849797,0.93488218,0.91414659,0.98896189
2486.4,0.90000574,0.89458439,0.90838352,0.90375962,0.95603151,0.99072124,0.94711534,0.92872975,0.95386058,0.92716942,0.94962554,0.91768089,0.99647631
2486.55,0.90399525,0.88582421,0.91544586,0.90125645,0.93166306,0.98203265,0.96170831,0.93193679,0.94526041,0.9360897,0.94695582,0.90018457,0.98858931
2486.7,0.89246245,0.87530739,0.92323712,0.9153189,0.9484055,0.98724553,0.94526503,0.91235552,0.97515222,0.91803766,0.94725737,0.92039558,0.98711082
2486.85,0.90790121,0.89236291,0.92194403,0.90150664,0.95513719,0.97857997,0.94151127,0.91479009,0.96968297,0.91646949,0.89412905,0.94301523,0.99177199
2487,0.90761176,0.87471986,0.9132756,0.90785692,0.94629241,0.96833992,0.93582782,0.90940618,0.94089241,0.92052722,0.89797597,0.89684026,0.99181969
2487.15,0.8961429,0.86994528,0.90023626,0.89897213,0.94703639,0.97226426,0.93207053,0.9143117,0.95772937,0.90682303,0.94003505,0.93381677,0.99332368
2487.3,0.9008459,0.88189067,0.89679095,0.90468866,0.93233755,0.97501412,0.94518839,0.89716851,0.91640737,0.91141372,0.93959533,0.91076766,0.97904449
2487.45,0.91119961,0.87581947,0.8924233,0.90530379,0.91480308,0.96756786,0.94399822,0.89803064,0.977106,0.91404668,0.9433572,0.90091695,0.96900778
2487.6,0.89009348,0.87291248,0.89791169,0.9116342,0.90870448,0.96048983,0.93715455,0.90753849,0.92477047,0.9125483,0.93425761,0.91266069,0.9986084
2487.75,0.90034955,0.87017176,0.87792074,0.91525164,0.92583118,0.96078471,0.94521932,0.90874706,0.94888156,0.90996767,0.92376725,0.90180373,0.99068447
2487.9,0.90702103,0.88727577,0.91233734,0.90562484,0.94251106,0.96516522,0.94494337,0.92368487,0.93109056,0.92771879,0.90338053,0.92522111,0.97276159
2488.05,0.90792277,0.88462306,0.90649899,0.91088352,0.91612797,0.96704753,0.93646077,0.90751489,0.95177878,0.93037667,0.90629815,0.87405607,0.9631876
2488.2,0.90824303,0.89209741,0.89648249,0.91011183,0.92135248,0.96736677,0.94608864,0.92543533,0.97586729,0.92854312,0.96010098,0.90656293,0.98474939
2488.35,0.92673562,0.89486025,0.8934603,0.90941851,0.90789108,0.9611485,0.94649849,0.9098696,0.91762043,0.93261294,0.94922778,0.89110403,0.97283906
2488.5,0.90357819,0.88098957,0.90617112,0.91583013,0.92239649,0.97369584,0.94551659,0.94621612,0.92991584,0.91528554,0.9276281,0.91393111,0.99126698
2488.65,0.91815318,0.89045784,0.90545564,0.91788011,0.93045745,0.96202869,0.96394315,0.90774929,0.96974416,0.93438125,0.92509446,0.90207395,0.98776189
2488.8,0.91350639,0.9004623,0.90483102,0.9216666,0.95273978,0.97307329,0.95519403,0.92190101,0.93100078,0.93098107,0.93051747,0.94360035,0.98462392
2488.95,0.918869,0.88551411,0.91624658,0.91395266,0.91800797,0.96466352,0.95084104,0.94093821,0.94916587,0.95935055,0.93244163,0.94874409,1.0002231
2489.1,0.91974117,0.90575955,0.92701034,0.91871744,0.95711901,0.97443539,0.95456113,0.93664227,0.95955414,0.94781335,0.97101608,0.94618398,0.97589351
2489.25,0.92999742,0.90878323,0.91636127,0.93880715,0.94162741,0.97631194,0.95136867,0.92456147,0.96080151,0.93466411,0.93055828,0.95614612,0.98893564
2489.4,0.91714072,0.90858507,0.93591745,0.92204824,0.94010054,0.98583019,0.95080142,0.9484409,0.94365165,0.94992333,0.96305956,0.97973063,0.99129807
2489.55,0.92520118,0.89804498,0.91769034,0.92686332,0.92206813,0.98567116,0.97150239,0.94349296,1.0213155,0.96279422,0.94618997,0.94017936,0.97194232
2489.7,0.93919104,0.91804393,0.91889788,0.93631228,0.94764574,0.97723195,0.9703184,0.95248701,0.9819116,0.95446058,0.96240729,0.96914541,0.98112076
2489.85,0.90976746,0.92289762,0.91503774,0.93664842,0.95075895,0.98303523,0.9768923,0.97628488,0.95557352,0.94958205,0.93882298,0.97036853,0.9894947
2490,0.93610403,0.92513179,0.93026202,0.92970108,0.91167594,0.98979216,0.97243897,0.9749193,0.96426849,0.96405997,0.98004868,0.98192367,0.98780733
2490.15,0.92658842,0.92149116,0.92641788,0.92918488,0.96050028,0.98743081,0.97924107,0.97443748,0.97573256,0.97448858,0.97760414,0.98702286,0.9876641
2490.3,0.95092463,0.92114207,0.93809124,0.93040623,0.96625326,0.98967779,0.97960187,0.97795704,0.97349774,0.98110275,0.98221328,0.98348636,1.0076269
2490.45,0.92604767,0.92601417,0.92761904,0.93390545,0.97172662,0.98903107,0.99479336,0.99362015,0.98479679,0.99114356,0.95840685,0.97842118,0.98432899
2490.6,0.95174023,0.92602723,0.9271261,0.9379499,0.98997994,1.0026491,0.99482726,0.99027629,0.98589128,0.99143524,0.9678441,1.006357,0.99654396
2490.75,0.91967585,0.93276051,0.93842832,0.93860263,0.94222485,0.99885673,0.9988523,0.98612546,1.0036844,0.99286533,0.98464086,1.0091754,1.0044243
2490.9,0.95440882,0.93013143,0.94605807,0.94458759,0.96306624,1.0002666,1.0052625,0.98905075,1.0085338,0.96961391,1.0065578,0.98572745,0.9873141
2491.05,0.93099757,0.93800812,0.95006234,0.94978209,0.96590505,0.99798917,1.018737,1.0160723,0.98721053,1.0167764,1.0442514,1.0202988,0.99170362
2491.2,0.98046897,0.94850331,0.96288067,0.96398897,0.97230139,1.0118947,1.0088801,1.0138195,1.042963,1.0123229,1.0155253,0.99590819,0.99802487
2491.35,0.93984682,0.94648833,0.94446715,0.96033846,0.97778097,1.0145388,1.0225415,1.0191396,1.0656604,1.0276026,1.0419526,1.0217593,1.0109025
2491.5,0.96137054,0.94271064,0.96313452,0.95540204,0.96775307,1.0075619,1.0206301,1.0405439,1.0230213,1.0266275,1.0257298,1.0325895,1.0136056
2491.65,0.96974251,0.95330691,0.95953293,0.95594775,0.97978719,1.00945,1.0283329,1.0260254,1.0580584,1.0315763,1.0476931,1.0513854,1.0104747
2491.8,0.95267572,0.95488478,0.97440235,0.97254865,0.9788186,1.0153202,1.0300522,1.0352357,1.062713,1.0388447,1.0312505,1.0479298,1.001444
2491.95,0.96619461,0.96292368,0.97101448,0.97532707,0.97539987,1.0209109,1.0527364,1.0668101,1.0647777,1.040314,1.0069982,1.0335556,1.0122114
2492.1,0.98307365,0.98831838,0.98545534,0.99299406,0.98218598,1.0166202,1.0325755,1.0661831,1.0666931,1.054158,1.0553857,1.0593579,1.0262005
2492.25,0.98889044,0.98158367,0.99135698,0.99460599,0.9943034,1.0098888,1.0475839,1.0671841,1.0718261,1.047547,1.0543182,1.0983346,1.0105805
2492.4,0.9799072,0.97662634,0.98629693,1.0080057,0.98764446,1.0151898,1.0521676,1.0680476,1.0532121,1.0625404,1.083126,1.0656223,1.0208006
2492.55,0.99848624,0.99523086,0.99507693,0.99487683,1.030142,1.0232689,1.0462265,1.06669,1.0855514,1.0706651,1.0731347,1.0690373,1.0255116
2492.7,0.99095562,0.99704863,1.0063515,0.99721299,1.0152601,1.026396,1.064583,1.081156,1.0679708,1.0791899,1.0691896,1.0725843,1.0360881
2492.85,1.0008591,1.0049731,0.98534677,1.0189517,1.0077117,1.0296011,1.0732394,1.0654747,1.0727436,1.0826186,1.058706,1.1044065,1.0356119
2493,1.0179699,1.0039805,1.0075726,1.0264806,1.008521,1.0244311,1.072485,1.0786252,1.1084766,1.0967461,1.0815249,1.0657667,1.0286765
2493.15,0.9876474,1.0306186,1.0199061,1.0291207,1.0553143,1.0269686,1.0789236,1.1160024,1.1410602,1.1045804,1.1231546,1.0957785,1.0240322
2493.3,1.020596,1.0122979,1.0092469,1.0298837,1.0073541,1.0233617,1.0770319,1.1057095,1.0786269,1.1053383,1.0871948,1.0906441,1.0351077
2493.45,1.0021794,1.0495534,1.0182181,1.0341454,1.008401,1.0292771,1.0792363,1.1196909,1.0869062,1.1059325,1.1116492,1.1019395,1.0309924
2493.6,1.0074018,1.0241289,1.031427,1.0419334,1.0195124,1.0277916,1.0872197,1.1259532,1.1201968,1.1294375,1.103054,1.1130987,1.0353134
2493.75,1.0277903,1.0375281,1.0525158,1.0357989,0.99575516,1.0284124,1.1003544,1.1194516,1.1431666,1.1342791,1.0961137,1.1170279,1.0470534
2493.9,1.0377488,1.0727175,1.0401235,1.0546368,1.0482832,1.0298914,1.1006919,1.1122693,1.1136611,1.1183905,1.1194362,1.0958924,1.0456155
2494.05,1.0343398,1.0516211,1.0593166,1.0576435,1.0492002,1.0260764,1.1114215,1.1220574,1.0891753,1.1445099,1.1210235,1.1361571,1.0363682
2494.2,1.0206014,1.0620697,1.0399971,1.0578351,1.037889,1.026511,1.0988707,1.1419378,1.0867807,1.1368123,1.1120021,1.1384125,1.0376981
2494.35,1.0564823,1.0599932,1.0671638,1.0595407,1.0233923,1.0272532,1.1033907,1.1330484,1.0771974,1.1425002,1.135158,1.1371219,1.046283
2494.5,1.0405428,1.078881,1.0547867,1.0730379,1.0499762,1.0373667,1.1052772,1.1457139,1.0945203,1.1470158,1.141154,1.1342736,1.0525888
2494.65,1.0584795,1.0945489,1.063816,1.0786416,1.0675861,1.0373673,1.1071636,1.1583794,1.1118431,1.1515313,1.1471499,1.1314253,1.0588947
2494.8,1.0613392,1.0888506,1.0705749,1.0765063,1.0729159,1.0357542,1.1105518,1.168298,1.1243086,1.1557848,1.1514907,1.1300021,1.061261
2494.95,1.0748922,1.104776,1.0859236,1.0802999,1.0403734,1.0266229,1.1169432,1.1727228,1.1270591,1.159514,1.152521,1.1314292,1.0557481
2495.1,1.0678344,1.0934795,1.092498,1.084373,1.0691633,1.0327858,1.1233346,1.1771475,1.1298097,1.1632431,1.1535514,1.1328563,1.0502352
2495.25,1.0753919,1.1004352,1.0908548,1.1001192,1.0728864,1.0272293,1.129726,1.1815723,1.1325603,1.1669723,1.1545817,1.1342834,1.0447224
2495.4,1.0843936,1.1342483,1.0864054,1.1010845,1.0841918,1.0282124,1.1338807,1.1789456,1.1317162,1.170177,1.1615313,1.1480647,1.0495188
2495.55,1.0950411,1.1154273,1.0896918,1.0790294,1.065345,1.0239203,1.1380355,1.1763188,1.1308722,1.1733818,1.1684808,1.1618461,1.0543153
2495.7,1.0949378,1.1108361,1.0973697,1.1063332,1.0850659,1.0286534,1.1421903,1.1736921,1.1300281,1.1765865,1.1754303,1.1756274,1.0591117
2495.85,1.0590277,1.1381075,1.0956142,1.1085373,1.0495024,1.0349274,1.1448059,1.1795275,1.1321302,1.1790674,1.1815072,1.175342,1.0626111
2496,1.105608,1.1317849,1.1096538,1.0990337,1.0854145,1.0202643,1.1466521,1.189625,1.1357161,1.1811837,1.1871478,1.1680231,1.065457
2496.15,1.1029565,1.1409823,1.1019935,1.1086451,1.0907014,1.0359763,1.1484982,1.1997226,1.1393021,1.1833001,1.1927883,1.1607042,1.068303
2496.3,1.1042876,1.1383297,1.1075292,1.1186427,1.0756559,1.0312303,1.1495229,1.2045165,1.1418981,1.1855351,1.1965347,1.1631698,1.0698738
2496.45,1.1008902,1.1598244,1.1295183,1.1059516,1.0630126,1.0299445,1.1489047,1.198857,1.142543,1.1880042,1.1964928,1.1852046,1.0689312
2496.6,1.10855,1.1459222,1.102958,1.1107484,1.0796729,1.0303456,1.1482865,1.1931974,1.143188,1.1904734,1.196451,1.2072393,1.0679885
2496.75,1.1205611,1.157973,1.1160164,1.1037104,1.0987688,1.0220901,1.1476682,1.1875379,1.1438329,1.1929425,1.1964091,1.229274,1.0670459
2496.9,1.1107956,1.1429637,1.1195142,1.1213887,1.085408,1.0313684,1.1536242,1.1963437,1.1405118,1.191123,1.2031332,1.2251494,1.0639692
2497.05,1.1251381,1.1383832,1.152641,1.1075851,1.0886444,1.0339161,1.1595801,1.2051967,1.1371778,1.1892896,1.2098574,1.2210248,1.0608856
2497.2,1.1331824,1.1481794,1.117354,1.1196425,1.0952003,1.0255045,1.165536,1.2140497,1.1338437,1.1874562,1.2165815,1.2169002,1.0578019
2497.35,1.1142515,1.12726,1.1121876,1.1171738,1.1012691,1.0325127,1.1689297,1.216584,1.1371039,1.1908743,1.2118758,1.2169228,1.0564005
2497.5,1.1232388,1.1467911,1.1191319,1.1210054,1.0807017,1.0375293,1.1710421,1.2159125,1.1437097,1.1969568,1.2014551,1.219019,1.0558525
2497.65,1.1469171,1.1534444,1.1480587,1.1048042,1.098019,1.0301317,1.1731546,1.215241,1.1503155,1.2030393,1.1910345,1.2211152,1.0553045
2497.8,1.1431927,1.1538194,1.1415644,1.1257577,1.1022067,1.0318934,1.1730697,1.2122853,1.1485621,1.2060612,1.1860727,1.2249256,1.0556047
2497.95,1.1263835,1.1550635,1.1296486,1.1202515,1.0934825,1.0305116,1.1685903,1.2046934,1.1298428,1.2028715,1.1920288,1.232164,1.0576263
2498.1,1.1380143,1.1563138,1.1268351,1.1099192,1.0700511,1.0278131,1.1641108,1.1971016,1.1111235,1.1996818,1.1979849,1.2394025,1.0596479
2498.25,1.1373141,1.138366,1.1252664,1.1087696,1.0970894,1.0352857,1.1596313,1.1895365,1.092557,1.1964932,1.203941,1.2466409,1.0616703
2498.4,1.146471,1.1576267,1.1409559,1.1121414,1.0817696,1.0303521,1.1585418,1.1901588,1.1207766,1.1936239,1.2013292,1.2314802,1.0639409
2498.55,1.1379906,1.1470311,1.1247289,1.1030752,1.0982733,1.0283162,1.1574522,1.1907811,1.1489963,1.1907546,1.1987174,1.2163195,1.0662116
2498.7,1.1335511,1.1562527,1.1176836,1.1049286,1.0624715,1.0196031,1.1563627,1.1914034,1.1772159,1.1878853,1.1961056,1.2011588,1.0684823
2498.85,1.1317587,1.1324986,1.1153974,1.1043488,1.08811,1.0218817,1.1530995,1.1845309,1.1814233,1.1838127,1.1902958,1.1958375,1.0621519
2499,1.1318883,1.1448749,1.0907135,1.1126584,1.0708421,1.0154083,1.1487496,1.173856,1.1734478,1.1791296,1.182887,1.1954358,1.0514577
2499.15,1.1200111,1.1205793,1.1183574,1.1010443,1.0774306,1.0190771,1.1443996,1.1631811,1.1654723,1.1744465,1.1754782,1.1950341,1.0407635
2499.3,1.1252151,1.1150398,1.0910047,1.0806423,1.0825328,1.0125454,1.1383218,1.153582,1.1561953,1.1694578,1.1685202,1.1971238,1.0321561
2499.45,1.1037851,1.1263234,1.1124,1.0939774,1.0699779,1.0139619,1.1287883,1.1461348,1.1443157,1.1638579,1.1624636,1.2041964,1.0277225
2499.6,1.1404727,1.1164479,1.0899121,1.0809138,1.0664264,1.0123924,1.1192549,1.1386875,1.132436,1.158258,1.1564071,1.2112689,1.0232888
2499.75,1.1196481,1.0778307,1.0869915,1.0759854,1.085716,1.000854,1.1097214,1.1312403,1.1205563,1.1526581,1.1503505,1.2183414,1.0188552
2499.9,1.1259924,1.1114667,1.0852127,1.0726128,1.0712957,1.0057489,1.1082558,1.1393319,1.1235563,1.1439469,1.1405469,1.2012329,1.0221499
2500.05,1.1023405,1.0928455,1.0832293,1.084273,1.0558,0.99932048,1.1067902,1.1474235,1.1265564,1.1352357,1.1307433,1.1841244,1.0254446
2500.2,1.0996517,1.0938791,1.0530958,1.0699746,1.0598077,0.99361741,1.1053246,1.1555151,1.1295564,1.1265245,1.1209397,1.1670159,1.0287393
2500.35,1.0956006,1.0749202,1.0939962,1.0666715,1.0479293,0.99420841,1.1003783,1.1555979,1.1264071,1.1246683,1.1158505,1.1592171,1.030964
2500.5,1.0882519,1.0527506,1.0688067,1.0623518,1.0329988,0.98811446,1.0936917,1.1516468,1.1201606,1.1262647,1.1131184,1.1560731,1.0326499
2500.65,1.0923246,1.0745586,1.0530336,1.0635314,1.0260584,0.99715673,1.0870051,1.1476958,1.113914,1.1278612,1.1103864,1.1529292,1.0343358
2500.8,1.0849817,1.0674201,1.0573668,1.0432606,1.0456589,0.99704178,1.0807405,1.1396762,1.1017334,1.1253124,1.1098815,1.1475398,1.0333321
2500.95,1.058479,1.0819548,1.0476378,1.0560301,1.0548122,0.99091161,1.07532,1.1236958,1.0779418,1.1146527,1.1138311,1.1376597,1.0270654
2501.1,1.0584905,1.0653268,1.0309575,1.0461583,1.0361638,0.97968599,1.0698995,1.1077154,1.0541501,1.103993,1.1177807,1.1277796,1.0207988
2501.25,1.0505033,1.0654816,1.0418358,1.0425795,1.0353326,0.9754915,1.064479,1.0917351,1.0303585,1.0933333,1.1217302,1.1178995,1.0145322
2501.4,1.0487804,1.0508319,1.0497888,1.0362373,1.0253772,0.97718411,1.0597869,1.0897673,1.0224513,1.089394,1.0980782,1.1089908,1.0115699
2501.55,1.047264,1.0395279,1.047905,1.0246473,1.018773,0.973219,1.0550948,1.0878453,1.014596,1.0854766,1.0744261,1.100082,1.0086183
2501.7,1.0595904,1.0269907,1.0264842,1.0173866,1.021657,0.96831733,1.0504027,1.0859233,1.0067406,1.0815591,1.050774,1.0911733,1.0056667
2501.85,1.024719,1.0325002,1.0308619,1.019912,1.0119216,0.97992878,1.0449698,1.0800075,1.006922,1.0771313,1.0463211,1.0861257,1.0038586
2502,1.022694,1.0345296,1.0296814,1.026697,1.0144274,0.9641458,1.0391667,1.0720802,1.0111511,1.0724464,1.0514677,1.0830086,1.0026265
2502.75,1.0412611,1.0211128,1.0185424,1.014114,1.0030432,0.97383156,1.0140858,1.0469082,0.99958473,1.0141225,1.0426875,1.022138,0.99392185
