GRO_BOT_energy,GRO_BOT_data,GRO_MID_energy,GRO_MID_data,GRO_TOP_energy,GRO_TOP_data,PLM6_pristine_energy,PLM6_pristine_data,PLM6_weathered_energy,PLM6_weathered_data
2501.7,0.94290418,2501.7,0.9389932,2501.7,0.97007679,2501.7,0.93098484,2501.7,0.93908157
2501.85,0.94680639,2501.85,0.94130621,2501.85,0.96728073,2501.85,0.93018255,2501.85,0.94574772
2502,0.93357429,2502,0.94250993,2502,0.95769501,2502,0.92719818,2502,0.93248133
2502.75,0.94131073,2502.75,0.94077574,2502.75,0.9454847,2502.75,0.93335768,2502.75,0.93388462
2503.5,0.94078138,2503.5,0.93792908,2503.5,0.94535106,2503.5,0.92940337,2503.5,0.93993555
2504.25,0.94418083,2504.25,0.93580385,2504.25,0.94480086,2504.25,0.93335239,2504.25,0.93875738
2505,0.94208055,2505,0.94829236,2505,0.93410332,2505,0.94331715,2505,0.93531906
2505.75,0.93323236,2505.75,0.94339398,2505.75,0.94375321,2505.75,0.94676328,2505.75,0.94184841
2506.5,0.94954996,2506.5,0.94664768,2506.5,0.93190186,2506.5,0.95384864,2506.5,0.94722078
2507.25,0.94576528,2507.25,0.95336793,2507.25,0.93433451,2507.25,0.960093,2507.25,0.94472167
2508,0.94587403,2508,0.94454231,2508,0.9310698,2508,0.96569308,2508,0.94496709
2508.75,0.95091367,2508.75,0.95184288,2508.75,0.92788598,2508.75,0.96552683,2508.75,0.94835453
2509.5,0.94865276,2509.5,0.9539108,2509.5,0.92069134,2509.5,0.96712872,2509.5,0.95143858
2510.25,0.95169706,2510.25,0.94874513,2510.25,0.94131118,2510.25,0.97299013,2510.25,0.96215903
2511,0.96196526,2511,0.96184595,2511,0.93613367,2511,0.97905891,2511,0.9623892
2511.75,0.95386569,2511.75,0.97151511,2511.75,0.93770212,2511.75,0.98386702,2511.75,0.9762752
2512.5,0.98125199,2512.5,0.9802988,2512.5,0.95005893,2512.5,0.98789486,2512.5,0.98359673
2513.25,0.97881719,2513.25,0.99113134,2513.25,0.9547801,2513.25,1.0056474,2513.25,0.99162085
2514,1.0022555,2514,1.0097739,2514,0.96767775,2514,1.014999,2514,1.0095752
2514.75,1.0152456,2514.75,1.0124276,2514.75,0.98131243,2514.75,1.028887,2514.75,1.0196192
2515.5,1.0244233,2515.5,1.0317189,2515.5,1.0001094,2515.5,1.0496324,2515.5,1.0384151
2516.25,1.0356582,2516.25,1.0437723,2516.25,1.0161989,2516.25,1.0511555,2516.25,1.0488889
2517,1.0591349,2517,1.0581134,2517,1.0203659,2517,1.0611468,2517,1.0607566
2517.75,1.0621482,2517.75,1.0592056,2517.75,1.0240694,2517.75,1.0712356,2517.75,1.0667404
2518.5,1.0660296,2518.5,1.0657025,2518.5,1.0321546,2518.5,1.0767905,2518.5,1.0637847
2519.25,1.0624851,2519.25,1.063991,2519.25,1.0405895,2519.25,1.071202,2519.25,1.0647829
2520,1.049938,2520,1.0531783,2520,1.0346357,2520,1.0720265,2520,1.0603194
2520.75,1.0487765,2520.75,1.054198,2520.75,1.0284255,2520.75,1.0589236,2520.75,1.0533976
2521.5,1.0484416,2521.5,1.0435379,2521.5,1.0171471,2521.5,1.0497431,2521.5,1.050215
2522.25,1.0366992,2522.25,1.0396032,2522.25,1.0206074,2522.25,1.0447723,2522.25,1.0399575
2523,1.0322454,2523,1.0350521,2523,1.0297768,2523,1.0378393,2523,1.043362
2523.75,1.0252305,2523.75,1.0313848,2523.75,1.0305446,2523.75,1.0383684,2523.75,1.0356756
2524.5,1.0265255,2524.5,1.0287251,2524.5,1.0157648,2524.5,1.0331029,2524.5,1.0341197
2525.25,1.0191127,2525.25,1.0178143,2525.25,1.0189403,2525.25,1.0307677,2525.25,1.019205
2526,1.0102807,2526,1.0151988,2526,1.0165186,2526,1.0205394,2526,1.0204062
2526.75,1.0177519,2526.75,1.0102825,2526.75,1.0071291,2526.75,1.008289,2526.75,1.0169901
2527.5,1.008186,2527.5,1.0075287,2527.5,1.0001465,2527.5,1.0085558,2527.5,1.0126629
2528.25,1.0002044,2528.25,1.0092108,2528.25,0.99833494,2528.25,1.0057585,2528.25,1.0004582
2529,0.99629885,2529,0.99947441,2529,1.0000182,2529,0.99709198,2529,0.99854023
2529.75,0.9970457,2529.75,0.99444739,2529.75,0.99178826,2529.75,0.99826045,2529.75,0.99724066
2530.5,0.99396691,2530.5,0.99415463,2530.5,0.98777503,2530.5,0.99467227,2530.5,0.99608486
2531.25,0.98979613,2531.25,0.98763728,2531.25,0.98088716,2531.25,0.99780059,2531.25,0.98864724
2532,0.99542671,2532,0.98244426,2532,0.98368375,2532,0.99143589,2532,0.98990186
2532.75,0.98592716,2532.75,0.9814646,2532.75,0.98459305,2532.75,0.98846348,2532.75,0.98732164
2533.5,0.99581368,2533.5,0.99080329,2533.5,0.98863407,2533.5,0.99322815,2533.5,0.99056499
2534.25,0.98562298,2534.25,0.99386741,2534.25,0.99217277,2534.25,0.99110021,2534.25,0.9950203
2535,0.980624,2535,0.99239238,2535,0.98023678,2535,0.990865,2535,0.99360443
2535.75,0.99187514,2535.75,0.98592074,2535.75,0.99176397,2535.75,0.99516479,2535.75,0.99215683
2536.5,0.99620005,2536.5,0.99597172,2536.5,0.98534429,2536.5,0.99950119,2536.5,0.99140729
2537.25,0.99488376,2537.25,1.0047159,2537.25,0.99421964,2537.25,0.99525242,2537.25,0.99209894
2538,0.99501609,2538,1.001036,2538,1.0136648,2538,1.0007181,2538,0.99937942
2538.75,1.005411,2538.75,1.0052266,2538.75,1.014242,2538.75,1.0079882,2538.75,1.0033872
2539.5,1.0124858,2539.5,1.0153689,2539.5,1.0128565,2539.5,1.0125286,2539.5,1.0130196
2540.25,1.0158941,2540.25,1.0104231,2540.25,1.0266691,2540.25,1.0174812,2540.25,1.0194427
2541,1.0299157,2541,1.0230626,2541,1.0137283,2541,1.023197,2541,1.022074
2541.75,1.0344366,2541.75,1.0234543,2541.75,1.0263772,2541.75,1.0279078,2541.75,1.0284045
