Plot,Treatment,Collar,DateTime,gC.m2.hr,DateTime
1,C,D,5/11/15 15:10,0.233229646,5/11/15
1,C,E,5/11/15 15:18,0.183455945,5/11/15
1,C,F,5/11/15 15:29,0.143478372,5/11/15
1,C,G,5/11/15 15:38,0.140049944,5/11/15
1,H,A,5/11/15 13:30,0.326801323,5/11/15
1,H,B,5/11/15 13:42,0.243638348,5/11/15
1,H,C,5/11/15 13:51,0.18383196,5/11/15
1,H,D,5/11/15 14:00,0.139053723,5/11/15
1,H,E,5/11/15 14:10,0.264647207,5/11/15
1,H,F,5/11/15 14:24,0.175649444,5/11/15
1,H,G,5/11/15 14:33,0.178659674,5/11/15
2,C,A,5/11/15 16:50,0.123573298,5/11/15
2,C,B,5/11/15 16:59,0.10715066,5/11/15
2,C,C,5/11/15 17:07,0.091936463,5/11/15
2,C,D,5/11/15 17:16,0.120783851,5/11/15
2,C,E,5/11/15 17:25,0.134575642,5/11/15
2,C,F,5/11/15 17:37,0.121732947,5/11/15
2,C,G,5/11/15 17:46,0.103585712,5/11/15
2,H,A,5/11/15 15:49,0.243659462,5/11/15
2,H,B,5/11/15 15:57,0.185643231,5/11/15
2,H,C,5/11/15 16:05,0.117541479,5/11/15
2,H,D,5/11/15 16:14,0.178789842,5/11/15
2,H,E,5/11/15 16:22,0.193837424,5/11/15
2,H,F,5/11/15 16:31,0.14189551,5/11/15
2,H,G,5/11/15 16:40,0.106180127,5/11/15
3,C,A,5/12/15 8:26,0.107394408,5/12/15
3,C,B,5/12/15 8:35,0.049998473,5/12/15
3,C,C,5/12/15 8:44,0.1070289,5/12/15
3,C,D,5/12/15 8:53,0.088459536,5/12/15
3,C,E,5/12/15 9:02,0.081043694,5/12/15
3,C,F,5/12/15 9:10,0.072691692,5/12/15
3,C,G,5/12/15 9:19,0.108703322,5/12/15
3,H,A,5/12/15 9:31,0.103136057,5/12/15
3,H,B,5/12/15 9:40,0.08335055,5/12/15
3,H,C,5/12/15 9:49,0.171016342,5/12/15
3,H,D,5/12/15 9:57,0.104037404,5/12/15
3,H,E,5/12/15 10:05,0.155663408,5/12/15
3,H,F,5/12/15 10:15,0.158868231,5/12/15
3,H,G,5/12/15 10:24,0.083657047,5/12/15
1,C,A,6/11/15 12:55,0.205762012,6/11/15
1,C,B,6/11/15 13:02,0.256617155,6/11/15
1,C,C,6/11/15 13:10,0.313100269,6/11/15
1,C,D,6/11/15 13:17,0.436599526,6/11/15
1,C,E,6/11/15 13:25,0.542498372,6/11/15
1,C,F,6/11/15 13:33,0.259665724,6/11/15
1,C,G,6/11/15 13:41,0.181254489,6/11/15
1,H,A,6/11/15 11:55,0.468193708,6/11/15
1,H,B,6/11/15 12:02,0.406761652,6/11/15
1,H,C,6/11/15 12:10,0.312732719,6/11/15
1,H,D,6/11/15 12:18,0.24042397,6/11/15
1,H,E,6/11/15 12:26,0.503372456,6/11/15
1,H,F,6/11/15 12:36,0.382989207,6/11/15
1,H,G,6/11/15 12:45,0.51940974,6/11/15
2,C,A,6/11/15 14:45,0.424816539,6/11/15
2,C,B,6/11/15 14:52,0.266558581,6/11/15
2,C,C,6/11/15 15:01,0.223814498,6/11/15
2,C,D,6/11/15 15:09,0.278418185,6/11/15
2,C,E,6/11/15 15:17,0.245264753,6/11/15
2,C,F,6/11/15 15:25,0.209614227,6/11/15
2,C,G,6/11/15 15:32,0.202777458,6/11/15
2,H,A,6/11/15 13:49,0.267041655,6/11/15
2,H,B,6/11/15 13:57,0.239656509,6/11/15
2,H,C,6/11/15 14:04,0.172177571,6/11/15
2,H,D,6/11/15 14:13,0.169087918,6/11/15
2,H,E,6/11/15 14:21,0.190293219,6/11/15
2,H,F,6/11/15 14:29,0.162207585,6/11/15
2,H,G,6/11/15 14:37,0.234468536,6/11/15
3,C,A,6/11/15 16:37,0.193425365,6/11/15
3,C,B,6/11/15 16:45,0.14868381,6/11/15
3,C,C,6/11/15 17:03,0.1912009,6/11/15
3,C,D,6/11/15 17:18,0.225618575,6/11/15
3,C,E,6/11/15 17:26,0.229275848,6/11/15
3,C,F,6/11/15 17:34,0.15862074,6/11/15
3,C,G,6/11/15 17:41,0.213578701,6/11/15
3,H,A,6/11/15 15:40,0.227284458,6/11/15
3,H,B,6/11/15 15:48,0.265728273,6/11/15
3,H,C,6/11/15 15:58,0.327446258,6/11/15
3,H,D,6/11/15 16:05,0.24526695,6/11/15
3,H,E,6/11/15 16:13,0.26584561,6/11/15
3,H,F,6/11/15 16:22,0.238582078,6/11/15
3,H,G,6/11/15 16:29,0.149039376,6/11/15
1,C,A,7/28/15 14:36,0.072991433,7/28/15
1,C,B,7/28/15 14:45,0.103395715,7/28/15
1,C,C,7/28/15 14:53,0.109948453,7/28/15
1,C,D,7/28/15 15:02,0.131716965,7/28/15
1,C,E,7/28/15 15:11,0.17319673,7/28/15
1,C,F,7/28/15 15:29,0.133528655,7/28/15
1,C,G,7/28/15 15:29,0.103046064,7/28/15
1,H,A,7/28/15 13:29,0.299114471,7/28/15
1,H,B,7/28/15 13:38,0.204644359,7/28/15
1,H,C,7/28/15 13:48,0.142376285,7/28/15
1,H,D,7/28/15 13:56,0.21113618,7/28/15
1,H,E,7/28/15 14:05,0.243213689,7/28/15
1,H,F,7/28/15 14:14,0.134283783,7/28/15
1,H,G,7/28/15 14:24,0.128484779,7/28/15
2,C,A,7/28/15 17:09,0.119757834,7/28/15
2,C,B,7/28/15 17:18,0.124056796,7/28/15
2,C,C,7/28/15 17:27,0.164364614,7/28/15
2,C,D,7/28/15 17:36,0.133966343,7/28/15
2,C,E,7/28/15 17:46,0.125729081,7/28/15
2,C,F,7/28/15 17:55,0.119704339,7/28/15
2,C,G,7/28/15 18:06,0.10310287,7/28/15
2,H,A,7/28/15 16:02,0.14185987,7/28/15
2,H,B,7/28/15 16:11,0.099604904,7/28/15
2,H,C,7/28/15 16:21,0.078495827,7/28/15
2,H,D,7/28/15 16:30,0.09081831,7/28/15
2,H,E,7/28/15 16:39,0.114854417,7/28/15
2,H,F,7/28/15 16:48,0.091412354,7/28/15
2,H,G,7/28/15 16:57,0.066163141,7/28/15
3,C,A,7/29/15 10:22,0.103224679,7/29/15
3,C,B,7/29/15 10:34,0.09122988,7/29/15
3,C,C,7/29/15 10:45,0.089958284,7/29/15
3,C,D,7/29/15 10:53,0.114039909,7/29/15
3,C,E,7/29/15 11:03,0.097469964,7/29/15
3,C,F,7/29/15 11:11,0.10348721,7/29/15
3,C,G,7/29/15 11:20,0.121564545,7/29/15
3,H,A,7/29/15 11:30,0.101812898,7/29/15
3,H,B,7/29/15 11:38,0.094433442,7/29/15
3,H,E,7/29/15 11:48,0.152655564,7/29/15
3,H,D,7/29/15 11:56,0.099515368,7/29/15
3,H,C,7/29/15 12:06,0.122756575,7/29/15
3,H,F,7/29/15 12:15,0.089518608,7/29/15
3,H,G,7/29/15 12:24,0.09461448,7/29/15
1,C,A,8/26/15 15:37,0.063240153,8/26/15
1,C,B,8/26/15 15:46,0.081818752,8/26/15
1,C,C,8/26/15 15:54,0.087914549,8/26/15
1,C,D,8/26/15 16:03,0.094494469,8/26/15
1,C,E,8/26/15 16:11,0.090328849,8/26/15
1,C,F,8/26/15 16:22,0.065255842,8/26/15
1,C,G,8/26/15 16:31,0.063796429,8/26/15
1,H,A,8/26/15 14:35,0.188260903,8/26/15
1,H,B,8/26/15 14:43,0.179552775,8/26/15
1,H,C,8/26/15 14:53,0.108266023,8/26/15
1,H,D,8/26/15 15:01,0.149540604,8/26/15
1,H,E,8/26/15 15:10,0.202971731,8/26/15
1,H,F,8/26/15 15:20,0.097321716,8/26/15
1,H,G,8/26/15 15:28,0.102805598,8/26/15
2,C,A,8/26/15 12:42,0.085881043,8/26/15
2,C,B,8/26/15 13:27,0.069753448,8/26/15
2,C,C,8/26/15 13:36,0.070428113,8/26/15
2,C,D,8/26/15 13:45,0.101723916,8/26/15
2,C,E,8/26/15 13:53,0.114647813,8/26/15
2,C,F,8/26/15 14:02,0.078854642,8/26/15
2,C,G,8/26/15 14:21,0.056722645,8/26/15
2,H,A,8/26/15 11:42,0.08948925,8/26/15
2,H,B,8/26/15 11:51,0.076778983,8/26/15
2,H,C,8/26/15 11:59,0.074252956,8/26/15
2,H,D,8/26/15 12:08,0.068977298,8/26/15
2,H,E,8/26/15 12:16,0.08954484,8/26/15
2,H,F,8/26/15 12:25,0.057950409,8/26/15
2,H,G,8/26/15 12:33,0.053237369,8/26/15
3,C,A,8/26/15 8:58,0.084125926,8/26/15
3,C,B,8/26/15 9:53,0.063166231,8/26/15
3,C,C,8/26/15 9:43,0.067187869,8/26/15
3,C,D,8/26/15 9:19,0.072890761,8/26/15
3,C,E,8/26/15 9:28,0.068181298,8/26/15
3,C,F,8/26/15 10:05,0.06911734,8/26/15
3,C,G,8/26/15 10:16,0.088728226,8/26/15
3,H,A,8/26/15 10:27,0.083884966,8/26/15
3,H,B,8/26/15 10:37,0.077270439,8/26/15
3,H,C,8/26/15 10:55,0.092747218,8/26/15
3,H,D,8/26/15 10:46,0.080316075,8/26/15
3,H,E,8/26/15 11:03,0.106615286,8/26/15
3,H,F,8/26/15 11:12,0.080081517,8/26/15
3,H,G,8/26/15 11:20,0.068497909,8/26/15
1,C,A,9/28/15 14:30,0.05299567,9/28/15
1,C,B,9/28/15 14:25,0.05758482,9/28/15
1,C,C,9/28/15 14:39,0.048843604,9/28/15
1,C,D,9/28/15 14:47,0.060263156,9/28/15
1,C,E,9/28/15 14:55,0.089019005,9/28/15
1,C,F,9/28/15 15:29,0.06566927,9/28/15
1,C,G,9/28/15 15:17,0.048716112,9/28/15
1,H,A,9/28/15 12:46,0.161679339,9/28/15
1,H,B,9/28/15 13:01,0.127574214,9/28/15
1,H,C,9/28/15 13:12,0.105671633,9/28/15
1,H,D,9/28/15 13:20,0.096968428,9/28/15
1,H,E,9/28/15 13:55,0.179379024,9/28/15
1,H,F,9/28/15 14:05,0.089544886,9/28/15
1,H,G,9/28/15 14:13,0.077496168,9/28/15
2,C,A,9/28/15 16:57,0.060650347,9/28/15
2,C,B,9/28/15 17:06,0.048514307,9/28/15
2,C,C,9/28/15 17:16,0.054323226,9/28/15
2,C,D,9/28/15 17:24,0.06681733,9/28/15
2,C,E,9/28/15 17:36,0.071175914,9/28/15
2,C,F,9/28/15 17:46,0.057734587,9/28/15
2,C,G,9/28/15 18:02,0.064178703,9/28/15
2,H,A,9/28/15 15:46,0.062952955,9/28/15
2,H,B,9/28/15 15:54,0.053865335,9/28/15
2,H,C,9/28/15 16:03,0.045753361,9/28/15
2,H,D,9/28/15 16:11,0.050859417,9/28/15
2,H,E,9/28/15 16:20,0.066119195,9/28/15
2,H,F,9/28/15 16:40,0.050716876,9/28/15
2,H,G,9/28/15 16:48,0.042241549,9/28/15
3,C,A,9/29/15 8:46,0.059780443,9/29/15
3,C,B,9/29/15 9:56,0.06405035,9/29/15
3,C,C,9/29/15 9:04,0.054270302,9/29/15
3,C,D,9/29/15 9:12,0.054499515,9/29/15
3,C,E,9/29/15 9:21,0.049382572,9/29/15
3,C,F,9/29/15 9:37,0.061633495,9/29/15
3,C,G,9/29/15 9:47,0.069156935,9/29/15
3,H,A,9/29/15 10:15,0.05637745,9/29/15
3,H,B,9/29/15 10:24,0.064506749,9/29/15
3,H,C,9/29/15 10:33,0.079680539,9/29/15
3,H,D,9/29/15 10:50,0.051761977,9/29/15
3,H,E,9/29/15 10:07,0.075902475,9/29/15
3,H,F,9/29/15 11:07,0.065810029,9/29/15
3,H,G,9/29/15 10:59,0.05276577,9/29/15
1,C,A,10/29/15 13:53,0.105004698,10/29/15
1,C,B,10/29/15 14:02,0.124528678,10/29/15
1,C,C,10/29/15 14:10,0.102915606,10/29/15
1,C,D,10/29/15 14:18,0.125446193,10/29/15
1,C,E,10/29/15 14:26,0.130798698,10/29/15
1,C,F,10/29/15 14:35,0.121633172,10/29/15
1,C,G,10/29/15 14:43,0.10491994,10/29/15
1,H,A,10/29/15 14:51,0.163089736,10/29/15
1,H,B,10/29/15 14:59,0.200522265,10/29/15
1,H,C,10/29/15 15:08,0.129477028,10/29/15
1,H,D,10/29/15 15:16,0.11480243,10/29/15
1,H,E,10/29/15 15:42,0.195017865,10/29/15
1,H,F,10/29/15 15:24,0.10315791,10/29/15
1,H,G,10/29/15 15:33,0.126991138,10/29/15
2,C,A,10/29/15 16:50,0.119064434,10/29/15
2,C,B,10/29/15 16:58,0.072253418,10/29/15
2,C,C,10/29/15 17:07,0.09113034,10/29/15
2,C,D,10/29/15 17:15,0.12311646,10/29/15
2,C,E,10/29/15 17:23,0.110138299,10/29/15
2,C,F,10/29/15 17:31,0.093498479,10/29/15
2,C,G,10/29/15 17:39,0.109947662,10/29/15
2,H,A,10/29/15 15:52,0.13322259,10/29/15
2,H,B,10/29/15 16:00,0.11790188,10/29/15
2,H,C,10/29/15 16:08,0.100698801,10/29/15
2,H,D,10/29/15 16:16,0.099652993,10/29/15
2,H,E,10/29/15 16:25,0.12488993,10/29/15
2,H,F,10/29/15 16:33,0.083301376,10/29/15
2,H,G,10/29/15 16:42,0.073442757,10/29/15
3,C,A,10/30/15 10:13,0.088232319,10/30/15
3,C,B,10/30/15 10:21,0.103259123,10/30/15
3,C,C,10/30/15 10:30,0.095896892,10/30/15
3,C,D,10/30/15 10:38,0.11125563,10/30/15
3,C,E,10/30/15 10:46,0.094194118,10/30/15
3,C,F,10/30/15 10:54,0.08400228,10/30/15
3,C,G,10/30/15 11:02,0.116379889,10/30/15
3,H,A,10/30/15 11:13,0.097795488,10/30/15
3,H,B,10/30/15 11:21,0.134151693,10/30/15
3,H,C,10/30/15 11:30,0.122315809,10/30/15
3,H,D,10/30/15 11:39,0.087674167,10/30/15
3,H,E,10/30/15 11:47,0.094065655,10/30/15
3,H,F,10/30/15 11:55,0.115498959,10/30/15
3,H,G,10/30/15 12:04,0.109928738,10/30/15
1,C,A,12/2/15 11:54,0.083542053,12/2/15
1,C,B,12/2/15 12:02,0.10176389,12/2/15
1,C,C,12/2/15 12:11,0.088685185,12/2/15
1,C,D,12/2/15 12:20,0.139512139,12/2/15
1,C,E,12/2/15 12:28,0.096706566,12/2/15
1,C,F,12/2/15 12:36,0.079477396,12/2/15
1,C,G,12/2/15 13:47,0.104188559,12/2/15
1,H,A,12/2/15 12:46,0.225440924,12/2/15
1,H,B,12/2/15 12:54,0.223748012,12/2/15
1,H,C,12/2/15 13:03,0.169211925,12/2/15
1,H,D,12/2/15 13:12,0.1452839,12/2/15
1,H,E,12/2/15 13:21,0.250389536,12/2/15
1,H,F,12/2/15 13:30,0.166952402,12/2/15
1,H,G,12/2/15 13:38,0.170234256,12/2/15
2,C,A,12/2/15 9:52,0.070636773,12/2/15
2,C,B,12/2/15 10:01,0.077807205,12/2/15
2,C,C,12/2/15 10:09,0.07215904,12/2/15
2,C,D,12/2/15 10:18,0.113597356,12/2/15
2,C,E,12/2/15 10:26,0.106927725,12/2/15
2,C,F,12/2/15 10:36,0.066750279,12/2/15
2,C,G,12/2/15 10:44,0.098497353,12/2/15
2,H,A,12/2/15 10:52,0.160072688,12/2/15
2,H,B,12/2/15 11:01,0.123896727,12/2/15
2,H,C,12/2/15 11:18,0.094254019,12/2/15
2,H,D,12/2/15 11:26,0.096707901,12/2/15
2,H,E,12/2/15 11:09,0.117970819,12/2/15
2,H,F,12/2/15 11:34,0.115760662,12/2/15
2,H,G,12/2/15 11:44,0.093393973,12/2/15
3,C,A,12/2/15 8:58,0.073532877,12/2/15
3,C,B,12/2/15 9:02,0.057357764,12/2/15
3,C,C,12/2/15 9:10,0.05604694,12/2/15
3,C,D,12/2/15 9:18,0.086636607,12/2/15
3,C,E,12/2/15 9:26,0.052558645,12/2/15
3,C,F,12/2/15 9:35,0.053341147,12/2/15
3,C,G,12/2/15 9:44,0.089304226,12/2/15
3,H,A,12/2/15 7:54,0.074373708,12/2/15
3,H,B,12/2/15 8:02,0.109435922,12/2/15
3,H,C,12/2/15 8:12,0.103331426,12/2/15
3,H,D,12/2/15 8:20,0.112144697,12/2/15
3,H,E,12/2/15 8:29,0.083685985,12/2/15
3,H,F,12/2/15 8:37,0.104287775,12/2/15
3,H,G,12/2/15 8:45,0.056602265,12/2/15
1,C,A,2/10/16 16:25,0.087476628,2/10/16
1,C,B,2/10/16 16:31,0.101907111,2/10/16
1,C,C,2/10/16 16:42,0.084628164,2/10/16
1,C,D,2/10/16 16:51,0.139234423,2/10/16
1,C,E,2/10/16 17:05,0.081157412,2/10/16
1,C,F,2/10/16 17:14,0.082881396,2/10/16
1,C,G,2/10/16 17:24,0.09673657,2/10/16
1,H,A,2/10/16 14:01,0.250220534,2/10/16
1,H,B,2/10/16 14:09,0.203865288,2/10/16
1,H,C,2/10/16 14:18,0.158559401,2/10/16
1,H,D,2/10/16 14:27,0.132301512,2/10/16
1,H,E,2/10/16 14:35,0.248676789,2/10/16
1,H,F,2/10/16 14:45,0.172489486,2/10/16
1,H,G,2/10/16 14:53,0.187440584,2/10/16
2,C,A,2/10/16 11:41,0.09298186,2/10/16
2,C,B,2/10/16 11:49,0.06218875,2/10/16
2,C,C,2/10/16 11:58,0.086229743,2/10/16
2,C,D,2/10/16 12:07,0.111080808,2/10/16
2,C,E,2/10/16 12:16,0.087264322,2/10/16
2,C,F,2/10/16 12:26,0.070160562,2/10/16
2,C,G,2/10/16 12:35,0.067411873,2/10/16
2,H,A,2/10/16 10:41,0.136398272,2/10/16
2,H,B,2/10/16 10:50,0.11564188,2/10/16
2,H,C,2/10/16 10:58,0.104742711,2/10/16
2,H,D,2/10/16 11:07,0.100451776,2/10/16
2,H,E,2/10/16 11:16,0.119172601,2/10/16
2,H,F,2/10/16 11:24,0.127722928,2/10/16
2,H,G,2/10/16 11:33,0.085381002,2/10/16
3,C,A,2/10/16 9:33,0.056175573,2/10/16
3,C,B,2/10/16 9:41,0.041521654,2/10/16
3,C,C,2/10/16 9:51,0.0477787,2/10/16
3,C,D,2/10/16 9:59,0.070222435,2/10/16
3,C,E,2/10/16 10:07,0.049919172,2/10/16
3,C,F,2/10/16 10:16,0.068077924,2/10/16
3,C,G,2/10/16 10:34,0.086825127,2/10/16
3,H,A,2/10/16 8:32,0.061925926,2/10/16
3,H,B,2/10/16 8:42,0.068672073,2/10/16
3,H,C,2/10/16 8:51,0.090807425,2/10/16
3,H,D,2/10/16 9:00,0.040130692,2/10/16
3,H,E,2/10/16 9:08,0.047239304,2/10/16
3,H,F,2/10/16 9:16,0.077284753,2/10/16
3,H,G,2/10/16 9:25,0.063462405,2/10/16
1,C,A,3/22/16 17:45,0.066422374,3/22/16
1,C,B,3/22/16 17:53,0.064070167,3/22/16
1,C,C,3/22/16 18:01,0.057913057,3/22/16
1,C,D,3/22/16 18:10,0.084170143,3/22/16
1,C,E,3/22/16 18:18,0.074074543,3/22/16
1,C,F,3/22/16 18:31,0.057652855,3/22/16
1,C,G,3/22/16 18:39,0.046069768,3/22/16
1,H,A,3/22/16 16:46,0.150657214,3/22/16
1,H,B,3/22/16 16:55,0.109767854,3/22/16
1,H,C,3/22/16 17:03,0.0627656,3/22/16
1,H,D,3/22/16 17:12,0.057526188,3/22/16
1,H,E,3/22/16 17:20,0.093371383,3/22/16
1,H,F,3/22/16 17:28,0.076466525,3/22/16
1,H,F,3/22/16 18:59,0.097486586,3/22/16
1,H,G,3/22/16 17:36,0.304492397,3/22/16
1,H,G,3/22/16 18:50,0.347159574,3/22/16
2,C,A,3/22/16 10:00,0.063649449,3/22/16
2,C,B,3/22/16 10:10,0.051981075,3/22/16
2,C,C,3/22/16 10:19,0.051496318,3/22/16
2,C,D,3/22/16 10:28,0.078621937,3/22/16
2,C,E,3/22/16 10:37,0.089036851,3/22/16
2,C,F,3/22/16 10:46,0.064649907,3/22/16
2,C,G,3/22/16 10:54,0.080491672,3/22/16
2,H,A,3/22/16 8:47,0.068815398,3/22/16
2,H,B,3/22/16 8:55,0.052475988,3/22/16
2,H,C,3/22/16 9:04,0.040061518,3/22/16
2,H,D,3/22/16 9:12,0.050462712,3/22/16
2,H,D,3/22/16 9:21,0.06028133,3/22/16
2,H,E,3/22/16 9:30,0.050192345,3/22/16
2,H,F,3/22/16 9:39,0.057448763,3/22/16
2,H,G,3/22/16 9:49,0.047408601,3/22/16
3,C,A,3/22/16 15:36,0.045486462,3/22/16
3,C,B,3/22/16 15:44,0.051055882,3/22/16
3,C,C,3/22/16 15:54,0.034223712,3/22/16
3,C,D,3/22/16 16:02,0.055467832,3/22/16
3,C,E,3/22/16 16:11,0.050479587,3/22/16
3,C,E,3/22/16 16:19,0.048271524,3/22/16
3,C,F,3/22/16 16:28,0.046024879,3/22/16
3,C,G,3/22/16 16:37,0.067031484,3/22/16
3,H,A,3/22/16 14:25,0.061406891,3/22/16
3,H,B,3/22/16 14:36,0.090372241,3/22/16
3,H,C,3/22/16 14:48,0.099103463,3/22/16
3,H,D,3/22/16 15:00,0.060983994,3/22/16
3,H,E,3/22/16 15:08,0.037715652,3/22/16
3,H,F,3/22/16 15:17,0.056156046,3/22/16
3,H,G,3/22/16 15:27,0.048838499,3/22/16
1,C,A,4/18/16 14:29,0.115136326,4/18/16
1,C,B,4/18/16 14:37,0.090248719,4/18/16
1,C,C,4/18/16 14:46,0.100054977,4/18/16
1,C,D,4/18/16 14:54,0.216262138,4/18/16
1,C,E,4/18/16 15:02,0.147891731,4/18/16
1,C,F,4/18/16 15:10,0.1249804,4/18/16
1,C,G,4/18/16 15:19,0.138440809,4/18/16
1,H,A,4/18/16 13:30,0.317406592,4/18/16
1,H,B,4/18/16 13:38,0.232006652,4/18/16
1,H,C,4/18/16 13:46,0.223679177,4/18/16
1,H,D,4/18/16 13:54,0.172117876,4/18/16
1,H,E,4/18/16 14:03,0.297494449,4/18/16
1,H,F,4/18/16 14:11,0.476678909,4/18/16
1,H,G,4/18/16 14:20,0.216381633,4/18/16
2,C,A,4/18/16 9:05,0.115933679,4/18/16
2,C,B,4/18/16 8:26,0.07963318,4/18/16
2,C,C,4/18/16 8:34,0.089145464,4/18/16
2,C,D,4/18/16 8:42,0.173052932,4/18/16
2,C,E,4/18/16 8:50,0.162083675,4/18/16
2,C,F,4/18/16 9:13,0.087280404,4/18/16
2,C,G,4/18/16 9:21,0.076874416,4/18/16
2,H,A,4/18/16 9:30,0.142930708,4/18/16
2,H,B,4/18/16 9:38,0.13250323,4/18/16
2,H,C,4/18/16 9:46,0.146314191,4/18/16
2,H,D,4/18/16 9:54,0.12916857,4/18/16
2,H,E,4/18/16 10:02,0.133278773,4/18/16
2,H,F,4/18/16 10:10,0.175330748,4/18/16
2,H,G,4/18/16 10:19,0.106384695,4/18/16
3,C,A,4/18/16 15:31,0.116256175,4/18/16
3,C,B,4/18/16 15:39,0.074104195,4/18/16
3,C,C,4/18/16 15:47,0.074405196,4/18/16
3,C,D,4/18/16 15:55,0.107963761,4/18/16
3,C,E,4/18/16 16:03,0.087665628,4/18/16
3,C,F,4/18/16 16:12,0.05860178,4/18/16
3,C,G,4/18/16 16:20,0.131970857,4/18/16
3,H,A,4/18/16 16:28,0.100992673,4/18/16
3,H,B,4/18/16 16:37,0.111623013,4/18/16
3,H,C,4/18/16 16:45,0.245263431,4/18/16
3,H,D,4/18/16 16:54,0.069793216,4/18/16
3,H,E,4/18/16 17:02,0.146925551,4/18/16
3,H,F,4/18/16 17:10,0.145165648,4/18/16
3,H,G,4/18/16 17:19,0.110690225,4/18/16
1,C,A,5/23/16 15:31,0.113318963,5/23/16
1,C,B,5/23/16 15:39,0.121614435,5/23/16
1,C,C,5/23/16 15:47,0.109142634,5/23/16
1,C,D,5/23/16 15:55,0.174790294,5/23/16
1,C,E,5/23/16 16:04,0.140151126,5/23/16
1,C,F,5/23/16 16:12,0.101004514,5/23/16
1,C,G,5/23/16 16:21,0.116065991,5/23/16
1,H,A,5/24/16 9:03,0.211270472,5/24/16
1,H,B,5/24/16 9:11,0.211242463,5/24/16
1,H,C,5/24/16 8:20,0.19530577,5/24/16
1,H,D,5/24/16 8:29,0.132691294,5/24/16
1,H,E,5/24/16 8:37,0.216973239,5/24/16
1,H,F,5/24/16 8:46,0.215692842,5/24/16
1,H,G,5/24/16 8:54,0.204617586,5/24/16
2,C,A,5/24/16 10:26,0.11616692,5/24/16
2,C,B,5/24/16 10:34,0.092134142,5/24/16
2,C,C,5/24/16 10:41,0.098903267,5/24/16
2,C,D,5/24/16 10:48,0.146804942,5/24/16
2,C,E,5/24/16 10:55,0.143075139,5/24/16
2,C,F,5/24/16 11:03,0.092019244,5/24/16
2,C,G,5/24/16 11:12,0.112015812,5/24/16
2,H,A,NA NA,NA,NA
2,H,B,NA NA,NA,NA
2,H,C,5/24/16 9:39,0.104411359,5/24/16
2,H,D,5/24/16 9:47,0.114376382,5/24/16
2,H,E,5/24/16 9:55,0.150381354,5/24/16
2,H,F,5/24/16 10:11,0.143640547,5/24/16
2,H,G,5/24/16 10:19,0.11444431,5/24/16
3,C,A,5/23/16 13:28,0.119799595,5/23/16
3,C,B,5/23/16 13:36,0.109284432,5/23/16
3,C,C,NA NA,NA,NA
3,C,D,5/23/16 13:53,0.114494694,5/23/16
3,C,E,5/23/16 14:01,0.079546784,5/23/16
3,C,F,5/23/16 14:09,0.072496734,5/23/16
3,C,G,5/23/16 14:18,0.073215702,5/23/16
3,H,A,5/23/16 14:26,0.124097702,5/23/16
3,H,B,5/23/16 14:35,0.110797925,5/23/16
3,H,C,5/23/16 14:43,0.154009818,5/23/16
3,H,D,5/23/16 14:51,0.099869931,5/23/16
3,H,E,5/23/16 14:59,0.109430084,5/23/16
3,H,F,5/23/16 15:08,0.12575656,5/23/16
3,H,G,5/23/16 15:17,0.085484219,5/23/16
1,C,A,6/28/16 12:46,0.113516526,6/28/16
1,C,B,6/28/16 12:54,0.119082749,6/28/16
1,C,C,6/28/16 13:02,0.135984047,6/28/16
1,C,D,6/28/16 13:10,0.186904421,6/28/16
1,C,E,6/28/16 13:19,0.232656802,6/28/16
1,C,F,6/28/16 13:27,0.135441884,6/28/16
1,C,G,6/28/16 13:35,0.139048809,6/28/16
1,H,A,6/28/16 11:46,0.237658919,6/28/16
1,H,B,6/28/16 11:54,0.143276175,6/28/16
1,H,C,6/28/16 12:03,0.195122314,6/28/16
1,H,D,6/28/16 12:12,0.130992258,6/28/16
1,H,E,6/28/16 12:20,0.186757302,6/28/16
1,H,F,6/28/16 12:28,0.33583879,6/28/16
1,H,G,6/28/16 12:32,0.211798283,6/28/16
2,C,A,6/28/16 14:38,0.163408794,6/28/16
2,C,B,6/28/16 14:46,0.105649603,6/28/16
2,C,C,6/28/16 14:53,0.105676779,6/28/16
2,C,D,6/28/16 15:01,0.140894691,6/28/16
2,C,E,6/28/16 15:08,0.187486487,6/28/16
2,C,F,6/28/16 15:16,0.10631302,6/28/16
2,C,G,6/28/16 15:24,0.122768523,6/28/16
2,H,A,6/28/16 13:44,0.145920695,6/28/16
2,H,B,6/28/16 13:51,0.110516538,6/28/16
2,H,C,6/28/16 13:59,0.090343638,6/28/16
2,H,D,6/28/16 14:06,0.077242782,6/28/16
2,H,E,6/28/16 14:14,0.140164513,6/28/16
2,H,F,6/28/16 14:21,0.091786996,6/28/16
2,H,G,6/28/16 14:29,0.076462808,6/28/16
3,C,A,6/28/16 15:36,0.122570823,6/28/16
3,C,B,6/28/16 15:44,0.105146025,6/28/16
3,C,C,6/28/16 15:51,0.153989096,6/28/16
3,C,D,6/28/16 15:59,0.126599546,6/28/16
3,C,E,6/28/16 16:24,0.133160516,6/28/16
3,C,F,6/28/16 16:07,0.116146644,6/28/16
3,C,G,6/28/16 16:15,0.135101939,6/28/16
3,H,A,6/28/16 16:32,0.071284127,6/28/16
3,H,B,6/28/16 16:41,0.111312718,6/28/16
