Lab-ID,Plot,Treatment,Block,Sampling Depth,Depth,pH,PLFA_Data_nmol_per_g_soil,iC14:0_nmol_per_g_soil,aC14:0_nmol_per_g_soil,C14:0_nmol_per_g_soil,iC15:0_nmol_per_g_soil,aC15:0_nmol_per_g_soil,C15:0_nmol_per_g_soil,iC16:0_nmol_per_g_soil,aC16:0_nmol_per_g_soil,C16:1w7c_nmol_per_g_soil,C16:1w9c_nmol_per_g_soil,C16:1w5c_nmol_per_g_soil,C16:0_nmol_per_g_soil,10MeC16:0_nmol_per_g_soil,iC17:0_nmol_per_g_soil,aC17:0_nmol_per_g_soil,cyC17:0_nmol_per_g_soil,C17:0_nmol_per_g_soil,C18:2w6c_nmol_per_g_soil,C18:1w5c_nmol_per_g_soil,C18:1w11c_nmol_per_g_soil,C18:0_nmol_per_g_soil,10MeC18:0_nmol_per_g_soil,cyC19:0_nmol_per_g_soil,C20:0_nmol_per_g_soil,brGDGT_Data_ng_per_g_soil,IIIa_1050a_ng_per_g_soil,IIIa'_1050b_ng_per_g_soil,IIIb_1048a_ng_per_g_soil,IIIb'_1048b_ng_per_g_soil,IIIc_1046a_ng_per_g_soil,IIIc'_1046b_ng_per_g_soil,IIa_1036a_ng_per_g_soil,IIa'_1036b_ng_per_g_soil,IIb_1034a_ng_per_g_soil,IIb'_1034b_ng_per_g_soil,IIc_1032a_ng_per_g_soil,IIc'_1032b_ng_per_g_soil,Ia_1022_ng_per_g_soil,Ib_1020_ng_per_g_soil,Ic_1018_ng_per_g_soil
176B18NO29,2C,Control,2,19-29,-25,5.1,,0.064514508,0.049036342,0.524874675,0.986062027,0.527734224,0.269652478,0.659923676,0.079403174,0.033519099,0.596889966,0.354407978,2.04472783,1.099820924,0.262245374,0.347199893,0.808859628,0.132122309,0.671524283,1.920736498,1.30681647,2.991784769,0.214044164,1.690443719,0.221817706,,0.763719056,0.729649686,0,0,0,0,1.446413627,2.192614222,0.204493116,0.629677837,0,0.65724987,2.522446995,0.280865662,0.054766017
176B18NO30,2C,Control,2,29-40.5,-35,4.78,,0.094100133,0.016532419,0.704623036,0.961483782,0.452334013,0.29901183,0.648611401,0.079247156,0.045251733,0.566782126,0.330984904,5.283188518,0.97753764,0.279457832,0.3264988,0.727153536,0.121426966,0.832757069,2.168367133,1.793539299,2.862076525,0.711480864,2.196670813,0.2930106,,1.264133662,0.974669358,0,0,0,0,2.446170174,3.69540264,0.857490359,0.478525168,0,0,4.569012531,0.19399669,0.112336891
176B18NO31,2C,Control,2,40.5-50.5,-45,4.6,,0.022831383,0.01208383,0.158643106,0.350290405,0.142075479,0.096021571,0.17705511,0.015833257,0,0.059561439,0.04010374,2.197213435,0.268975125,0.087582844,0.117524694,0.23094893,0.053290763,0.088617875,0.421018332,0.266574331,1.497265345,0.144133676,0.867549346,0.052920102,,1.123228562,0.873831115,0,0,0,0,2.269324387,3.385076272,0.193628435,0.174193448,0.098967588,0,4.48366678,0.209062744,0.174783712
176B18NO32,2C,Control,2,50.5-62,-55,4.34,,0.032900939,0.006785541,0.166383809,0.421201157,0.239337981,0.058828893,0.238637867,0.030986804,0.012006687,0.190529689,0.071450581,1.6541754,0.368145005,0.11762372,0.114452804,0.286391784,0.052837091,0.20782414,0.500049804,0.423795817,0.982425612,0.091938686,1.121627684,0.071675543,,6.773817083,1.276248545,0.080110288,0.043313868,0.148611374,0.148611374,17.18328346,6.149720597,0.342352675,0.230537722,0.673079175,0.67506496,16.00693516,0.324633366,0.048269843
176B18NO33,2C,Control,2,62-70.5,-65,4.34,,0.059637527,0.046843675,0.46331606,0.381592074,0.187105625,0.063218686,0.156731535,0.019796602,0.006343223,0.132484117,0.051127443,0.068899902,0.262932077,0.087271584,0.085647466,0.185885437,0.037601323,0.128399358,0.271030389,0.236234254,1.63595365,0.054163699,0.731018992,0.064018969,,0.681612133,0.225420972,0.038651997,0,0.036502926,0,1.456672883,0.676469378,0.028873254,0.077666864,0,0,1.832822878,0.037666615,0.027293515
176B18NO34,2C,Control,2,70.5-80,-75,4.23,,0.012586348,0.008572067,0.064445065,0.17019627,0.094592657,0.037906087,0.100171322,0.010396606,0,0.05704785,0.027078513,0.04222886,0.170604476,0.057398514,0.054668597,0.116261173,0.03642258,0.058019353,0.199174044,0.097062132,1.01487042,0.036687106,0.386267884,0.031178476,,1.0830675,0.25083254,0.05797961,0.044904712,0.096234719,0,2.485149476,0.728359348,0.096176834,0.112008531,0,0,2.252362755,0.105206979,0.070468416
176B18NO35,2C,Control,2,80-89.5,-85,4.35,,0.012475996,0.007691805,0.063392864,0.170958192,0.077004373,0.03572955,0.113841914,0.010916894,0.001314426,0.054761137,0.0247633,0.894226237,0.171010881,0.057457914,0.05612333,0.091759813,0.031045205,0.041950945,0.164088286,0.101928863,0.841015541,0.028372886,0.340366984,0.040272172,,5.946417185,0.837695583,0.718823123,0.421868169,1.368350548,0.19458147,12.89104902,2.546244369,0.185906202,0.607242146,0.291872206,0,9.722207814,0.238011033,0.117249174
176B18NO39,2H,Heated,2,0-9,-5,,,0.416957288,0.04230743,1.825204151,3.959952644,2.614511111,0.683409971,1.898008577,0.349117322,0.267935721,3.197333102,1.883170533,13.8176276,1.902735642,0.859220106,1.338715995,2.330906767,0.360642158,3.305872044,7.130612988,5.991676744,5.061252116,0.735126369,3.496293558,0.423796087,,5.310486983,2.337530242,0,0,0,0,7.594947445,9.017087299,0.507328279,0.859137144,0,0,12.67210104,0.715700419,0.178310118
176B18NO40,2H,Heated,2,9-19,-15,4.94,,0.295953049,0.068104895,0.779451545,2.891848751,1.96652922,0.492909125,1.632208127,0.256248184,0.143048778,1.689210628,1.137856222,10.54596922,2.051571359,0.793716548,1.158756686,1.543927079,0.256084307,1.015041017,3.880245929,3.224852785,4.342499091,0.66287325,3.682963239,0.606645851,,39.3249724,23.12014176,0.427944251,0.270773361,0.572631354,0,82.73909277,79.85463034,0.725599369,4.935548797,2.860327111,2.856082623,97.526098,7.201231474,0.279761688
176B18NO41,2H,Heated,2,19-30,-25,4.9,,0.075702209,0.03408553,0.746738585,1.124021872,0.66166272,0.237810753,0.713034539,0.10188991,0.060101583,0.774946822,0.480489927,4.698175755,0.943093488,0.341723821,0.442364389,0.771018111,0.110329252,0.7334792,2.056888984,1.862666458,1.918886832,0.521386217,2.429041554,0.245691118,,2.264761485,1.502271549,0.083881937,0,0.098334997,0,4.703272966,4.808483115,0.881467323,1.559965252,0,0,8.597199972,0.470109696,0.165985816
176B18NO42,2H,Heated,2,30-39,-35,4.73,,0.048214821,0.01511135,0.407034855,0.746521297,0.413155043,0.162667795,0.422162379,0.049022045,0.024613558,0.371571894,0.203727398,4.12004236,0.63332331,0.20181937,0.215399661,0.467124582,0.092865815,0.318542756,1.060414677,0.859418512,3.224711811,0.150174676,1.526674259,0.159097969,,0.787236133,0.434792552,0,0,0,0,2.074112754,1.812528371,0.377003098,1.014869712,0,0,3.320050173,0.186594257,0.115929329
176B18NO43,2H,Heated,2,39-50,-45,4.47,,0.038613793,0.019703252,0.234800254,0.694981333,0.349478117,0.134754333,0.400183158,0.037163747,0.017327971,0.331203314,0.160424059,3.34472626,0.60760299,0.170840389,0.176638064,0.450794232,0.06750452,0.28039302,0.939490647,0.588214368,2.207436325,0.101118813,1.570130355,0.143560565,,2.338797574,0.686492693,0,0,0.118679819,0.118679819,6.474127364,4.49508525,0.304712178,0.143027375,1.489613662,0,8.889025566,0.270842367,0.055120699
176B18NO44,2H,Heated,2,50-59.5,-55,4.4,,0.009880111,0.011616881,0.048986496,0.165566061,0.079446673,0.03648678,0.103078071,0.004934204,0,0.033528977,0.012907766,1.013973105,0.157634771,0.049116428,0.042593672,0.077688642,0.036529135,0.033718902,0.121726533,0.049176573,0.946321005,0.029741529,0.27067392,0.033718843,,0.441656415,0.14559836,0.050090563,0.042435973,0.136184557,0.037306055,0.75393683,0.816771613,0.040891626,0.040918484,0.015685195,0.094044024,1.103348721,0.033035599,0.008191754
176B18NO45,2H,Heated,2,59.5-68.5,-65,3.65,,0.01047374,0.016415736,0.064615012,0.136526948,0.061907701,0.031600473,0.087855951,0.005630429,0,0.049744687,0.017791595,0.021633672,0.133529236,0.043513754,0.034798397,0.07527293,0.036546408,0.04465171,0.158624918,0.066764855,1.346257571,0.028052573,0.283256362,0.03756721,,0.177667288,0.073531224,0.020107335,0.018343433,0.05164567,0,0.311506199,0.328778692,0.046809257,0.11905478,0,0.225702114,0.592960208,0.020453816,0.016977555
